"","Fiscal.Year","NAICS_Code","Action.Obligation","Obligation.2016","vendor_count","hh_index","pct_sum_check","top4","top8","top12","top20","top50","GEO.id2","NAICS.id","NAICS.display-label","OPTAX.id","OPTAX.display-label","ESTAB","RCPTOT","PAYANN","EMP","NAICS_DESCRIPTION"
"320",2007,"326212",1092405.8,1253621.52857471,9,3565.96131644841,NA,0.952278905879116,1,1,1,1,NA,"326212","Tire retreading","99","Total","523","1632937","276378","7974","Tire Retreading"
"321",2007,"326220",12295455.2783,14110001.4669497,186,474.002386702668,NA,0.347022278855979,0.558206341866788,0.654361677669244,0.75024195689911,0.9034285239859,NA,"326220","Rubber and plastics hoses and belting manufacturing","99","Total","268","4478081","774780","19965","Rubber and Plastics Hoses and Belting Manufacturing"
"322",2007,"326291",19207111.1508,22041669.8999311,111,2301.66555270242,NA,0.829734720379135,0.900759355462958,0.926967139462741,0.956713205673026,0.989946803640382,NA,"326291","Rubber product manufacturing for mechanical use","99","Total","499","7408424","1334694","35933","Rubber Product Manufacturing for Mechanical Use"
"323",2007,"326299",32799469.1025,37639969.1330044,209,769.677547425595,NA,0.486326604540829,0.707077363807865,0.821450478431088,0.897803869571582,0.960065985804299,NA,"326299","All other rubber product manufacturing","99","Total","784","8662810","1345920","35121","All Other Rubber Product Manufacturing"
"324",2007,"327111",2112331.1709,2424066.06713335,12,3544.34595005379,1,0.924434197535422,0.989651423791334,1,1,1,NA,"327111","Vitreous china plumbing fixture and china and earthenware bathroom accessories manufacturing","99","Total","28","818089","168060","4414",NA
"325",2007,"327112",4246411,4873090.4291944,12,9463.29611266428,NA,0.988875580106345,0.997743926497943,1,1,1,NA,"327112","Vitreous china, fine earthenware, and other pottery product manufacturing","99","Total","662","747341","225441","7630",NA
"326",2007,"327113",276941.1602,317811.751434473,10,3484.288627333,NA,0.924897404253743,1,1,1,1,NA,"327113","Porcelain electrical supply manufacturing","99","Total","113","879596","238356","5278",NA
"327",2007,"327121",49091,56335.7815010328,4,4281.72271963368,1,1,1,1,1,1,NA,"327121","Brick and structural clay tile manufacturing","99","Total","200","2037020","441722","12243",NA
"328",2007,"327122",419658.0899,481590.647119578,18,4124.65830512269,NA,0.841065824131926,0.948252635794066,0.994542988093027,1,1,NA,"327122","Ceramic wall and floor tile manufacturing","99","Total","185","1075282","232763","6321",NA
"329",2007,"327123",24722,28370.4383750287,1,10000,1,1,1,1,1,1,NA,"327123","Other structural clay product manufacturing","99","Total","53","242381","65335","1628",NA
"330",2007,"327124",495908,569093.412898784,3,9386.15754608582,1,1,1,1,1,1,NA,"327124","Clay refractory manufacturing","99","Total","137","1089656","189170","4332",NA
"331",2007,"327125",901562,1034613.26600872,13,4848.5172326457,1,0.893755504335808,0.978298774793081,0.999536360228137,1,1,NA,"327125","Nonclay refractory manufacturing","99","Total","108","1768620","307602","6022",NA
"332",2007,"327211",7708452,8846054.62474179,16,3864.12564167746,NA,0.984217066640998,0.997232388911238,0.999864434536995,1,1,NA,"327211","Flat glass manufacturing","99","Total","44","3273652","468571","9859","Flat Glass Manufacturing"
"333",2007,"327212",12477442.8674,14318846.5313289,19,5193.57387339797,NA,0.976466693021769,0.995045635615442,0.999577591202529,1,1,NA,"327212","Other pressed and blown glass and glassware manufacturing","99","Total","531","4877244","998195","22731","Other Pressed and Blown Glass and Glassware Manufacturing"
"334",2007,"327213",214454,246102.823043378,12,2130.13264588376,1,0.735020097550057,0.905690730879349,1,1,1,NA,"327213","Glass container manufacturing","99","Total","63","4868309","806001","14736","Glass Container Manufacturing"
"335",2007,"327215",8857090.9611,10164208.1261189,58,5132.56282242714,NA,0.88698991000749,0.936098705551506,0.966209380689391,0.98159257908426,0.999965295666717,NA,"327215","Glass product manufacturing made of purchased glass","99","Total","1440","10319048","1988897","51571","Glass Product Manufacturing Made of Purchased Glass"
"336",2007,"327310",1496713,1717595.82281386,15,3993.16147199793,NA,0.934956133874697,0.984355718163736,0.998822753594042,1,1,NA,"327310","Cement manufacturing","99","Total","297","10511362","1079653","17833","Cement Manufacturing"
"337",2007,"327320",2227726.5098,2556491.28964884,92,493.767245399035,NA,0.370293250670776,0.525600247541678,0.620369537601951,0.738496712410897,0.961592187827224,NA,"327320","Ready-mix concrete manufacturing","99","Total","6135","34837195","4490562","109127","Ready-Mix Concrete Manufacturing"
"338",2007,"327331",2882766,3308200.59674088,36,3362.37980176492,NA,0.797095111143885,0.899460625011309,0.94583786112673,0.981259288164305,1,NA,"327331","Concrete block and brick manufacturing","99","Total","914","6243320","992892","23825","Concrete Block and Brick Manufacturing"
"339",2007,"327332",416431,477887.307780583,11,1535.00549518834,1,0.704044607630076,0.941361233913902,1,1,1,NA,"327332","Concrete pipe manufacturing","99","Total","390","3406284","524360","12758","Concrete Pipe Manufacturing"
"340",2007,"327390",27550283.6689,31616116.2140234,71,1767.82142766948,NA,0.7668262100472,0.844475627781535,0.889565602319722,0.943747714344537,0.995454379828361,NA,"327390","Other concrete product manufacturing","99","Total","2354","12213829","2629807","68901","Other Concrete Product Manufacturing"
"341",2007,"327410",630558,723614.872618774,4,5053.58726911102,NA,1,1,1,1,1,NA,"327410","Lime manufacturing","99","Total","82","1866038","233357","4326","Lime Manufacturing"
"342",2007,"327420",69197,79408.9970162956,6,2907.00420411276,NA,0.994465077965808,1,1,1,1,NA,"327420","Gypsum product manufacturing","99","Total","264","5737091","621359","11876","Gypsum Product Manufacturing"
"343",2007,"327910",256189277.545,293997334.800321,125,8252.45736055039,NA,0.95905994537401,0.975438351841462,0.982509615225468,0.989984910922655,0.998339013063294,NA,"327910","Abrasive product manufacturing","99","Total","334","4535350","709887","14202","Abrasive Product Manufacturing"
"344",2007,"327991",750090,860787.238925866,18,2504.94533264006,NA,0.801027876654801,0.935450412617153,0.969035715714114,1,1,NA,"327991","Cut stone and stone product manufacturing","99","Total","2210","4199131","1199452","34154","Cut Stone and Stone Product Manufacturing"
"345",2007,"327992",1731654.2499,1987209.37560248,21,1700.10191327323,NA,0.786595627488576,0.954967795073681,0.990957207394691,1,1,NA,"327992","Ground or treated mineral and earth manufacturing","99","Total","264","3131058","353334","6649","Ground or Treated Mineral and Earth Manufacturing"
"346",2007,"327993",255457.9497,293158.078609135,15,1113.6537390825,NA,0.562587681198649,0.829503447471315,0.983862717471771,1,1,NA,"327993","Mineral wool manufacturing","99","Total","301","5981504","895736","18331","Mineral Wool Manufacturing"
"347",2007,"327999",13364887.406,15337258.9006197,182,1241.38866075142,NA,0.509369815641659,0.605273316691043,0.679820386130241,0.755721508973816,0.90395104649053,NA,"327999","All other miscellaneous nonmetallic mineral product manufacturing","99","Total","448","3320184","426749","9801","All Other Miscellaneous Nonmetallic Mineral Product Manufacturing"
"348",2007,"331111",113678740.7689,130455291.219761,195,1888.90536134956,NA,0.739511735235777,0.869060391421978,0.916337411739634,0.946281914974181,0.984306434368,NA,"331111","Iron and steel mills","99","Total","352","100289117","7123603","106312",NA
"349",2007,"331112",703359,807159.742942392,5,9436.13131619534,NA,1,1,1,1,1,NA,"331112","Electrometallurgical ferroalloy product manufacturing","99","Total","20","1319541","113198","2144",NA
"350",2007,"331210",39659689.3302,45512611.1202662,401,430.441912392559,NA,0.324503701802828,0.432677821985185,0.507666709952477,0.613548668962236,0.777820026353808,NA,"331210","Iron and steel pipe and tube manufacturing from purchased steel","99","Total","186","10262410","1003853","21690","Iron and Steel Pipe and Tube Manufacturing from Purchased Steel"
"351",2007,"331221",34189442.4015,39235072.7582052,115,3389.5824001276,NA,0.826813353972689,0.894180626291445,0.919163955103215,0.946188699480869,0.984176514245408,NA,"331221","Rolled steel shape manufacturing","99","Total","150","6992205","529205","10402","Rolled Steel Shape Manufacturing"
"352",2007,"331222",4355909.1201,4998748.12956163,64,1275.44511639372,NA,0.601410868383549,0.760801093110602,0.86009339885,0.934128482354568,0.995176718763998,NA,"331222","Steel wire drawing","99","Total","288","5688228","675814","16479","Steel Wire Drawing"
"353",2007,"331311",5511,6324.30571494147,1,10000,1,1,1,1,1,1,NA,"331311","Alumina refining","99","Total","12","1319463","108297","1575",NA
"354",2007,"331312",2752933.0305,3159207.05818224,41,1455.5808799049,NA,0.615048306806521,0.781128032411673,0.890560671940616,0.980131375653681,1,NA,"331312","Primary aluminum production","99","Total","48","6537052","524260","9167",NA
"355",2007,"331314",2900678.8448,3328756.99426211,13,5432.13700666689,NA,0.962825253752821,0.995586205614264,1,1,1,NA,"331314","Secondary smelting and alloying of aluminum","99","Total","134","7823492","388767","7468","Secondary Smelting and Alloying of Aluminum"
"356",2007,"331315",160638531.8083,184345342.906013,96,5636.93892506768,NA,0.957800980066482,0.974013394546547,0.983211079397456,0.991320593834071,0.998754730765925,NA,"331315","Aluminum sheet, plate, and foil manufacturing","99","Total","116","17344385","1024654","17540","Aluminum Sheet, Plate, and Foil Manufacturing"
"357",2007,"331316",3756495.7,4310874.11062658,52,1984.96755619829,NA,0.799736714252104,0.886664184000634,0.929309576006299,0.967171075874265,1,NA,"331316","Aluminum extruded product manufacturing","99","Total","197","7569829","899515","23113",NA
"358",2007,"331319",495495,568619.462933211,32,691.323925349404,NA,0.424068860432497,0.646579682943319,0.789606353242717,0.924406906225088,1,NA,"331319","Other aluminum rolling and drawing","99","Total","71","1213306","108084","2433",NA
"359",2007,"331411",1279556,1468391.09478999,4,8699.23530245467,1,1,1,1,1,1,NA,"331411","Primary smelting and refining of copper","99","Total","10","7562388","100483","1732",NA
"360",2007,"331419",1729131.4609,1984314.27691072,23,2743.85029956512,NA,0.839869522798727,0.917527527399467,0.968841202360524,0.99979019785307,1,NA,"331419","Primary smelting and refining of nonferrous metal (except copper and aluminum)","99","Total","182","5974363","501530","8645",NA
"361",2007,"331421",1445130.3707,1658400.70082626,50,919.644634821681,NA,0.529138756480206,0.746108974237651,0.841203708518317,0.933971910198367,1,NA,"331421","Copper rolling, drawing, and extruding","99","Total","116","16765667","684703","13709",NA
"362",2007,"331422",1878869.9201,2156150.92965343,51,1019.95788581804,NA,0.567192538769944,0.793817062077729,0.856813972472516,0.934997671316437,1,NA,"331422","Copper wire (except mechanical) drawing","99","Total","125","7804746","453763","10942",NA
"363",2007,"331423",414740.3,475947.096626119,14,1662.17052488677,NA,0.726399673297805,0.967134323365767,1,1,1,NA,"331423","Secondary smelting, refining, and alloying of copper","99","Total","27","1062953","61658","951",NA
"364",2007,"331491",20988209.7659,24085620.5713794,106,1513.78771583886,NA,0.712964518668939,0.848540747549613,0.895858016967315,0.940684934257015,0.987598412640782,NA,"331491","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding, and alloying","99","Total","314","9961565","997048","18318","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding"
"365",2007,"331492",1262603.2998,1448936.5386734,17,2056.3871127192,1,0.716122791808975,0.926444038270206,0.983936363857743,1,1,NA,"331492","Secondary smelting, refining, and alloying of nonferrous metal (except copper and aluminum)","99","Total","233","8329110","566836","11075","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)"
"366",2007,"331511",458366.93,526012.084002754,40,726.255191490827,NA,0.423020420170552,0.645607956717425,0.773158558109297,0.917033042782916,1,NA,"331511","Iron foundries","99","Total","468","11760236","2458798","51309","Iron Foundries"
"367",2007,"331512",588185,674988.524213909,8,6091.17158148915,NA,0.958710269728062,1,1,1,1,NA,"331512","Steel investment foundries","99","Total","134","3452658","709742","16650","Steel Investment Foundries"
"368",2007,"331513",2175364,2496401.19348175,19,3089.12933371878,NA,0.912439571379242,0.977394369301526,0.993767954096289,1,1,NA,"331513","Steel foundries (except investment)","99","Total","222","3963118","778698","17920","Steel Foundries (except Investment)"
"369",2007,"331521",131836,151292.173513886,7,3139.82473041794,NA,0.947252647228375,1,1,1,1,NA,"331521","Aluminum die-casting foundries","99","Total","295","5959595","1193887","28101",NA
"370",2007,"331522",679530,779814.09226532,7,4083.19124131597,1,0.976657395552809,1,1,1,1,NA,"331522","Nonferrous (except aluminum) die-casting foundries","99","Total","162","1387712","281841","6786",NA
"371",2007,"331524",396300.3203,454785.77036952,15,1453.65766528895,1,0.673183912135233,0.876843400068279,0.973873349402892,1,1,NA,"331524","Aluminum foundries (except die-casting)","99","Total","497","3928455","866336","22116","Aluminum Foundries (except Die-Casting)"
"372",2007,"331525",390543,448178.792747303,10,3330.85291667993,NA,0.9245896098509,1,1,1,1,NA,"331525","Copper foundries (except die-casting)","99","Total","239","1500359","266201","6953",NA
"373",2007,"331528",218382,250610.51182006,11,1953.60009172403,NA,0.803872367071721,0.980874118575927,1,1,1,NA,"331528","Other nonferrous foundries (except die-casting)","99","Total","122","1079102","234688","5295",NA
"374",2007,"332111",13747511.1895,15776349.7699105,85,1369.68886869753,NA,0.568744188017772,0.76411798279389,0.833543777196736,0.924541561550247,0.991697681365527,NA,"332111","Iron and steel forging","99","Total","412","7653813","1166321","24288","Iron and Steel Forging"
"375",2007,"332112",4752115,5453425.52214827,79,1031.72956309548,NA,0.561574326617088,0.721163084288016,0.799512317137334,0.881799280908653,0.983711998256442,NA,"332112","Nonferrous forging","99","Total","74","2976044","432427","8078","Nonferrous Forging"
"376",2007,"332114",375302.7202,430689.373651595,12,2210.63183207656,1,0.835199702344177,0.964852373057753,1,1,1,NA,"332114","Custom roll forming","99","Total","480","8110142","947586","20948","Custom Roll Forming"
"377",2007,"332115",26209,30076.887766812,3,3356.29713945715,1,1,1,1,1,1,NA,"332115","Crown and closure manufacturing","99","Total","57","1162946","156106","3434",NA
"378",2007,"332116",3216666.2504,3691377.38168465,94,2226.0252646503,NA,0.55710584765641,0.655676983473557,0.72208553714529,0.808775947348684,0.953725524393923,NA,"332116","Metal stamping","99","Total","1603","11754222","2529384","60510",NA
"379",2007,"332117",3014969,3459913.93160432,23,3836.36446247395,NA,0.908094909101885,0.954253592657172,0.98241175945756,0.999933664326234,1,NA,"332117","Powder metallurgy part manufacturing","99","Total","141","1853382","373029","9285","Powder Metallurgy Part Manufacturing"
"380",2007,"332211",4198105,4817655.49690154,23,5517.95270843117,NA,0.944245752711156,0.97310409623576,0.98691309892816,0.999590126355876,1,NA,"332211","Cutlery and flatware (except precious) manufacturing","99","Total","136","1471325","264127","4773",NA
"381",2007,"332212",222870265.2502,255761149.013312,533,4126.65209205096,NA,0.851127527250546,0.894745114018331,0.913421406657502,0.933497405061285,0.961522918211854,NA,"332212","Hand and edge tool manufacturing","99","Total","1173","6680604","1507023","35225",NA
"382",2007,"332213",553945,635695.432637136,28,1459.90172394028,NA,0.678525846428797,0.852171244437625,0.916908718374568,0.981487331774815,1,NA,"332213","Saw blade and handsaw manufacturing","99","Total","132","1491041","315798","6872",NA
"383",2007,"332214",781754.4204,897124.650447556,26,2897.9133038731,NA,0.70981615802816,0.821003331219415,0.888694225632088,0.982998506709121,1,NA,"332214","Kitchen utensil, pot, and pan manufacturing","99","Total","72","1366523","161174","3846",NA
"384",2007,"332311",253228980.5826,290600161.329585,294,1330.63187973662,NA,0.519903745243321,0.668431102659455,0.739478875710136,0.834764140547064,0.9364330366137,NA,"332311","Prefabricated metal building and component manufacturing","99","Total","818","7510802","1254162","30168","Prefabricated Metal Building and Component Manufacturing"
"385",2007,"332312",378398040.6022,434241497.133578,342,1964.34029564854,NA,0.745640848767714,0.849595515801417,0.905471130550636,0.955506134347125,0.97881317460221,NA,"332312","Fabricated structural metal manufacturing","99","Total","3698","32546694","5141757","116311","Fabricated Structural Metal Manufacturing"
"386",2007,"332313",33312678.4333,38228917.1830388,163,5564.8422894756,NA,0.824827340813094,0.880266693019174,0.908600985042774,0.942166676651302,0.977881346602677,NA,"332313","Plate work manufacturing","99","Total","1367","6766471","1527852","37165","Plate Work Manufacturing"
"387",2007,"332321",6168498.4157,7078836.83233877,159,981.655535032017,NA,0.457998209987421,0.563116035164704,0.632225827396088,0.729151452774005,0.88329341190294,NA,"332321","Metal window and door manufacturing","99","Total","1335","14145851","2604001","75889","Metal Window and Door Manufacturing"
"388",2007,"332322",29513067.687,33868565.1675465,209,1029.68156255474,NA,0.578816741758166,0.695563327536497,0.782574959612898,0.853947031216294,0.938939661692646,NA,"332322","Sheet metal work manufacturing","99","Total","4469","22129295","4744824","122371","Sheet Metal Work Manufacturing"
"389",2007,"332323",16474219.0711,18905461.4081937,131,1187.16032034475,NA,0.586666635502032,0.799579504432048,0.859771883679147,0.926676189246187,0.974735678548967,NA,"332323","Ornamental and architectural metal work manufacturing","99","Total","2538","7984908","1692501","43169","Ornamental and Architectural Metal Work Manufacturing"
"390",2007,"332410",327956808.2207,376356217.834175,108,8875.5187755981,NA,0.986643093258246,0.991587465709573,0.993991537270032,0.996137488174923,0.999048892260398,NA,"332410","Power boiler and heat exchanger manufacturing","99","Total","305","5786668","1189382","22624","Power Boiler and Heat Exchanger Manufacturing"
"391",2007,"332420",19489815.3095,22366095.1451687,146,682.276918495388,NA,0.442424649858043,0.637154033576355,0.721739509124072,0.823446858993949,0.946369587920153,NA,"332420","Metal tank (heavy gauge) manufacturing","99","Total","689","8695068","1682163","37246","Metal Tank (Heavy Gauge) Manufacturing"
"392",2007,"332431",19499292.6625,22376971.1527427,26,2603.64178247694,NA,0.757222524855778,0.908370642375346,0.963783843233549,0.998838261962006,1,NA,"332431","Metal can manufacturing","99","Total","189","13665643","1088408","19089","Metal Can Manufacturing"
"393",2007,"332439",130708196.9125,149997930.815355,327,937.367967130021,NA,0.502506422812177,0.669012176881576,0.737771808452413,0.818990489526713,0.931645688019974,NA,"332439","Other metal container manufacturing","99","Total","377","3556386","531345","13699","Other Metal Container Manufacturing"
"394",2007,"332510",213879048.3458,245443020.823732,1692,98.8443509020592,NA,0.136486064118099,0.21030302600069,0.268072677587756,0.362617905029563,0.547772085236786,NA,"332510","Hardware manufacturing","99","Total","777","9587447","1646806","39347","Hardware Manufacturing"
"395",2007,"332611",11576834.6898,13285327.8515033,200,1333.83056895655,NA,0.638273666584324,0.700622303155743,0.74309180925122,0.808461506677536,0.90450917006359,NA,"332611","Spring (heavy gauge) manufacturing","99","Total","109","933631","174922","4135",NA
"396",2007,"332612",2191559.3306,2514986.60844618,73,1288.91004649712,NA,0.633552138351089,0.778070630342333,0.850369362786244,0.919624581069068,0.995077739717702,NA,"332612","Spring (light gauge) manufacturing","99","Total","344","2787234","591781","14891",NA
"397",2007,"332618",31220448.6438,35827919.0312141,362,353.047491344174,NA,0.309046780546345,0.465036264581744,0.54379806763844,0.661062651094626,0.830795568687349,NA,"332618","Other fabricated wire product manufacturing","99","Total","1127","5882193","1131369","31429","Other Fabricated Wire Product Manufacturing"
"398",2007,"332710",62046219.6263,71202914.4208171,540,345.97049834712,NA,0.311208235965369,0.453087443890161,0.535583124333723,0.629042054792816,0.783060833545609,NA,"332710","Machine shops","99","Total","21212","36453997","10989326","263993","Machine Shops"
"399",2007,"332721",51084628.6296,58623627.0709204,170,7406.05409970472,NA,0.903401667521706,0.924122986195308,0.93645706717606,0.953041668540682,0.980989738255642,NA,"332721","Precision turned product manufacturing","99","Total","3355","14883250","4179857","98034","Precision Turned Product Manufacturing"
"400",2007,"332722",443656516.2756,509130727.881111,1150,1420.67426882364,NA,0.565104301568084,0.670352143750944,0.719394340669254,0.780674733525013,0.864393104382022,NA,"332722","Bolt, nut, screw, rivet, and washer manufacturing","99","Total","879","9637217","1895316","41147","Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
"401",2007,"332811",2597895.0974,2981288.84255221,37,5615.5853207528,NA,0.875447676997741,0.949790094356148,0.974908884187665,0.994039523040265,1,NA,"332811","Metal heat treating","99","Total","868","4990130","1059800","24687","Metal Heat Treating"
"402",2007,"332812",3112572,3571921.04659169,87,1168.01828528868,NA,0.503384762453613,0.609824058688366,0.693662043781137,0.813041589385773,0.978256021838744,NA,"332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","99","Total","2579","14446708","2123312","55977","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers"
"403",2007,"332813",6123177.8401,7026827.90922653,99,1581.9383358965,NA,0.635975875681927,0.757877368972895,0.834837139587904,0.916671624907158,0.987735446907633,NA,"332813","Electroplating, plating, polishing, anodizing, and coloring","99","Total","2731","7182919","2118696","59759","Electroplating, Plating, Polishing, Anodizing, and Coloring"
"404",2007,"332911",40457771.686,46428473.3601102,422,219.877209047851,NA,0.205063224176114,0.32097925241581,0.415979712428671,0.563648358375245,0.767616127858579,NA,"332911","Industrial valve manufacturing","99","Total","481","11001782","1812951","38745","Industrial Valve Manufacturing"
"405",2007,"332912",221503565.4507,254192753.558297,565,3514.51526184269,NA,0.715870578793669,0.77268369000808,0.801118753821079,0.839627823286551,0.907427520964024,NA,"332912","Fluid power valve and hose fitting manufacturing","99","Total","384","8639681","1713263","34996","Fluid Power Valve and Hose Fitting Manufacturing"
"406",2007,"332913",25596630.3405,29374145.4446867,78,8867.74246229574,NA,0.974161113621661,0.981344137321255,0.985699304174737,0.991436980737406,0.999157962633551,NA,"332913","Plumbing fixture fitting and trim manufacturing","99","Total","138","4424061","446928","11245","Plumbing Fixture Fitting and Trim Manufacturing"
"407",2007,"332919",38022188.1074,43633449.744549,358,711.993553161117,NA,0.390888448101165,0.50751525708249,0.59528972376945,0.700927151120415,0.854567439937376,NA,"332919","Other metal valve and pipe fitting manufacturing","99","Total","270","5108678","821497","17547","Other Metal Valve and Pipe Fitting Manufacturing"
"408",2007,"332991",133776125.4757,153518620.008836,647,412.074852730301,NA,0.322049155832974,0.513959151825729,0.607207976224049,0.706371302997289,0.837717609791482,NA,"332991","Ball and roller bearing manufacturing","99","Total","184","7546903","1235092","27173","Ball and Roller Bearing Manufacturing"
"409",2007,"332992",736569309.3116,845271183.511132,103,1359.14401412666,NA,0.587741181274553,0.763103143831535,0.863227585478322,0.952715275994768,0.99873643890608,NA,"332992","Small arms ammunition manufacturing","99","Total","107","2338684","472259","9644","Small Arms Ammunition Manufacturing"
"410",2007,"332993",2555859570.4606,2933049771.01285,147,891.155645875368,NA,0.486213518864673,0.690058940210537,0.823970597599798,0.922497522670752,0.993576412342025,NA,"332993","Ammunition (except small arms) manufacturing","99","Total","43","1747171","253299","5442","Ammunition (except Small Arms) Manufacturing"
"411",2007,"332994",1253607610.706,1438613278.2947,520,889.823575391873,NA,0.529058796952449,0.671669094775797,0.743879079897897,0.812308325559589,0.926591492158084,NA,"332994","Small arms manufacturing","99","Total","224","2742301","506897","11399","Small Arms, Ordnance, and Ordnance Accessories Manufacturing"
"412",2007,"332995",905127423.2384,1038704869.44962,964,1225.51058381886,NA,0.575893235783759,0.707082158893294,0.761821776285632,0.826423561628604,0.908934630536104,NA,"332995","Other ordnance and accessories manufacturing","99","Total","91","1515197","311341","4711",NA
"413",2007,"332996",62329089.4868,71527529.8218958,670,366.732294267916,NA,0.310201832910873,0.38850504389027,0.441534676484209,0.52267509436117,0.674200907934273,NA,"332996","Fabricated pipe and pipe fitting manufacturing","99","Total","785","7540555","1299795","31851","Fabricated Pipe and Pipe Fitting Manufacturing"
"414",2007,"332997",367373,421589.396373652,8,4294.01157163805,NA,0.986770938528417,1,1,1,1,NA,"332997","Industrial pattern manufacturing","99","Total","431","571631","210293","4788",NA
"415",2007,"332998",3971870.13,4558033.19944916,20,8855.3076917536,NA,0.97837136482607,0.98953411651453,0.995329623227132,1,1,NA,"332998","Enameled iron and metal sanitary ware manufacturing","99","Total","75","1327908","204604","4841",NA
"416",2007,"332999",321372996.7383,368800776.610397,1329,635.407366227963,NA,0.359089189112789,0.477379019675244,0.551230417672414,0.627420602169902,0.75622887897605,NA,"332999","All other miscellaneous fabricated metal product manufacturing","99","Total","3636","16569569","3200357","81204","All Other Miscellaneous Fabricated Metal Product Manufacturing"
"417",2007,"333111",7428908.7773,8525256.80204269,78,1012.01599604761,NA,0.549033201227792,0.741952782188923,0.81913464826222,0.898337918979261,0.988765473139622,NA,"333111","Farm machinery and equipment manufacturing","99","Total","1153","21728730","2413453","54713","Farm Machinery and Equipment Manufacturing"
"418",2007,"333112",3987386.1389,4575839.03936195,95,408.118920454055,NA,0.30850273597569,0.521296232548783,0.609155103335112,0.715884870370352,0.917588014776218,NA,"333112","Lawn and garden tractor and home lawn and garden equipment manufacturing","99","Total","160","8264035","707258","20544","Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing"
"419",2007,"333120",311593192.046,357577681.943998,343,1067.23453621531,NA,0.575669874152226,0.697525286244683,0.783268695137206,0.876927657003163,0.958164552790649,NA,"333120","Construction machinery manufacturing","99","Total","825","37458798","3445076","72467","Construction Machinery Manufacturing"
"420",2007,"333131",5373414.6211,6166415.67718614,31,3326.5222340603,1,0.853894464421716,0.951924122868613,0.978192079289796,0.992381566864531,1,NA,"333131","Mining machinery and equipment manufacturing","99","Total","236","3289202","525606","10925","Mining Machinery and Equipment Manufacturing"
"421",2007,"333132",853878.7796,979893.022263025,28,3447.18571659783,NA,0.747522475851823,0.845409341876818,0.909980536530406,0.981283186099053,1,NA,"333132","Oil and gas field machinery and equipment manufacturing","99","Total","664","17738543","2661196","48085","Oil and Gas Field Machinery and Equipment Manufacturing"
"422",2007,"333210",851836.3999,977549.231007574,38,1030.74831028588,NA,0.547936893836678,0.710062193601815,0.797455941275227,0.914773935990759,1,NA,"333210","Sawmill and woodworking machinery manufacturing","99","Total","276","1014338","244767","5444",NA
"423",2007,"333220",818908.5498,939761.934588019,25,1630.26067996528,NA,0.685901243760145,0.889336443294566,0.966617377494034,1,1,NA,"333220","Plastics and rubber industry machinery manufacturing","99","Total","524","3677205","821338","17400",NA
"424",2007,"333291",205809.79,236182.91255451,14,1870.91915581446,NA,0.815634619713669,0.94283070790753,0.998114764122737,1,1,NA,"333291","Paper industry machinery manufacturing","99","Total","255","2548189","563135","10064",NA
"425",2007,"333292",1113083.1592,1277350.42368602,28,2069.41213137254,NA,0.7311331440774,0.82794786619435,0.883694088323418,0.971915143793695,1,NA,"333292","Textile machinery manufacturing","99","Total","327","1087996","249832","6146",NA
"426",2007,"333293",74138344.3588,85079578.102823,66,9320.67537493488,NA,0.988253917397905,0.991714234015089,0.99380837877517,0.996171229823266,0.999488538787023,NA,"333293","Printing machinery and equipment manufacturing","99","Total","436","3126593","726707","13155",NA
"427",2007,"333294",3803326,4364615.56116594,55,1163.63247245259,NA,0.600036538649337,0.744626383478676,0.826383125402007,0.928837700013147,1,NA,"333294","Food product machinery manufacturing","99","Total","514","4243652","937358","17593",NA
"428",2007,"333295",1942296.25,2228937.62910259,35,1228.37259324592,NA,0.651239356840214,0.803718424300978,0.876683624537432,0.964416001934857,1,NA,"333295","Semiconductor machinery manufacturing","99","Total","225","14287892","2049287","25066",NA
"429",2007,"333298",105840983.3192,121460848.426899,382,2416.67710123637,NA,0.612408542040763,0.697719250493804,0.750187544193823,0.812111974779464,0.907339374181611,NA,"333298","All other industrial machinery manufacturing","99","Total","1406","9653810","2162597","42643",NA
"430",2007,"333311",1711217,1963756.0247877,13,3861.20642469517,NA,0.914301342261092,0.989304687833279,1,1,1,NA,"333311","Automatic vending machine manufacturing","99","Total","90","1156203","169887","4809",NA
"431",2007,"333312",3097700.09,3554854.36079872,69,621.107424260504,NA,0.403578951282807,0.597163896702516,0.719267505255568,0.856934325095896,0.992021393549766,NA,"333312","Commercial laundry, drycleaning, and pressing machine manufacturing","99","Total","46","850338","162239","4346",NA
"432",2007,"333313",11422888.0898,13108662.0263943,184,1764.67227376345,NA,0.536892538216692,0.637060238770784,0.686887576083557,0.75288983057663,0.886717142185371,NA,"333313","Office machinery manufacturing","99","Total","98","2102382","332604","6340",NA
