"CalendarYear","exclude","NAICS_Code","naics_text","obl","cont_count","hh_index","pct_sum_check","top4","top8","top12","top20","top50","mismatch"
1999,FALSE,"221",NA,29618011,23,6648.81157661747,1,0.886463611617944,0.939826276653081,0.970117574741937,0.998510534687829,1,NA
1999,FALSE,"233",NA,5544287,8,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"234",NA,-70735,2,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"235",NA,1398287,3,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"236",NA,0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"238",NA,60679,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"312",NA,46420,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"314",NA,638469,13,1108.37030329393,1,0.545945065461283,0.844950968645306,1,1,1,NA
1999,FALSE,"315",NA,2455548,12,4281.47198739839,1,0.841627205006785,0.947996944062995,1,1,1,NA
1999,FALSE,"316",NA,354248,2,6393.69727138071,1,1,1,1,1,1,NA
1999,FALSE,"323",NA,776047,3,4691.22766795101,1,1,1,1,1,1,NA
1999,FALSE,"324",NA,0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"325",NA,11278700,24,4928.53887106235,1,0.827881848085329,0.890972275173557,0.941078670414144,0.993644923617084,1,NA
1999,FALSE,"326",NA,363792,6,2366.33803808288,1,0.920476536042574,1,1,1,1,NA
1999,FALSE,"331",NA,0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"332",NA,672962222,45,8229.19284090801,1,0.995231621524791,0.998014296373091,0.999129519971427,0.999858331614596,1,NA
1999,FALSE,"333",NA,23334043,47,4309.11604621133,1,0.802157860084513,0.871907924400414,0.910148747047393,0.96559721776462,1,NA
1999,FALSE,"334",NA,503706018.7598,182,1964.77531250994,1,0.59680878551123,0.741388132119707,0.824030592580465,0.898499300432501,0.973595609358247,NA
1999,FALSE,"335",NA,29564249,29,6354.69573786112,1,0.9409163412201,0.96651506351472,0.980014746865378,0.995010020379682,1,NA
1999,FALSE,"336",NA,5045491693,184,1002.53884096422,1,0.547627592000687,0.756549739561706,0.835464645724323,0.940125020593759,0.99960635032758,NA
1999,FALSE,"337",NA,11067355,43,674.978132587842,1,0.409527570047224,0.632988369849887,0.736108130623803,0.871977902579252,1,NA
1999,FALSE,"339",NA,6357983,71,1632.26388720042,1,0.665312883032245,0.812241712505365,0.870476061354678,0.952203709887239,1,NA
1999,FALSE,"421",NA,3388079,16,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"422",NA,27975,1,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"423",NA,202953,21,4596.32388238113,1,1,1,1,1,1,NA
1999,FALSE,"424",NA,0,6,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"441",NA,406608.9815,5,3711.24166787299,1,1,1,1,1,1,NA
1999,FALSE,"443",NA,174882618,91,897.679406101934,1,0.477324716170477,0.646524716367181,0.762189053002397,0.858745012611831,0.975812444665027,NA
1999,FALSE,"444",NA,30600,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"448",NA,0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"451",NA,333643,1,10000,1,1,1,1,1,1,NA
1999,FALSE,"453",NA,0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"454",NA,1183353,4,2920.11233302827,1,1,1,1,1,1,NA
1999,FALSE,"481",NA,5529489,2,9642.26477344819,1,1,1,1,1,1,NA
1999,FALSE,"483",NA,47088613,4,4805.79337602431,1,1,1,1,1,1,NA
1999,FALSE,"484",NA,0,14,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"485",NA,329505,4,4777.02550000163,1,1,1,1,1,1,NA
1999,FALSE,"488",NA,45550542,8,3669.97407088668,1,0.958788986528415,1,1,1,1,NA
1999,FALSE,"492",NA,0,5,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"493",NA,-5793.6802,2,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"511",NA,7587830,15,1759.49706844553,1,0.757267624604136,0.912291524717871,0.991454737388687,1,1,NA
1999,FALSE,"513",NA,56347242,12,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"514",NA,554969,2,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
1999,FALSE,"515",NA,96195,2,10000,1,1,1,1,1,1,NA
1999,FALSE,"517",NA,6882664,13,3907.55719556029,1,0.945706880352058,0.989664902191882,1,1,1,NA
1999,FALSE,"518",NA,26968909,21,2939.57279358306,1,0.837971828967942,0.92858483819275,0.964259992868084,0.998189099900185,1,NA
1999,FALSE,"532",NA,298958,5,4418.86826098544,1,1,1,1,1,1,NA
1999,FALSE,"541",NA,1628249402.9562,511,492.155260106433,1,0.3988568281881,0.510020749284821,0.576595354817899,0.659659093590769,0.810042272261541,NA
1999,FALSE,"561",NA,277069705.1299,47,1322.87946191886,1,0.665906548366588,0.862266226067522,0.929449056436049,0.985676481201583,1,NA
1999,FALSE,"562",NA,53405096.8047,24,1417.84213293117,1,0.671823283610888,0.923060120714299,0.981891926846623,1,1,NA
1999,FALSE,"611",NA,41351255,16,4235.70572921758,1,0.956018437120973,0.994547437635573,1,1,1,NA
1999,FALSE,"621",NA,9471327,10,1789.72173148358,1,0.75062311754203,0.994316424720633,1,1,1,NA
1999,FALSE,"622",NA,0,1,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"624",NA,454873,2,5018.50555746311,1,1,1,1,1,1,NA
1999,FALSE,"711",NA,0,2,NA,0,NA,NA,NA,NA,NA,NA
1999,FALSE,"722",NA,1039130,2,6839.52442681836,1,1,1,1,1,1,NA
1999,FALSE,"811",NA,74658192.87,22,3734.87205536791,1,0.947605042130991,0.990876488650267,0.999242375580956,1,1,NA
1999,FALSE,"812",NA,442744,6,4920.06253720131,1,1,1,1,1,1,NA
1999,FALSE,"921",NA,-66088,2,NA,0,NA,NA,NA,NA,NA,"Not tracked: Public Administration"
1999,FALSE,"923",NA,32160,1,10000,1,1,1,1,1,1,"Not tracked: Public Administration"
1999,FALSE,"927",NA,135328883,2,9982.87127395283,1,1,1,1,1,1,"Not tracked: Public Administration"
1999,FALSE,"928",NA,25733329,1,10000,1,1,1,1,1,1,"Not tracked: Public Administration"
1999,TRUE,"611",NA,8375395,50,449.831198776118,1,0.321658500882645,0.512635284664186,0.627867700568152,0.781468456114607,1,"Not tracked: Excluded at Lower Level"
1999,TRUE,NA,NA,30599210988.1647,12947,298.268344815445,1,0.286717517281564,0.384886184158521,0.440215144702623,0.515575061134145,0.619806827262163,"Not tracked: Excluded at Lower Level"
2000,FALSE,"211",NA,46928540,25,1662.74620464464,1,0.718433674420045,0.899801937609952,0.980393825872835,0.99758193645112,1,NA
2000,FALSE,"212",NA,3589414,24,1469.57733148091,1,0.672208022892812,0.807482635424597,0.8964266071925,0.981778539453461,1,NA
2000,FALSE,"213",NA,1053507,10,3468.46425249907,1,0.90480589339893,1,1,1,1,NA
2000,FALSE,"221",NA,271164388.78,266,283.045568995272,1,0.268271415448646,0.364359584914276,0.445316640101669,0.555517766533479,0.78471035425089,NA
2000,FALSE,"233",NA,1061818695,1004,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
2000,FALSE,"234",NA,813724264,814,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
2000,FALSE,"235",NA,341637198,1191,NA,1,NA,NA,NA,NA,NA,"Reassigned in 2002"
2000,FALSE,"236",NA,0,4,NA,0,NA,NA,NA,NA,NA,NA
2000,FALSE,"237",NA,0,2,NA,0,NA,NA,NA,NA,NA,NA
