"Funder","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","1994","1995","1996","1997","1998","1999","2000","2001","2002"
"Air Force",5585072,23889352.3008,22106741.8594,133183980.5525,229501700.1505,267720905.435,310767865.6378,352506124.8618,407583555.6684,381376179.3928,459715569.1038,467286884.5106,460540943.023,545010307.8226,545499336.7842,616755547.1845,589475538.559,649033589.9327,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Army",588084,10457944,36864670.875,218651246.0638,202996337.3322,258166773.8818,330960162.597,666968024.7202,596357569.8286,923945072.6848,899318028.4144,1022531728.7671,800936425.4198,991952188.68,1489874623.6344,1340400565.9607,1410119337.8241,2049951916.5026,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISA",2884949048.8438,3607900330.04,3827129830.254,2767078879.3247,2230943445.2446,2225389763.3268,2683394808.2714,3350742280.0153,3357196630.8378,3008322600.4708,2401589020.4839,2819196478.0269,2967742800.1813,3034759529.1574,2784120455.3596,2878640612.9165,3964001579.1015,3906296690.3169,1492330016,1547652606,1822023344,1701979933,1959844823,1883521531,1912484247.625,2348264584,2379855622.9004
"Navy",289215,8348998,25003323.1172,98391762.7923,148623534.0778,146795106.2804,193235163.1287,233238977.351,273793761.0777,281666520.2569,281920615.5179,317838185.2306,340901561.1113,360486578.5086,458666334.8749,456441635.6837,475694596.9058,638828194.4565,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Other DoD",11418599,88489320.375,22149719.4923,560470919.8936,860606814.9365,808213432.6575,858212954.2511,795648656.6645,822418247.0522,680403982.23,532667295.3156,555094043.6101,326326053.7585,402728356.3454,585680549.4689,778481395.219,247195345.493,409367246.1197,NA,NA,NA,NA,NA,NA,NA,758000,NA
"Other than DoD",204394623,56377748,57836357.7188,78377112.0842,273620335.8393,186452040.6376,97486893.7714,59381988.6846,55950008.9293,47166504.8387,36972188.3157,39375547.1513,49001852.0675,64170970.633,29159348.3024,14598144.0216,9836637.295,21713618.4607,NA,NA,NA,NA,NA,NA,NA,94223543,155047860
