"IsFMSplaceIntl","VendorSize_Intl","CrisisProductOrServiceArea","2012","2013","2014","2015","2016","2018","2019","2020","2021","2022","2017"
"Includes FMS
Performed Internationally","U.S. Small","PAMS",,,,765459.203391408,408229.322798375,117652.283538831,589996.16178934,,,,686419.887140494
"Includes FMS
Performed Internationally","U.S. Small","ICT",,,,,,,,909868.910959283,,,
"Includes FMS
Performed Internationally","U.S. Small","ERS",,,,,,,,3536.73863629906,,,
"Includes FMS
Performed Internationally","U.S. Medium","PAMS",,,,,13900.3594446187,,,86301.9488798162,-83495.3218496636,,
"Includes FMS
Performed Internationally","U.S. Medium","ICT",,,,,,,12752789.0893863,,,,
"Includes FMS
Performed Internationally","U.S. Medium","ERS",,,,,,,,,,36933213.25,
"Includes FMS
Performed Internationally","U.S. Large","PAMS",,,,,2275636.0528497,1511386.90119875,367242.074592817,718519.642251725,0,,-1687408.23965916
"Includes FMS
Performed Internationally","U.S. Large","ICT",,,,14819.1746912188,0,,,,,,
"Includes FMS
Performed Internationally","U.S. Large","ERS",,,,0,0,39625.4708881888,-12758.6775824592,,,,
"Includes FMS
Performed Internationally","U.S. Big Five","PAMS",,,,1398727.34678945,2231509.59816429,99728.0415583251,,-41655.18808932,,,2555938.14588138
"Includes FMS
Performed Internationally","U.S. Big Five","ERS",,4205.24332328026,,-191292.995649373,635438.248010639,23283418.7992997,30431636.2258835,12431607.5705898,48117575.9457451,,3048804.27121649
"Includes FMS
Performed Internationally","International","PAMS",,983943.366651104,995382.020726404,1647735.59004563,33939549.5406098,15504168.7508407,3873487.46643428,13639879.0457933,17986079.9714247,12868010.6563,-4218557.94320732
"Includes FMS
Performed Internationally","International","ICT",,,,188423.617207037,189672.991980127,350320.176967871,921964.760666725,773661.576690418,496765.60102577,1695031.039,497140.249025284
"Includes FMS
Performed Internationally","International","ERS",,,,2049086.81534801,61218.6818775324,367688.616250819,571884.878274863,11467680.3718523,8105345.77319852,1189132.7344,1540873.60068483
"Includes FMS
Performed Internationally","International","FRS",,,74918622.590277,,0,,,,,,
"Includes FMS
Performed Internationally","International","MED",,,,,,7002.5554118007,,,,,
"Includes FMS
Performed Domestically","International","PAMS",,,,-13226.3323110938,,,,,,,
"Includes FMS
Performed Domestically","International","ERS",,,,,,407370.824838839,-159320.880811808,-104809.919783518,,,
"Includes FMS
Performed Domestically","International","FRS",,,0,54271426.8569725,65427452.5763275,27921.344163117,,2233105.47865196,,,48998368.1482197
"No FMS
Performed Internationally","U.S. Small","PAMS",6089390.48363814,1072723.75381948,6922888.92397728,3330171.68386308,11871781.4660456,21915350.227528,2982539.1152563,5161950.17532354,3259446.77630406,3090232.1035,9460776.09225014
"No FMS
Performed Internationally","U.S. Small","ICT",,,,38628.208897669,10762.2209581057,49354.100999119,61060.7623505856,7656232.15644899,2177716.16157712,34263.4004,15414.299497247
"No FMS
Performed Internationally","U.S. Small","ERS",3908357.15807201,1456300.37503755,,2161094.56986289,6330955.10562903,13239348.8060583,7958762.39761335,8372743.53273244,4426273.33236858,19555248.0196,3931009.42746224
"No FMS
Performed Internationally","U.S. Small","FRS",1231424.13496504,856784.040471505,29338860.2449363,1639833.66221866,7935847.10284581,317587.783467211,4220941.47727482,4880715.767022,2324180.98119831,10333809.9379,4291801.25541095
"No FMS
Performed Internationally","U.S. Small","Construction",1952158.04452753,609712.422786981,1346020.63929614,0,2722.97156771349,153332.450201819,17199.4575803804,,12090841.8066676,667327.6875,167169.591545092
"No FMS
Performed Internationally","U.S. Small","MED",,,37321.0175896185,149723.801529503,72862.7926722168,379728.060148644,564460.992076518,480095.626759236,1130329.33685812,981765.1015,100563.08065578
"No FMS
Performed Internationally","U.S. Medium","PAMS",389658.902425653,4421.09152312538,,4145487.1774833,7514815.10444914,15058810.3330324,9138396.13226904,33611271.2962424,14844771.9027567,62926301.1229,17527311.6418474
"No FMS
Performed Internationally","U.S. Medium","ICT",,,,3447090.94227286,9160177.52806295,6567560.93101867,11981837.5243277,21896090.1643946,2830115.23254755,16191896.7198,1070369.51351828
"No FMS
Performed Internationally","U.S. Medium","ERS",,,,8295186.10091098,5732414.6042332,3121448.30635906,2025252.02488838,5154786.14803687,6949934.17807738,68360518.3503,794066.484602702
"No FMS
Performed Internationally","U.S. Medium","FRS",,,112900.248578298,5829444.71632456,4367631.75539863,5501109.17871899,18414339.9710953,206507562.875581,60325144.522345,91179863.3797,13982845.4523858
"No FMS
Performed Internationally","U.S. Medium","Construction",,,,,,27557498.9579858,80704281.1087321,8521434.6487613,7233904.01725532,82917615.8204,
