"Fiscal.Year","exclude","NAICS_Code","NAICS_DESCRIPTION","Mismatch","def_obl","US_rcp","def_ratio","OPTAX.display-label","US_pay","US_emp","us_avg_sal","def_cont_count","us_estab","def_hh_index","def_top4","def_top8","def_top12","def_top20","def_top50"
2012,"No","321","Wood product manufacturing",NA,112262065.5698,77838961000,0.00144223489275249,"Total",12445675000,"336639",36970.3896458818,468,"13579",1428.30992003999,0.612741046557811,0.711918012023376,0.759250685032815,0.82745605983197,0.907141750276893
2012,"No","322","Paper manufacturing",NA,68343188.1965,180610366000,0.000378401249663045,"Total",19910069000,"350185",56855.8590459329,528,"4425",917.546170485764,0.453979185603213,0.583350596580479,0.671803930240306,0.755394226526069,0.866883669253629
2012,"No","323","Printing and related support activities",NA,28206888.8622,82453090000,0.000342096201151467,"Total",19967837000,"462117",43209.4837454584,513,"27561",457.862504192168,0.31829981305223,0.432377083518671,0.517196282740579,0.627158559723851,0.794313036514905
2012,"No","324","Petroleum and coal products manufacturing",NA,18312992503.0309,851135772000,0.0215159474028439,"Total",9371940000,"101209",92599.8676007075,606,"2193",615.568584091764,0.424449743594663,0.572904487666644,0.679017798112285,0.825903421175366,0.970047174449097
2012,"No","325","Chemical manufacturing",NA,1135886987.7662,785299730000,0.00144643751216647,"Total",53312521000,"735553",72479.5099741283,2343,"13317",432.795312439817,0.324576892456065,0.454931989610547,0.53836286619442,0.642992199327002,0.796426075318535
2012,"No","326","Plastics and rubber products manufacturing",NA,417591366.474,218571414000,0.00191054886287188,"Total",31073706000,"699924",44395.8286899721,1871,"12767",744.840993691579,0.425325241258278,0.546294026344468,0.613967323344687,0.689102617802567,0.803573390631326
2012,"No","327","Nonmetallic mineral product manufacturing",NA,140228441.6458,99042260000,0.00141584452581958,"Total",16383560000,"352424",46488.2073865571,871,"15388",573.454073307436,0.450389250198911,0.568815895434265,0.642664077899288,0.717016486066112,0.830240644677634
2012,"No","331","Primary metal manufacturing",NA,183730447.2233,269539592000,0.000681645489851821,"Total",23237120000,"392495",59203.6076892699,1536,"4541",338.688404172454,0.321043333654492,0.397694890431028,0.450780880947985,0.519191317255871,0.669088180235624
2012,"No","332","Fabricated metal product manufacturing",NA,8490080254.9899,339926995000,0.0249761871809854,"Total",67702554000,"1388550",48757.7357675273,14242,"55502",391.272713018812,0.35450446247881,0.477278082417798,0.535066421864815,0.616626233651172,0.743392687153552
2012,"No","333","Machinery manufacturing",NA,4937134281.6192,402010685000,0.0122811021344351,"Total",59853609000,"1055007",56732.9022461462,11598,"24190",145.239411623103,0.178912441409312,0.277469282770348,0.343302551896567,0.443772281236896,0.602935866687065
2012,"No","334","Computer and electronic product manufacturing",NA,22789280357.4641,313754975000,0.0726340047913634,"Total",62940798000,"857093",73435.2024809443,17324,"13301",279.91112663814,0.277674849510892,0.390504952114898,0.464242688250334,0.542960999383097,0.689992505390762
2012,"No","335","Electrical equipment, appliance, and component manufacturing",NA,1775886344.8436,123616757000,0.0143660648276317,"Total",17644019000,"337672",52251.945675093,6699,"5723",251.630869563198,0.276857487044888,0.367172348141423,0.423309277493797,0.488232875341727,0.605795527937534
2012,"No","336","Transportation equipment manufacturing",NA,105044640119.605,785685996000,0.133697992142404,"Total",85132687000,"1357124",62730.2199356875,9150,"11917",630.854662343939,0.401849993069313,0.541824879380227,0.635075090338987,0.736244389442247,0.880901041612124
2012,"No","337","Furniture and related product manufacturing",NA,589271602.7127,67012607000,0.00879344393679088,"Total",13005377000,"344023",37803.8009086602,1885,"16443",182.233615544285,0.198667616994269,0.314831343001771,0.384001211550723,0.477551257597205,0.666225322780634
2012,"No","339","Miscellaneous manufacturing",NA,1854249195.5129,149155955000,0.0124316135786392,"Total",27904752000,"546814",51031.5244306108,4974,"29592",118.849574433719,0.153452592866668,0.239112337016917,0.305727571584097,0.40308964730625,0.581772504332759
2012,"No","423","Merchant wholesalers, durable goods",NA,3578833364.173,3152140174000,0.00113536618507404,"Wholesale Trade",216773832000,"3355006",64612.0549411834,7111,"245362",594.179504687187,0.365508274444567,0.522471899492126,0.60221450099389,0.695847324666261,0.82253237852943
2012,"No","424","Merchant wholesalers, nondurable goods",NA,8513278844.7895,4108368100000,0.00207218015464328,"Wholesale Trade",131751902000,"2243665",58721.7351966537,1476,"130669",1399.71060942428,0.637449154210541,0.782364305835498,0.856502232695128,0.918282612029823,0.9740956245556
2012,"No","425","Wholesale electronic markets and agents and brokers",NA,2062103.707,639470317000,3.22470590452754e-06,"Wholesale Trade",13595726000,"283242",48000.3883604833,43,"43433",2369.30779650804,0.793277962708882,0.880562613320652,0.9306847313769,0.976255750139091,1
2012,"No","441","Motor vehicle and parts dealers",NA,27801838.8057,868805272000,3.20000806874708e-05,"Total",70165135000,"1709998",41032.2906810417,382,"116482",270.324391357963,0.244209298892676,0.377660987274694,0.463650079303568,0.586284055452387,0.782908056683507
2012,"No","442","Furniture and home furnishings stores",NA,70086894.4896,89057513000,0.00078698463642927,"Total",11485414000,"424651",27046.7136542714,271,"51635",519.80310602262,0.372198834226064,0.556025663959666,0.65489059672758,0.770401451604521,0.918921357869855
2012,"No","443","Electronics and appliance stores",NA,551739478.7846,100846140000,0.00547110160869419,"Total",9956881000,"415669",23953.8695452391,671,"46789",485.562364870724,0.372616309938477,0.50034648141011,0.602758894865226,0.738193547144469,0.891499578667058
2012,"No","444","Building material and garden equipment and supplies dealers",NA,91670613.5564,279139970000,0.000328403752269516,"Total",33541585000,"1144716",29301.2284269635,369,"78282",681.819624390353,0.445015778990065,0.652888345211463,0.742137153577044,0.830284363817646,0.931760798229411
2012,"No","445","Food and beverage stores",NA,3626798.1834,620023564000,5.84945217243389e-06,"Total",60538990000,"2864650",21133.1192292252,46,"147579",1639.85778247888,0.70085108791408,0.880488721653273,0.924886165957163,0.968427661802146,1
2012,"No","446","Health and personal care stores",NA,485435552.3008,270461018000,0.00179484480199953,"Total",30995112000,"1002165",30928.1525497298,55,"90959",9886.22194456058,0.997017209154679,0.997952351805206,0.998491161960968,0.99925566234157,1
2012,"No","447","Gasoline stations",NA,2660982.006,554256274000,4.80099573216559e-06,"Total",15572362000,"856538",18180.5850995519,54,"114474",812.844639808945,0.506846858946629,0.682819374063555,0.743075731114602,0.922429664977871,1
2012,"No","448","Clothing and clothing accessories stores",NA,3403164.5213,233811859000,1.45551407693996e-05,"Total",28000122000,"1664114",16825.843662153,103,"147709",611.480337307963,0.416330403123679,0.594142242927195,0.691125019546717,0.803352764694312,0.95907709745554
2012,"No","451","Sporting goods, hobby, musical instrument, and book stores",NA,7990342.2576,79400557000,0.000100633327516833,"Total",9381372000,"534773",17542.7181252606,197,"48390",284.898279289636,0.237252512965267,0.380112868281659,0.486247412700932,0.640807803036592,0.852803182576786
2012,"No","452","General merchandise stores",NA,2482867.2823,640626768000,3.87568457379851e-06,"Total",58048133000,"2772612",20936.2626288857,32,"49147",5023.31945326617,0.894614122129128,0.953868891370783,0.978741155730796,0.999757037447225,1
2012,"No","453","Miscellaneous store retailers",NA,38751966.6456,97588439000,0.000397095875727657,"Total",14176496000,"713315",19874.1033063934,310,"107040",1190.03464486252,0.605988624696267,0.690716480309216,0.740334566070155,0.816887704292182,0.926754655601759
2012,"No","454","Nonstore retailers",NA,11508196.3799,385804497000,2.98290882283314e-05,"Total",27139748000,"600328",45208.199517597,211,"63597",500.409274143821,0.383546364941913,0.546900359299857,0.655040477343566,0.755016897828988,0.916181143908048
2012,"No","481","Air transportation",NA,4797158223.9593,181272565000,0.0264637852063234,"Total",26235674000,"444575",59012.9314513862,179,"4979",985.466668573238,0.511092489042179,0.742535722060517,0.849052926520532,0.921933329253771,0.991939948109077
2012,"No","483","Water transportation",NA,3406937147.7068,41708660000,0.08168416697412,"Total",4801895000,"67428",71215.1480097289,149,"1496",1720.90650360432,0.650615077817017,0.785588385524292,0.869394449935797,0.930675576703883,0.991879086312241
2012,"No","484","Truck transportation",NA,248660222.2806,238003186000,0.00104477686395593,"Total",57861069000,"1363102",42448.0845894144,599,"111899",641.209506874774,0.423128700631549,0.577929012065497,0.706431790698786,0.81053774063004,0.925672444903002
2012,"No","485","Transit and ground passenger transportation",NA,152620717.4707,28687226000,0.00532016296977268,"Total",11275499000,"495105",22773.9550196423,435,"18735",494.6742343107,0.321279570142039,0.461861793713005,0.551754817127892,0.670476416179018,0.848654947083425
2012,"No","486","Pipeline transportation",NA,633122.8106,36483158000,1.73538379161146e-05,"Total",5085561000,"47387",107319.750142444,11,"3391",5091.75979455749,0.956197433629921,1,1,1,1
2012,"No","487","Scenic and sightseeing transportation",NA,421505.7206,3092261000,0.000136309878305874,"Total",832436000,"27925",29809.7045658013,19,"2573",1151.97617498524,0.59845628438461,0.849629632069508,0.957472341902368,1,1
2012,"No","488","Support activities for transportation",NA,5165999508.1101,103438615000,0.0499426593067792,"Total",28435421000,"617663",46037.1124707162,933,"42489",836.505321119752,0.488071326397405,0.726987627369565,0.804338191451606,0.870181002390544,0.944339355337057
2012,"No","492","Couriers and messengers",NA,154959551.273,69361977000,0.00223407056683231,"Total",21156531000,"529489",39956.5071229053,108,"13799",4490.83537350248,0.923752818516049,0.961921985632207,0.972215325005027,0.982819112837389,0.996629061025114
2012,"No","493","Warehousing and storage",NA,507980815.6734,28493655000,0.017827857313265,"Total",28156834000,"712790",39502.2853855974,252,"14448",513.892154072484,0.356761705094441,0.579161944612307,0.693699999252528,0.803420438827492,0.955905283291125
2012,"No","511","Publishing industries (except internet)",NA,770700458.5111,272151629000,0.00283187891008766,"Total",80426200000,"876286",91780.7656404416,2255,"27788",218.793164660533,0.230261509815676,0.346395679807321,0.434271654798348,0.533459292969062,0.684842869390565
2012,"No","512","Motion picture and sound recording industries",NA,38504334.1043,91974472000,0.000418641534623868,"Total",16251959000,"304497",53373.133397045,204,"25018",616.255409427947,0.380475364021255,0.540186422539168,0.662430762407172,0.810699432932468,0.946149688441333
2012,"No","515","Broadcasting (except internet)",NA,25996499.5287,126722590000,0.00020514495109909,"Total",20332140000,"278168",73093.0229214,184,"9597",810.807941615373,0.505748104877638,0.649166477376641,0.738495138163491,0.825518138509671,0.937043395128153
2012,"No","517","Telecommunications",NA,5910331909.7408,545593907000,0.0108328407519052,"Total",75895323000,"1134466",66899.6012220728,1056,"50698",338.466959077632,0.294504009526974,0.420319309772725,0.512854191336406,0.658083268096799,0.894664525105021
2012,"No","518","Data processing, hosting, and related services",NA,217262517.6873,107994265000,0.0020117968087222,"Total",41126425000,"497300",82699.4269052886,369,"14689",698.694570630619,0.446436912682016,0.551578392101243,0.629601925979573,0.737314781755146,0.894132790272723
2012,"No","519","Other information services",NA,176106599.4325,94026388000,0.001872948681518,"Total",35037577000,"230509",152000.90668911,429,"10551",881.333916616591,0.526398598177984,0.70907623169565,0.773441775537799,0.828660466188157,0.914682682891897
2012,"No","522","Credit intermediation and related activities",NA,4795090.0782,1095191602000,4.37831158442356e-06,"Total",184194668000,"2815436",65423.1415667058,18,"196147",3908.60917768445,0.947762215806103,0.995624551235495,1,1,1
2012,"No","523","Securities, commodity contracts, and other financial investments and related activities",NA,479297739.1803,515453286000,0.000929856792454903,"Total",168427512000,"903558",186404.759849395,21,"95906",9494.80751179777,0.996792016235498,0.99971429908193,0.999966895299724,1,1
2012,"No","524","Insurance carriers and related activities",NA,10103490001.9855,1925298129000,0.00524775350362661,"Total",169186018000,"2304429",73417.7611894313,50,"176074",2919.57485432872,0.968939463784181,0.997662865205746,0.999586755085088,0.999952443369131,1
2012,"No","531","Real estate",NA,69010379.1992,325338128000,0.000212118941064295,"Total",60945139000,"1402545",43453.2503413438,450,"295780",550.34595655126,0.343510094437921,0.465771260876498,0.545153292534622,0.664302514799493,0.865359207485187
2012,"No","532","Rental and leasing services",NA,407169446.7109,129335632000,0.00314816141858649,"Total",21251503000,"485258",43794.2352315675,1654,"55795",494.729496188207,0.339070486279552,0.444221879753607,0.51574024294189,0.591705359952312,0.73551926047696
2012,"No","533","Lessors of nonfinancial intangible assets (except copyrighted works)",NA,117245.9006,32981489000,3.55490016233045e-06,"Total",3129314000,"35967",87005.1436038591,6,"2531",3116.80426440567,0.911328927094275,1,1,1,1
2012,"No","541","Professional, scientific, and technical services",NA,84842893627.4328,1480277061000,0.0573155498134364,"All establishments",581406127000,"8203735",70870.905386388,19763,"856463",71.8683760620203,0.102959924640219,0.177886308488953,0.237457663222466,0.32259006005273,0.482512815855086
2012,"No","551","Management of companies and enterprises",NA,12860.5196,115513632000,1.11333349816236e-07,"Total",308764261000,"3082292",100173.591924451,1,"53765",10000,1,1,1,1,1
2012,"No","561","Administrative and support services",NA,15496548412.0664,593837306000,0.0260956128143057,"Total",311056595000,"9405895",33070.3877727744,7245,"363188",344.710258567287,0.310600191505646,0.401752851254257,0.447680989719466,0.516314606553013,0.655793719510251
2012,"No","562","Waste management and remediation services",NA,3369069487.3069,79199230000,0.0425391697281261,"Total",17956482000,"368367",48746.1743315769,2275,"23199",374.758904280004,0.327953011659791,0.414929828799517,0.47426169514663,0.563007959152375,0.716991683611554
2012,"No","611","Educational services",NA,2178641797.1793,53360305000,0.0408288857640394,"All establishments",17283363000,"642334",26907.127755965,2873,"67960",249.815486495469,0.245475415632815,0.357971031957963,0.419353743693079,0.498147653162867,0.641174346765598
2012,"No","621","Ambulatory health care services",NA,2465311327.2113,814094061000,0.00302828806315454,"All establishments",339715933000,"6474999",52465.7892611258,1960,"582948",546.108547146364,0.413024147030314,0.587603620713554,0.637828185191051,0.692153114853534,0.788187011892362
2012,"No","622","Hospitals",NA,614449745.7182,876849962000,0.000700746732447483,"All establishments",317331697000,"5751341",55175.2533887314,395,"6475",303.567493619317,0.254305712822203,0.402293509316674,0.484224947446896,0.618458679092393,0.903565459768817
2012,"No","623","Nursing and residential care facilities",NA,19697570.9783,203170751000,9.69508203387997e-05,"All establishments",86651406000,"3364147",25757.3185713942,22,"80640",8117.38305900114,0.972920285470816,0.98678566355119,0.996947563336431,1,1
2012,"No","624","Social assistance",NA,165708381.7305,146326429000,0.00113245695164542,"All establishments",57540486000,"2824270",20373.5783051904,389,"161240",722.630927093744,0.46613158651386,0.680351246302093,0.775778778290278,0.877503800237809,0.958684216680305
2012,"No","711","Performing arts, spectator sports, and related industries",NA,17338058.4126,86420885000,0.000200623476751019,"All establishments",31544563000,"433569",72755.5775435975,680,"45612",213.803547337667,0.225104203096025,0.300135956405667,0.37121545729457,0.451912501265377,0.610777295000025
2012,"No","712","Museums, historical sites, and similar institutions",NA,6710285.4332,13726081000,0.000488871181308051,"All establishments",4197281000,"135348",31011.0308242456,88,"7319",1600.76433511704,0.614968927000285,0.761021322463961,0.829825219363383,0.892785540540124,0.976710836044684
2012,"No","713","Amusement, gambling, and recreation industries",NA,12271795.051,101046333000,0.000121447208292061,"All establishments",28309769000,"1512751",18714.0970324925,304,"71660",754.998213207468,0.465120151325541,0.58650754706917,0.666233393314599,0.747676623780428,0.85981891914629
2012,"No","721","Accommodation",NA,160519663.9,195858388000,0.000819570024746655,"Total",50120659000,"1950081",25701.8344366208,2718,"63833",220.780714004393,0.230183780343291,0.294731610358523,0.338444533356766,0.410975447703782,0.550361044500063
2012,"No","722","Food services and drinking places",NA,905771427.2595,512280210000,0.00176811715459299,"Total",145982682000,"10057608",14514.6521916543,918,"598656",748.336014422474,0.429233436491665,0.570439032702535,0.65382507638523,0.756369471042647,0.887643148749402
2012,"No","811","Repair and maintenance",NA,2352181164.9419,143943567000,0.016340995391214,"All establishments",41273746000,"1194122",34564.0947909845,5311,"210151",330.562824521875,0.293464979495517,0.449996261503972,0.533221052618766,0.631508927690192,0.757400206952636
2012,"No","812","Personal and laundry services",NA,92968346.7483,87031329000,0.00106821701813033,"All establishments",28674529000,"1349371",21250.2929142541,647,"212568",184.209849154672,0.18898005803974,0.300542577679746,0.374714738115823,0.474787897574295,0.685868898497009
2012,"No","813","Religious, grantmaking, civic, professional, and similar organizations",NA,45422530.0275,195718779000,0.00023208059165084,"All establishments",38237461000,"887218",43098.157386347,956,"106972",528.133871227983,0.424792886566871,0.505757566960199,0.549586852578471,0.604384023442436,0.686114953180911
2012,"No","921",NA,"Not tracked: Public Administration",265901608.945,NA,NA,NA,NA,NA,NA,154,NA,1553.559096107,0.704033859995044,0.865337514444188,0.911736223428468,0.964781450902742,0.99492831234325
2012,"No","922",NA,"Not tracked: Public Administration",11174732.6004,NA,NA,NA,NA,NA,NA,309,NA,237.490493856264,0.244222486241784,0.351129769827645,0.416340518040089,0.511169156686804,0.690280007366198
2012,"No","923",NA,"Not tracked: Public Administration",22085262.8802,NA,NA,NA,NA,NA,NA,151,NA,553.194799220094,0.372379813875802,0.604270519886694,0.713458960734352,0.822778631734425,0.947062463680621
2012,"No","924",NA,"Not tracked: Public Administration",400754829.6541,NA,NA,NA,NA,NA,NA,68,NA,4488.21179272636,0.971976876066822,0.992863699280169,0.996548102981306,0.998875293818172,0.99995076769668
2012,"No","925",NA,"Not tracked: Public Administration",1550005.7667,NA,NA,NA,NA,NA,NA,10,NA,7424.59073761036,1,1,1,1,1
2012,"No","926",NA,"Not tracked: Public Administration",183428428.6965,NA,NA,NA,NA,NA,NA,41,NA,9148.67224171288,0.995012900781152,0.99764940437817,0.998833554593215,0.999669901097465,1
2012,"No","927",NA,"Not tracked: Public Administration",655542892.0256,NA,NA,NA,NA,NA,NA,12,NA,8340.88050747958,0.999796165349674,1,1,1,1
2012,"No","928",NA,"Not tracked: Public Administration",74974517.9597,NA,NA,NA,NA,NA,NA,49,NA,1980.16962044244,0.782252628284198,0.929994760419386,0.962333344070814,0.990963191557994,1
2012,"Not in sample","233",NA,"Reassigned in 2002",-24542564.9543,NA,NA,NA,NA,NA,NA,11,NA,4455.32730011206,1,1,1,1,1
2012,"Not in sample","234",NA,"Reassigned in 2002",9329272.489,NA,NA,NA,NA,NA,NA,11,NA,6570.43093405337,1,1,1,1,1
2012,"Not in sample","235",NA,"Reassigned in 2002",4737975.744,NA,NA,NA,NA,NA,NA,5,NA,5242.38126084092,1,1,1,1,1
2012,"Not in sample","421",NA,"Reassigned in 2002",-410674.2111,NA,NA,NA,NA,NA,NA,5,NA,0,0,0,0,0,0
2012,"Not in sample","422",NA,"Reassigned in 2002",1941320.0122,NA,NA,NA,NA,NA,NA,5,NA,6429.87162136975,0.99711619410256,1,1,1,1
2012,"Not in sample","513",NA,"Reassigned in 2002",131070033.1158,NA,NA,NA,NA,NA,NA,18,NA,4705.04904087054,0.993887201805457,0.999964654688032,1,1,1
2012,"Not in sample","514",NA,"Reassigned in 2002",1843571.8738,NA,NA,NA,NA,NA,NA,7,NA,10000,1,1,1,1,1
2012,"Not in sample","516",NA,"Reassigned in 2007",763225.5939,NA,NA,NA,NA,NA,NA,5,NA,3875.15658403182,1,1,1,1,1
2012,"Not in stats","111",NA,"Not tracked: Agriculture",29460.3188,NA,NA,NA,NA,NA,NA,26,NA,956.676037088201,0.526324466914859,0.7452268151534,0.8879413285824,1,1
2012,"Not in stats","112",NA,"Not tracked: Agriculture",5074880.3365,NA,NA,NA,NA,NA,NA,64,NA,1025.23974729972,0.530655707342585,0.700155084182255,0.828172873654745,0.928341160177105,0.999608333541348
2012,"Not in stats","113","Forestry and Logging","Not tracked: Agriculture",1130706.4888,NA,NA,NA,NA,NA,NA,29,NA,2013.9577916296,0.745560394915772,0.849984156033754,0.913992017614885,0.984924983138579,1
2012,"Not in stats","114","Fishing, Hunting and Trapping","Not tracked: Agriculture",1002217.6861,NA,NA,NA,NA,NA,NA,13,NA,3601.00483489203,0.926888524037207,0.986086015410212,1,1,1
2012,"Not in stats","115","Support Activities for Agriculture and Forestry","Not tracked: Agriculture",8669348.046,NA,NA,NA,NA,NA,NA,145,NA,393.812660889285,0.324948724137508,0.48180491176603,0.576380251190483,0.688733379123565,0.900597128626703
2012,"Not in stats","482",NA,"Not tracked: Railroads",199644.1581,NA,NA,NA,NA,NA,NA,11,NA,2185.84373596614,0.85769038323657,0.987441643548803,1,1,1
2012,"Not in stats","491",NA,"Not tracked: Postal Service",52058003.0414,NA,NA,NA,NA,NA,NA,61,NA,2818.86479723418,0.740725463959989,0.85314340122527,0.886283820700593,0.930430415399355,0.997506801344643
2012,"Not in stats","525","Funds, Trusts, and Other Financial Vehicles","Not tracked: Pension and Other Funds",2553971.875,NA,NA,NA,NA,NA,NA,5,NA,6234.25497368058,1,1,1,1,1
2012,"Not in stats","814",NA,"Not tracked: Private Households",3328.3201,NA,NA,NA,NA,NA,NA,2,NA,10000,1,1,1,1,1
2012,"Not in stats",NA,NA,NA,647836121.3497,NA,NA,NA,NA,NA,NA,544,NA,2684.31550142662,0.794260019664509,0.875451131420301,0.91669845117229,0.960993288090781,0.996038463873771
