"PricingInflation","1974","1977","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"All Other",,,5437252159.87605,5525082390.81805,6376264881.64853,5999142874.72151,4808364010.55821,4205966364.47715,3532499606.24607,4079079940.30737,4989831285.29361,5269229346.45364,5475002490.11535,6100384300.55732,5725414555.29455,5958110394.70143,6512662764.57085,6631212436.1006,7940729233.61355,8009807080.10984,7899398192.07838,8373771435.87106,8852067182.96064,10311530272.601,10643448280.6957,12535976966.7026,16062410631.3617,19095599111.4394,21798176422.063,28742661960.559,50926268653.4799,66294204931.2143,72099208387.9335,24338626166.8225,17662317112.9992,12546806348.7851,7049385497.50077,4330025217.5189,3969479690.22453,4151691547.73114,4392524371.24168,5780165553.60956,5684756052.61842,6187141381.20656,5399551108.63011,1943290864.18
"Cost-Based",,,46141893871.7004,47697063544.2842,51293995014.4048,60093193731.3814,51393201850.3612,54583305316.6778,52581978629.3019,52754191339.3179,55835713165.0385,53561373397.2103,34698284937.0353,37829622713.3223,37949485301.0414,43349112653.1472,45787421796.2169,42484111264.8517,57398046156.8671,59752461592.5847,68210054861.0967,68496893879.3718,66568190036.4454,66262530557.3572,67953395552.4969,74521384495.4627,91978117756.1068,108024189060.527,113933151569.41,127968961088.001,123271904170.071,122954193147.155,123221133730.002,139437503462.149,146978582135.754,128314584822.605,117481754402.63,107434390114.58,101382978222.3,105272815933.853,111580705180.699,115681441650.659,123950256194.371,121306375789.451,121983853232.339,50680423823.49
"FFP",0,,90999234850.8701,98391536603.1131,119167246690.499,143406540545.204,137824602197.779,153430128179.406,175839456940.052,168333835103.824,178791655970.271,153990355421.346,114412071885.929,109997828037.429,117437877346.333,96773263782.2531,91599383284.0935,81404442092.5755,90701803608.6254,94822727667.7552,102440038879.264,95897635176.6453,103302227224.586,108413418316.775,117097385840.156,138011871381.903,172822578518.803,171221106542.596,202511315680.953,219138421037.119,247436656915.579,294479280210.901,248130399648.363,276188632114.222,258948150083.954,247836983445.366,192436807700.039,183271369899.03,177845159857.166,193207635567.642,192249970823.965,213512613680.336,227145263742.202,246542148175.724,236936592581.568,86516322280.46
"FP-Econ. Price Adj.",,,18729450779.8667,31609313286.2567,36984637659.4356,33400843996.1972,30401307334.183,36734242461.2228,37739083183.1436,37201912055.4158,23003166112.5831,20258944795.1415,19471178351.2204,19036724421.7303,18408281222.8231,13881732333.2202,14321778904.5964,12149631150.2424,12031797828.2578,12036034404.9123,10371465469.7446,9076835011.34683,9376273639.69177,10205074562.1448,13435322695.8539,13369051619.617,15657309936.8254,17010346601.7531,32023688562.1431,27878043108.1445,23830642174.0882,31012981567.1339,32776890793.2862,22529050892.6314,25178310867.9279,34232878756.7771,22702803204.1484,14463151875.1468,10810123908.8829,8791965012.83929,10785925805.5945,12181993117.2563,11002415578.8671,9826493291.07096,10624670619.8678,4784651177.25
"FP-Incentive",,,28730084719.9356,24482415862.0056,31780503014.8916,40824376137.7528,55079468887.9348,49867823350.7325,46518315219.3876,43595495346.7971,42410375624.5572,43490658685.6117,21911374978.1412,23661210671.9005,20385888861.4475,14487211112.0212,14110002840.5227,15463024182.4163,20353471747.5668,12179970944.3112,9737554388.23788,9816477688.83779,10139647643.2086,9909431609.27343,9768674185.4233,14025711762.797,13835282508.4729,14618220066.6019,9880380175.59614,9901682914.70556,7554418963.67486,7131283392.87322,12281721448.3875,19539809447.5802,31446673646.0484,35133909537.3861,42865996994.0733,35698565642.8626,35253657251.4335,43360621944.0503,57178228794.6543,63210375886.2051,62141985312.9826,83184335792.2722,38860723616.631,11936724066.74
,,0,16911237401.1836,24024302614.2886,20630971491.2142,25019158251.4672,15012109091.9825,15586583482.3503,18594292112.9747,12876618512.439,10911896466.1172,10372494358.2599,8934661394.57589,9250182589.05931,12328478334.1513,8739611266.4849,12797559428.3043,13863306784.0883,14627158135.6744,19895996989.0237,4468631454.99862,5644455917.95719,8634237868.70374,10478907389.3911,10142845351.1862,13180253990.4362,13845709597.7976,13795240660.3516,10705054555.2999,6591782749.12097,1116139366.72555,8260161744.88117,4347038445.01705,280461243.651215,-3951534.07752808,-2487166.22184245,629120.025238336,-3438921.82082405,35983.4270122674,-69578.6685305227,1586954.03626991,23071.9906604794,57010.7196008561,347656.567037189,10692.875949243,0
