"SWpsc","Commercial","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Annual Software Maint.","Commercial",,,,,,,,,,,0.0723899151039883,0.163877645879916,0.343500104520687,0.482263457079995,0.456748474181871,0.432926396964281,0.56813137190484,0.977593452694903,1.58016342132663
"Annual Software Maint.","Non-Commercial",,,,,,,,,,,0.0077643763297358,0.0406885762021171,0.00678712908219292,0.0317556753248198,0.0475976171437595,0.0350514348340322,0.170247170240137,0.197622543173038,0.425560757219456
"Annual Software Maint.","Non-Developmental",,,,,,,,,,,8.47030391024387e-06,6.20732874535004e-05,0.000679642385854252,0.00074231632365233,0.000231052462152527,5.92844311220413e-05,3.48871091277052e-05,0.000167474119545436,0.000557583936086252
"Annual Software Maint.","Not IT",,,,,,,,,,,0.000412118359375498,0.0001048556767815,3.07375961528021e-05,0.000715492375433268,0.00123726712871168,0.00573331639412185,0.000573405777957303,0.00174348712870579,0.000717306921983063
"Annual Software Maint.","Unlabeled",,,,,,,,,,,0.135407260569203,0.303858414129935,0.542066509897364,0.718537828603534,0.754610931160705,1.27631437234603,1.15824780330354,1.44989340885818,1.62018700200253
"Software as a product","Commercial",1.22150127153287,2.05100270503492,1.26336794873046,1.33826911883358,1.58376234045386,1.6074034792992,2.09037146015846,2.28230275311246,2.51983979335682,2.53235923723678,2.74995524113633,2.3215860523694,2.82387346496068,2.95919728966627,3.09794628110878,3.587206988396,2.92805340182806,2.92388410871298,2.82814820070223
"Software as a product","Non-Commercial",0.235135786961177,0.225864638811182,0.124996370168602,0.271558096422342,0.164756988336445,0.170988498609523,0.209640483087395,0.211512258824041,0.299416836259748,0.78266290733724,0.513553858556653,0.471639115814888,0.330890010288893,0.473204447742051,0.713295814312344,0.511209550513323,0.833554815287371,1.10387967861923,1.36362888849973
"Software as a product","Non-Developmental",0.0115683345028538,0.0208065358742813,0.0187987176440707,0.0281736574480782,0.00943509843040146,0.00490605310115104,0.0260191496446851,0.00354006765590904,0.0191360355472786,0.0175175271700162,0.00503625716893674,0.00759623210935289,0.0265642344960971,0.0083245019367144,0.00390377927385959,0.00141640498221762,0.00126232366618351,0.00203069411604675,0.00105734154868794
"Software as a product","Not IT",0.00396058313662316,0.00739823511969732,0.00158278364650351,0.00515264036354067,0.00596141255346773,0.0523408192190942,0.0677920037017421,0.098436794022092,0.0840019395383801,0.0270279268446367,0.0129759065305278,0.00727557171363581,0.00209657452808551,0.000737108415393219,0.0131039766751421,0.00203498351331452,0.000796278335259161,0.00112357874535674,0.00140359024496042
"Software as a product","Unlabeled",1.78371798990199,1.26362139275877,1.79857972088001,1.64447965478543,2.40691027970155,2.08254497403354,1.80462087279845,2.48954191642945,2.78945566934747,2.65587290988314,2.4456912846484,2.4108921774003,2.94048887793762,3.01375761300274,2.90083444093784,2.9681862861877,3.22956078013893,3.53266335767706,3.78293737544654
"Software Development Related","Commercial",1.52146541185981,1.91375218949938,1.47625584277775,1.96936944613478,1.30159468764792,2.21729522503582,2.56357683215656,3.00811749960019,3.10131993591223,3.07919057754628,2.59378169907491,1.7710453430315,1.60107687480077,1.79742122211943,1.88196730323048,1.86857909951605,1.91013458524722,1.86763076739691,1.97188747778981
