"","OR","2.5 %","97.5 %"
"(Intercept)",0.00409119448772349,0.00312503152347338,0.00535606511827291
"cl_def3_HHI_lag1",1.23621752610142,1.04206090350183,1.46654937989201
"cl_def3_ratio_lag1",1.07235293129416,0.841710869085249,1.36619455859575
"cl_def6_HHI_lag1",0.866164364857467,0.71075943604715,1.05554800808747
"cl_def6_obl_lag1",0.967895912760425,0.846579807340567,1.10659679077541
"cl_def6_ratio_lag1",1.00470111227279,0.968443361606066,1.04231632434151
"cl_US6_avg_sal_lag1",0.981802734835822,0.865358470517203,1.11391595849865
"CompOffr1 offer",1.22557016553705,1.05682114640116,1.42126436035974
"CompOffr2 offers",1.38808257747725,1.18479190744972,1.62625455979296
"CompOffr3-4 offers",1.49871816492907,1.29326794641075,1.73680647086492
"CompOffr5+ offers",2.26926337823678,1.97419174066114,2.60843775897981
"cl_Ceil",1.52616637857731,1.34383691525335,1.73323398744458
"cl_Days",3.35741323769838,2.8666517809572,3.93219145888324
"VehS-IDC",0.56265206770395,0.49550148658564,0.638902925343322
"VehM-IDC",0.545416251602964,0.427651636102973,0.695610310820834
"VehFSS/GWAC",0.737510971838706,0.602948362804363,0.902104503696875
"VehBPA/BOA",0.509443178048992,0.378976392828324,0.684824586892473
"PricingFeeOther FP",0.424500389887113,0.316058124092745,0.570150131503763
"PricingFeeIncentive",1.12694299228912,0.485587984442608,2.61538701236061
"PricingFeeCombination or Other",0.0882085644314036,0.0123006714773951,0.632546837247682
"PricingFeeOther CB",0.620084893768598,0.341801623189695,1.12493694995304
"PricingFeeT&M/LH/FPLOE",0.698190262282991,0.329153515540325,1.48097960171132
"b_UCA",2.79681657369429,1.82002837583918,4.29783570999788
"b_Intl",1.53848983891981,1.26819173557738,1.86639836710643
"cl_def6_HHI_lag1:cl_Days",1.1451160381911,0.863632075032664,1.51834418710407
"cl_Ceil:b_UCA",0.58529280479285,0.274824622921535,1.24649554214102
"cl_def6_HHI_lag1:b_UCA",1.26616915323619,0.614054789703019,2.61081641490364
"cl_US6_avg_sal_lag1:PricingFeeOther FP",0.52396803713919,0.27807938439711,0.987281040407643
"cl_US6_avg_sal_lag1:PricingFeeIncentive",0.620866204791825,0.0337824190541745,11.410516329054
"cl_US6_avg_sal_lag1:PricingFeeCombination or Other",6462.75342671421,39.5296304637615,1056604.40951493
"cl_US6_avg_sal_lag1:PricingFeeOther CB",2.85492820035418,0.486797294825049,16.7433449524547
"cl_US6_avg_sal_lag1:PricingFeeT&M/LH/FPLOE",34.5986057201393,4.00316131854319,299.029547531022
"cl_def6_HHI_lag1:cl_def6_obl_lag1",1.20572037922626,0.970887455533907,1.49735340033007
"cl_def6_HHI_lag1:cl_def6_ratio_lag1",0.997717194241009,0.902819202664635,1.10259019385737
