"","OR","2.5 %","97.5 %"
"(Intercept)",0.911537119954662,0.852215766705509,0.974987736107404
"cl_def3_HHI_lag1",0.972830900885532,0.966041751006986,0.979667763563266
"cl_def3_ratio_lag1",1.0123574843461,0.992920499402325,1.03217495935321
"cl_def6_HHI_lag1",0.995723507288744,0.988342153202316,1.00315998842603
"cl_def6_ratio_lag1",0.995582918660374,0.992604357667412,0.998570417580637
"cl_def6_obl_lag1",1.07945741675617,1.06842949630514,1.09059916318253
"cl_US6_avg_sal_lag1",1.00507346165994,0.994361180688395,1.01590114633574
"cl_Ceil",0.993044311104197,0.989167420201981,0.996936396889261
"cl_Days",1.00648022283546,1.00223214435817,1.01074630729156
"VehS-IDC",0.983334907783754,0.978068934455431,0.988629233382676
"VehM-IDC",1.00032948325244,0.990473033919096,1.01028401662254
"VehFSS/GWAC",1.00791757430153,0.999617100071165,1.01628697279543
"VehBPA/BOA",0.947107541783728,0.935619218702984,0.958736928199393
"PricingFeeOther FP",1.2367743532033,1.22828800815484,1.24531933112273
"PricingFeeIncentive",0.980706720772431,0.952875876563078,1.00935042624573
"PricingFeeCombination or Other",0.959782219907307,0.935859731038659,0.984316216520854
"PricingFeeOther CB",0.954228263525898,0.93768190590383,0.971066598575314
"PricingFeeT&M/LH/FPLOE",0.931542453950838,0.913739240036692,0.949692544098143
"UCAUCA",0.904642314367314,0.872312797342353,0.938170022768409
"b_Intl",0.879321860945946,0.868222871778238,0.890562734835364
"cl_def6_HHI_lag1:b_UCA",0.95441450969528,0.911345875823607,0.999518492903336
"cl_def6_HHI_lag1:cl_def6_ratio_lag1",0.996428782106888,0.987129997976535,1.0058151609679
"cl_def6_HHI_lag1:cl_def6_obl_lag1",1.00925095007669,0.998087667553634,1.02053909024576
"VehS-IDC:b_Intl",1.13051262196253,1.11517133930737,1.14606495286221
"VehM-IDC:b_Intl",1.06458522378342,1.03328751427633,1.09683092366768
"VehFSS/GWAC:b_Intl",1.07748371891382,1.04460197830104,1.11140050338846
"VehBPA/BOA:b_Intl",1.06968551377738,1.03850216487465,1.10180521243621
"cl_US6_avg_sal_lag1:PricingFeeOther FP",1.67355891597814,1.64874086744559,1.69875054385547
"cl_US6_avg_sal_lag1:PricingFeeIncentive",0.942894676739265,0.806050095155679,1.10297161028377
"cl_US6_avg_sal_lag1:PricingFeeCombination or Other",0.911738895692038,0.855810134213602,0.971322704283681
"cl_US6_avg_sal_lag1:PricingFeeOther CB",0.776771214499272,0.738879494249071,0.816606123692589
"cl_US6_avg_sal_lag1:PricingFeeT&M/LH/FPLOE",0.689743174435784,0.655797955552875,0.725445455650548
"cl_Days:b_UCA",1.00438034753143,0.942995146327185,1.06976147908757
"cl_Ceil:b_UCA",1.01964268307809,0.967607591518264,1.07447606888176
