"SimpleArea","multiyearcontracttext","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Services (Non-R&D)","Multiyear Contract",0.00143365353006127,0.00174290789564116,0.00422102785719283,0.00558791102790422,0.0151666372485696,0.00854783562949755,0.0134911855947231,0.00490106926563201,0.00591033035955463,0.00580796553646219,0.0121649195349026,0.0157240804819489,0.0151605142612408,0.020615037227475,0.0221009601946064,0.0212496688408104,0.020038038335645,0.0231181161306485,0.021975112311996,0.0215619766151733,0.0251208584928231,0.0279062169779741
"Services (Non-R&D)","Unlabeled",1.89232443662917e-06,1.50795999285695e-06,0.000353499869236457,3.38943396174644e-06,0.000897157353153028,1.77767934587392e-05,0.000806011547206536,0.000396062083615436,0.000627465495142408,0.00858240632362564,0.0576693880158718,0.0546889030259748,0.0592412788663573,0.0565941986960719,0.0666018742690723,0.0698245898319357,0.0762657822220675,0.0827129729556078,0.0890612983091281,0.0860844709064703,0.0899010566420211,0.0930037025769953
"R&D","Multiyear Contract",0.00504721804690508,0.000898921366389659,0.0013678306141065,0.00621002512444437,0.0041049887216677,0.00272113379081629,0.00245371960414056,0.000899424121360551,0.0035126491837209,0.0050757847696142,0.0157233054262871,0.022257137502128,0.0420378144825904,0.0114293141687148,0.0108612338023207,0.0133925689265571,0.0231882853611353,0.0262821904789386,0.0166475216110125,0.0226501322154229,0.0198887118337049,0.0366788175718561
"R&D","Unlabeled",,,3.31068108504539e-06,,,3.65670091633477e-05,1.45718465563385e-06,4.17204861129032e-06,5.73432650782317e-05,0.00174733392090188,0.00949638638790154,0.0140503068927085,0.0148742874989747,0.0179624085586605,0.0178307061063754,0.0192709152664267,0.0285584818505213,0.0285578295833217,0.0323479523112049,0.0342444830426482,0.037841345409323,0.0469322660278483
"Products","Multiyear Contract",0.0416156795991617,0.0370938077532877,0.0459991308996481,0.0471022842385452,0.0485116939587444,0.0749852533431693,0.0602922464882,0.0354848095440645,0.0632258958899737,0.061232359448092,0.0587199709509916,0.0693124854278379,0.0777047806535629,0.101911141947916,0.0906020054423151,0.0724081142703576,0.0698330401689306,0.0657608411589297,0.0645005194384858,0.0761663038034568,0.0725932024552976,0.0895752088629695
"Products","Unlabeled",6.93052237915914e-07,1.39180996692683e-06,1.53552383587623e-06,0.00270071954529134,0.0030901868669801,0.00153393345120467,0.000600549041538815,1.08509947064596e-05,0.000234214822185426,0.0141455393671591,0.0602621502274377,0.0732938623996885,0.0778144544041126,0.0896335215077594,0.108085065862626,0.116689180752941,0.108510184611982,0.110877398582721,0.120989865797071,0.107245461839659,0.0842867392397653,0.0943711263496536
