"Customer","SWpsc","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"GSA","Annual Software Maint.",,,,,,,,,,,,,0.00154657505821564,0.0021184227310858,0.00248113683628319,0.0104780157250273,0.00809588908673525,0.0062274516654967,0.00670910502415157,0.00690695372074278,0.0112245925505
"GSA","Software as a product",0.219933507750037,0.229626134847548,0.693927618607022,0.510560564232587,0.4892570847612,0.440534821249671,0.470380729958254,0.281721859848018,0.144597681677097,0.123721105777925,0.106313812348968,0.107204412210951,0.111653911807096,0.108969261652723,0.15849579793573,0.180306014024372,0.165191906098646,0.232495146834291,0.199407425761399,0.113095026555147,0.1235488750346
"GSA","Software Development Related",0.298113846584867,0.629704458899468,0.723920226666761,1.33794005730919,1.19590215139655,0.964763816249012,0.682148521792161,0.588957510649932,0.676244194199318,0.896119270297545,1.12374206713355,1.40059864971522,1.06974345869675,0.702883769531627,0.668312186007854,0.75569696242918,0.765269696704061,0.836784820940757,0.92966177628909,0.993603262312621,1.2105517537099
"GSA","Teleprocessing / Cloud Computing",0.00235683792138967,,0.0019464892412231,4.4279160294731e-06,,-0.000348289072859025,-8.16596450912805e-07,,,,,,0.00539946032839591,0,,0.00217069618579235,0.00287965809929616,0.066900637127207,0.0789248433485322,0.0888435532638506,0.2220664367918
"HHS","Annual Software Maint.",,,,,,,,,,,,,0.0188163506805603,0.0175038042386966,0.0288013191955752,0.0927921767097268,0.0720721180531673,0.092921983437141,0.111364530369457,0.258696302945822,0.1776064740674
"HHS","Software as a product",0.0603474164581186,0.0719445873634402,0.0754943114446489,0.0601004065637425,0.0633274593630193,0.0926673328449275,0.0756614336306651,0.148876778558345,0.13774452970705,0.166522884225927,0.151858535026495,0.136128683824734,0.126873077604432,0.133665795248957,0.149587710970133,0.230152947452787,0.214466520562426,0.255783953228037,0.284711067356027,0.216718907231915,0.2901285262235
"HHS","Software Development Related",0.288158398351244,0.237484609903063,0.283722822112684,0.396461050315863,0.415309694906734,0.315850731977075,0.277478985760756,0.471237995192867,0.567985957015098,0.552711246255898,0.568010683450173,0.623377042816544,0.579329684809737,0.679877715451686,0.761965611708518,0.923860745030273,1.04497942619524,1.02717458398043,1.2668965127943,1.20484008667095,1.2310052431012
"HHS","Teleprocessing / Cloud Computing",0.00222151871073164,0.00104593404933122,1.69875424688562e-05,0.0219832432345336,0.028603798533804,0.0303804919559947,0.0306880332093706,0.0178479976015907,0.0034683202000487,0.017587531956909,0.0178874431556272,0.0127308797823798,0.00309639384108394,0.00759935927387529,0.0919731776548672,0.0721025428437158,0.00143000997466161,0.00418688429047011,0.0182573727236102,0.0282768068093052,0.1296874165794
"NASA","Annual Software Maint.",,,,,,,,,,,,,0.00451045577345275,0.00617840896921863,0.0081105569039823,0.0142801940387978,0.0171236684451543,0.0113035535706233,0.00448522022673329,0.00108985564452607,0.0020523959915
"NASA","Software as a product",0.0470904902838216,0.016635813749173,0.0244803953888732,0.0246545615015988,0.0358977644178659,0.0475299487669302,0.0609807345705349,0.0394511366373804,0.035110696787532,0.0260462057138902,0.0342499470125313,0.0290416648516438,0.0222191367271788,0.0175663009131807,0.0141692872138274,0.00973356552655738,0.00959137484114781,0.00499513881291215,0.00978200340859879,0.0095238669047036,0.0101058997546
"NASA","Software Development Related",0.126957314882968,0.147618650265353,0.142912209508635,0.178431071522591,0.246884383217214,0.223473565187615,0.262462476656453,0.202579672652666,0.182316672403385,0.123415778993982,0.167363944412818,0.232626460118287,0.270369510943966,0.221753109000902,0.216776890902323,0.198521105018361,0.185555342395885,0.0934785507076154,0.0808887874117218,0.256976235782981,0.2456194111304
"NASA","Teleprocessing / Cloud Computing",6.47725599882232e-05,,8.49377123442809e-05,0.000119560683998332,0.000369079554710834,9.10058516469038e-05,,0.0048071020255996,6.76975526604164e-06,3.80693307655272e-05,-0.000199286311015634,3.15346437346437e-05,0.000437839212309105,0.000929762600067651,0.000907694004424779,0.000859073718469945,0.000423806768814293,,-2.67524770976473e-05,0.000153045607591062,3.6084e-05
"Other Agencies","Annual Software Maint.",,,,,,,,,,,,,0.0612073802787921,0.120629858192581,0.245176358002765,0.323081872362732,0.333781135655441,0.400461230002446,0.40343976735811,0.452947396965616,0.4795383530699
"Other Agencies","Software as a product",0.743893133179891,0.525796569488278,0.790630210332106,0.569529471835256,0.737128125382433,0.700596378225692,0.826791019921486,0.93025990004598,0.962723818214416,1.33564825429478,1.41325735206373,1.56329743733053,1.5735867849094,1.39208076281712,1.69280433397965,1.64596825421104,1.68833137905587,1.64816908633971,1.77224539515157,1.71124021436721,2.0126048829713
"Other Agencies","Software Development Related",1.47966004562874,1.4593609650791,1.53871953624363,1.71448432390727,1.89728941868029,2.03573630438287,1.89967795480429,1.85569354927513,2.00744733723925,2.29603840876577,2.51230188994808,2.12161902504785,2.33588577047882,2.40733873910396,3.01676129261715,3.66213627894536,3.50088669922382,3.44012428817071,3.52295696615636,4.32343152387481,3.9857973227633
"Other Agencies","Teleprocessing / Cloud Computing",0.0573045782423083,0.211387890119373,0.0446402052661382,0.0699077130543584,0.0127742536979365,0.0222437592089592,0.0268566078462913,0.0137822767085871,0.00934192622391331,0.00384503108220992,0.00235542358455663,0.0109499548459108,0.0145293601390516,0.0192955776298343,0.0360581935589602,0.0522860402980328,0.0807026171792095,0.0802668579601149,0.119454780379867,0.140778036865116,0.2210204553375
"State and IAP","Annual Software Maint.",,,,,,,,,,,,,0.00209007710207831,0.00582667596121321,0.0167028410192478,0.0208130382513661,0.0205122911273416,0.0307433791819826,0.0239215855908807,0.0281899505623916,0.0308385856768
"State and IAP","Software as a product",0.00563716031208597,0.0280835308640874,0.0302211409302095,0.0259914352278604,0.0265123945392343,0.0499959324233202,0.0535391886784118,0.0751770297273518,0.0777644373330086,0.0652886702738324,0.18021511568254,0.174695204111267,0.145977891396831,0.157229866892998,0.176314108839823,0.199574319671257,0.249237239871684,0.228619029044033,0.216061568504268,0.323423170904296,0.2592744523077
"State and IAP","Software Development Related",0.00654192578757545,0.0348061796617287,0.0519119866046149,0.0421963981431948,0.0590855834235677,0.0870464863147563,0.100533087080174,0.0985991610654902,0.132760016748082,0.142875586216899,0.198370636839957,0.116821462491517,0.143905918423585,0.160075644909234,0.227761424295907,0.261650214910164,0.303605652827396,0.373810168531483,0.439937413912138,0.360704331177635,0.4039029637929
"State and IAP","Teleprocessing / Cloud Computing",,,,,,2.78206727272727e-05,2.55330014043151e-05,1.98255128619361e-05,3.16150014610983e-05,9.84590515166105e-05,6.81255754863349e-05,0.000434529851643852,0.0012132852359628,0.00025421937084226,0.000155786172566372,1.0067410273224e-05,0.00382283971575528,0.0145222955634971,0.0169729054235894,0.00706022365697378,0.0065388460854
"Uncategorized","Annual Software Maint.",,,,,,,,,,,,,,,,,,,,0.000391816861646771,0.0003987757196
"Uncategorized","Software as a product",,,,,,,,,,,,,,,,2.39286116939891e-05,,,5.72558817405788e-06,0.000386668956433017,0.0025111370679
"Uncategorized","Software Development Related",,,,,,,,,,,,,,,,2.28921533333333e-05,,,,0.00092399467768595,0.0055289298472
"Uncategorized","Teleprocessing / Cloud Computing",,,,,,,,,,,,,,,,,,,,0.000246978277726763,3.10756201e-05
"VA","Annual Software Maint.",,,,,,,,,,,,,0.0368393824024572,0.119715644630962,0.150804699672566,0.206965414547432,0.284070014837791,0.655804461488513,0.542933541513013,0.627819561096419,0.7514695708128
"VA","Software as a product",0.0735109671720889,0.127151278584784,0.136544450736127,0.175938327960378,0.145359710507059,0.159401069226746,0.0901649808156517,0.136978721221325,0.0728724622964812,0.0851421385611459,0.229073407832916,0.200700777152568,0.122203072793891,0.171638076693878,0.143902803023783,0.115781582023607,0.0653397192077964,0.141729335370559,0.170707443199355,0.118411735387409,0.2089292801206
"VA","Software Development Related",0.0616705152362726,0.0970602617575147,0.0780784824462061,0.0872896532218824,0.162985978042357,0.29370211167444,0.413443017905017,0.350661781479309,0.382353275577499,0.318330271910207,0.242264959648645,0.230434542620569,0.340549351795154,0.289129722082647,0.298068529894801,0.336686722299563,0.434076762154413,0.670609928699958,0.962544508064543,1.30664180383542,1.2828941256539
"VA","Teleprocessing / Cloud Computing",,,,5.30056999860976e-05,3.74694542492533e-05,8.85375494071146e-05,0.00040190635720669,0.00153546030098173,0.00214896325727505,0.0080149520155272,0.006672852566058,0.00255098660968761,0.0130098115876679,0.0211515877776525,0.0197899146875,0.0125171856488525,0.0128927695696806,0.0567716421854925,0.0525953148614408,0.0848478884578104,0.1308093516575
