"Customer","SWpsc","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Defense","Annual Software Maint.",,,,,,,,,,,,,0.0627998986459984,0.163395757604239,0.288745720815597,0.404350733263607,0.372463431475149,0.33039906439247,0.580104887195919,0.977300494278747,1.7529406828084
"Defense","Software as a product",0.971530034950979,0.913872218337696,1.18583273640997,1.80591847167955,1.28669909532501,1.3243655547888,1.91226580660194,1.68789712930844,2.16166412860222,2.49984528658654,2.65725867490727,2.82864477255739,2.64764069033196,2.26846025469264,2.61845567891161,2.83838678104667,3.08810923148738,3.2525846117877,3.09639113584707,3.64015977848811,3.560563381911
"Defense","Software Development Related",2.3367767148076,2.31681434238559,2.32735714952265,2.80893859579577,2.84233299739669,3.48565743950356,3.57067816422469,3.49577677471542,3.94302276138585,4.10404589788637,3.78300173060807,3.64344305462794,4.37701512940073,3.71744852139745,2.99437100739502,3.29243449860306,4.06644128627298,3.90429915677845,4.25424078292036,4.71485888818988,4.8700617809404
"Defense","Teleprocessing / Cloud Computing",0.000458994553216546,0.0028270516323889,0.00815182474518686,0.00666788822466287,0.00278759978278577,0.0031302187088274,0.00159253798033959,0.000165071455200696,1.37269327894801e-05,0.00074360784364468,0.000516522856307435,0.000369150091260091,0.00539048379917327,0.00340044198895028,0.00749414452422566,0.00300333527639344,0.0207616435833243,0.0503462162242076,0.0985276218972517,0.127490840071319,0.2609670954136
"DHS","Annual Software Maint.",,,,,,,,,,,,,0.00891335636732116,0.0271368417439396,0.0713376928408186,0.049539058530929,0.0374443540034651,0.0618611073443948,0.0544940617793046,0.0346821347257423,0.0711764060504
"DHS","Software as a product",0.0032239069630502,0.00537465842082554,0.00665911664779162,0.0565112383703601,0.125881239893701,0.159756091152306,0.289693505860334,0.248512526148627,0.214041429985876,0.305588860588469,0.387042158179735,0.418866436941149,0.43416337360937,0.478405454057165,0.591686250312832,0.616538548566776,0.603619066721711,0.599845659213891,0.580018527289507,0.672814769350474,0.6750577230428
"DHS","Software Development Related",0.0084999263948182,0.0053962318423702,0.00856274801698754,0.273437281210899,0.778740212953027,0.526457675166403,0.9389373388611,0.638554774181186,1.12574278117618,0.887916468099904,0.79033648001468,0.93321690810881,1.16307660131783,1.05806446020961,1.09273933200365,1.26602570991137,1.30728686827818,0.985057090472027,1.22708683874047,1.1034280535879,1.1338590667184
"DHS","Teleprocessing / Cloud Computing",,,,,0.000160602769481401,0.00784637381844532,0.0142084812559683,0.00941928969852119,0.00531244508121271,0.00574403280500722,0.00167517157858933,0.0012234960952381,0.00117120019565966,0.0034368492911264,0.00327944704026549,0.00655777256338798,0.00406399783432593,0.0103901748459902,0.0369689414740787,0.0319765198184879,0.0544928663885
"Energy","Annual Software Maint.",,,,,,,,,,,,,0.000210362872086347,0.00119879600338257,0.00213578947997788,0.00209214078273224,0.00175273450048728,0.00295188668155712,0.00214865617634812,0.00520688732037547,0.0045899509962
"Energy","Software as a product",0.0272604151332254,0.0200804309656263,0.0241582784187429,0.0266148386479911,0.0171909975598697,0.0255465818616601,0.0289433057049662,0.0292135809661986,0.0283561559850237,0.0307087241558739,0.0514934894247524,0.0296975365759916,0.0377895527264898,0.0303550035487654,0.0383697436769911,0.0453137127410929,0.0413344497116405,0.0699190165412678,0.0459991946796794,0.0846940261499847,0.0749313976257
"Energy","Software Development Related",0.0332725864860886,0.0376904904357831,0.041216653689128,0.0680430782966773,0.0428391299976921,0.0224051105808959,0.0280879428028852,0.0265218497678638,0.0264771856327773,0.0146888799130958,0.0411055833351235,0.0359264589204399,0.0346029039272018,0.0397803426424625,0.0373514942418142,0.0581015466187978,0.0544876693082837,0.0694752157536694,0.0360058064286904,0.192968411315784,0.2904721657454
"Energy","Teleprocessing / Cloud Computing",0.00364934491388194,0.00613691931540342,0.00256930775764439,0.00315699012929237,0.00264865870214499,0.0019095061886693,0.00169788040316609,0.00215709478364608,0.00188274978497504,0.00814520839648532,0.0210992145624776,0.0194752063424593,0.00453145315535653,0.00314631002367798,0.00271184277411504,0.00187127114918033,0.00102092242696264,0.00320630010348862,0.00279074829835519,0.0024684060080604,0.0025583164527
