"PlatformPortfolio","Fiscal_Year","Action_Obligation","vendor_count","hh_index","top4","top8","top12","top20","top50"
"Ordnance and Missiles",2017,18044712601.5428,2309,1300.46797270694,0.63195197891393,0.788112450470413,0.788112450470413,0.870124630566981,0.938533689042162
"Ordnance and Missiles",2018,21672106381.5464,2410,1280.32080812849,0.640928943899484,0.778013350661097,0.778013350661097,0.866423003148851,0.932224640564506
"Ordnance and Missiles",2019,23144619010.3617,2604,1533.31151511503,0.655581260972097,0.783422418898243,0.783422418898243,0.866417782246136,0.933485828794231
"Ordnance and Missiles",2020,23832582389.5479,2177,1313.90773961351,0.65978072686762,0.789613614418036,0.789613614418036,0.871161218096394,0.933793512294517
"Ordnance and Missiles",2021,21971142041.7574,2165,1537.33189364748,0.641778521955565,0.77098129964797,0.77098129964797,0.862355734330514,0.931096821927697
"Other Products",1989,5477000,55,458.263863074446,0.339298626174982,0.525668835864064,0.525668835864064,0.766630513376717,1
"Other Products",1990,10893531000,4129,341.674239681202,0.274060018590264,0.347800094318521,0.347800094318521,0.452361034674544,0.599294762150163
"Other Products",1991,13666586115,4038,324.864913414035,0.252180218467804,0.324091528644612,0.324091528644612,0.464286599539599,0.615074042483724
"Other Products",1992,9671001791,4187,695.153553411544,0.357594503701447,0.437767177377937,0.437767177377937,0.543371851156087,0.660130788653733
"Other Products",1993,10550368583,3748,364.568290188869,0.316006841933392,0.413078604988765,0.413078604988765,0.526770738835981,0.649822886109268
"Other Products",1994,8625703645,3339,330.775759895884,0.272756684852086,0.3673803138095,0.3673803138095,0.499256937330257,0.640963890759949
"Other Products",1995,8564693193,3494,889.300657935403,0.386743925241578,0.45504123191825,0.45504123191825,0.557025128676471,0.681456808067703
"Other Products",1996,9626845429,3976,982.821939674482,0.399490340279039,0.456959198911854,0.456959198911854,0.56315094623265,0.680516829702293
"Other Products",1997,9689825022,3789,826.784499180977,0.389427997177086,0.459427692828725,0.459427692828725,0.571841797472365,0.716210889970662
"Other Products",1998,8560246161,3501,756.443894291918,0.351562416622781,0.425365180008473,0.425365180008473,0.530143802297012,0.669702971899242
"Other Products",1999,7673714576,3768,438.318255998243,0.272872112035385,0.344810335377429,0.344810335377429,0.462952905542839,0.604636044634896
"Other Products",2000,8639631778.09,3504,231.228516438635,0.226657741390705,0.325612409396696,0.325612409396696,0.46147664105018,0.62811338761629
"Other Products",2001,10228232817,3870,311.485917437232,0.288689858852945,0.404200136249356,0.404200136249356,0.517726892824453,0.664451044066383
"Other Products",2002,13400997103.2415,5653,254.829328814213,0.252755734162576,0.33022012490164,0.33022012490164,0.463691943996469,0.625990224213187
"Other Products",2003,15542447428.4263,8077,122.514988326088,0.154716996838306,0.247469241302199,0.247469241302199,0.395316802109304,0.593825307156238
"Other Products",2004,18316220028.3947,11295,189.891828797389,0.217000569357197,0.32324285807066,0.32324285807066,0.461690834061361,0.614435112791808
"Other Products",2005,31831648773.5399,16903,409.060923665517,0.292690235523654,0.405175710648153,0.405175710648153,0.536249107089304,0.66834268090984
"Other Products",2006,34635226381.2251,14345,350.132342653167,0.265005377695576,0.375927744137894,0.375927744137894,0.546090555915606,0.697266393886259
"Other Products",2007,34283632888.6748,14697,409.194357479383,0.313241116741492,0.426688743247868,0.426688743247868,0.592006889464942,0.730183571782647
"Other Products",2008,39101721803.6713,14829,496.539464493636,0.323086083616032,0.435352962524968,0.435352962524968,0.618155105046587,0.742730207553725
"Other Products",2009,35588806644.6735,14133,234.353797318524,0.216468978547972,0.36593244205179,0.36593244205179,0.585347792138582,0.749922817682246
"Other Products",2010,29114589259.5554,13283,240.419344124968,0.229797272996992,0.377055534624511,0.377055534624511,0.574202510269276,0.71608515743031
"Other Products",2011,30006785905.1202,13016,188.82482448409,0.196116610157428,0.309617781143313,0.309617781143313,0.50553568703212,0.680979207242166
"Other Products",2012,35357797188.3427,12142,288.535398157731,0.272694086438171,0.413364266917427,0.413364266917427,0.601523738929199,0.76939842140522
"Other Products",2013,26463531578.3953,10826,256.431323882237,0.237592226108281,0.361531369367575,0.361531369367575,0.595196786425481,0.744287271898817
"Other Products",2014,24268112947.6681,10660,253.117185298852,0.244179977279842,0.397077305915398,0.397077305915398,0.58461960165715,0.723240978122049
"Other Products",2015,21069110791.9282,11844,282.113101993219,0.273625311137498,0.403606602056396,0.403606602056396,0.522398118655058,0.653854412518727
"Other Products",2016,19406249663.8794,11257,366.877621644306,0.304834945736705,0.388931168279786,0.388931168279786,0.507186323124737,0.649327620681282
"Other Products",2017,21576389534.6158,10479,352.253669542868,0.314359885977384,0.401588694479717,0.401588694479717,0.519183956938648,0.663425511347124
"Other Products",2018,25383398093.2805,9886,272.481703937789,0.280173102986702,0.364263615849755,0.364263615849755,0.491025002737379,0.649365980682092
"Other Products",2019,23212631381.3324,8637,296.512419800869,0.278335525110846,0.346041964995657,0.346041964995657,0.474581509066468,0.630359130783637
"Other Products",2020,25518835050.0478,7988,271.062698227922,0.280302807957516,0.35699310650068,0.35699310650068,0.478877778285992,0.631680330352058
"Other Products",2021,53494862640.7215,7826,967.692683370573,0.536921915913242,0.646643706792376,0.646643706792376,0.736226575468485,0.819772810107164
"Other R&D and Knowledge Based",1988,197000,3,3562.31801901621,1,1,1,1,1
"Other R&D and Knowledge Based",1989,75353000,107,2284.75786659041,0.583997982827492,0.661672395259645,0.661672395259645,0.811062598702109,0.952344299497034
"Other R&D and Knowledge Based",1990,7810320381,3056,197.757668624064,0.230523566952074,0.295819963209181,0.295819963209181,0.410231859761513,0.551661046110333
"Other R&D and Knowledge Based",1991,7958593229,3266,113.264275668348,0.158767478468285,0.236074463388763,0.236074463388763,0.366901588580326,0.51891800986374
"Other R&D and Knowledge Based",1992,8819916126,3893,139.282256244031,0.181430655852724,0.241782781756335,0.241782781756335,0.352742434345357,0.491835397980917
"Other R&D and Knowledge Based",1993,8606331079,3806,152.327855574167,0.192443723556627,0.249645744371693,0.249645744371693,0.351077897454425,0.48918735007247
"Other R&D and Knowledge Based",1994,8502759117,3610,91.8472842990189,0.141987291068662,0.222448215663237,0.222448215663237,0.334848874095853,0.474561219723042
"Other R&D and Knowledge Based",1995,8922414465,3841,73.0835657236237,0.121705601127479,0.186369293119256,0.186369293119256,0.294443051776343,0.440704591543886
"Other R&D and Knowledge Based",1996,9372992103,4276,84.1066222703426,0.133279924720467,0.212938676342634,0.212938676342634,0.305894006100709,0.443158244406568
"Other R&D and Knowledge Based",1997,9768696174,4497,124.364117633334,0.175996429640769,0.266531779383493,0.266531779383493,0.374768540845597,0.513185434320609
"Other R&D and Knowledge Based",1998,10885739654,4628,118.391174983665,0.169378270561947,0.253954469275573,0.253954469275573,0.371203063742311,0.513797195176197
"Other R&D and Knowledge Based",1999,11378756963,4777,130.614264633665,0.180124274651257,0.270675499642028,0.270675499642028,0.382538523973168,0.532077437569818
"Other R&D and Knowledge Based",2000,12545323449.0637,4794,125.549268390629,0.167292291471236,0.266279207294398,0.266279207294398,0.405397877100119,0.562147620983847
"Other R&D and Knowledge Based",2001,12548319554.9022,5427,107.559201805077,0.145069619081186,0.236644122105318,0.236644122105318,0.378478636047916,0.522078364767478
"Other R&D and Knowledge Based",2002,16006956808.1511,7492,132.559628169868,0.179290039910589,0.267446057602416,0.267446057602416,0.404536330871288,0.547164241236634
"Other R&D and Knowledge Based",2003,18912916558.2682,9126,165.164427932849,0.190775146903798,0.294896159943096,0.294896159943096,0.469273039644876,0.592399605955595
"Other R&D and Knowledge Based",2004,21067943942.9484,11173,134.007270108553,0.167737112783287,0.279281463989564,0.279281463989564,0.433074823438051,0.572410870572357
"Other R&D and Knowledge Based",2005,25773447724.1759,14805,136.245487255458,0.167595247456039,0.280253700484096,0.280253700484096,0.436816532382703,0.57469897116607
"Other R&D and Knowledge Based",2006,29030375974.1737,13795,164.360668526502,0.197868241071456,0.325909232638535,0.325909232638535,0.45829442458634,0.571892667775463
"Other R&D and Knowledge Based",2007,30532899846.6231,14548,146.528256296871,0.189960063589094,0.29032546573414,0.29032546573414,0.436301117641356,0.558811121717875
"Other R&D and Knowledge Based",2008,34016579199.2551,14456,137.255832719438,0.186222880993959,0.27661417783454,0.27661417783454,0.427210464951528,0.543417068912068
"Other R&D and Knowledge Based",2009,38742046353.2673,14382,118.981950190801,0.166074366191026,0.252645637089639,0.252645637089639,0.396895054402353,0.534151484381726
"Other R&D and Knowledge Based",2010,40169762385.1068,14723,127.171952862292,0.172548958489349,0.259713979662045,0.259713979662045,0.411337724034146,0.547292968140555
"Other R&D and Knowledge Based",2011,39937021916.6413,14154,125.346574344329,0.165119818710721,0.253641720101299,0.253641720101299,0.410474903864496,0.555880467965514
"Other R&D and Knowledge Based",2012,40262612483.2203,13154,139.122591665637,0.176313308684797,0.275598697792954,0.275598697792954,0.436487476084006,0.578311346424026
"Other R&D and Knowledge Based",2013,34056301761.9195,13138,127.974239395129,0.17277736865898,0.252554989353395,0.252554989353395,0.408150418196081,0.547992274472559
"Other R&D and Knowledge Based",2014,33595522275.8293,12954,107.872488185819,0.148629240756406,0.234329990653365,0.234329990653365,0.381736344124842,0.517530067196008
"Other R&D and Knowledge Based",2015,33268157408.7611,12524,99.5670801503931,0.143350480022471,0.228938112088032,0.228938112088032,0.369541043054266,0.503168024679661
"Other R&D and Knowledge Based",2016,33471471964.5156,12686,85.424060023601,0.129888717495192,0.211661858377969,0.211661858377969,0.342774647918349,0.46944171997256
"Other R&D and Knowledge Based",2017,34758266085.6039,12244,74.3255084306862,0.112821654428552,0.189104971275738,0.189104971275738,0.323635846388148,0.447054511564943
"Other R&D and Knowledge Based",2018,38704792979.3714,12138,79.011636319417,0.119493785605655,0.193580625753216,0.193580625753216,0.327858939409868,0.466749717398615
"Other R&D and Knowledge Based",2019,42601821385.7893,12331,81.9358931997559,0.117835300784338,0.196581491531863,0.196581491531863,0.346378297435805,0.483624082414213
"Other R&D and Knowledge Based",2020,44270324622.1815,9827,84.853657097645,0.126332526852674,0.202669801839574,0.202669801839574,0.345086516397061,0.484214827119325
"Other R&D and Knowledge Based",2021,43233766584.8379,10552,77.884708781273,0.111945137399783,0.191826157675749,0.191826157675749,0.334328444615855,0.47981885613344
"Other Services",1988,1252000,6,3127.14991476896,0.951277955271565,1,1,1,1
"Other Services",1989,385090000,68,1685.65562011841,0.754399582562103,0.938344837970234,0.938344837970234,0.984060518111042,0.998704592595669
"Other Services",1990,4385190184,1558,277.781979362387,0.266931147284805,0.391871719955251,0.391871719955251,0.570540548245428,0.726307063128756
"Other Services",1991,5641814985,2071,343.616163356878,0.285492734546712,0.388347873544793,0.388347873544793,0.537481942904257,0.675424761747018
"Other Services",1992,4211344274,2140,199.291474778751,0.217950722339908,0.333825049678475,0.333825049678475,0.508622402180061,0.664047330814428
"Other Services",1993,3075823560,1958,217.446331940687,0.227886164436852,0.341843505153961,0.341843505153961,0.524671323152758,0.669691397972478
"Other Services",1994,4014703413,1785,250.429464449805,0.250027071283407,0.372466656433389,0.372466656433389,0.534258833534035,0.705647317861257
"Other Services",1995,5272937433,1922,390.984493341224,0.334594567166804,0.465877455490831,0.465877455490831,0.642028585289631,0.775301930227272
"Other Services",1996,5083168952,2101,304.160924769151,0.280456101334059,0.429000130276833,0.429000130276833,0.616977025318079,0.760653073253696
"Other Services",1997,5793220616,2468,299.801137729347,0.269556986568096,0.415110437999467,0.415110437999467,0.595931804156177,0.762667241751875
"Other Services",1998,6068760797,2566,487.682666147833,0.360185229121834,0.531758167300299,0.531758167300299,0.714292409583003,0.811191477669632
"Other Services",1999,7339018466,2775,345.438275582095,0.288744699993126,0.471081396540925,0.471081396540925,0.665324178534884,0.789368916999272
"Other Services",2000,6506267013.1198,2624,307.257279412863,0.284250606981582,0.430056421725181,0.430056421725181,0.628738560092184,0.759929683106483
"Other Services",2001,7420418624.8457,2804,360.357486668105,0.30207176103983,0.434386388392224,0.434386388392224,0.635770216824658,0.772278877162162
"Other Services",2002,10543063265.4787,4292,576.527426184559,0.420950999770546,0.548782771449896,0.548782771449896,0.708180622721292,0.820093521502045
"Other Services",2003,16105228940.6387,5917,690.357433005758,0.463914779327525,0.645551321138401,0.645551321138401,0.758951109904742,0.844967666921553
"Other Services",2004,20109780788.0342,7843,1245.07186413165,0.532381326179583,0.681409538942219,0.681409538942219,0.787371912938537,0.867257463799962
"Other Services",2005,22212802838.3628,9608,907.356458941649,0.510840207139635,0.667224600237141,0.667224600237141,0.763754645622065,0.84107852948695
"Other Services",2006,24238688326.1944,9600,876.537661066529,0.51025178305397,0.662761283470972,0.662761283470972,0.765236066355765,0.855978883381255
"Other Services",2007,24494725523.4546,9911,786.105007020048,0.505316003078698,0.646523560080689,0.646523560080689,0.759684537891627,0.852330453357564
"Other Services",2008,27467258735.3125,10182,803.729917264832,0.489476707349813,0.664912521802839,0.664912521802839,0.775330738014591,0.866143484381307
"Other Services",2009,30723575034.2101,10445,595.807877923587,0.438057197002749,0.598442250279791,0.598442250279791,0.74057064415049,0.862661790277265
"Other Services",2010,33027584426.2976,10292,487.021625295424,0.377990688598259,0.565322924465167,0.565322924465167,0.731185326830507,0.855546483029482
"Other Services",2011,36791692391.3012,9816,410.817771053236,0.328207227147165,0.519715502787225,0.519715502787225,0.711452608428448,0.847772179498625
"Other Services",2012,33863626494.884,9326,390.499780085763,0.333022656859265,0.494790943677645,0.494790943677645,0.658164970507079,0.833508598343041
"Other Services",2013,30654947847.6359,8332,411.275098053708,0.335109128403992,0.49763901921282,0.49763901921282,0.681921277561599,0.836961521023819
"Other Services",2014,25657128563.2907,7934,538.035321830235,0.409402278434556,0.520709851807992,0.520709851807992,0.67391633774965,0.81526059413478
"Other Services",2015,22953863792.7188,7740,569.469108203971,0.42113527283321,0.531336897988734,0.531336897988734,0.682530149496899,0.810628599536042
"Other Services",2016,23818801737.8035,7707,552.202467774183,0.414663708387648,0.529583493525315,0.529583493525315,0.677582679476016,0.795867335330528
"Other Services",2017,26207298021.1504,7690,505.773049646451,0.396402481777615,0.498257561574996,0.498257561574996,0.653073402134345,0.787550912857112
"Other Services",2018,28591578886.8726,7539,557.763582107868,0.364522542653464,0.480090712344041,0.480090712344041,0.663751005695005,0.778828657482962
"Other Services",2019,29607583704.1814,6917,699.159538900852,0.399873495781388,0.503372527691915,0.503372527691915,0.671853378403869,0.795313825676019
"Other Services",2020,29481968226.7418,5745,738.718327610093,0.414228887501252,0.510535461265584,0.510535461265584,0.668512721813324,0.787426812508411
"Other Services",2021,28819768716.5794,5761,821.668608324082,0.441982149058255,0.550959298286024,0.550959298286024,0.676970388092187,0.792292920463009
"Ships & Submarines",1988,1152000,4,7930.94182721722,1,1,1,1,1
"Ships & Submarines",1989,184884000,135,1102.07927295036,0.577646824991808,0.777445919304673,0.777445919304673,0.899214104223854,0.974682660335094
"Ships & Submarines",1990,10685914493,1655,857.756261629875,0.488306623243115,0.680915584800892,0.680915584800892,0.837420270098359,0.895444474388058
"Ships & Submarines",1991,9517251712,2153,818.502746693487,0.500097594501879,0.650657220472525,0.650657220472525,0.790242570005024,0.856935277142264
"Ships & Submarines",1992,8601403143,2495,794.685369118234,0.475352788272143,0.615606836805736,0.615606836805736,0.757198227722464,0.831854485342308
"Ships & Submarines",1993,9503291850,1978,662.427618659772,0.428558689459576,0.674925100430903,0.674925100430903,0.807976466809123,0.881228292514089
"Ships & Submarines",1994,7389060646,1645,744.838464549416,0.474543221037535,0.688179550539972,0.688179550539972,0.795234962553945,0.867703137004722
"Ships & Submarines",1995,9654945185,1723,1716.5133180292,0.622160300260893,0.730873516344362,0.730873516344362,0.822073434851317,0.88592006470801
"Ships & Submarines",1996,7969628348,1830,957.706772794668,0.520314481464656,0.663160959143897,0.663160959143897,0.789244559516088,0.864513525537971
"Ships & Submarines",1997,8340521642,1700,899.467939991629,0.4871953422339,0.710308795039549,0.710308795039549,0.825999957226537,0.896575156089734
"Ships & Submarines",1998,9369233233,1563,1510.46771399743,0.646242519611659,0.782194562817125,0.782194562817125,0.867807242467707,0.920398791014285
"Ships & Submarines",1999,8322448862,1613,1180.36256307229,0.526005876632936,0.705661437540722,0.705661437540722,0.823608759843189,0.898943722981249
"Ships & Submarines",2000,9355891763,1760,1067.25059148535,0.560766278414921,0.749233966551941,0.749233966551941,0.845978466525961,0.911354608887656
"Ships & Submarines",2001,12404294499,1774,2527.34178223831,0.733071792505807,0.83108707256509,0.83108707256509,0.890651689175649,0.937200893756988
"Ships & Submarines",2002,12695648913.9302,2199,1966.81336631408,0.713041159885909,0.79774696767632,0.79774696767632,0.864704608787821,0.909118070625913
"Ships & Submarines",2003,12673293487.0506,2780,1496.63392064855,0.62643206911047,0.746453190719519,0.746453190719519,0.835809155232757,0.894326676381321
"Ships & Submarines",2004,14842221707.1636,3289,1806.10062537755,0.712841226742327,0.81141960430064,0.81141960430064,0.870658800648105,0.9140419878924
"Ships & Submarines",2005,14038755534.1306,5285,1927.23964120973,0.713190181245771,0.794784446826838,0.794784446826838,0.853284945864416,0.903674411178839
"Ships & Submarines",2006,16819636778.4898,5714,1840.73277588714,0.679899476809331,0.818818099081686,0.818818099081686,0.873893682061395,0.911654121865506
"Ships & Submarines",2007,17252301147.0864,5518,1695.86959567172,0.685964088348937,0.795376476103189,0.795376476103189,0.855687878796058,0.906620062836315
"Ships & Submarines",2008,19353076069.0697,5636,1834.70049309463,0.689879684573147,0.81429240650773,0.81429240650773,0.864969028803275,0.90760200255913
"Ships & Submarines",2009,21501461737.6141,5390,1566.38369725795,0.678114459248602,0.785015173276445,0.785015173276445,0.859513739668292,0.913493961384596
"Ships & Submarines",2010,17561181485.3883,5419,1410.24328643298,0.609393757792708,0.738952761966291,0.738952761966291,0.829113611794125,0.88816845610352
"Ships & Submarines",2011,28389571263.5333,5548,1789.10126362132,0.67317184126421,0.818040365470504,0.818040365470504,0.8820785211547,0.926713354517931
"Ships & Submarines",2012,23823517535.9178,5374,1479.57800705402,0.651295804641146,0.801916548592879,0.801916548592879,0.867818884145822,0.918462074625808
"Ships & Submarines",2013,23051278527.2609,5305,1438.69406346151,0.649525396483738,0.813844047835756,0.813844047835756,0.871775069176943,0.917220369129782
"Ships & Submarines",2014,23827426373.0695,5407,1733.53367993625,0.674782021747482,0.803309355661147,0.803309355661147,0.859573423067138,0.905968456637176
"Ships & Submarines",2015,21478209072.9086,5828,1503.14737201455,0.639991638167749,0.790003664594274,0.790003664594274,0.857453583291597,0.903111401411926
"Ships & Submarines",2016,24652659223.7647,5854,1498.51554421873,0.655445176412638,0.798599614641795,0.798599614641795,0.860587605032607,0.908848215944672
"Ships & Submarines",2017,27207762331.1003,5416,1726.42671550016,0.711384360970901,0.812845740275616,0.812845740275616,0.871725048318289,0.913104761781938
"Ships & Submarines",2018,31309730086.5279,4951,1230.30231540406,0.585897495045593,0.761833834023921,0.761833834023921,0.860037163910626,0.910250945802725
"Ships & Submarines",2019,33305801657.137,4622,1319.61531306072,0.607356797980039,0.754987027157301,0.754987027157301,0.868310697505438,0.920788994231668
"Ships & Submarines",2020,40022217328.6757,4249,1878.01015254983,0.695620109866281,0.816358256262979,0.816358256262979,0.894120739757455,0.936734556658908
"Ships & Submarines",2021,33534275346.6497,4230,1411.04321519499,0.618519358215473,0.731453953676043,0.731453953676043,0.822225350080478,0.891834925601983
"Space Systems",1988,222000,1,10000,1,1,1,1,1
"Space Systems",1989,-32000,1,0,0,0,0,0,0
"Space Systems",1990,5109318000,302,1699.82727873996,0.606838923173415,0.766912230198933,0.766912230198933,0.935958505014173,0.979041548801716
"Space Systems",1991,4536041000,276,1324.73271470724,0.55248691595623,0.750926703790648,0.750926703790648,0.91921346759556,0.977401650392235
"Space Systems",1992,3207056007,274,1482.71241366031,0.558063939066992,0.722448411949215,0.722448411949215,0.894431758466509,0.966860348712448
"Space Systems",1993,3775896266,278,1886.8252066342,0.659788141457484,0.799095363608023,0.799095363608023,0.935717206098404,0.980380471502237
"Space Systems",1994,3704627729,261,4172.96686076749,0.732724631065727,0.825272781433068,0.825272781433068,0.928648330588352,0.978481519957933
"Space Systems",1995,3449312820,241,2970.60101830638,0.697092401099442,0.808523093576275,0.808523093576275,0.932091527975924,0.978627867920402
"Space Systems",1996,2950138142,251,2925.01100529361,0.684200390607829,0.796909140811604,0.796909140811604,0.926717895593707,0.979194045428852
"Space Systems",1997,3180065599,229,3281.49488929927,0.794826915341034,0.883631174753382,0.883631174753382,0.949310998252817,0.982162936346212
"Space Systems",1998,3551481726,221,3976.37425229416,0.858996550106688,0.914917570125273,0.914917570125273,0.961576005352826,0.987612203355013
"Space Systems",1999,3510240138,231,3812.04508071148,0.827230883532756,0.89947886574491,0.89947886574491,0.957133329335452,0.986783504403907
"Space Systems",2000,3182752124,235,2863.43211226364,0.783122356516079,0.87753900476009,0.87753900476009,0.944423244766019,0.979703798266396
"Space Systems",2001,4154315713,251,2585.37103590249,0.797809083977336,0.89050720793548,0.89050720793548,0.947894707439265,0.979908738558026
"Space Systems",2002,4479525528,272,2283.45578752137,0.756094314390024,0.879281055046406,0.879281055046406,0.93940182591509,0.979671134435469
"Space Systems",2003,5208172909.6601,366,1958.2024617378,0.777516848162019,0.877963567139558,0.877963567139558,0.940252774726164,0.980753851335396
"Space Systems",2004,6126678143.1602,428,2302.40113723309,0.788982106149904,0.872169061555457,0.872169061555457,0.925506798533049,0.967797601553893
"Space Systems",2005,6383450249.2656,470,2261.79922657136,0.746531890766998,0.875007629561081,0.875007629561081,0.927552352475079,0.964880359925853
"Space Systems",2006,7883684089.5679,468,2324.02836135472,0.755417867109096,0.881517491806711,0.881517491806711,0.940412904986875,0.970412707582765
"Space Systems",2007,8069238241.2337,599,2099.01981084099,0.729252670259485,0.853094046666743,0.853094046666743,0.927745790467944,0.964084555236085
"Space Systems",2008,9424818455.3168,592,1906.56536665597,0.71920419797427,0.877261356343451,0.877261356343451,0.941332403927316,0.970743472091425
"Space Systems",2009,10254231699.4654,593,2475.01985382352,0.711669268160676,0.878405645078186,0.878405645078186,0.942523340946883,0.973487780565429
"Space Systems",2010,9089367407.3932,674,2262.51529635878,0.710317778115216,0.831703000906142,0.831703000906142,0.914589350879027,0.962911583270386
"Space Systems",2011,10298401710.0025,669,2741.40303120037,0.739658159975971,0.883680741455584,0.883680741455584,0.940959970366557,0.972294810229424
"Space Systems",2012,9949330376.4938,689,1706.51090427301,0.735439882270799,0.875580934024989,0.875580934024989,0.94065160110631,0.970116630473585
"Space Systems",2013,7571179669.3494,662,2285.6454942643,0.763989700519361,0.870066518158109,0.870066518158109,0.936325179117321,0.97310886917724
"Space Systems",2014,7849485533.8651,661,2407.30077861095,0.834490961809962,0.895539314729572,0.895539314729572,0.940577208510507,0.971511477677749
"Space Systems",2015,5963062519.4985,585,1923.71311725394,0.793219243032141,0.85132958570842,0.85132958570842,0.92600757556316,0.966954425325192
"Space Systems",2016,6075865714.2822,583,1769.20737740716,0.761393280109248,0.853435653238021,0.853435653238021,0.919714336511269,0.959193261804335
"Space Systems",2017,6050578378.7743,581,1719.41866593644,0.74046396368132,0.824368862053542,0.824368862053542,0.91734279246581,0.962575561580103
"Space Systems",2018,5945524610.1526,538,1152.4523073875,0.630598523139736,0.785353065180094,0.785353065180094,0.883865067890134,0.954156571665013
"Space Systems",2019,7216445280.1359,524,1661.6072878044,0.681085562121985,0.80520878473103,0.80520878473103,0.877919045910598,0.952119666280496
"Space Systems",2020,7301605588.9167,394,1741.77783852552,0.660676260769531,0.806039987518403,0.806039987518403,0.890454683563827,0.966751279858485
"Space Systems",2021,8921073432.422,384,1973.42722091847,0.673095524186003,0.824350639989466,0.824350639989466,0.904983715143974,0.96903674340261
NA,1989,NA,7,0,0,0,0,0,0
NA,1990,NA,1279,0,0,0,0,0,0
NA,2000,29503352.0086,87,1650.49528192304,0.720510205209678,0.888713957114016,0.888713957114016,0.988101123886877,0.999789217130772
NA,2001,9825233.9425,111,851.54125252359,0.512589777193727,0.748741306792542,0.748741306792542,0.921471306504498,0.987692056884502
NA,2002,84074351.1754,118,1782.73347503329,0.782755410099681,0.905201842558979,0.905201842558979,0.978434643324203,0.99795720660254
NA,2003,75741000.174,158,3680.05809782423,0.818493683374223,0.920909353380094,0.920909353380094,0.985489339631281,0.997583500560677
NA,2004,7078195.7826,153,1670.89729797165,0.675577627424509,0.757710105393007,0.757710105393007,0.820357379748088,0.909988358034034
NA,2005,3802636.1223,105,1459.35776141996,0.714335647087924,0.810804338570344,0.810804338570344,0.89002159573192,0.972036904026663
NA,2006,109748294.8077,287,2709.42700944943,0.722442959440431,0.81310949111819,0.81310949111819,0.92742750018281,0.990797354188352
NA,2007,18047585.0499,28,8661.4609638319,0.99246973366329,1,1,1,1
NA,2008,368043.2192,96,2741.61179234179,0.836524226607475,0.986046538562516,0.986046538562516,1,1
NA,2009,986168.1333,23,3988.83663635563,1,1,1,1,1
NA,2010,-253919.658,26,9716.10650971826,1,1,1,1,1
NA,2011,-140825.1013,28,10000,1,1,1,1,1
NA,2012,-6477.8001,7,0,0,0,0,0,0
NA,2013,-99723.1206,9,0,0,0,0,0,0
NA,2015,30000,2,5555.55555555555,1,1,1,1,1
NA,2016,3581529.4308,7,5241.95584611452,1,1,1,1,1
NA,2017,1345607,5,9707.20717434018,1,1,1,1,1
NA,2018,-212795.3672,3,10000,1,1,1,1,1
NA,2019,465885,2,10000,1,1,1,1,1
NA,2020,314555.625,4,9384.39560862663,1,1,1,1,1
NA,2021,386316,4,9495.69033872609,1,1,1,1,1
