"PlatformPortfolio","Fiscal_Year","Action_Obligation","vendor_count","hh_index","top4","top8","top12","top20","top50"
"Land Vehicles",2020,11827203302.5032,3387,1126.3957664762,0.609188160804862,0.704149263680473,0.704149263680473,0.809976111672053,0.878584238916178
"Land Vehicles",2021,9843035573.7026,3225,1235.09985648937,0.600283504538202,0.703791514030546,0.703791514030546,0.813296238244008,0.889744514734925
"Missile Defense",1988,258000,2,6514.63253410252,1,1,1,1,1
"Missile Defense",1989,16388000,19,1210.07380576785,0.648767390773737,0.860812789846229,0.860812789846229,1,1
"Missile Defense",1990,3035334000,336,1391.13310766132,0.595444248918804,0.720177138112372,0.720177138112372,0.845670262590533,0.940031916717706
"Missile Defense",1991,5206015283,465,1139.72951038627,0.539810871281697,0.671332030545941,0.671332030545941,0.83326874437581,0.938188976366701
"Missile Defense",1992,3918554592,507,547.409107222775,0.381208119392897,0.54589982746653,0.54589982746653,0.796718264048438,0.917612969421709
"Missile Defense",1993,4991418711,487,927.219539340143,0.455428132494469,0.656267121924515,0.656267121924515,0.823220114118135,0.926557068110929
"Missile Defense",1994,4289293657,399,1038.40491146796,0.534872336914316,0.693629403650321,0.693629403650321,0.857887943364606,0.943874696307889
"Missile Defense",1995,3486356407,368,915.779342407658,0.528179466171556,0.716451616877821,0.716451616877821,0.851909224598786,0.941620216158774
"Missile Defense",1996,3715624896,387,1209.52538099512,0.600518049687777,0.724773410447695,0.724773410447695,0.875254622677217,0.949219201422039
"Missile Defense",1997,4012460461,395,1716.78664445098,0.741075684099621,0.806618337004503,0.806618337004503,0.888495969446148,0.959384221636952
"Missile Defense",1998,3602703203,381,1504.87605001303,0.720489950339308,0.798876173037943,0.798876173037943,0.89394351529171,0.955669941338501
"Missile Defense",1999,3665542951,345,1529.99119754242,0.730998593462599,0.805160467120354,0.805160467120354,0.905581307697788,0.962891789987216
"Missile Defense",2000,3001039117,370,1902.52653303928,0.693518720931238,0.783516837879842,0.783516837879842,0.895590288021709,0.957275115504705
"Missile Defense",2001,3364291516.3999,399,2224.04208194612,0.728915346096775,0.810755333310977,0.810755333310977,0.900763551988528,0.955097463333105
"Missile Defense",2002,4726590944.8281,586,2638.8974501453,0.79589003290601,0.860721899910352,0.860721899910352,0.919799990488756,0.9597007890526
"Missile Defense",2003,5036432124.0938,769,2291.73003169623,0.765939461289857,0.85116487972028,0.85116487972028,0.921542933443585,0.957496732830128
"Missile Defense",2004,5992625448.586,670,2284.82646465207,0.780719432602424,0.85752585274076,0.85752585274076,0.913658716834073,0.956824799959249
"Missile Defense",2005,6491873249.1563,639,2128.88635479546,0.764462685566028,0.851628311860308,0.851628311860308,0.918686322058156,0.959046342325642
"Missile Defense",2006,6763227936.3287,548,1889.67400990966,0.780441130581459,0.855879032934423,0.855879032934423,0.92179646517542,0.963366625824531
"Missile Defense",2007,8308217764.2319,668,1663.96738472515,0.766736284036182,0.853694933498472,0.853694933498472,0.919508748684189,0.964057874832203
"Missile Defense",2008,8761800572.9038,664,1656.06211548254,0.773270992308924,0.844499128352591,0.844499128352591,0.921282636420694,0.968656543918333
"Missile Defense",2009,10499669753.7796,663,2023.15660686926,0.83049729311965,0.880594704472714,0.880594704472714,0.936382080673357,0.973261194190659
"Missile Defense",2010,10542656756.6485,618,2361.77488974865,0.848016785838782,0.890686247629277,0.890686247629277,0.943880465363806,0.976739094111408
"Missile Defense",2011,10910330875.6452,646,2625.80333713252,0.864882865790626,0.895536812473156,0.895536812473156,0.942278608594896,0.974370008793894
"Missile Defense",2012,11207421398.9962,576,2736.28342331897,0.867241903602139,0.902836970611289,0.902836970611289,0.944397290183985,0.979782633015217
"Missile Defense",2013,10807937186.4424,558,3206.4150560438,0.870808978744529,0.913757688690032,0.913757688690032,0.952539406201294,0.981459999037326
"Missile Defense",2014,8516457737.3941,525,2197.96602207811,0.810152576734153,0.879113374625617,0.879113374625617,0.931224020107678,0.974745246338805
"Missile Defense",2015,9379386451.573,498,2473.73568867899,0.825983350092388,0.886035662099359,0.886035662099359,0.945337617618344,0.980141339526125
"Missile Defense",2016,9985841658.1002,564,2450.40251626343,0.824086389289483,0.898607868939622,0.898607868939622,0.950883359247823,0.983560507093
"Missile Defense",2017,8633210134.3361,530,2024.47571465061,0.778343688021113,0.857144685500008,0.857144685500008,0.931217435593855,0.974378535864942
"Missile Defense",2018,13427043672.8815,496,2550.92336304772,0.835323791152904,0.892042435510565,0.892042435510565,0.948876510332823,0.983025071824182
"Missile Defense",2019,14829080776.9239,573,3565.49221511321,0.847299848555841,0.903481292572023,0.903481292572023,0.951369363490058,0.981521070151322
"Missile Defense",2020,19368545918.4433,561,3220.78246878148,0.878478243159115,0.927466008087183,0.927466008087183,0.962805770246244,0.98505486158626
"Missile Defense",2021,12097540404.8581,565,2176.80963213379,0.772805293027631,0.877954068927473,0.877954068927473,0.938151506391335,0.97584402151242
"Ordnance and Missiles",1988,1540000,3,8676.53125,1,1,1,1,1
"Ordnance and Missiles",1989,268175000,44,4583.81722437553,0.888277298423088,0.952395120499851,0.952395120499851,0.991806753942279,1
"Ordnance and Missiles",1990,11331278000,1244,564.757744792643,0.390489515658535,0.562559342631042,0.562559342631042,0.804528299230295,0.925715389441653
"Ordnance and Missiles",1991,14834080775,1615,372.918395953648,0.281307903089111,0.47098431080033,0.47098431080033,0.741585317101048,0.885691187494875
"Ordnance and Missiles",1992,13464555013,1596,372.498901014427,0.294104780850068,0.468716678775842,0.468716678775842,0.710454902682105,0.870656495203937
"Ordnance and Missiles",1993,11175370345,1419,505.176056037853,0.389030271355728,0.507535390451885,0.507535390451885,0.71039605881527,0.868492878037291
"Ordnance and Missiles",1994,8533017359,1233,595.83440290957,0.401556101328917,0.539553308312316,0.539553308312316,0.746015479136057,0.884393006790949
"Ordnance and Missiles",1995,8543659793,1125,608.419171555713,0.397356790045519,0.548091535748582,0.548091535748582,0.737758886219814,0.873067472138179
"Ordnance and Missiles",1996,8817441132,1208,550.009253139825,0.377712347030524,0.50776194871093,0.50776194871093,0.70511410631493,0.864670978700512
"Ordnance and Missiles",1997,8032566815,1224,600.395382913904,0.418780752015531,0.542395123424564,0.542395123424564,0.746031272038467,0.890424123411658
"Ordnance and Missiles",1998,8630834203,1087,844.673025805056,0.491782877852518,0.607101960095795,0.607101960095795,0.793254900172621,0.908423686584992
"Ordnance and Missiles",1999,9161817835,992,844.020352711001,0.479177799416599,0.636119793881669,0.636119793881669,0.816340161461782,0.917057404193803
"Ordnance and Missiles",2000,8681402236.275,1007,917.408186388839,0.524921486551653,0.695355532854311,0.695355532854311,0.850234951248033,0.927340433324362
"Ordnance and Missiles",2001,9121226297.3983,1140,917.80315779508,0.529082729971528,0.682329959081838,0.682329959081838,0.852941744330384,0.924854575082971
"Ordnance and Missiles",2002,12364479239.3593,1477,956.270896917827,0.553607749111029,0.712152336751813,0.712152336751813,0.853824932891895,0.928080150996335
"Ordnance and Missiles",2003,13554814182.0499,1871,1078.53617094051,0.59420836325292,0.751382350103469,0.751382350103469,0.867336038245049,0.92536832585248
"Ordnance and Missiles",2004,14092002557.1602,2183,929.754732628676,0.539697119563651,0.72474195799755,0.72474195799755,0.829531993454727,0.903393408666275
"Ordnance and Missiles",2005,14840064961.1777,3151,737.617799379801,0.470103511640704,0.655123846672464,0.655123846672464,0.781406878221829,0.8814398304853
"Ordnance and Missiles",2006,15025594372.2582,3352,980.450940813049,0.537067470879491,0.717461581965787,0.717461581965787,0.81204648000154,0.896742716126326
"Ordnance and Missiles",2007,17945955354.5707,3107,767.178147305871,0.491192193017241,0.688270682618634,0.688270682618634,0.8074771435631,0.897824797850936
"Ordnance and Missiles",2008,19205452652.4851,3194,811.029994262048,0.478987864607148,0.654861414879165,0.654861414879165,0.792392282773444,0.889053888178396
"Ordnance and Missiles",2009,17916001089.0167,3075,957.995586410827,0.534780865533867,0.676081733279944,0.676081733279944,0.787850287096477,0.886984080218444
"Ordnance and Missiles",2010,16686895593.123,3012,888.808438436116,0.512941505386948,0.677396615276335,0.677396615276335,0.816569607628875,0.902756487224324
"Ordnance and Missiles",2011,15426122050.0091,2890,912.533561726514,0.530248959578808,0.711599858693797,0.711599858693797,0.815340259625998,0.896443579061858
"Ordnance and Missiles",2012,15679934177.9548,2674,934.15794874416,0.525585498578038,0.705399142242099,0.705399142242099,0.829762050778304,0.907768321227283
"Ordnance and Missiles",2013,13040612597.5447,2476,1209.30645848229,0.588149114530909,0.759620712062806,0.759620712062806,0.860272173224612,0.925051731111382
"Ordnance and Missiles",2014,12578103270.4523,2343,1260.08670350246,0.597459563115568,0.747829004048848,0.747829004048848,0.84365674826643,0.918250109018853
"Ordnance and Missiles",2015,13250856730.3246,2475,1333.91141055912,0.612403923002239,0.77195796441257,0.77195796441257,0.860706197557835,0.9187702970222
"Ordnance and Missiles",2016,16476049112.8483,2491,1298.00110264512,0.635587118234664,0.792564648651499,0.792564648651499,0.869883158410623,0.929018229473082
