"PlatformPortfolioUAV","Fiscal_Year","Action_Obligation_Then_Year","Action_Obligation_OMB23_GDP21","vendor_count","hh_index","big5","top4","top8","top12","top20","top50"
"Aircraft",2007,59026482527.0873,74861907698.0457,6279,1500.39903842478,0.620990732432496,0.645483791055396,0.770963697278714,0.770963697278714,0.876822882723654,0.922323121428623
"Aircraft",2008,64802983819.06,79424384719.6378,6765,1230.31861988816,0.576363469694189,0.619657503848486,0.766747657253974,0.766747657253974,0.865626962508449,0.922764401674216
"Aircraft",2009,63417725732.6914,77842176055.457,6395,1224.27493646035,0.58273089699495,0.605192101138294,0.768166028283817,0.768166028283817,0.864782887046897,0.920859776587704
"Aircraft",2010,60854970849.8499,73379078824.986,6182,1123.64829729747,0.559921510655757,0.592340834681626,0.744096830991026,0.744096830991026,0.851740541402592,0.914052679148588
"Aircraft",2011,66955128466.2428,78866301762.6801,6040,1249.25425937517,0.581755487695158,0.618197297533749,0.76614764096265,0.76614764096265,0.864968371521162,0.918313096301794
"Aircraft",2012,74596423310.3813,86188707507.8976,5881,1623.75391596446,0.624951784672507,0.669135348231356,0.794740289643867,0.794740289643867,0.875416267820759,0.924281111909458
"Aircraft",2013,70786772064.322,80641921174.4242,5806,1541.81396558829,0.641800498434383,0.658570733610468,0.77605602153771,0.77605602153771,0.870346350595141,0.926797974195584
"Aircraft",2014,56306258167.6313,63136889278.7808,5749,1265.19241395135,0.576290247385709,0.618873271210522,0.757758193290948,0.757758193290948,0.861865024979038,0.917084402077776
"Aircraft",2015,58868501546.3522,65659490927.7847,6595,1349.63188915742,0.595026701532395,0.646187903765183,0.767833593574071,0.767833593574071,0.867449189079409,0.920776316667458
"Aircraft",2016,72672739236.0879,80550731868.9078,6473,1747.44061179418,0.691315431450653,0.700685257229516,0.804544001501106,0.804544001501106,0.884253366077967,0.928783912246779
"Aircraft",2017,82596116327.3864,90029766763.5402,6089,2253.37570595223,0.72856817557811,0.71357823819637,0.809331460534904,0.809331460534904,0.885853448444924,0.932314952301196
"Aircraft",2018,79958993912.2237,85209944249.4709,5761,1561.73732150848,0.646441631632416,0.652871979275382,0.768357777540109,0.768357777540109,0.858604890155541,0.918382075579126
"Aircraft",2019,86353155594.8795,90430921792.7914,5475,1467.63807444617,0.622215509898396,0.665951086128812,0.766120348469643,0.766120348469643,0.861597350355731,0.914758206621547
"Aircraft",2020,102602975082.271,105310009202.556,5048,2685.68777338969,0.716532283804692,0.72967247109977,0.821895065982718,0.821895065982718,0.899682757393965,0.939304204146415
"Aircraft",2021,72413243163.1051,72413243163.1051,5691,1517.39854264559,0.649617160194234,0.637969890267314,0.766156846804457,0.766156846804457,0.855707371474845,0.904265749326561
"Electronics, Comms, & Sensors",1987,-171000,-372218.161452684,1,0,0,0,0,0,0,0
"Electronics, Comms, & Sensors",1988,2060000,4334591.14751752,9,2523.20586586865,0,0.921541950113379,1,1,1,1
"Electronics, Comms, & Sensors",1989,130498975,264106701.386386,170,526.742353129112,0,0.382780272232691,0.582299848311955,0.582299848311955,0.779793653802961,0.923548058112505
"Electronics, Comms, & Sensors",1990,19981208894,39302500429.3853,4867,212.883543338488,0,0.226854763957044,0.333099120899676,0.333099120899676,0.511776531508842,0.691355627291839
"Electronics, Comms, & Sensors",1991,19628860023,36954839252.8242,5238,171.597603670728,0,0.191564889467872,0.295814078987495,0.295814078987495,0.486538706446303,0.67473664942738
"Electronics, Comms, & Sensors",1992,19877991298,35970291562.5935,5916,167.6644950786,0,0.183685313416893,0.291247255771569,0.291247255771569,0.483162676494888,0.663788275042466
"Electronics, Comms, & Sensors",1993,18965304703,33332085551.1307,5694,162.206005630878,0,0.166634466235432,0.288713474556286,0.288713474556286,0.502763878795941,0.676985723333135
"Electronics, Comms, & Sensors",1994,17970953661,31036830867.1234,5118,147.540868171786,0,0.168029295097254,0.272463502501619,0.272463502501619,0.465664623575515,0.638009247427032
"Electronics, Comms, & Sensors",1995,19119555713,32066678291.6667,5758,156.705416945808,0,0.19012627370461,0.292740293243361,0.292740293243361,0.450156917331611,0.617602784108715
"Electronics, Comms, & Sensors",1996,18677217984,30679069766.8612,6610,164.600005857935,0,0.194927198153448,0.303625475560854,0.303625475560854,0.46167183431478,0.620226709378757
"Electronics, Comms, & Sensors",1997,19180072839,30860125549.5837,6626,292.707623051116,0,0.295512165375795,0.422453469093849,0.422453469093849,0.552625432941731,0.690144936433059
"Electronics, Comms, & Sensors",1998,18259794936,29135985443.5876,6243,297.436947764611,0,0.302934221662779,0.398578299772367,0.398578299772367,0.533780409645592,0.668390948370404
"Electronics, Comms, & Sensors",1999,19958749915,31468804085.7139,6351,258.849018887002,0,0.277314231163265,0.367775051775694,0.367775051775694,0.509588697943199,0.659430499291345
"Electronics, Comms, & Sensors",2000,20721752098.8069,31854593350.9702,6510,296.212411005047,0.321936226945508,0.294960193372349,0.375996045884215,0.375996045884215,0.529838461192833,0.66876247005273
"Electronics, Comms, & Sensors",2001,22400922864.0158,33543320740.7348,6910,286.059369211878,0.31949092886934,0.296020740996027,0.380692111821124,0.380692111821124,0.538674736796805,0.680828905450125
"Electronics, Comms, & Sensors",2002,25858666793.8764,38128003572.0385,9320,293.003398681463,0.330848524028592,0.298746160715662,0.389467571710376,0.389467571710376,0.547070735380569,0.677433752470762
"Electronics, Comms, & Sensors",2003,31713367100.5554,45438522277.8943,11504,271.748099239615,0.312355811817583,0.279842728618892,0.393726843929719,0.393726843929719,0.556363519040616,0.681715521106855
"Electronics, Comms, & Sensors",2004,37155222767.588,51859319170.8883,13951,270.231223091196,0.294754919593368,0.268796366588778,0.407373252135933,0.407373252135933,0.568588966216997,0.692135288212269
"Electronics, Comms, & Sensors",2005,41972588539.4242,56639954241.6045,18189,268.997543002545,0.289056450807588,0.271765839863896,0.405759998654732,0.405759998654732,0.56958916920327,0.700768225855056
"Electronics, Comms, & Sensors",2006,44904952953.7504,58539075547.5132,18041,255.512081837079,0.266952817416102,0.252004386699052,0.395336154611602,0.395336154611602,0.579393786311546,0.701950290646445
"Electronics, Comms, & Sensors",2007,52215533119.8278,66223739810.8039,18374,274.955182167444,0.285595285081582,0.273048988853473,0.409047968223129,0.409047968223129,0.586733608774522,0.714027730238462
"Electronics, Comms, & Sensors",2008,56740459738.9826,69542725317.4196,18407,256.309515105728,0.266058439907559,0.253657641474832,0.389062299328766,0.389062299328766,0.571809029626297,0.707997417338088
"Electronics, Comms, & Sensors",2009,55104874617.6502,67638555339.8963,18048,229.744787921176,0.254860676859043,0.233579572315676,0.366278756147134,0.366278756147134,0.557495064254539,0.710483219832497
"Electronics, Comms, & Sensors",2010,56019123906.6032,67548002265.7744,17823,250.812156900687,0.269382636178825,0.253884929699132,0.376368286436282,0.376368286436282,0.560085102263618,0.699339269533648
"Electronics, Comms, & Sensors",2011,52175347906.2341,61457230040.5711,16903,240.74056074793,0.267767577213012,0.250488717059712,0.367447084710938,0.367447084710938,0.547064108304028,0.691216361991236
"Electronics, Comms, & Sensors",2012,49432401337.6542,57114196515.5207,15810,228.953276968931,0.264818221631239,0.244619894236776,0.370479304483227,0.370479304483227,0.524613680428224,0.655128592383417
"Electronics, Comms, & Sensors",2013,40938886291.7873,46638522213.0364,14311,231.236111243121,0.261838416288771,0.249871997635836,0.380513246869098,0.380513246869098,0.524844601026435,0.649147256708782
"Electronics, Comms, & Sensors",2014,40635165187.3436,45564702907.8048,14033,210.915343830486,0.255836901089162,0.241483278766785,0.352206837671382,0.352206837671382,0.491067916681139,0.622396944737213
"Electronics, Comms, & Sensors",2015,39443562529.6354,43993717659.6027,14415,209.670321153239,0.250667478717551,0.240207316139683,0.342717917228042,0.342717917228042,0.475346070388018,0.609095641723495
"Electronics, Comms, & Sensors",2016,43161096717.5831,47839918591.3663,13688,190.616394815615,0.238770514705801,0.229594636988775,0.331796563555489,0.331796563555489,0.468609289297701,0.608685006877182
"Electronics, Comms, & Sensors",2017,45582224680.1018,49684624882.9277,13075,212.104011121945,0.245534516727024,0.240211625665466,0.34978741904826,0.34978741904826,0.48944746538004,0.617530738160784
"Electronics, Comms, & Sensors",2018,50898962947.1913,54241525347.9449,12377,174.638018861684,0.219781058829283,0.213842437386001,0.310276634286665,0.310276634286665,0.45467830594859,0.599206787463879
"Electronics, Comms, & Sensors",2019,54800432976.056,57388217425.6372,11725,189.701443050696,0.228253818853425,0.224049676795455,0.32189547717828,0.32189547717828,0.465472880119162,0.596824553929355
"Electronics, Comms, & Sensors",2020,54964209773.1095,56414362569.6636,11562,169.417022515199,0.196583404106274,0.209503906706745,0.310222752562987,0.310222752562987,0.458156852347422,0.594773423734418
"Electronics, Comms, & Sensors",2021,49494920206.5368,49494920206.5368,11148,155.275620281796,0.185159843968297,0.189230950420658,0.305698979098547,0.305698979098547,0.439817817082934,0.570426230604719
"Facilities and Construction",1988,670000,1409794.20817318,5,7119.70222825814,0,1,1,1,1,1
"Facilities and Construction",1989,419518000,849029773.239322,856,233.845204459225,0,0.242514721738409,0.339229137785993,0.339229137785993,0.507373310110309,0.64044123745542
"Facilities and Construction",1990,12183919305,23965441543.4369,13235,24.8821216136835,0,0.0605200058392565,0.0920320041824928,0.0920320041824928,0.159334923388971,0.25110199910717
"Facilities and Construction",1991,18493514868,34817348962.9991,15228,22.1597743440183,0,0.0569897028695208,0.0892713927254758,0.0892713927254758,0.155661183692194,0.253299186916434
"Facilities and Construction",1992,17658228389,31953511504.7114,16815,18.9967179316059,0,0.051548052442666,0.0784120812339772,0.0784120812339772,0.140393240400793,0.23369206410177
"Facilities and Construction",1993,17180949094,30196027642.0047,15805,14.9278207916399,0,0.0348678388879451,0.0594168471985688,0.0594168471985688,0.118417909439031,0.215264307879286
"Facilities and Construction",1994,20333048736,35116299698.7603,13942,19.0843904232714,0,0.0460095608767499,0.0772701581886056,0.0772701581886056,0.139546803562311,0.237619717574121
"Facilities and Construction",1995,20139570051,33777412166.4761,14563,19.3920777567929,0,0.0448655201724615,0.0770544038974469,0.0770544038974469,0.148232843083927,0.246139915665073
"Facilities and Construction",1996,20283746876,33317943072.4235,15538,18.9009808843183,0,0.0480474703892561,0.0822181410346479,0.0822181410346479,0.148636026538597,0.227372485404297
"Facilities and Construction",1997,20230117272,32549613556.5912,14892,20.4855697016586,0,0.0490017290149193,0.0836032914943061,0.0836032914943061,0.147012802091165,0.242433590233074
"Facilities and Construction",1998,19566340131,31220755941.6317,13653,21.8733499740127,0,0.0521581668706083,0.086036850101294,0.086036850101294,0.155825484166943,0.256170221507663
"Facilities and Construction",1999,20606609810,32490279689.0243,13533,23.1356433981061,0,0.0497533046894346,0.0874657644116062,0.0874657644116062,0.162534813308719,0.270971214029076
"Facilities and Construction",2000,20786916910.0744,31954768208.4736,14582,24.7790900535374,0.024249869418203,0.0583092338143179,0.0914570874152325,0.0914570874152325,0.161693876669391,0.267379274410033
"Facilities and Construction",2001,23107328569.2593,34601098283.5579,15404,25.7354188143637,0.0215467955966996,0.0565028204368338,0.0936813138461306,0.0936813138461306,0.173200037186632,0.284844428154846
"Facilities and Construction",2002,26027970587.2005,38377638082.9001,20787,23.4443989442372,0.01993243082476,0.0518294143437401,0.0874393166447665,0.0874393166447665,0.162770174128394,0.272834397001314
"Facilities and Construction",2003,34357263415.2863,49226664395.2678,26100,61.2376514280532,0.018094339590448,0.108986010999089,0.153656644064842,0.153656644064842,0.218454736323187,0.314531883245508
"Facilities and Construction",2004,35573581375.1197,49651746730.8314,30735,50.0883894493349,0.0183571168399991,0.0985735513650887,0.146937265468669,0.146937265468669,0.231779548339209,0.343829276867265
"Facilities and Construction",2005,39371547693.261,53129976905.5903,36165,30.9756901013433,0.0146768829420392,0.0630713131646957,0.104804954572507,0.104804954572507,0.189444675135763,0.30475608323381
"Facilities and Construction",2006,45477965274.852,59286066900.3194,36173,35.8238700682577,0.0135280914751125,0.0739748349551474,0.11757960187649,0.11757960187649,0.211273834117512,0.32650473416965
"Facilities and Construction",2007,46054961669.8549,58410431080.3804,36790,28.5433744231579,0.01245851621076,0.061757391507212,0.103952611564742,0.103952611564742,0.174043515802998,0.280118878046305
"Facilities and Construction",2008,57031788707.8795,69899786408.4682,36456,34.7118639865124,0.0106149231348944,0.0792815810108346,0.119544452430255,0.119544452430255,0.194686507574119,0.312461086497282
"Facilities and Construction",2009,65968131475.3321,80972675147.5925,36864,42.1096644545598,0.0133669863704807,0.0892443674161441,0.132915677515139,0.132915677515139,0.211719565528078,0.32558729736977
"Facilities and Construction",2010,61060432805.8836,73626825374.8041,36103,32.2267156594352,0.0131581685971538,0.0708619098030307,0.104011642896625,0.104011642896625,0.177335722846088,0.281838343670449
"Facilities and Construction",2011,54244590719.0723,63894586697.7215,35081,32.98875333001,0.0153169791045537,0.0773830050335537,0.113219194633871,0.113219194633871,0.188327419239407,0.293739441758224
"Facilities and Construction",2012,48706616461.8429,56275624669.8615,32579,29.5761322547659,0.0141317274357432,0.0714354226091578,0.106044033013841,0.106044033013841,0.178089817554847,0.279193591295285
"Facilities and Construction",2013,38970509463.1689,44396101992.0554,28475,31.9495125003222,0.018734583879951,0.0745526746174113,0.11089151640687,0.11089151640687,0.182895467464146,0.29214415060022
"Facilities and Construction",2014,42026612914.9209,47124950098.2985,27699,19.9229617747054,0.0107923790938295,0.0488854236165198,0.0769863962139959,0.0769863962139959,0.137580170233292,0.236591972467103
"Facilities and Construction",2015,37927563012.3601,42302834522.8426,27371,22.4608270587408,0.00681035716659205,0.0495273912569954,0.0828461869552119,0.0828461869552119,0.15650454246416,0.261486992037029
"Facilities and Construction",2016,38264892958.614,42412948309.1121,26229,21.1428283637688,0.00751962880769032,0.0495987541435001,0.0816767442896825,0.0816767442896825,0.148965629105439,0.253261746656029
"Facilities and Construction",2017,38236744217.0666,41678051181.1817,25110,23.1223404692585,0.0156236100350102,0.0506405325278119,0.0836854046112962,0.0836854046112962,0.157126633421272,0.264475619377631
"Facilities and Construction",2018,46657866794.3118,49721914118.9665,23784,29.4891193877406,0.00545787005504322,0.0651472819543324,0.10653005229117,0.10653005229117,0.187227391217211,0.299887884659294
"Facilities and Construction",2019,51776121257.017,54221091746.7043,21959,43.8784245045646,0.00350326962284856,0.0933744493899384,0.129751321784689,0.129751321784689,0.206723738321781,0.324063075615352
"Facilities and Construction",2020,59736369070.0701,61312428528.0436,20310,48.8293636313621,0.00319411594499014,0.0986918953392134,0.153922027678608,0.153922027678608,0.237626456357911,0.342026994416686
"Facilities and Construction",2021,50852436952.5832,50852436952.5832,20450,35.0026349437909,0.00608643963696007,0.078954024389725,0.120839395065048,0.120839395065048,0.190209501911799,0.289993519858614
"Land Vehicles",1989,68494000,138619666.589405,19,5182.15765239105,0,0.985171468564097,0.993278315642132,0.993278315642132,1,1
"Land Vehicles",1990,4275032000,8408872951.93081,1386,748.572509769127,0,0.465875934213134,0.633166321906199,0.633166321906199,0.769011806483515,0.86267174649729
"Land Vehicles",1991,6503948889,12244846894.8247,1544,1040.36297380573,0,0.564339405350401,0.700658789716534,0.700658789716534,0.799873847711301,0.877886936949147
"Land Vehicles",1992,4166812450,7540070647.29044,1763,611.54334017191,0,0.424998424958086,0.58616252474113,0.58616252474113,0.759776438724837,0.838945105748429
"Land Vehicles",1993,4396364530,7726741063.3659,1483,1108.40195160099,0,0.591864304655681,0.750880544117227,0.750880544117227,0.832477505464664,0.89649241949313
"Land Vehicles",1994,3619043411,6250288124.20487,1258,1433.74202628846,0,0.632061771706085,0.702559461874602,0.702559461874602,0.814074540035306,0.896903316656292
"Land Vehicles",1995,3098454659,5196624348.54136,1249,678.447917949391,0,0.449093760630563,0.586135139685829,0.586135139685829,0.74960073002095,0.856392840333184
"Land Vehicles",1996,3678250068,6041868256.43969,1557,668.533447829576,0,0.443045966714465,0.596552163975262,0.596552163975262,0.770704567707444,0.869245217377816
"Land Vehicles",1997,3652647546,5876993419.37513,1502,726.395962137166,0,0.474131101374805,0.617310112503851,0.617310112503851,0.760267604837633,0.858683143617211
"Land Vehicles",1998,2804250415,4474562806.31773,1402,905.214263453378,0,0.516315757595593,0.652447751941843,0.652447751941843,0.788923299032076,0.858866759226499
"Land Vehicles",1999,3507393596,5530079909.51679,1559,874.543823169301,0,0.525035276116115,0.672062425771505,0.672062425771505,0.80645782161039,0.869749512003867
"Land Vehicles",2000,3396266974.419,5220924508.00413,1427,1015.19381653125,0.24609461370171,0.568726976101278,0.708188183621373,0.708188183621373,0.819063564537347,0.87697300737445
"Land Vehicles",2001,3297806236.2578,4938161387.14922,1545,852.822282953523,0.198449882580417,0.536415766794075,0.655510135935412,0.655510135935412,0.77786900696798,0.857012334872964
"Land Vehicles",2002,4784757839.3472,7055014299.2357,2325,986.657140675736,0.257200429957666,0.542893064381206,0.686695338727978,0.686695338727978,0.789165655464203,0.852240635394641
"Land Vehicles",2003,9639949222.434,13812000665.6015,3610,1992.91408177687,0.11714841145908,0.648624483420002,0.744333790787693,0.744333790787693,0.815787574263362,0.872573388261113
"Land Vehicles",2004,8514218455.9358,11883701388.6031,4496,607.472664623572,0.170393552960787,0.441826127334842,0.581343843636835,0.581343843636835,0.683728987559831,0.789629899891246
"Land Vehicles",2005,15222394822.794,20541876882.3572,6185,702.99867343412,0.209490155958297,0.467591751306514,0.623805257375296,0.623805257375296,0.737943500976482,0.849109211939515
"Land Vehicles",2006,16129991596.2991,21027408660.4436,5807,809.089661480123,0.338213113913996,0.514252768439383,0.674368386952139,0.674368386952139,0.78921467098741,0.881749734910538
"Land Vehicles",2007,28195623424.9019,35759849951.3371,5975,913.57751265344,0.242435283639439,0.544783209664226,0.735865844613016,0.735865844613016,0.85299594936777,0.913050915410155
"Land Vehicles",2008,39717620534.2061,48679048209.6528,5869,1260.70632350856,0.202271520993952,0.633809721621187,0.796828400785637,0.796828400785637,0.878281667856086,0.934694181302599
"Land Vehicles",2009,28829201124.1196,35386443198.8778,6237,969.476674564374,0.23883907554993,0.542539569768842,0.720827874280487,0.720827874280487,0.846925574622592,0.918721591722514
"Land Vehicles",2010,25331773619.3051,30545117140.4558,5473,1160.77243403182,0.173901324130291,0.562266260866313,0.755795881774569,0.755795881774569,0.872405990214822,0.928038115273609
"Land Vehicles",2011,19570524052.5165,23052078174.381,5199,1058.75628022318,0.191457921245758,0.567061849176141,0.717582103045635,0.717582103045635,0.845343045813995,0.910951502661419
"Land Vehicles",2012,10828989245.3635,12511814176.2826,4586,1120.78266051134,0.251101010317756,0.627535371338729,0.730977995630917,0.730977995630917,0.829615067224294,0.888867269112374
"Land Vehicles",2013,7427967569.5787,8462111744.37852,4234,1251.8708828908,0.257089079513097,0.615341794291955,0.70331082348423,0.70331082348423,0.800088370809951,0.86162240853962
"Land Vehicles",2014,5825203135.1328,6531870831.73491,4303,1001.76099914527,0.263704120610587,0.527799882142681,0.635041043976155,0.635041043976155,0.754369089670974,0.83513393440597
"Land Vehicles",2015,7497904215.8812,8362852134.98111,4477,791.126020411345,0.13515246371517,0.520176597425901,0.67856528745903,0.67856528745903,0.770970357596448,0.846518156963391
"Land Vehicles",2016,7352597731.5422,8149646409.90568,4426,922.81302340156,0.172323227624239,0.579926848897281,0.671189470609487,0.671189470609487,0.78136774731645,0.857712416517878
"Land Vehicles",2017,8253304453.7592,8996101851.26897,4273,923.088706816676,0.231922645454624,0.550840849506633,0.653935121277172,0.653935121277172,0.758889702450093,0.856699212854825
"Land Vehicles",2018,12689120647.9156,13522422057.6193,4010,935.325952610108,0.245070804218939,0.536970453482495,0.704441243199935,0.704441243199935,0.814257962048349,0.873827949763908
"Land Vehicles",2019,13047554456.063,13663685692.4935,3721,969.21027867356,0.19672712684432,0.561193501721214,0.699588618280094,0.699588618280094,0.799269480809524,0.871369407121937
"Land Vehicles",2020,11827203302.5032,12139247303.7785,3387,1126.3957664762,0.209474726235251,0.609188160804862,0.704149263680473,0.704149263680473,0.809976111672053,0.878584238916178
"Land Vehicles",2021,9843035573.7026,9843035573.7026,3225,1235.09985648937,0.26015306484921,0.600283504538202,0.703791514030546,0.703791514030546,0.813296238244008,0.889744514734925
"Missile Defense",1988,258000,542875.978669671,2,6514.63253410252,0,1,1,1,1,1
"Missile Defense",1989,16388000,33166395.539276,19,1210.07380576785,0,0.648767390773737,0.860812789846229,0.860812789846229,1,1
"Missile Defense",1990,3035334000,5970420331.98253,336,1391.13310766132,0,0.595444248918804,0.720177138112372,0.720177138112372,0.845670262590533,0.940031916717706
"Missile Defense",1991,5206015283,9801254770.04687,465,1139.72951038627,0,0.539810871281697,0.671332030545941,0.671332030545941,0.83326874437581,0.938188976366701
"Missile Defense",1992,3918554592,7090834736.0209,507,547.409107222775,0,0.381208119392897,0.54589982746653,0.54589982746653,0.796718264048438,0.917612969421709
"Missile Defense",1993,4991418711,8772566436.55448,487,927.219539340143,0,0.455428132494469,0.656267121924515,0.656267121924515,0.823220114118135,0.926557068110929
"Missile Defense",1994,4289293657,7407847367.6464,399,1038.40491146796,0,0.534872336914316,0.693629403650321,0.693629403650321,0.857887943364606,0.943874696307889
"Missile Defense",1995,3486356407,5847200164.66421,368,915.779342407658,0,0.528179466171556,0.716451616877821,0.716451616877821,0.851909224598786,0.941620216158774
"Missile Defense",1996,3715624896,6103259891.78488,387,1209.52538099512,0,0.600518049687777,0.724773410447695,0.724773410447695,0.875254622677217,0.949219201422039
"Missile Defense",1997,4006393840,6446159925.52846,395,1721.66420763514,0,0.742194878931341,0.807836516325881,0.807836516325881,0.888327572698839,0.959322882464442
"Missile Defense",1998,3600375342,5744888369.42783,381,1506.80093061222,0,0.72095573067183,0.799392628276974,0.799392628276974,0.89452142940087,0.955641282965883
"Missile Defense",1999,3663167924,5775688067.85799,345,1531.96752244913,0,0.731472119474878,0.805682033685119,0.805682033685119,0.906167924839412,0.963515531692941
"Missile Defense",2000,2994641888,4603524794.58115,369,1910.14280633232,0.652499158263122,0.69499996004599,0.784583627193292,0.784583627193292,0.896498419658471,0.958074248170178
"Missile Defense",2001,3338382142.3999,4998920072.95572,398,2257.53480137783,0.691611811517984,0.734570764718417,0.817045721946852,0.817045721946852,0.900686744248942,0.955442214853658
"Missile Defense",2002,4721582411.8281,6961863598.72535,585,2644.27887938645,0.779367940039647,0.796734241295403,0.860602131879846,0.860602131879846,0.91974288717025,0.959686008903751
"Missile Defense",2003,5009023975.0938,7176867935.88121,768,2311.09807103863,0.765343896601106,0.76506892416359,0.850760586643287,0.850760586643287,0.92152365870211,0.957674151109602
"Missile Defense",2004,5992625448.586,8364193581.98302,670,2284.82646465207,0.784458862053073,0.780719432602424,0.85752585274076,0.85752585274076,0.913658716834073,0.956824799959249
"Missile Defense",2005,6491873249.1563,8760465260.06217,639,2128.88635479546,0.76853647125201,0.764462685566028,0.851628311860308,0.851628311860308,0.918686322058156,0.959046342325642
"Missile Defense",2006,6763227936.3287,8816691368.49037,548,1889.67400990966,0.791001932886426,0.780441130581459,0.855879032934423,0.855879032934423,0.92179646517542,0.963366625824531
"Missile Defense",2007,8308217764.2319,10537118336.9392,668,1663.96738472515,0.775227441811525,0.766736284036182,0.853694933498472,0.853694933498472,0.919508748684189,0.964057874832203
"Missile Defense",2008,8761800572.9038,10738712610.5507,664,1656.06211548254,0.780719300609113,0.773270992308924,0.844499128352591,0.844499128352591,0.921282636420694,0.968656543918333
"Missile Defense",2009,10499669753.7796,12887834309.0211,663,2023.15660686926,0.836104266445799,0.83049729311965,0.880594704472714,0.880594704472714,0.936382080673357,0.973261194190659
"Missile Defense",2010,10542657439.1485,12712363188.2244,618,2361.77469241308,0.857615661730354,0.84801679567469,0.890686254703742,0.890686254703742,0.943880468995697,0.976739095616785
"Missile Defense",2011,10910330875.6452,12851255264.2348,646,2625.80333713252,0.872289638450486,0.864882865790626,0.895536812473156,0.895536812473156,0.942278608594896,0.974370008793894
"Missile Defense",2012,11207421398.9962,12949054686.6663,576,2736.28342331897,0.869204133878485,0.867241903602139,0.902836970611289,0.902836970611289,0.944397290183985,0.979782633015217
"Missile Defense",2013,10807937186.4424,12312650983.0854,558,3206.4150560438,0.871539587468505,0.870808978744529,0.913757688690032,0.913757688690032,0.952539406201294,0.981459999037326
"Missile Defense",2014,8516457737.3941,9549607214.39621,525,2197.96602207811,0.810152576734153,0.810152576734153,0.879113374625617,0.879113374625617,0.931224020107678,0.974745246338805
"Missile Defense",2015,9379386451.573,10461379573.9363,498,2473.73568867899,0.825983350092388,0.825983350092388,0.886035662099359,0.886035662099359,0.945337617618344,0.980141339526125
"Missile Defense",2016,9985841658.1002,11068343678.0042,564,2450.40251626343,0.824086389289483,0.824086389289483,0.898607868939622,0.898607868939622,0.950883359247823,0.983560507093
