"CalendarYear","exclude","NAICS_Code","naics_text","Mismatch","def_obl","US_rcp","def_ratio","OPTAX.display-label","US_pay","US_emp","us_avg_sal","def_cont_count","us_estab","def_hh_index","def_top4","def_top8","def_top12","def_top20","def_top50"
2007,"No","21","Mining, quarrying, and oil and gas extraction",NA,90026748.3435,413524731000,0.000217705838598321,"Total",40687472000,"730433",55703.2226090552,418,"22667",544.909221147057,0.411360033955071,0.528906760962424,0.605167668802177,0.711522872179558,0.869462827279226
2007,"No","22","Utilities",NA,1430588574.3322,584192658000,0.00244883011578725,"Total",51653618000,"637247",81057.4518200949,1381,"16578",259.581204946958,0.247195111682429,0.376630267104023,0.467526038335485,0.595642276751341,0.80770122479518
2007,"No","23","Construction",NA,23861182058.6895,1731841830000,0.0137779222359409,"Total",331002718000,"7316240",45242.189704001,12338,"729345",33.4740863362182,0.0593965536423297,0.0996698730548955,0.1353440273588,0.196259792906405,0.328263745567711
2007,"No","31-33","Manufacturing",NA,142719350885.988,5319456312000,0.0268296875686396,"Total",613768568000,"13395670",45818.4299852116,76418,"332536",147.556861750315,0.180619236922011,0.255824143115325,0.313686437525724,0.404381862410148,0.566618004198299
2007,"No","42","Wholesale trade",NA,11899563919.5719,6515708554000,0.00182628854881281,"Wholesale Trade",336206776000,"6227389",53988.4012384645,15599,"434983",486.228236083902,0.375466102570829,0.505725070788689,0.56181660078414,0.633230270164773,0.755775576850716
2007,"No","44-45","Retail trade",NA,1939932856.9513,3917663456000,0.00049517598403718,"Total",362818687000,"15515396",23384.4296980883,5684,"1128112",302.717830614302,0.293651412722906,0.410845393785421,0.484235790294393,0.575874188015392,0.73779887983103
2007,"No","48-49","Transportation and warehousing(105)",NA,7176141036.9721,639916407000,0.0112141851005425,"Total",173183073000,"4454383",38879.2506167521,3199,"219706",733.148261173262,0.469296405161324,0.546697420308471,0.594610951965235,0.671973843599835,0.808789160925239
2007,"No","51","Information",NA,5623738132.4476,1072342856000,0.0052443470863647,"Total",228836587000,"3496773",65442.2197265879,4812,"141566",199.152713771406,0.211642546634968,0.324651353599617,0.40124683890771,0.513520710772719,0.717072061700007
2007,"No","52","Finance and insurance",NA,8393507431.3261,3669302691000,0.00228749387503886,"Total",502416670000,"6607511",76037.2052350726,103,"501713",3036.66918437946,0.963997585578514,0.997762468147622,0.999172166534562,0.999768098345511,0.999974796265072
2007,"No","53","Real estate and rental and leasing",NA,882895005.7322,485058597000,0.00182018216189291,"Total",84764864000,"2188479",38732.3177421396,2643,"384297",391.945119179552,0.306854243961359,0.439526247088551,0.521666981367139,0.620788147723097,0.748471744913754
2007,"No","54","Professional, scientific, and technical services",NA,80878695593.9841,1251003504000,0.0646510544018301,"All establishments",502074331000,"7870414",63792.6201849102,21245,"847492",145.411620664871,0.188593746572437,0.280981411683891,0.347049646336277,0.424113339324168,0.570890690450553
2007,"No","55","Management of companies and enterprises",NA,213504,104442966000,2.04421617057486e-06,"Total",249510832000,"2664203",93653.0857445923,4,"51451",3518.50578889407,1,1,1,1,1
2007,"No","56","Administrative and support and waste management and remediation services",NA,17988125067.0121,630771091000,0.0285176751497828,"Total",301450047000,"10250955",29407.0208092807,10263,"395292",497.389112359266,0.33467429790541,0.395341503987227,0.437538285503785,0.495457434044057,0.625012300800351
2007,"No","61","Educational services",NA,1581258232.8835,44980656000,0.0351541834535161,"All establishments",14259109000,"539951",26408.153702836,3074,"61385",212.695438153206,0.233175657587201,0.323930251382623,0.380878871534112,0.447632588310884,0.604366761830969
2007,"No","62","Health care and social assistance",NA,2754856694.9275,1668276808000,0.00165131870305752,"All establishments",662719938000,"16792074",39466.234962995,2970,"784626",345.497325001471,0.322748414317788,0.444597027740955,0.507196056387735,0.584808712013979,0.738962077366019
2007,"No","71","Arts, entertainment, and recreation",NA,30509304.894,189416942000,0.000161069567335746,"All establishments",58359104000,"2061348",28311.1362079571,1207,"124620",243.397297745557,0.248141964107964,0.340640143687353,0.396517602288742,0.463617609828853,0.604316351710528
2007,"No","72","Accommodation and food services",NA,981901860.7303,613795732000,0.0015997208998682,"Total",170826847000,"11600751",14725.4989784713,3887,"634361",322.449475101525,0.259113665879727,0.354676070995013,0.418307568761605,0.500991865106226,0.669819783019796
2007,"No","81","Other services (except public administration)",NA,2992418192.9662,405284048000,0.00738350844977298,"All establishments",99123269000,"3479011",28491.7952257121,7404,"540148",460.757828220978,0.396093171449372,0.510811396533061,0.577472285380547,0.650021696948409,0.765175199898158
