"EntityID","fiscal_year","EntityText","EntityCategory","EntitySizeCode","EntitySizeText","UnknownCompany","IsEntityAbove2018constant10ThousandThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","Action_Obligation_Then_Year","ObligatedAmountIsSmall","MajorityNotSmall","ObligatedAmount_OMB20_GDP20","NumberOfActions","first_year_2018T","last_year_2018T","active_2007_to_2016","first_year","first_graduate"
"69968",2007,"006213339","PDuns-1","S","Always Small Vendor",NA,1,1,0,10760,10760,0,13371.4427737045,1,2007,2009,3,2007,NA
"504615",2007,"791014066","PDuns-1","S","Always Small Vendor",NA,1,1,0,30292.0801,30292.0801,0,37643.94196595,2,2007,2016,9,2007,NA
"78185",2007,"043757595","PDuns-1","S","Always Small Vendor",NA,1,1,0,29920,29920,0,37181.5583447247,2,2007,2018,2,2007,NA
"508537",2007,"791152460","PDuns-1","S","Always Small Vendor",NA,1,1,0,405876.2657,405876.2657,0,504382.08736175,4,2007,2020,10,2007,NA
"557066",2007,"795448492","PDuns-1","S","Always Small Vendor",NA,1,1,0,1640376,1640376,0,2038493.84863924,1,2007,2009,3,2007,NA
"357347",2007,"143594534","PDuns-1","M","Medium Vendor",NA,1,1,0,9365,NA,NA,11637.8774698645,1,2007,2014,4,2007,NA
"616330",2007,"946946217","PDuns-1","S","Always Small Vendor",NA,1,1,0,3493287,3493287,0,4341104.75953772,11,2007,2012,6,2007,NA
"453373",2007,"601628717","PDuns-1","S","Always Small Vendor",NA,1,1,0,99709,99709,0,123908.288803281,2,2007,2020,10,2007,NA
"606353",2007,"806883026","PDuns-1","S","Always Small Vendor",NA,1,1,0,10528,10528,0,13083.1365726358,1,2007,2014,5,2007,NA
"512832",2007,"785071577","PDuns-1","S","Always Small Vendor",NA,1,1,0,841968,841968,0,1046312.91164409,38,2007,2013,5,2007,NA
"508366",2007,"807780668","PDuns-1","S","Always Small Vendor",NA,1,1,0,45000,45000,0,55921.4614141916,1,2007,2010,4,2007,NA
"594392",2007,"797457574","PDuns-1","S","Always Small Vendor",NA,1,1,0,34394,34394,0,42741.3943084379,1,2007,2008,2,2007,NA
"604748",2007,"806809810","PDuns-1","S","Always Small Vendor",NA,1,1,0,148666,148666,0,184747.110724494,1,2007,2008,2,2007,NA
"316649",2007,"141692777","PDuns-1","S","Always Small Vendor",NA,1,1,0,99375,99375,0,123493.227289673,3,2007,2011,5,2007,NA
"451435",2007,"621471390","PDuns-1","S","Always Small Vendor",NA,1,1,0,46500,46500,0,57785.510127998,1,2007,2007,1,2007,NA
"513366",2007,"614266042","PDuns-1","M","Medium Vendor",NA,1,NA,NA,65000,NA,NA,80775.4442649435,0,2007,2012,3,2007,NA
"374511",2007,"305482259","PDuns-2+","N","Sometimes Small Vendor",NA,1,1,0,70069.93,31135,1,87075.8419286691,3,2007,2019,8,2005,2005
"172801",2007,"022290766","PDuns-1","S","Always Small Vendor",NA,1,1,0,446754,446754,0,555180.812725239,5,2007,2020,10,2007,NA
"111240",2007,"004023268","PDuns-1","M","Medium Vendor",NA,1,1,0,18570.88,NA,NA,23078.0166521685,3,2007,2007,1,2005,NA
"518165",2007,"614713332","PDuns-1","S","Always Small Vendor",NA,1,1,0,35000,35000,0,43494.4699888157,1,2007,2015,5,2007,NA
"581136",2007,"805663635","PDuns-1","S","Always Small Vendor",NA,1,1,0,2421338,2421338,0,3008994.65639369,1,2007,2009,3,2007,NA
"584004",2007,"797102071","PDuns-1","S","Always Small Vendor",NA,1,1,0,21494,21494,0,26710.575369703,3,2007,2019,3,2007,NA
"589726",2007,"806223496","PDuns-1","S","Always Small Vendor",NA,1,1,0,10000,10000,0,12426.9914253759,1,2007,2018,10,2007,NA
"256864",2007,"097013390","PDuns-1","S","Always Small Vendor",NA,1,1,0,51750,51750,0,64309.6806263204,2,2007,2007,1,2007,NA
"258275",2007,"115418761","PDuns-1","S","Always Small Vendor",NA,1,1,0,27120,27120,0,33702.0007456195,1,2007,2011,5,2007,NA
"433574",2007,"337789429","PDuns-1","M","Medium Vendor",NA,1,1,1,8989,NA,NA,11170.6225922704,5,2007,2008,2,2007,NA
"116442",2007,"014946730","PDuns-1","M","Medium Vendor",NA,1,1,0,20750,NA,NA,25786.007207655,3,2007,2019,5,2006,2008
"539747",2007,"793864591","PDuns-1","S","Always Small Vendor",NA,1,1,0,31540,31540,0,39194.7309556356,2,2007,2010,4,2007,NA
"510916",2007,"784994787","PDuns-1","S","Always Small Vendor",NA,1,1,0,18648,18648,0,23173.853610041,3,2007,2017,1,2007,NA
"579274",2007,"796984057","PDuns-1","S","Always Small Vendor",NA,1,1,0,399312,399312,0,496224.680004971,1,2007,2009,3,2007,NA
"460855",2007,"602374019","PDuns-1","S","Always Small Vendor",NA,1,1,0,23547,23547,0,29261.8367093327,1,2007,2020,5,2004,NA
"57293",2007,"002326650","PDuns-1","S","Always Small Vendor",NA,1,1,0,16500,16500,0,20504.5358518703,1,2007,2019,2,2007,NA
"309657",2007,"133467592","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,48604.13,36704,0,60400.3106747856,6,2007,2020,10,2003,NA
"18260",2007,"009247099","PDuns-1","S","Always Small Vendor",NA,1,1,0,33090.8203,33090.8203,0,41121.9340126755,3,2007,2016,6,2007,NA
"152279",2007,"079795097","PDuns-1","S","Always Small Vendor",NA,1,1,0,28500,28500,0,35416.9255623214,1,2007,2010,2,2007,NA
"554741",2007,"787873392","PDuns-1","S","Always Small Vendor",NA,1,1,0,74675,74675,0,92798.5584689947,1,2007,2008,2,2007,NA
"198498",2007,"101908882","PDuns-1","S","Always Small Vendor",NA,1,1,0,12000,12000,0,14912.3897104511,1,2007,2007,1,2007,NA
"20772",2007,"009390303","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2019,9,2007,NA
"536198",2007,"801992079","PDuns-1","S","Always Small Vendor",NA,1,1,0,72148,72148,0,89658.2577358022,1,2007,2020,10,2007,2017
"246299",2007,"096092635","PDuns-1","S","Always Small Vendor",NA,1,1,0,2501,2501,0,3107.99055548652,1,2007,2015,2,2007,NA
"533484",2007,"786511985","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,124159,116685,0,154292.282838325,4,2007,2008,2,2007,NA
"60052",2007,"011352577","PDuns-1","S","Always Small Vendor",NA,1,1,0,0,0,0,0,1,2007,2010,4,2007,NA
"467690",2007,"788777550","PDuns-1","S","Always Small Vendor",NA,1,1,0,24950,24950,0,31005.3436063129,2,2007,2007,1,2007,NA
"472714",2007,"782762640","PDuns-1","S","Always Small Vendor",NA,1,1,0,67418,67418,0,83780.2907915994,1,2007,2020,8,2007,NA
"450395",2007,"609092234","PDuns-1","S","Always Small Vendor",NA,1,1,0,20160,20160,0,25052.8147135578,1,2007,2007,1,2005,NA
"599169",2007,"798056081","PDuns-2+","M","Medium Vendor",NA,1,NA,NA,12000,NA,NA,14912.3897104511,0,2007,2017,6,2000,NA
"679287",2007,"957682909","PDuns-1","S","Always Small Vendor",NA,1,1,0,30000,30000,0,37280.9742761278,1,2007,2007,1,2007,NA
"500351",2007,"624445412","PDuns-1","S","Always Small Vendor",NA,1,1,0,30480,30480,0,37877.4698645458,5,2007,2009,3,2007,NA
"562453",2007,"788278898","PDuns-1","S","Always Small Vendor",NA,1,1,0,8800,8800,0,10935.7524543308,1,2007,2011,5,2007,NA
"86039",2007,"017568085","PDuns-1","S","Always Small Vendor",NA,1,1,0,195800,195800,0,243320.49210886,1,2007,2017,1,2007,NA
"276315",2007,"118116925","PDuns-1","S","Always Small Vendor",NA,1,1,0,171756,171756,0,213441.033925687,2,2007,2015,7,2007,NA
"499482",2007,"800091451","PDuns-1","M","Medium Vendor",NA,1,NA,NA,150000,NA,NA,186404.871380639,0,2007,2020,10,2007,NA
"523723",2007,"801273355","PDuns-1","S","Always Small Vendor",NA,1,1,0,42840,42840,0,53237.2312663104,2,2007,2020,10,2007,NA
"580996",2007,"941318503","PDuns-1","S","Always Small Vendor",NA,1,1,0,24230.7002,24230.7002,0,30111.4703616255,2,2007,2010,3,2005,NA
"163118",2007,"098556517","PDuns-1","S","Always Small Vendor",NA,1,1,0,15903.75,15903.75,0,19763.5764881322,123,2007,2010,2,2005,NA
"335283",2007,"129265554","PDuns-1","S","Always Small Vendor",NA,1,1,0,11900,11900,0,14788.1197961973,1,2007,2009,3,2007,NA
"324069",2007,"134664874","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2012,3,2007,NA
"337593",2007,"157523697","PDuns-1","M","Medium Vendor",NA,1,1,0,98623.6797,NA,NA,122559.562197092,2,2007,2020,10,2007,2009
"581910",2007,"832294693","PDuns-1","S","Always Small Vendor",NA,1,1,0,176352.1991,176352.1991,0,219152.726606189,10,2007,2011,5,2007,NA
"377068",2007,"312554588","PDuns-1","M","Medium Vendor",NA,1,1,1,35500,NA,NA,44115.8195600845,1,2007,2010,4,2007,NA
"577980",2007,"805583593","PDuns-1","S","Always Small Vendor",NA,1,1,0,13029.25,13029.25,0,16191.4378029079,1,2007,2008,2,2007,NA
"534460",2007,"616233255","PDuns-1","M","Medium Vendor",NA,1,1,0,8605,NA,NA,10693.426121536,3,2007,2009,3,2007,NA
"9509",2007,"031141690","PDuns-1","S","Always Small Vendor",NA,1,1,0,19872,19872,0,24694.917360507,1,2007,2007,1,2007,NA
"181367",2007,"076014146","PDuns-1","S","Always Small Vendor",NA,1,1,0,9877.25,9877.25,0,12274.4501056294,1,2007,2007,1,2005,NA
"115148",2007,"037338824","PDuns-1","S","Always Small Vendor",NA,1,1,0,23985,23985,0,29806.1389337641,3,2007,2017,2,2007,NA
"490179",2007,"623854291","PDuns-1","S","Always Small Vendor",NA,1,1,0,11570,11570,0,14378.0290791599,2,2007,2007,1,2007,NA
"582252",2007,"805688723","PDuns-1","S","Always Small Vendor",NA,1,1,0,72309,72309,0,89858.3322977507,1,2007,2011,5,2007,NA
"506436",2007,"807720631","PDuns-1","S","Always Small Vendor",NA,1,1,0,105214.5,105214.5,0,130749.968932521,1,2007,2014,6,2007,NA
"476985",2007,"611111159","PDuns-1","S","Always Small Vendor",NA,1,1,0,35900,35900,0,44612.8992170995,1,2007,2007,1,2007,NA
"124374",2007,"015260789","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,22000,4000,1,27339.381135827,4,2007,2015,2,2003,2007
"531827",2007,"793164141","PDuns-1","S","Always Small Vendor",NA,1,1,0,16209,16209,0,20142.9104013918,2,2007,2015,9,2007,NA
"233013",2007,"103989679","PDuns-1","S","Always Small Vendor",NA,1,1,0,7134.6599,7134.6599,0,8866.23574002734,3,2007,2007,1,2004,NA
"245354",2007,"105668714","PDuns-1","S","Always Small Vendor",NA,1,1,0,67557,67557,0,83953.0259724121,10,2007,2007,1,2006,NA
"487399",2007,"790126176","PDuns-1","S","Always Small Vendor",NA,1,1,0,101622,101622,0,126285.572262955,4,2007,2015,8,2007,NA
"454705",2007,"781014399","PDuns-1","S","Always Small Vendor",NA,1,1,0,40500,40500,0,50329.3152727725,1,2007,2007,1,2007,NA
"667660",2007,"969117050","PDuns-1","S","Always Small Vendor",NA,1,1,0,844695,844695,0,1049701.75220579,7,2007,2020,9,2007,2008
"363687",2007,"149187127","PDuns-1","S","Always Small Vendor",NA,1,1,0,39947,39947,0,49642.1026469492,1,2007,2020,10,2007,NA
"284266",2007,"084341275","PDuns-1","S","Always Small Vendor",NA,1,1,0,82868.6,82868.6,0,102980.738163291,6,2007,2019,10,2006,NA
"4027",2007,"023289069","PDuns-1","S","Always Small Vendor",NA,1,1,0,11750,11750,0,14601.7149248167,1,2007,2007,1,2004,NA
"511861",2007,"791310639","PDuns-1","N","Sometimes Small Vendor",NA,1,1,1,2261908,2209923,0,2810871.13209892,71,2007,2016,4,2007,2008
"527696",2007,"615340804","PDuns-1","S","Always Small Vendor",NA,1,1,0,89999.3701,89999.3701,0,111842.140052193,6,2007,2017,10,2007,NA
"197520",2007,"110760394","PDuns-1","M","Medium Vendor",NA,1,1,0,26400,NA,NA,32807.2573629924,1,2007,2020,10,2007,NA
"90431",2007,"030369292","PDuns-1","S","Always Small Vendor",NA,1,1,0,13500,13500,0,16776.4384242575,3,2007,2014,4,2004,NA
"43288",2007,"002000000","PDuns-1","S","Always Small Vendor",NA,1,1,0,8994,8994,0,11176.8360879831,2,2007,2017,1,2007,NA
"217876",2007,"071378835","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2020,10,2004,2013
"240874",2007,"114133452","PDuns-1","S","Always Small Vendor",NA,1,1,0,668600,668600,0,830868.646700634,2,2007,2014,3,2007,NA
"331418",2007,"180174653","PDuns-1","S","Always Small Vendor",NA,1,1,0,90956,90956,0,113030.943208649,8,2007,2008,2,2007,NA
"594107",2007,"797442196","PDuns-1","S","Always Small Vendor",NA,1,1,0,82944,82944,0,103074.437678638,2,2007,2015,3,2007,NA
"514140",2007,"800784337","PDuns-1","S","Always Small Vendor",NA,1,1,0,24250,24250,0,30135.4542065366,1,2007,2007,1,2007,NA
"318698",2007,"178810482","PDuns-1","S","Always Small Vendor",NA,1,1,0,13827.0195,13827.0195,0,17182.8252765006,2,2007,2013,6,2007,NA
"341596",2007,"135977395","PDuns-1","S","Always Small Vendor",NA,1,1,0,105138.1,105138.1,0,130655.026718032,13,2007,2012,6,2007,NA
"148820",2007,"087045894","PDuns-1","S","Always Small Vendor",NA,1,1,0,5719.9002,5719.9002,0,7108.1150739406,3,2007,2007,1,2005,NA
"523241",2007,"626742410","PDuns-1","S","Always Small Vendor",NA,1,1,0,67262,67262,0,83586.4297253635,1,2007,2011,5,2007,NA
"659946",2007,"962624839","PDuns-1","S","Always Small Vendor",NA,1,1,0,18116,18116,0,22512.737666211,3,2007,2007,1,2007,NA
"105003",2007,"045189545","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,735679,410679,0,914227.662482913,3,2007,2016,9,2007,2008
"507032",2007,"784773546","PDuns-1","S","Always Small Vendor",NA,1,1,1,19369,19369,0,24069.8396918106,2,2007,2007,1,2007,NA
"394776",2007,"151772415","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,135740.75,134054.49,0,168684.91363241,167,2007,2018,5,2004,NA
"91198",2007,"017872552","PDuns-1","S","Always Small Vendor",NA,1,1,0,54672,54672,0,67940.8475208152,12,2007,2018,7,2007,NA
"85462",2007,"013233598","PDuns-1","M","Medium Vendor",NA,1,1,0,27500,NA,NA,34174.2264197838,1,2007,2007,1,2007,NA
"53542",2007,"051541597","PDuns-2+","M","Medium Vendor",NA,1,1,0,582281.7501,NA,NA,723601.031564558,474,2007,2012,6,2007,2008
"347472",2007,"142971931","PDuns-1","M","Medium Vendor",NA,1,1,0,13000,NA,NA,16155.0888529887,1,2007,2007,1,2007,NA
"346216",2007,"142908453","PDuns-1","S","Always Small Vendor",NA,1,1,0,7547954.25,7547954.25,0,9379836.27438797,5,2007,2007,1,2007,NA
"603395",2007,"806769894","PDuns-1","S","Always Small Vendor",NA,1,1,1,20960,20960,0,26046.9740275879,1,2007,2009,3,2007,NA
"328061",2007,"135073224","PDuns-1","S","Always Small Vendor",NA,1,1,0,17620,17620,0,21896.3588915124,1,2007,2013,7,2007,NA
"65093",2007,"011701583","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,35980,35980,0,44712.3151485026,0,2007,2007,1,2007,NA
"481351",2007,"534780288","PDuns-1","M","Medium Vendor",NA,1,1,1,66088.8802,NA,NA,82128.5947558096,16,2007,2009,3,2007,NA
"576862",2007,"809775000","PDuns-1","M","Medium Vendor",NA,1,1,0,525158,NA,NA,652613.396296757,1,2007,2014,3,2007,NA
"551664",2007,"803221779","PDuns-1","S","Always Small Vendor",NA,1,1,0,24826,24826,0,30851.2489126382,1,2007,2007,1,2007,NA
"560157",2007,"847772175","PDuns-1","S","Always Small Vendor",NA,1,1,0,69532,69532,0,86407.3567789238,1,2007,2013,4,2007,2011
"339146",2007,"129615709","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2020,7,2007,NA
"483514",2007,"623585978","PDuns-1","S","Always Small Vendor",NA,1,1,0,9360,9360,0,11631.6639741519,1,2007,2007,1,2006,NA
"577536",2007,"805573172","PDuns-1","S","Always Small Vendor",NA,1,1,0,10179,10179,0,12649.4345718901,1,2007,2007,1,2007,NA
"633190",2007,"838109502","PDuns-1","M","Medium Vendor",NA,1,1,1,56194.8008,NA,NA,69833.2307692308,1,2007,2009,2,2007,NA
"501272",2007,"800132511","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2018,10,2007,NA
"413031",2007,"557246530","PDuns-1","S","Always Small Vendor",NA,1,1,0,15600,15600,0,19386.1066235864,1,2007,2011,5,2007,NA
"676086",2007,"956646996","PDuns-1","S","Always Small Vendor",NA,1,1,0,10000,10000,0,12426.9914253759,1,2007,2007,1,2007,NA
"379119",2007,"197963655","PDuns-1","S","Always Small Vendor",NA,1,1,0,127033.3281,127033.3281,0,157864.207903567,1,2007,2009,3,2007,NA
"553269",2007,"879151132","PDuns-1","S","Always Small Vendor",NA,1,1,0,17206,17206,0,21381.8814465018,2,2007,2007,1,2005,NA
"488802",2007,"783800076","PDuns-1","S","Always Small Vendor",NA,1,1,0,21750,21750,0,27028.7063501926,4,2007,2013,3,2007,NA
"345231",2007,"243405565","PDuns-1","M","Medium Vendor",NA,1,1,1,129476,NA,NA,160899.714179197,1,2007,2020,5,2007,2011
"590356",2007,"806260829","PDuns-1","S","Always Small Vendor",NA,1,1,0,0,0,0,0,1,2007,2011,2,2007,NA
"400094",2007,"185492394","PDuns-1","S","Always Small Vendor",NA,1,1,0,19210,19210,0,23872.2505281471,2,2007,2007,1,2007,NA
"515249",2007,"791501260","PDuns-1","S","Always Small Vendor",NA,1,1,0,35000,35000,0,43494.4699888157,1,2007,2007,1,2007,NA
"142488",2007,"058267738","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,49089,17333,1,61002.8582080278,3,2007,2008,2,2007,2007
"100136",2007,"036246648","PDuns-1","S","Always Small Vendor",NA,1,1,0,15000,15000,0,18640.4871380639,1,2007,2007,1,2007,NA
"605458",2007,"798832239","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,5550.75,5550.75,0,6897.91226544054,0,2007,2007,1,2007,NA
"17415",2007,"031884893","PDuns-1","S","Always Small Vendor",NA,1,1,0,55650,55650,0,69156.207282217,2,2007,2010,3,2005,NA
"507713",2007,"800432614","PDuns-1","S","Always Small Vendor",NA,1,1,0,24500,24500,0,30446.128992171,1,2007,2016,5,2007,NA
"522783",2007,"614963452","PDuns-1","S","Always Small Vendor",NA,1,1,0,18450,18450,0,22927.7991798186,1,2007,2015,4,2007,NA
"30530",2007,"026114996","PDuns-1","S","Always Small Vendor",NA,1,1,0,27000,27000,0,33552.876848515,1,2007,2008,2,2007,NA
"490160",2007,"783914906","PDuns-1","S","Always Small Vendor",NA,1,1,0,10449,10449,0,12984.9633403753,2,2007,2020,5,2002,NA
"324513",2007,"169878191","PDuns-1","S","Always Small Vendor",NA,1,1,0,94500,94500,0,117435.068969802,1,2007,2008,2,2007,NA
"492991",2007,"784088879","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,9146.6001,9146.6001,0,11366.4721014042,0,2007,2017,2,2007,NA
"360731",2007,"182507160","PDuns-1","M","Medium Vendor",NA,1,1,0,15000,NA,NA,18640.4871380639,1,2007,2007,1,2007,NA
"109445",2007,"003971603","PDuns-1","M","Medium Vendor",NA,1,1,0,17046.4396,NA,NA,21183.5958742389,6,2007,2008,2,2006,NA
"412473",2007,"557218539","PDuns-1","S","Always Small Vendor",NA,1,1,0,109115.3516,109115.3516,0,135597.553871008,1,2007,2007,1,2007,NA
"396203",2007,"164570330","PDuns-1","S","Always Small Vendor",NA,1,1,0,9940,9940,0,12352.4294768237,1,2007,2007,1,2007,NA
"167238",2007,"068214746","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,47617.69,43037.8101,0,59174.4625326209,3,2007,2016,2,2000,NA
"109965",2007,"055842678","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"480672",2007,"534715466","PDuns-1","M","Medium Vendor",NA,1,1,1,19950,NA,NA,24791.847893625,2,2007,2007,1,2007,NA
"553326",2007,"803407985","PDuns-1","S","Always Small Vendor",NA,1,1,0,10010.5195,10010.5195,0,12440.0639990058,1,2007,2009,2,2007,NA
"27320",2007,"032800484","PDuns-2+","S","Always Small Vendor",NA,1,1,0,41677.8704,41677.8704,0,51793.0538088729,48,2007,2012,6,2002,2012
"458221",2007,"609675467","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2019,9,2007,NA
"320203",2007,"134393938","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,26371,18615,0,32771.2190878588,3,2007,2020,9,2007,2008
"481757",2007,"789640872","PDuns-1","S","Always Small Vendor",NA,1,1,0,12370,12370,0,15372.18839319,2,2007,2009,2,2007,NA
"226704",2007,"103517793","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,29093,22661,0,36153.8461538462,7,2007,2015,7,2005,NA
"476579",2007,"690467472","PDuns-1","M","Medium Vendor",NA,1,1,1,993,NA,NA,1234.00024853983,4,2007,2010,3,2000,NA
"531841",2007,"793164620","PDuns-1","S","Always Small Vendor",NA,1,1,0,27430.2002,27430.2002,0,34087.4862681745,4,2007,2007,1,2007,NA
"282763",2007,"124434291","PDuns-1","S","Always Small Vendor",NA,1,1,0,4200,4200,0,5219.33639865789,1,2007,2020,8,2004,NA
"300196",2007,"167579486","PDuns-1","S","Always Small Vendor",NA,1,1,0,668600,668600,0,830868.646700634,3,2007,2020,8,2007,NA
"515859",2007,"785140075","PDuns-1","S","Always Small Vendor",NA,1,1,0,12885,12885,0,16012.1784515969,1,2007,2008,2,2007,NA
"506106",2007,"807696849","PDuns-1","M","Medium Vendor",NA,1,1,0,271451.5,NA,NA,337332.546290543,1,2007,2009,3,2007,2008
"398793",2007,"185385163","PDuns-1","S","Always Small Vendor",NA,1,1,0,8875,8875,0,11028.9548900211,1,2007,2007,1,2007,NA
"271678",2007,"123555968","PDuns-1","S","Always Small Vendor",NA,1,1,0,8544,8544,0,10617.6214738412,1,2007,2017,9,2007,NA
"435756",2007,"620118930","PDuns-1","S","Always Small Vendor",NA,1,1,0,24557.3496,24557.3496,0,30517.3972909159,1,2007,2007,1,2007,NA
"296948",2007,"132500336","PDuns-1","S","Always Small Vendor",NA,1,1,0,100227.6602,100227.6602,0,124552.827389089,2,2007,2020,10,2007,NA
"192929",2007,"076835149","PDuns-1","S","Always Small Vendor",NA,1,1,0,24542.0398,24542.0398,0,30498.3718155834,8,2007,2020,2,2006,NA
"567821",2007,"938641933","PDuns-1","M","Medium Vendor",NA,1,1,0,57090,NA,NA,70945.6940474711,1,2007,2008,2,2007,NA
"369366",2007,"197171312","PDuns-1","S","Always Small Vendor",NA,1,1,0,23922.75,23922.75,0,29728.7809121412,3,2007,2007,1,2007,NA
"620219",2007,"947525853","PDuns-1","S","Always Small Vendor",NA,1,1,0,10920,10920,0,13570.2746365105,2,2007,2008,2,2007,NA
"189007",2007,"076550552","PDuns-1","S","Always Small Vendor",NA,1,1,0,13500,13500,0,16776.4384242575,1,2007,2007,1,2007,NA
"224868",2007,"094133670","PDuns-1","S","Always Small Vendor",NA,1,1,0,25000,25000,0,31067.4785634398,1,2007,2013,6,2007,2008
"641476",2007,"839303518","PDuns-1","M","Medium Vendor",NA,1,1,0,182000,NA,NA,226171.243941842,3,2007,2009,3,2006,NA
"151719",2007,"074090242","PDuns-1","S","Always Small Vendor",NA,1,1,0,12833.6,12833.6,0,15948.3037156704,2,2007,2007,1,2006,NA
"372939",2007,"144494437","PDuns-1","S","Always Small Vendor",NA,1,1,0,31548.4912,31548.4912,0,39205.2829625948,2,2007,2020,6,2007,2009
"399180",2007,"177070547","PDuns-1","S","Always Small Vendor",NA,1,1,0,66975.6484,66975.6484,0,83230.5808375792,2,2007,2015,9,2007,NA
"52692",2007,"042642319","PDuns-1","S","Always Small Vendor",NA,1,1,0,13500,13500,0,16776.4384242575,1,2007,2008,2,2004,NA
"662368",2007,"933753212","PDuns-1","S","Always Small Vendor",NA,1,1,0,-62.75,-62.75,0,-77.9793711942339,5,2007,2007,1,2006,NA
"562434",2007,"879997732","PDuns-1","S","Always Small Vendor",NA,1,1,0,45000,45000,0,55921.4614141916,2,2007,2014,8,2007,NA
"109058",2007,"014484984","PDuns-1","S","Always Small Vendor",NA,1,1,0,19825,19825,0,24636.5105008078,2,2007,2007,1,2007,NA
"175023",2007,"022395540","PDuns-1","S","Always Small Vendor",NA,1,1,0,261869.7384,261869.7384,0,325425.299366223,27,2007,2011,5,2004,NA
"504463",2007,"791008605","PDuns-1","S","Always Small Vendor",NA,1,1,0,37281,37281,0,46329.066732944,1,2007,2020,10,2007,NA
"631958",2007,"928442011","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,162391.2,151.2,1,201803.404995651,2,2007,2007,1,2006,2006
"467227",2007,"788752355","PDuns-1","S","Always Small Vendor",NA,1,1,0,8627,8627,0,10720.7655026718,2,2007,2007,1,2007,NA
"444196",2007,"780326943","PDuns-1","M","Medium Vendor",NA,1,1,0,18033,NA,NA,22409.5936373804,1,2007,2008,2,2007,NA
"543743",2007,"794167965","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"601612",2007,"806723458","PDuns-1","S","Always Small Vendor",NA,1,1,0,108003,108003,0,134215.235491488,4,2007,2008,2,2005,NA
"520594",2007,"801170130","PDuns-1","S","Always Small Vendor",NA,1,1,0,30550,30550,0,37964.4588045234,1,2007,2008,2,2007,NA
"495408",2007,"603884045","PDuns-1","M","Medium Vendor",NA,1,1,0,30000,NA,NA,37280.9742761278,2,2007,2007,1,2007,NA
"212069",2007,"111934209","PDuns-1","S","Always Small Vendor",NA,1,1,0,24000,24000,0,29824.7794209022,1,2007,2007,1,2007,NA
"479015",2007,"690536743","PDuns-2+","N","Sometimes Small Vendor",NA,1,1,1,320689,22366,1,398519.945321238,6,2007,2013,5,2006,2007
"505237",2007,"784712379","PDuns-1","M","Medium Vendor",NA,1,NA,NA,21525,NA,NA,26749.0990431217,0,2007,2007,1,2007,NA
"158540",2007,"021466479","PDuns-1","S","Always Small Vendor",NA,1,1,0,65040.94,65040.94,0,80826.320367839,2,2007,2016,4,2005,2008
"512229",2007,"614080646","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,95000,20000,1,118056.418541071,3,2007,2011,2,2007,2007
"661036",2007,"877546515","PDuns-1","M","Medium Vendor",NA,1,1,0,9600,NA,NA,11929.9117683609,2,2007,2007,1,2007,NA
"47749",2007,"005330592","PDuns-1","S","Always Small Vendor",NA,1,1,0,16578,16578,0,20601.4663849882,2,2007,2018,4,2005,NA
"442228",2007,"480767966","PDuns-1","M","Medium Vendor",NA,1,1,1,742585.6875,NA,NA,922810.597116938,1,2007,2016,10,2007,2008
"298515",2007,"140599536","PDuns-1","S","Always Small Vendor",NA,1,1,0,10035,10035,0,12470.4858953647,4,2007,2008,2,2007,NA
"236698",2007,"121193960","PDuns-1","S","Always Small Vendor",NA,1,1,0,9480,9480,0,11780.7878712564,1,2007,2007,1,2007,NA
"564115",2007,"848351946","PDuns-1","M","Medium Vendor",NA,1,1,0,26967,NA,NA,33511.8677768112,3,2007,2008,2,2007,NA
"170581",2007,"068448919","PDuns-1","S","Always Small Vendor",NA,1,1,0,114006,114006,0,141675.158444141,1,2007,2008,2,2003,NA
"233032",2007,"103990438","PDuns-1","S","Always Small Vendor",NA,1,1,0,0,0,0,0,2,2007,2018,4,2007,NA
