"EntityID","fiscal_year","EntityText","EntityCategory","EntitySizeCode","EntitySizeText","UnknownCompany","IsEntityAbove2018constant10ThousandThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","Action_Obligation_Then_Year","ObligatedAmountIsSmall","MajorityNotSmall","ObligatedAmount_OMB20_GDP20","NumberOfActions","first_year_2018T","last_year_2018T","active_2007_to_2016","first_year","first_graduate"
"438236",2007,"620654244","PDuns-1","S","Always Small Vendor",NA,1,1,0,46556,46556,0,57855.1012799801,1,2007,2019,10,2004,2017
"626786",2007,"961488293","PDuns-1","S","Always Small Vendor",NA,1,1,0,12983,12983,0,16133.9629675656,1,2007,2009,3,2004,NA
"546372",2007,"802857800","PDuns-1","M","Medium Vendor",NA,1,1,0,35000,NA,NA,43494.4699888157,1,2007,2012,4,2007,NA
"278852",2007,"166047600","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,16100.6396,16100.6396,0,20008.2510252268,0,2007,2007,1,2007,NA
"171503",2007,"075398565","PDuns-1","S","Always Small Vendor",NA,1,1,0,17130,17130,0,21287.4363116689,2,2007,2007,1,2007,NA
"591335",2007,"806323544","PDuns-1","S","Always Small Vendor",NA,1,1,0,22092.0391,22092.0391,0,27453.758046477,1,2007,2007,1,2007,NA
"309725",2007,"146759217","PDuns-1","S","Always Small Vendor",NA,1,1,0,98700,98700,0,122654.40536846,3,2007,2009,3,2007,NA
"512980",2007,"800751138","PDuns-1","S","Always Small Vendor",NA,1,1,0,31250.249,31250.249,0,38834.6576363862,3,2007,2007,1,2007,NA
"539938",2007,"802271523","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,4182.8501,4182.8501,0,5198.02423263328,0,2007,2007,1,2007,NA
"278465",2007,"139318562","PDuns-1","S","Always Small Vendor",NA,1,1,0,22685,22685,0,28190.6300484653,2,2007,2017,4,2007,2019
"363403",2007,"143991094","PDuns-1","M","Medium Vendor",NA,1,1,0,108811,NA,NA,135219.336398658,2,2007,2020,3,2007,NA
"10704",2007,"024232878","PDuns-1","S","Always Small Vendor",NA,1,1,0,9840,9840,0,12228.1595625699,1,2007,2008,2,2007,NA
"127276",2007,"038135146","PDuns-1","S","Always Small Vendor",NA,1,1,0,29500,29500,0,36659.624704859,1,2007,2011,5,2007,NA
"461022",2007,"602392982","PDuns-1","S","Always Small Vendor",NA,1,1,0,14600,14600,0,18143.4074810488,1,2007,2015,3,2006,NA
"310772",2007,"127544489","PDuns-1","M","Medium Vendor",NA,1,1,0,17900,NA,NA,22244.3146514229,1,2007,2014,4,2007,NA
"606722",2007,"806898834","PDuns-1","S","Always Small Vendor",NA,1,1,0,14982.2402,14982.2402,0,18618.4170498322,1,2007,2009,3,2007,NA
"557040",2007,"787983688","PDuns-1","S","Always Small Vendor",NA,1,1,0,39575,39575,0,49179.8185659252,3,2007,2010,3,2007,NA
"510886",2007,"800604790","PDuns-1","S","Always Small Vendor",NA,1,1,0,12000,12000,0,14912.3897104511,1,2007,2014,2,2007,NA
"534110",2007,"786543806","PDuns-1","S","Always Small Vendor",NA,1,1,0,18900,18900,0,23487.0137939605,1,2007,2017,4,2007,NA
"498973",2007,"784338357","PDuns-1","S","Always Small Vendor",NA,1,1,0,477350,477350,0,593202.435690319,1,2007,2010,2,2007,NA
"488340",2007,"790202621","PDuns-1","S","Always Small Vendor",NA,1,1,0,11037,11037,0,13715.6704361874,1,2007,2007,1,2007,NA
"497539",2007,"800026598","PDuns-1","M","Medium Vendor",NA,1,1,1,5760,NA,NA,7157.94706101653,2,2007,2008,2,2007,NA
"654659",2007,"842125705","PDuns-1","S","Always Small Vendor",NA,1,1,0,23760,23760,0,29526.5316266932,1,2007,2007,1,2007,NA
"460540",2007,"361190668","PDuns-1","S","Always Small Vendor",NA,1,1,0,70200,70200,0,87237.4798061389,3,2007,2007,1,2007,NA
"373660",2007,"197503964","PDuns-1","S","Always Small Vendor",NA,1,1,0,81435,81435,0,101199.204672549,2,2007,2007,1,2007,NA
"3959",2007,"030736706","PDuns-1","M","Medium Vendor",NA,1,NA,NA,0,NA,NA,0,0,2007,2009,3,2007,NA
"275559",2007,"131661951","PDuns-1","M","Medium Vendor",NA,1,1,0,22010,NA,NA,27351.8081272524,1,2007,2007,1,2007,NA
"560332",2007,"804030059","PDuns-1","S","Always Small Vendor",NA,1,1,0,36480,36480,0,45333.6647197713,1,2007,2012,5,2007,NA
"8572",2007,"047529995","PDuns-1","M","Medium Vendor",NA,1,1,0,4550,NA,NA,5654.28109854604,5,2007,2011,5,2007,NA
"472713",2007,"789123382","PDuns-1","S","Always Small Vendor",NA,1,1,0,18288,18288,0,22726.4819187275,46,2007,2007,1,2007,NA
"541372",2007,"787043368","PDuns-1","S","Always Small Vendor",NA,1,1,0,8939,8939,0,11108.4876351435,1,2007,2009,2,2007,NA
"468062",2007,"513722256","PDuns-1","N","Sometimes Small Vendor",NA,1,1,1,145665,134936,0,181017.770597738,5,2007,2020,7,2007,NA
"590599",2007,"942867540","PDuns-1","S","Always Small Vendor",NA,1,1,0,7150,7150,0,8885.29886914378,1,2007,2020,10,2007,NA
"553049",2007,"794886499","PDuns-1","S","Always Small Vendor",NA,1,1,0,10350,10350,0,12861.9361252641,1,2007,2007,1,2007,NA
"514801",2007,"807940069","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,4650,1650,1,5778.5510127998,2,2007,2008,2,2007,2007
"159310",2007,"059529677","PDuns-1","S","Always Small Vendor",NA,1,1,0,8500,8500,0,10562.9427115695,1,2007,2007,1,2007,NA
"548690",2007,"794551218","PDuns-2+","M","Medium Vendor",NA,1,1,0,21600,NA,NA,26842.301478812,1,2007,2020,10,2007,NA
"354586",2007,"148675486","PDuns-1","S","Always Small Vendor",NA,1,1,0,69580,69580,0,86467.0063377656,1,2007,2019,9,2007,2015
"458628",2007,"621894856","PDuns-1","S","Always Small Vendor",NA,1,1,0,9500,9500,0,11805.6418541071,1,2007,2007,1,2007,NA
"210634",2007,"078114220","PDuns-1","S","Always Small Vendor",NA,1,1,0,9540,9540,0,11855.3498198086,1,2007,2008,2,2006,NA
"48617",2007,"042396143","PDuns-1","S","Always Small Vendor",NA,1,1,0,23580,23580,0,29302.8457810364,1,2007,2007,1,2007,NA
"221056",2007,"103172578","PDuns-1","S","Always Small Vendor",NA,1,1,0,28275,28275,0,35137.3182552504,5,2007,2007,1,2007,NA
"571455",2007,"796514763","PDuns-1","S","Always Small Vendor",NA,1,1,0,198179,198179,0,246276.873368957,2,2007,2020,9,2007,NA
"553011",2007,"803401819","PDuns-1","S","Always Small Vendor",NA,1,1,0,31455,31455,0,39089.1015285199,4,2007,2014,5,2005,NA
"522931",2007,"801243952","PDuns-1","S","Always Small Vendor",NA,1,1,0,5520,5520,0,6859.69926680751,1,2007,2011,5,2007,NA
"338758",2007,"181013632","PDuns-1","M","Medium Vendor",NA,1,1,0,145425.47,NA,NA,180720.106872126,2,2007,2010,4,2007,NA
"287453",2007,"085014512","PDuns-1","S","Always Small Vendor",NA,1,1,0,10300,10300,0,12799.8011681372,2,2007,2019,4,2007,NA
"647",2007,"030561620","PDuns-1","M","Medium Vendor",NA,1,1,0,155000,NA,NA,192618.367093327,1,2007,2012,4,2007,NA
"651772",2007,"841322295","PDuns-1","S","Always Small Vendor",NA,1,1,0,140432.0099,140432.0099,0,174514.738287561,21,2007,2012,5,2006,NA
"646772",2007,"874253768","PDuns-1","S","Always Small Vendor",NA,1,1,0,14282.6104,14282.6104,0,17748.9876972785,2,2007,2007,1,2007,NA
"1732",2007,"038887980","PDuns-2+","M","Medium Vendor",NA,1,1,0,11688,NA,NA,14524.6675779794,1,2007,2020,10,2007,NA
"498878",2007,"784333994","PDuns-1","S","Always Small Vendor",NA,1,1,0,41222.5,41222.5,0,51227.1654032559,2,2007,2008,2,2007,NA
"219584",2007,"063522007","PDuns-1","S","Always Small Vendor",NA,1,1,0,18883,18883,0,23465.8879085373,1,2007,2007,1,2007,NA
"518940",2007,"614760309","PDuns-1","S","Always Small Vendor",NA,1,1,0,11785.98,11785.98,0,14646.4272399652,2,2007,2017,5,2007,NA
"166560",2007,"075020276","PDuns-1","S","Always Small Vendor",NA,1,1,0,9865,9865,0,12259.2270411333,1,2007,2007,1,2007,NA
"451564",2007,"621475552","PDuns-1","S","Always Small Vendor",NA,1,1,0,316153,316153,0,392883.062010687,5,2007,2020,10,2007,NA
"290951",2007,"145793126","PDuns-1","S","Always Small Vendor",NA,1,1,0,35908,35908,0,44622.8408102398,1,2007,2009,2,2007,NA
"527381",2007,"785991621","PDuns-2+","S","Always Small Vendor",NA,1,1,0,202318.5,202318.5,0,251421.026469492,4,2007,2011,5,2007,NA
"322044",2007,"147287598","PDuns-1","S","Always Small Vendor",NA,1,1,0,116493,116493,0,144765.751211632,2,2007,2008,2,2007,NA
"476720",2007,"789436560","PDuns-1","S","Always Small Vendor",NA,1,1,0,18000,18000,0,22368.5845656767,1,2007,2017,2,2007,NA
"359810",2007,"143681455","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2010,2,2007,NA
"526994",2007,"615310034","PDuns-1","S","Always Small Vendor",NA,1,1,0,13365,13365,0,16608.6740400149,1,2007,2009,2,2007,NA
"403429",2007,"316723998","PDuns-1","M","Medium Vendor",NA,1,1,1,9285,NA,NA,11538.4615384615,1,2007,2011,3,2005,NA
"494395",2007,"537339165","PDuns-1","M","Medium Vendor",NA,1,1,1,64758,NA,NA,80474.7110724494,1,2007,2007,1,2007,NA
"587158",2007,"797379039","PDuns-1","S","Always Small Vendor",NA,1,1,0,2501,2501,0,3107.99055548652,1,2007,2014,3,2007,NA
"53712",2007,"002242964","PDuns-1","S","Always Small Vendor",NA,1,1,0,36998,36998,0,45977.3828756058,1,2007,2014,5,2006,2010
"13423",2007,"048134386","PDuns-1","S","Always Small Vendor",NA,1,1,0,12365.5,12365.5,0,15366.5962470486,3,2007,2008,2,2007,NA
"672402",2007,"969719475","PDuns-1","S","Always Small Vendor",NA,1,1,0,9000,9000,0,11184.2922828383,1,2007,2007,1,2004,NA
"514782",2007,"807939608","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2009,2,2007,NA
"573660",2007,"939615589","PDuns-1","S","Always Small Vendor",NA,1,1,0,98602,98602,0,122532.620852492,1,2007,2020,8,2007,2009
"164352",2007,"068020726","PDuns-1","M","Medium Vendor",NA,1,1,0,0,NA,NA,0,2,2007,2016,10,2007,NA
"440038",2007,"473552800","PDuns-1","M","Medium Vendor",NA,1,1,1,25000,NA,NA,31067.4785634398,1,2007,2007,1,2007,NA
"503567",2007,"790963032","PDuns-1","S","Always Small Vendor",NA,1,1,0,49870,49870,0,61973.4062383497,3,2007,2007,1,2007,NA
"276314",2007,"131710191","PDuns-1","S","Always Small Vendor",NA,1,1,0,12950,12950,0,16092.9538958618,1,2007,2020,7,2007,NA
"256174",2007,"106746816","PDuns-1","S","Always Small Vendor",NA,1,1,0,11106,11106,0,13801.4166770225,1,2007,2016,8,2007,NA
"106908",2007,"063589303","PDuns-1","S","Always Small Vendor",NA,1,1,0,12437,12437,0,15455.44923574,2,2007,2007,1,2006,NA
"571877",2007,"939106589","PDuns-1","M","Medium Vendor",NA,1,1,0,15783,NA,NA,19613.5205666708,2,2007,2007,1,2007,NA
"98342",2007,"055040898","PDuns-1","S","Always Small Vendor",NA,1,1,0,13996,13996,0,17392.8171989561,1,2007,2007,1,2007,NA
"509395",2007,"791192987","PDuns-1","S","Always Small Vendor",NA,1,1,0,45747.6796,45747.6796,0,56850.6022120045,3,2007,2011,5,2007,NA
"282180",2007,"166515747","PDuns-1","S","Always Small Vendor",NA,1,1,0,12000,12000,0,14912.3897104511,1,2007,2019,6,2007,NA
"407033",2007,"201136970","PDuns-1","M","Medium Vendor",NA,1,1,1,47566,NA,NA,59110.2274139431,1,2007,2009,2,2007,NA
"338155",2007,"148040991","PDuns-1","M","Medium Vendor",NA,1,1,0,184951,NA,NA,229838.44911147,4,2007,2008,2,2007,NA
"470524",2007,"610547270","PDuns-1","S","Always Small Vendor",NA,1,1,0,15375,15375,0,19106.4993165155,2,2007,2020,4,2007,NA
"492961",2007,"784088705","PDuns-1","S","Always Small Vendor",NA,1,1,0,13997.75,13997.75,0,17394.9919224556,1,2007,2007,1,2007,NA
"409552",2007,"417711934","PDuns-1","M","Medium Vendor",NA,1,1,1,773309.5,NA,NA,960991.052566174,1,2007,2010,4,2007,NA
"474166",2007,"782831973","PDuns-1","S","Always Small Vendor",NA,1,1,0,16738.0498,16738.0498,0,20800.3601342115,20,2007,2007,1,2006,NA
"5025",2007,"009006644","PDuns-1","S","Always Small Vendor",NA,1,1,0,9119,9119,0,11332.1734808003,1,2007,2014,4,2000,NA
"299798",2007,"132713806","PDuns-1","S","Always Small Vendor",NA,1,1,0,23075,23075,0,28675.2827140549,1,2007,2020,10,2007,2008
"50419",2007,"027522515","PDuns-1","M","Medium Vendor",NA,1,1,0,15725,NA,NA,19541.4440164036,1,2007,2007,1,2002,NA
"452137",2007,"780816752","PDuns-1","M","Medium Vendor",NA,1,1,0,567724.8712,NA,NA,705511.210637505,8,2007,2017,5,2007,NA
"534478",2007,"808407451","PDuns-1","M","Medium Vendor",NA,1,1,0,21000,NA,NA,26096.6819932894,2,2007,2017,9,2007,2011
"500001",2007,"790750553","PDuns-1","S","Always Small Vendor",NA,1,1,0,20555.0996,20555.0996,0,25543.8046476948,2,2007,2007,1,2007,NA
"577613",2007,"805574394","PDuns-1","S","Always Small Vendor",NA,1,1,0,2394.8601,2394.8601,0,2976.09059276749,1,2007,2008,2,2007,NA
"471647",2007,"789022410","PDuns-1","S","Always Small Vendor",NA,1,1,0,52000.9102,52000.9102,0,64621.4865167143,1,2007,2007,1,2007,NA
"254270",2007,"081695970","PDuns-1","S","Always Small Vendor",NA,1,1,0,137559,137559,0,170944.451348329,1,2007,2008,2,2007,NA
"623585",2007,"927404954","PDuns-1","S","Always Small Vendor",NA,1,1,0,24422.3501,24422.3501,0,30349.6335280229,4,2007,2014,3,2007,NA
"288925",2007,"153541420","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2013,5,2007,NA
"480927",2007,"783347334","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2007,1,2007,NA
"138771",2007,"073252137","PDuns-1","S","Always Small Vendor",NA,1,1,0,10752,10752,0,13361.5011805642,1,2007,2007,1,2007,NA
"647660",2007,"830884057","PDuns-1","S","Always Small Vendor",NA,1,1,0,31208,31208,0,38782.1548403132,1,2007,2010,4,2007,NA
"536458",2007,"760096818","PDuns-2+","M","Medium Vendor",NA,1,1,0,115527.7417,NA,NA,143566.225549894,6,2007,2012,6,2006,NA
"245536",2007,"121679310","PDuns-1","S","Always Small Vendor",NA,1,1,0,24598,24598,0,30567.9135081397,3,2007,2017,9,2006,NA
"360311",2007,"160074522","PDuns-1","M","Medium Vendor",NA,1,1,0,30000,NA,NA,37280.9742761278,1,2007,2015,6,2007,NA
"498434",2007,"612776828","PDuns-1","S","Always Small Vendor",NA,1,1,0,33950,33950,0,42189.6358891512,2,2007,2008,2,2007,NA
"359613",2007,"143675549","PDuns-1","S","Always Small Vendor",NA,1,1,0,14550,14550,0,18081.272523922,1,2007,2007,1,2007,NA
"47475",2007,"015563018","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,67821,57478,0,84281.098546042,2,2007,2008,2,2007,NA
"264877",2007,"116360637","PDuns-1","S","Always Small Vendor",NA,1,1,1,10300,10300,0,12799.8011681372,4,2007,2008,2,2005,NA
"212303",2007,"102704632","PDuns-1","S","Always Small Vendor",NA,1,1,0,15245,15245,0,18944.9484279856,5,2007,2019,4,2005,NA
"608194",2007,"806959073","PDuns-1","S","Always Small Vendor",NA,1,1,0,2e+06,2e+06,0,2485398.28507518,1,2007,2009,3,2007,NA
"93497",2007,"018028212","PDuns-1","S","Always Small Vendor",NA,1,1,0,55055,55055,0,68416.8012924071,3,2007,2012,5,2007,NA
"582139",2007,"884788167","PDuns-1","S","Always Small Vendor",NA,1,1,0,11660,11660,0,14489.8720019883,1,2007,2007,1,2007,NA
"34172",2007,"001427652","PDuns-1","S","Always Small Vendor",NA,1,1,0,9902,9902,0,12305.2069094072,2,2007,2009,3,2007,NA
"467269",2007,"622639896","PDuns-1","S","Always Small Vendor",NA,1,1,0,19000,19000,0,23611.2837082142,1,2007,2013,4,2007,NA
"285264",2007,"139753920","PDuns-1","S","Always Small Vendor",NA,1,1,0,17960,17960,0,22318.8765999751,1,2007,2008,2,2007,NA
"346274",2007,"172054236","PDuns-1","S","Always Small Vendor",NA,1,1,0,41354,41354,0,51390.5803404996,4,2007,2008,2,2007,NA
"454072",2007,"621596068","PDuns-1","S","Always Small Vendor",NA,1,1,0,13500,13500,0,16776.4384242575,2,2007,2012,6,2006,NA
"418730",2007,"186950437","PDuns-1","S","Always Small Vendor",NA,1,1,0,52238,52238,0,64916.1178078787,5,2007,2007,1,2005,NA
"138847",2007,"058027983","PDuns-1","S","Always Small Vendor",NA,1,1,0,99852,99852,0,124085.994780664,1,2007,2010,3,2007,NA
"596554",2007,"806454752","PDuns-1","S","Always Small Vendor",NA,1,1,0,28000,28000,0,34795.5759910526,2,2007,2007,1,2007,NA
"616870",2007,"866958853","PDuns-1","S","Always Small Vendor",NA,1,1,0,244600,244600,0,303964.210264695,7,2007,2013,4,2007,NA
"378232",2007,"175333053","PDuns-1","S","Always Small Vendor",NA,1,1,0,14940,14940,0,18565.9251895116,1,2007,2010,4,2007,NA
"240638",2007,"080897812","PDuns-2+","S","Always Small Vendor",NA,1,1,0,24861.5601,24861.5601,0,30895.4394184168,5,2007,2013,5,2002,NA
"582564",2007,"805699647","PDuns-1","S","Always Small Vendor",NA,1,1,0,17684.5,17684.5,0,21976.512986206,1,2007,2009,3,2007,NA
"606157",2007,"798865890","PDuns-1","S","Always Small Vendor",NA,1,1,0,145600,145600,0,180936.995153473,1,2007,2007,1,2007,NA
"553861",2007,"803440598","PDuns-1","S","Always Small Vendor",NA,1,1,0,155554.2109,155554.2109,0,193307.084503542,3,2007,2008,2,2007,NA
"284160",2007,"166662127","PDuns-1","S","Always Small Vendor",NA,1,1,0,30240,30240,0,37579.2220703368,2,2007,2020,10,2007,2010
"16830",2007,"024804523","PDuns-1","S","Always Small Vendor",NA,1,1,0,16320,16320,0,20280.8500062135,2,2007,2007,1,2007,NA
"47145",2007,"042314633","PDuns-1","S","Always Small Vendor",NA,1,1,0,54282.6009,54282.6009,0,67456.9415931403,7,2007,2016,9,2004,NA
"223499",2007,"071659601","PDuns-1","S","Always Small Vendor",NA,1,1,0,20163,20163,0,25056.5428109855,2,2007,2020,8,2007,NA
"361798",2007,"257263749","PDuns-1","N","Sometimes Small Vendor",NA,1,1,1,47486,9545,1,59010.8114825401,5,2007,2010,4,2007,2007
"406316",2007,"177534927","PDuns-1","S","Always Small Vendor",NA,1,1,0,14031,14031,0,17436.3116689449,2,2007,2008,2,2007,NA
"124021",2007,"056847619","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,28182.91,9034.91,1,35022.8780912141,24,2007,2010,3,2005,2007
"605288",2007,"806843830","PDuns-1","S","Always Small Vendor",NA,1,1,0,0,0,0,0,2,2007,2013,7,2007,NA
"145284",2007,"073686664","PDuns-1","M","Medium Vendor",NA,1,1,0,125244,NA,NA,155640.611407978,2,2007,2013,3,2006,NA
"281990",2007,"124367041","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2020,9,2007,NA
"357894",2007,"196159474","PDuns-1","S","Always Small Vendor",NA,1,1,0,12213,12213,0,15177.0846278116,2,2007,2011,5,2007,NA
"371179",2007,"144379166","PDuns-1","S","Always Small Vendor",NA,1,1,0,55736,55736,0,69263.0794084752,1,2007,2008,2,2006,NA
"235381",2007,"104164488","PDuns-1","M","Medium Vendor",NA,1,1,0,51175,NA,NA,63595.1286193613,3,2007,2020,3,2005,NA
"128145",2007,"004416236","PDuns-1","S","Always Small Vendor",NA,1,1,0,19173,19173,0,23826.2706598732,2,2007,2007,1,2006,NA
"458757",2007,"499442952","PDuns-1","M","Medium Vendor",NA,1,1,1,24974,NA,NA,31035.1683857338,1,2007,2012,3,2007,NA
"337267",2007,"148022353","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,20875,20875,0,25941.3446004722,0,2007,2016,6,2006,NA
"145322",2007,"073688467","PDuns-1","M","Medium Vendor",NA,1,1,0,27328.8594,NA,NA,33961.5501429104,2,2007,2020,10,2006,2011
"261785",2007,"097451905","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2011,3,2007,NA
"184",2007,"030508308","PDuns-1","S","Always Small Vendor",NA,1,1,0,15400,15400,0,19137.5667950789,1,2007,2009,2,2007,NA
"129207",2007,"020013736","PDuns-1","M","Medium Vendor",NA,1,NA,NA,0,NA,NA,0,0,2007,2020,6,2007,NA
"352435",2007,"148556348","PDuns-1","S","Always Small Vendor",NA,1,1,0,16597,16597,0,20625.0776686964,4,2007,2020,2,2006,NA
"481276",2007,"690575428","PDuns-1","M","Medium Vendor",NA,1,1,1,62401,NA,NA,77545.6691934883,2,2007,2008,2,2007,NA
"387371",2007,"176142693","PDuns-1","S","Always Small Vendor",NA,1,1,0,1e+05,1e+05,0,124269.914253759,1,2007,2020,10,2007,NA
"569983",2007,"938872926","PDuns-1","S","Always Small Vendor",NA,1,1,0,24412.9102,24412.9102,0,30337.9025723872,9,2007,2007,1,2005,NA
"286596",2007,"084808745","PDuns-1","S","Always Small Vendor",NA,1,1,0,0,0,0,0,1,2007,2014,8,2007,NA
"412569",2007,"617738021","PDuns-1","S","Always Small Vendor",NA,1,1,0,42465.3,42465.3,0,52771.5918976016,10,2007,2009,2,2007,NA
"258917",2007,"079552675","PDuns-1","M","Medium Vendor",NA,1,1,0,42240,NA,NA,52491.6117807879,1,2007,2007,1,2007,NA
"434924",2007,"449006477","PDuns-1","M","Medium Vendor",NA,1,1,1,2999.97,NA,NA,3728.0601466385,8,2007,2010,2,2007,NA
"234645",2007,"095068180","PDuns-1","S","Always Small Vendor",NA,1,1,0,75372.9002,75372.9002,0,93665.8384491115,15,2007,2007,1,2006,NA
"288595",2007,"145685801","PDuns-1","S","Always Small Vendor",NA,1,1,0,16614,16614,0,20646.2035541195,1,2007,2007,1,2007,NA
"462900",2007,"788519309","PDuns-1","S","Always Small Vendor",NA,1,1,0,25610.54,25610.54,0,31826.1960979247,4,2007,2017,4,2007,NA
"414720",2007,"322432493","PDuns-1","M","Medium Vendor",NA,1,1,1,11544,NA,NA,14345.718901454,1,2007,2007,1,2007,NA
"408683",2007,"617345657","PDuns-1","S","Always Small Vendor",NA,1,1,0,69500,69500,0,86367.5904063626,1,2007,2013,3,2007,NA
"590523",2007,"806266990","PDuns-1","S","Always Small Vendor",NA,1,1,0,11151.1201,11151.1201,0,13857.4873866037,1,2007,2010,4,2007,NA
"384742",2007,"175832596","PDuns-1","S","Always Small Vendor",NA,1,1,0,33395,33395,0,41499.9378650429,3,2007,2007,1,2007,NA
"475597",2007,"602964488","PDuns-2+","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2012,5,2007,NA
"482938",2007,"789790966","PDuns-1","S","Always Small Vendor",NA,1,1,0,247147.54,247147.54,0,307130.036038275,7,2007,2019,8,2007,NA
"292423",2007,"145866005","PDuns-1","S","Always Small Vendor",NA,1,1,0,79800,79800,0,99167.3915744998,3,2007,2019,5,2007,NA
"114202",2007,"007775690","PDuns-1","S","Always Small Vendor",NA,1,1,0,5950,5950,0,7394.05989809867,1,2007,2007,1,2005,NA
"216097",2007,"093302669","PDuns-1","S","Always Small Vendor",NA,1,1,0,31689.0399,31689.0399,0,39379.9427115695,8,2007,2017,9,2005,2006
"158441",2007,"059453410","PDuns-1","S","Always Small Vendor",NA,1,1,0,1e+05,1e+05,0,124269.914253759,1,2007,2020,10,2007,2009
"361005",2007,"137315748","PDuns-1","S","Always Small Vendor",NA,1,1,0,997472.0625,997472.0625,0,1239557.67677395,1,2007,2012,6,2007,NA
"22991",2007,"040640419","PDuns-1","S","Always Small Vendor",NA,1,1,0,17486.93,17486.93,0,21730.9929166149,7,2007,2008,2,2007,NA
"398286",2007,"185349664","PDuns-1","S","Always Small Vendor",NA,1,1,0,18000,18000,0,22368.5845656767,2,2007,2007,1,2007,NA
"294035",2007,"145923848","PDuns-1","S","Always Small Vendor",NA,1,1,0,185806.6484,185806.6484,0,230901.762644464,9,2007,2010,4,2007,NA
"165900",2007,"088679899","PDuns-1","S","Always Small Vendor",NA,1,1,0,34318,34318,0,42646.9491736051,2,2007,2017,7,2006,NA
"592912",2007,"855027116","PDuns-1","S","Always Small Vendor",NA,1,1,0,14966,14966,0,18598.2353672176,1,2007,2007,1,2007,NA
"525947",2007,"801392395","PDuns-1","S","Always Small Vendor",NA,1,1,0,66200,66200,0,82266.6832359886,2,2007,2020,10,2007,NA
"367867",2007,"149394350","PDuns-1","S","Always Small Vendor",NA,1,1,0,36300.8793,36300.8793,0,45111.0715794706,10,2007,2011,5,2004,NA
"529034",2007,"736244695","PDuns-1","S","Always Small Vendor",NA,1,1,1,81840,81840,0,101702.497825276,1,2007,2017,6,2007,NA
"592487",2007,"832840680","PDuns-1","S","Always Small Vendor",NA,1,1,0,14750,14750,0,18329.8123524295,1,2007,2010,3,2006,NA
"561322",2007,"788242084","PDuns-1","S","Always Small Vendor",NA,1,1,0,4320,4320,0,5368.4602957624,1,2007,2011,5,2007,NA
"452410",2007,"356734079","PDuns-1","M","Medium Vendor",NA,1,1,1,14550,NA,NA,18081.272523922,2,2007,2007,1,2007,NA
"307790",2007,"141151352","PDuns-1","S","Always Small Vendor",NA,1,1,0,126943,126943,0,157751.957251149,1,2007,2013,5,2007,NA
"320959",2007,"169536708","PDuns-1","M","Medium Vendor",NA,1,1,0,1581508,NA,NA,1965338.63551634,1,2007,2007,1,2007,NA
"374859",2007,"144544152","PDuns-1","N","Sometimes Small Vendor",NA,1,1,0,4235,4235,0,5262.8308686467,12,2007,2014,3,2003,2014
"395850",2007,"164560133","PDuns-1","S","Always Small Vendor",NA,1,1,0,14376,14376,0,17865.0428731204,1,2007,2007,1,2007,NA
"124598",2007,"007971422","PDuns-1","M","Medium Vendor",NA,1,1,0,13000,NA,NA,16155.0888529887,1,2007,2007,1,2004,NA
"357170",2007,"143581580","PDuns-1","S","Always Small Vendor",NA,1,1,0,45322.4102,45322.4102,0,56322.120293277,21,2007,2007,1,2007,NA
"56596",2007,"015915689","PDuns-1","S","Always Small Vendor",NA,1,1,0,25262.4395,25262.4395,0,31393.6119050578,3,2007,2007,1,2004,NA
"337210",2007,"171218279","PDuns-1","S","Always Small Vendor",NA,1,1,0,60000,60000,0,74561.9485522555,1,2007,2010,3,2007,NA
"220669",2007,"071513931","PDuns-1","S","Always Small Vendor",NA,1,1,0,116647.7002,116647.7002,0,144957.997017522,9,2007,2012,6,2007,2010
"515613",2007,"626111280","PDuns-1","S","Always Small Vendor",NA,1,1,0,12258,12258,0,15233.0060892258,1,2007,2009,2,2006,NA
"44994",2007,"027239557","PDuns-1","S","Always Small Vendor",NA,1,1,0,38500,38500,0,47843.9169876973,3,2007,2020,5,2007,NA
"25158",2007,"049192784","PDuns-1","S","Always Small Vendor",NA,1,NA,NA,0,0,0,0,0,2007,2010,2,2007,NA
"80689",2007,"043855394","PDuns-1","S","Always Small Vendor",NA,1,1,0,11000,11000,0,13669.6905679135,1,2007,2007,1,2007,NA
"113383",2007,"045764958","PDuns-1","S","Always Small Vendor",NA,1,1,0,24439,24439,0,30370.3243444762,2,2007,2007,1,2007,NA
