"","CSIScontractID","UnmodifiedCeiling","ChangeOrderCeilingGrowth","ChangeOrderCeilingRescision","AdminCeilingModification","EndingCeilingModification","SteadyScopeCeilingModification","OtherCeilingModification","ContractBaseAndAllOptionsValue"
"1",1585207,0,0,0,9.23e+08,0,0,0,9.46e+08
"2",1530341,0,0,0,0,0,0,0,10027652
"3",1601128,0,0,0,0,0,0,0,3e+05
"4",9875375,0,0,0,0,0,0,0,1426712
