"","OR","2.5 %","97.5 %"
"(Intercept)",0.00464322849289427,0.00335348847463773,0.00642899804197304
"cl_def3_HHI_lag1",1.27167696629892,1.14660356828394,1.41039357572867
"cl_def3_ratio_lag1",0.910301732909131,0.73238808411999,1.13143463541333
"cl_def6_HHI_lag1",0.998802751243639,0.895967165709073,1.11344140061467
"cl_def6_obl_lag1",0.950146280211138,0.862915064760594,1.04619561144123
"cl_def6_ratio_lag1",0.928556559487205,0.847527166759503,1.01733291625728
"cl_US6_avg_sal_lag1",0.970118246966234,0.865295115725364,1.0876398074984
"CompOffr1 offer",1.0638151386604,0.98701467313194,1.14659151484748
"CompOffr2 offers",1.22044502982571,1.12652393341421,1.3221965611614
"CompOffr3-4 offers",1.47295325027962,1.36900311152088,1.5847964546253
"CompOffr5+ offers",2.06416204211611,1.92475620543218,2.21366473535087
"cl_Ceil",1.81330650999697,1.70240403193284,1.93143368878436
"cl_Days",2.27351434600302,2.09951355573762,2.46193575047701
"VehS-IDC",0.520124517834811,0.486522633866695,0.556047129612101
"VehM-IDC",0.678415865434125,0.605360559072017,0.760287533727448
"VehFSS/GWAC",0.738499881714891,0.664600468458001,0.820616447289447
"VehBPA/BOA",0.518116084985386,0.4442827793347,0.604219407114025
"PricingFeeOther FP",0.382690187647745,0.325068600686333,0.450525764139186
"PricingFeeIncentive",0.842955822780212,0.550591763906896,1.29056510783409
"PricingFeeCombination or Other",0.516882276509369,0.334704935216854,0.798217354029783
"PricingFeeOther CB",0.517678561255178,0.394878467478859,0.67866727323535
"PricingFeeT&M/LH/FPLOE",0.365997834132741,0.233942352997889,0.572595824882833
"b_UCA",2.1324725822149,1.8471781576283,2.4618303844265
"b_Intl",1.12509133893413,1.00162771561085,1.26377345715979
"cl_def6_HHI_lag1:cl_Days",0.988381229191173,0.85186093233026,1.14678043932025
"cl_def6_HHI_lag1:cl_def6_obl_lag1",1.12291693077806,0.979528224677971,1.28729566097248
"cl_def3_HHI_lag1:cl_def3_ratio_lag1",1.77631942869453,1.31941905963879,2.39143939122834
