"EntityID","fiscal_year","EntityText","EntityCategory","EntitySizeCode","EntitySizeText","AnyEntitySizeGlitch","UnknownCompany","IsEntityAbove2018constant10ThousandThreshold","AnyEntityUSplaceOfPerformance","AnyEntityForeignPlaceOfPerformance","Action_Obligation_Then_Year","ObligatedAmountIsSmall","MajorityNotSmall","ObligatedAmount_OMB20_GDP20","NumberOfActions","first_year_2018T","last_year_2018T","active_2008_to_2017","first_year","first_graduate","AnyMajorityNotSmallNA"
458547,2008,"621890722","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,20000,20000,0,24351.6376476318,1,2008,2010,2,2008,NA,FALSE
489408,2008,"783859932","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,30988.3906,30988.3906,0,37730.902958724,1,2008,2008,1,2008,NA,FALSE
554022,2008,"808980713","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,845267.4063,845267.4063,0,1029182.27967856,4,2008,2011,4,2008,NA,FALSE
372786,2008,"149784543","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,25950,25950,0,31596.2498478023,2,2008,2008,1,2007,NA,FALSE
464277,2008,"602517328","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,14234,14234,0,17331.0605138196,1,2008,2010,2,2008,NA,FALSE
543392,2008,"827714697","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,150000,150000,0,182637.282357239,1,2008,2009,2,2008,NA,FALSE
180029,2008,"061020624","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10000,10000,0,12175.8188238159,1,2008,2010,2,2008,NA,FALSE
469339,2008,"782414408","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,51900,51900,0,63192.4996956045,2,2008,2020,10,2008,2017,FALSE
567732,2008,"828467923","PDuns-2+","M","Medium Vendor",FALSE,NA,1,1,0,148694.5,0,1,181047.729209789,4,2008,2015,5,2008,2008,FALSE
525161,2008,"808215763","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,283760,283760,0,345501.0349446,5,2008,2013,6,2008,NA,FALSE
366912,2008,"137513003","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,14229.3301,14229.3301,0,17325.374528187,6,2008,2008,1,2005,NA,FALSE
495791,2008,"624085937","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,25000,0,1,30439.5470595398,1,2008,2008,1,2008,2008,FALSE
39015,2008,"001776129","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,12647.5002,0,1,15399.3671009375,2,2008,2019,6,2008,2008,FALSE
381375,2008,"183817097","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13300,13300,0,16193.8390356751,1,2008,2014,2,2008,NA,FALSE
584933,2008,"809976939","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13000,13000,0,15828.5644709607,1,2008,2013,3,2008,NA,FALSE
23296,2008,"049030484","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9807.2002,9807.2002,0,11941.0692804091,1,2008,2010,3,2008,NA,FALSE
305197,2008,"133211909","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,38651.1289,38651.1289,0,47060.9142822355,43,2008,2008,1,2008,2011,FALSE
516147,2008,"713089845","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,1,43856.3984,0,1,53398.756118349,2,2008,2008,1,2008,2008,FALSE
301607,2008,"167755995","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10106.5,10106.5,0,12305.4912942895,1,2008,2009,2,2008,NA,FALSE
273315,2008,"131619525","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,61889,0,1,75354.9251187142,1,2008,2020,7,2008,2008,FALSE
323001,2008,"192481620","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,0,0,1,0,1,2008,2009,2,2008,2008,FALSE
604758,2008,"944820265","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,32151,32151,0,39146.4751004505,2,2008,2020,5,2006,NA,FALSE
547527,2008,"827877841","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,15910.8496,15910.8496,0,19372.7622062584,1,2008,2008,1,2008,NA,FALSE
464874,2008,"602530912","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,114709.5,114709.5,0,139668.208937051,2,2008,2017,2,2008,NA,FALSE
394873,2008,"164265477","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,26300.6309,26300.6309,0,32023.1716790454,12,2008,2013,3,2008,NA,FALSE
557512,2008,"828239710","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,18096.4805,18096.4805,0,22033.9467916717,2,2008,2012,5,2008,NA,FALSE
19708,2008,"032099293","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,249512,0,1,303801.290636795,1,2008,2008,1,2008,2008,FALSE
339250,2008,"129619719","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,14220,14220,0,17314.0143674662,2,2008,2008,1,2008,NA,FALSE
379755,2008,"198026119","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,26286,26286,0,32005.3573602825,1,2008,2016,4,2008,NA,FALSE
595187,2008,"855036955","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,14530,14530,0,17691.4647510045,2,2008,2008,1,2008,NA,FALSE
576116,2008,"809749919","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,35452,35452,0,43165.7128941921,2,2008,2020,10,2008,NA,FALSE
469138,2008,"602739695","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,35913.3984,35913.3984,0,43727.503226592,1,2008,2020,10,2008,NA,FALSE
247970,2008,"130444557","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,65525.44,0,1,79782.5885790819,8,2008,2018,7,2007,2007,FALSE
556666,2008,"809074847","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,875273.1977,875273.1977,0,1065716.78765372,17,2008,2020,10,2008,NA,FALSE
273126,2008,"145199506","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,11181,11181,0,13613.7830269086,1,2008,2008,1,2008,NA,FALSE
269909,2008,"117374439","PDuns-2+","S","Always Small Vendor",FALSE,NA,1,1,0,12799,12799,0,15583.830512602,1,2008,2011,3,2002,NA,FALSE
544177,2008,"827734448","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,72501,0,1,88275.9040545477,1,2008,2008,1,2008,2008,FALSE
480997,2008,"534730028","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,1,71816.2969,71816.2969,0,87442.2219651772,1,2008,2009,2,2008,2009,FALSE
17443,2008,"040084878","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,21800,21800,0,26543.2850359187,2,2008,2008,1,2008,NA,FALSE
678819,2008,"957476013","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,63292.3799,63292.3799,0,77063.6550590527,3,2008,2014,3,2007,NA,FALSE
545224,2008,"802772611","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,2737250.75,2737250.75,0,3332826.92073542,1,2008,2020,9,2008,NA,FALSE
604971,2008,"806829144","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,22000,22000,0,26786.801412395,2,2008,2008,1,2008,NA,FALSE
342505,2008,"142780969","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2008,2011,4,2008,NA,FALSE
247405,2008,"114559201","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,21852,21852,0,26606.5992938025,1,2008,2014,6,2008,2013,FALSE
21529,2008,"032323581","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,0,0,0,0,2,2008,2017,4,2008,NA,FALSE
571249,2008,"805081564","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2008,2019,6,2008,NA,FALSE
297349,2008,"153901061","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,20590,20590,0,25070.0109582369,1,2008,2009,2,2008,NA,FALSE
610263,2008,"807034090","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,20000,20000,0,24351.6376476318,1,2008,2019,9,2008,NA,FALSE
456046,2008,"601983281","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,11671.3496,11671.3496,0,14210.8238159016,1,2008,2008,1,2008,NA,FALSE
345024,2008,"136206682","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,12890,12890,0,15694.6304638987,1,2008,2008,1,2008,2013,FALSE
648974,2008,"826409380","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,6960,6960,0,8474.36990137587,2,2008,2008,1,2008,NA,FALSE
397119,2008,"199151163","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,35946,35946,0,43767.1983440886,4,2008,2009,2,2008,NA,FALSE
209559,2008,"078034121","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,20790,0,1,25313.5273347133,1,2008,2009,2,2008,2008,FALSE
363416,2008,"143991693","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,42000,0,1,51138.4390600268,1,2008,2020,9,2007,2007,FALSE
548130,2008,"844197975","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,16138.2998,16138.2998,0,19649.7014489224,1,2008,2013,3,2006,2015,FALSE
589398,2008,"853635878","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,1,34500,0,1,42006.5749421649,1,2008,2017,9,2007,2007,FALSE
7811,2008,"039213603","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,408700,408700,0,497625.715329356,2,2008,2010,2,2008,NA,FALSE
177601,2008,"075775234","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,14458.8203,14458.8203,0,17604.7976378911,1,2008,2009,2,2008,NA,FALSE
542394,2008,"779968622","PDuns-1","M","Medium Vendor",FALSE,NA,1,NA,NA,0,0,1,0,0,2008,2013,4,2008,2008,FALSE
582444,2008,"797062788","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,183333.2031,183333.2031,0,223223.186533544,2,2008,2010,2,2008,NA,FALSE
12538,2008,"031480726","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,10700,10700,0,13028.126141483,2,2008,2012,2,2008,2010,FALSE
527470,2008,"786012448","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9771,9771,0,11896.9925727505,2,2008,2008,1,2008,NA,FALSE
573267,2008,"809625622","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,22000,22000,0,26786.801412395,2,2008,2008,1,2008,NA,FALSE
517830,2008,"826866548","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,33990.6406,33990.6406,0,41386.3881651041,1,2008,2008,1,2008,NA,FALSE
513729,2008,"800769593","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,51500,51500,0,62705.4669426519,1,2008,2020,10,2008,2009,FALSE
308320,2008,"141203427","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,23440,23440,0,28540.1193230245,1,2008,2010,2,2008,NA,FALSE
569003,2008,"796366016","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,41101.75,41101.75,0,50044.7461341775,3,2008,2013,4,2008,NA,FALSE
586143,2008,"805889982","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,11562.0195,11562.0195,0,14077.7054669427,1,2008,2008,1,2007,2015,FALSE
518179,2008,"808068147","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,479000,479000,0,583221.721660782,2,2008,2014,7,2008,NA,FALSE
520660,2008,"808134170","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,18600,18600,0,22647.0230122976,1,2008,2008,1,2008,NA,FALSE
546461,2008,"802863717","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,124401.2998,124401.2998,0,151468.768781201,10,2008,2012,5,2008,NA,FALSE
444001,2008,"600083026","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,1,75000,0,1,91318.6411786193,1,2008,2013,2,2008,2008,FALSE
508437,2008,"807781534","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,89160,0,1,108559.600633143,1,2008,2017,7,2008,2008,FALSE
609292,2008,"825216083","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,38646,38646,0,47054.6694265189,5,2008,2020,10,2008,NA,FALSE
504313,2008,"807674895","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,33000,33000,0,40180.2021185925,1,2008,2013,5,2008,NA,FALSE
287447,2008,"085012144","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,40376.7398,40376.7398,0,49161.9868501157,46,2008,2008,1,2006,NA,FALSE
448087,2008,"653139357","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,1,24950,0,1,30378.6679654207,1,2008,2013,2,2008,2008,FALSE
591253,2008,"806307711","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,24399.5,24399.5,0,29708.3891391696,5,2008,2013,3,2007,2012,FALSE
293153,2008,"085552834","PDuns-2+","M","Medium Vendor",FALSE,NA,1,1,0,50004,0,1,60883.964446609,1,2008,2014,6,2008,2008,FALSE
144691,2008,"058463329","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2008,2012,3,2008,NA,FALSE
546677,2008,"808674175","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,149360,149360,0,181858.029952514,2,2008,2020,8,2008,2016,FALSE
616185,2008,"825303006","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,32029.9199,32029.9199,0,38999.0501643736,1,2008,2008,1,2008,NA,FALSE
535243,2008,"827467791","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,15000,15000,0,18263.7282357239,1,2008,2010,3,2008,NA,FALSE
265626,2008,"123027109","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,80885,80885,0,98484.1105564349,33,2008,2008,1,2006,NA,FALSE
582812,2008,"809920341","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,18052.8008,18052.8008,0,21980.7631803239,1,2008,2009,2,2008,NA,FALSE
219965,2008,"103091224","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,172300,172300,0,209789.358334348,3,2008,2010,3,2008,NA,FALSE
69652,2008,"012062642","PDuns-2+","M","Medium Vendor",FALSE,NA,1,1,1,67583.25,0,1,82288.1407524656,2,2008,2009,2,2008,2008,FALSE
604603,2008,"833297310","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,16848,16848,0,20513.819554365,2,2008,2008,1,2008,NA,FALSE
528073,2008,"615371304","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,33216.1199,33216.1199,0,40443.3457932546,28,2008,2014,7,2007,2013,FALSE
497568,2008,"624188137","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,16399.9199,0,1,19968.2453427493,2,2008,2010,2,2008,2008,FALSE
529507,2008,"627333011","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,16015.34,0,1,19499.9878241812,2,2008,2012,3,2008,2008,FALSE
514351,2008,"800790540","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,19980,19980,0,24327.2860099842,1,2008,2008,1,2008,NA,FALSE
207059,2008,"092387174","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,22400,22400,0,27273.8341653476,1,2008,2011,2,2006,2011,FALSE
606037,2008,"806871641","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,11520,11520,0,14026.5432850359,2,2008,2008,1,2008,NA,FALSE
497181,2008,"800012986","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,1104734,1104734,0,1345104.10325094,2,2008,2016,9,2008,NA,FALSE
644061,2008,"839848806","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,975250,975250,0,1187446.73079265,1,2008,2020,10,2008,NA,FALSE
100544,2008,"054375196","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,18400,18400,0,22403.5066358213,1,2008,2008,1,2007,NA,FALSE
581416,2008,"805669558","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,46650,0,1,56800.1948131012,1,2008,2020,3,2008,2008,FALSE
534196,2008,"801926890","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,47849.9984,47849.9984,0,58261.2911238281,3,2008,2011,3,2008,NA,FALSE
383048,2008,"184040467","PDuns-1","N","Sometimes Small Vendor",FALSE,NA,1,1,0,56145.2998,51205,0,68361.4998173627,6,2008,2020,10,2004,NA,FALSE
145313,2008,"086733318","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,17000,0,1,20698.892000487,1,2008,2008,1,2008,2008,FALSE
590282,2008,"806257973","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,200101.875,200101.875,0,243640.417630586,1,2008,2016,4,2008,NA,FALSE
34477,2008,"009979733","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,100828.46,100828.46,0,122766.906124437,14,2008,2011,3,2006,NA,FALSE
70623,2008,"002827367","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,21350,0,1,25995.3731888469,2,2008,2020,8,2008,2008,FALSE
267853,2008,"138617001","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,112000,112000,0,136369.170826738,2,2008,2014,3,2008,NA,FALSE
431095,2008,"607311235","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2008,2008,1,2008,2011,FALSE
510880,2008,"807825703","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,10905.96,0,1,13278.8993059783,3,2008,2008,1,2008,2008,FALSE
523547,2008,"808190347","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,7365,7365,0,8967.49056374041,1,2008,2016,9,2008,NA,FALSE
588992,2008,"806138066","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,6630,6630,0,8072.56788018994,2,2008,2019,8,2008,NA,FALSE
563635,2008,"828358783","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,197777,197777,0,240809.691951784,1,2008,2008,1,2008,NA,FALSE
657339,2008,"877062406","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9600,9600,0,11688.7860708633,1,2008,2008,1,2008,NA,FALSE
574720,2008,"809694743","PDuns-1","S","Always Small Vendor",FALSE,NA,1,NA,NA,0,0,0,0,0,2008,2008,1,2008,NA,FALSE
462837,2008,"788518707","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,47606.6997,47606.6997,0,57965.0550347011,4,2008,2008,1,2007,NA,FALSE
591291,2008,"806318106","PDuns-1","M","Medium Vendor",FALSE,NA,1,1,0,16523.9395,0,1,20119.2493607695,1,2008,2020,1,2008,2008,FALSE
474696,2008,"782873546","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,43489.9004,43489.9004,0,52952.5147936199,6,2008,2013,2,2008,NA,FALSE
416694,2008,"606215189","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,13495,13495,0,16431.2675027396,2,2008,2009,2,2008,2009,FALSE
624607,2008,"961061876","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,9923.7002,9923.7002,0,12082.9175697066,1,2008,2014,3,2008,2010,FALSE
548054,2008,"844180955","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,35400,35400,0,43102.3986363083,1,2008,2008,1,2008,NA,FALSE
481657,2008,"690594775","PDuns-2+","M","Medium Vendor",FALSE,NA,1,1,1,12633,0,1,15381.7119201266,1,2008,2016,2,2008,2008,FALSE
531969,2008,"808329929","PDuns-1","S","Always Small Vendor",FALSE,NA,1,1,0,236312.7002,236312.7002,0,287730.062340192,10,2008,2016,4,2008,2016,FALSE
377058,2008,"161608823","PDuns-1","M","Medium Vendor",FALSE,NA,1,NA,NA,0,0,1,0,0,2008,2011,4,2008,2008,FALSE
