"","Fiscal.Year","NAICS_Code","Action.Obligation","Obligation.2016","vendor_count","hh_index","pct_sum_check","top4","top8","top12","top20","top50","GEO.id2","NAICS.id","NAICS.display-label","OPTAX.id","OPTAX.display-label","ESTAB","RCPTOT","PAYANN","EMP","NAICS_DESCRIPTION"
"1",2007,"1111",132570,152134.496212991,11,5021.33625728925,NA,0.859218061343807,0.98129853386502,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2007,"1112",8169.1802,9374.77645168694,1,10000,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2007,"1113",-53670.74,-61591.3931604315,3,10000,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2007,"1114",364604,418411.751204958,25,1398.84501328701,NA,0.53160689405492,0.718609779377078,0.843512413467762,0.982356200151397,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2007,"1119",266916.3199,306307.459146201,16,4145.1955728247,NA,0.79349213296268,0.94881422048259,0.993541046869499,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2007,"1121",262143.8403,300830.66364471,7,7914.66810482333,NA,0.981994617937242,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2007,"1122",218316,250534.771631857,4,5840.69829943455,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2007,"1123",0,0,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2007,"1124",664500,762565.985770025,6,2952.61195159664,1,0.956207674943567,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2007,"1125",1060658,1217188.43240762,18,6371.52740057218,NA,0.908935149888052,0.972315215766175,0.995858240383642,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2007,"1129",1231889,1413689.46522837,21,1485.52578987605,NA,0.722608784444153,0.916099789781467,0.973680542386507,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2007,"1131",96578,110830.846913014,5,3354.32177747249,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timber Tract Operations"
"13",2007,"1132",547412,628198.301583659,11,3306.41154664471,NA,0.88736527273722,0.994207867525031,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forest Nurseries and Gathering of Forest Products"
"14",2007,"1133",1008945.4399,1157844.20461327,25,3820.63999607895,NA,0.831061786733588,0.965517025476176,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logging"
"15",2007,"1141",130013,149200.137709433,6,3558.00777167271,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fishing"
"16",2007,"1142",586638,673213.220105577,10,2728.65221939532,NA,0.910250581887341,0.992889651684877,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hunting and Trapping"
"17",2007,"1151",4992950.3001,5729802.96086757,79,941.518176246224,NA,0.51177056307079,0.62414729836755,0.703687642782322,0.808686014842017,0.975302759324324,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support Activities for Crop Production"
"18",2007,"1152",2189867,2513044.52605003,8,8776.26882063875,NA,0.994552823718718,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support Activities for Animal Production"
"19",2007,"1153",6301319.05,7231258.95111315,75,717.042232470003,NA,0.39757401872293,0.555256742956699,0.654146246081006,0.789762853584044,0.978256746413207,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Support Activities for Forestry"
"20",2007,"2111",47294123.8226,54273724.8365848,50,1308.99899567676,NA,0.637618157761012,0.83847760239784,0.928870491971438,0.992408011004573,1,NA,"2111","Oil and gas extraction","99","Total","6260","255104849","9593816","150443","Oil and Gas Extraction"
"21",2007,"2121",3474117.7895,3986823.26084462,2,9178.08123132229,1,1,1,1,1,1,NA,"2121","Coal mining","99","Total","1034","34261466","4767887","77435","Coal Mining"
"22",2007,"2122",-20730.99,-23790.4406701859,13,2047.67948329069,NA,0.86980947728383,1,1,1,1,NA,"2122","Metal ore mining","99","Total","250","23667448","2355259","35004","Metal Ore Mining"
"23",2007,"2123",28137126.6437,32289564.6588249,285,214.946004718764,NA,0.194687729713642,0.330549399587444,0.426045895971215,0.560420690987305,0.80980764840266,NA,"2123","Nonmetallic mineral mining and quarrying","99","Total","5188","27926338","4500542","98938","Nonmetallic Mineral Mining and Quarrying"
"24",2007,"2131",3026441.6785,3473079.7320404,74,905.350871578959,NA,0.512253186216736,0.712171091506307,0.827553943347538,0.915956557774544,0.994291110211521,NA,"2131","Support activities for mining","99","Total","9935","72564630","19469968","368613","Support Activities for Mining"
"25",2007,"2211",1161487455.104,1332898158.25568,721,492.97516611912,NA,0.366094130652149,0.516231382832532,0.626883616483539,0.78036760046281,0.924152569356332,NA,"2211","Electric power generation, transmission and distribution","99","Total","9554","445693484","43618314","511487","Electric Power Generation, Transmission and Distribution"
"26",2007,"2212",70737743.2544,81177121.0172137,117,1123.20976361807,NA,0.553083241685058,0.726614524712331,0.824573764391185,0.916320735528265,0.993514120760678,NA,"2212","Natural gas distribution","99","Total","2377","128555017","6037623","83369","Natural Gas Distribution"
"27",2007,"2213",381511148.5152,437814033.182465,517,964.917650864205,NA,0.448466726312061,0.632116152139698,0.737002649553689,0.832274202224501,0.940814444987235,NA,"2213","Water, sewage and other systems","99","Total","4647","9944157","1997681","42391","Water, Sewage and Other Systems"
"28",2007,"2361",1015664619.5874,1165554991.49346,262,625.019298605777,NA,0.412055575458224,0.5916371990744,0.700492450118953,0.830356025664088,0.967823907472336,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Residential Building Construction"
"29",2007,"2362",13218160612.5032,15168878371.0158,2877,68.5775215414413,NA,0.0898517980322888,0.154182471793276,0.204929842838513,0.287725741860109,0.482547406508747,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonresidential Building Construction"
"30",2007,"2371",933267792.5561,1070998155.33177,812,366.841230126147,NA,0.309845978124051,0.401951115075912,0.469135211892718,0.565684575503296,0.772328130273543,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Utility System Construction"
