"Funder","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Army",,,,0.000817578201028778,0.0141975889220744,0.0485700538537549,0.279141128640112,0.252263374340997,0.314339186511384,0.398363219303081,0.79599955211863,0.697739054438516,1.06090833928671,1.01400161056985,1.13111916899015,0.875340355650055,1.07412256489442,1.58463584730313,1.39537847799365,1.4387504722213,2.0499519165026
"Navy",,,,0.000402078409564855,0.0113345071952213,0.0329424546998682,0.125611850877442,0.184694338359389,0.178735061829295,0.232589267126505,0.278361352608903,0.32033902079993,0.323420048520955,0.317871930903033,0.351590912865708,0.372570012143497,0.390348217118138,0.487839113885237,0.47516306025786,0.48535312407489,0.6388281944565
"Air Force",,,,0.00776459335465035,0.0324319200390986,0.0291261421072464,0.170029338123963,0.285201565987946,0.325972123992451,0.37405857683895,0.420701903403509,0.476873237005265,0.437910413816512,0.518339800545496,0.516910270476327,0.503323434997814,0.5901573446915,0.580194997643267,0.642052412226213,0.601444279725538,0.6490335899327
"DISA",2.81537501490505,3.3773401179347,3.36899153864723,4.01077304162908,4.89804552001086,5.04233179216601,3.53259144558241,2.77239150645533,2.70959425706417,3.22989264356211,3.99897634564423,3.92792398600421,3.45426868810518,2.7078464544863,3.11858017480852,3.2434347542965,3.28615000450179,2.96120022905722,2.9967110273959,4.04448686777013,3.9062966903169
"Other DoD",,0.00109017690205667,,0.0158745989156124,0.120132121062992,0.0291827661295125,0.715525239236053,1.0694753509836,0.984066032701205,1.0329958524929,0.949574718539802,0.962230311281385,0.781265337271788,0.600594537507724,0.614042083639491,0.356640495910929,0.436089178500704,0.622931875631674,0.810411612761816,0.252214412297725,0.4093672461197
"Other than DoD",,0.135514947504674,0.219490175537939,0.284157685249548,0.0765378061363019,0.0762007348073781,0.100060145645602,0.340027756728346,0.227020626613418,0.117340989132643,0.0708700187189402,0.0654615759088569,0.0541583475010908,0.0416869864874281,0.0435570211850664,0.0535539366857923,0.0694867034466703,0.0310139845803021,0.0151969019587758,0.0100363608764412,0.0217136184607
