"SimpleArea","ProductServiceOrRnDarea","ProductOrServiceCode","ProductOrServiceCodeText","MDAcat","Fiscal.Year","Action_Obligation"
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",1991,765000
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",1992,903963
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",1993,-307045
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2004,55628
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2005,6759376
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2006,42885155
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2007,14087967
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2008,2236107.3828
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2009,9223447
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2010,12073996.5859
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2011,14212970.6016
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2012,11616579.7734
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2013,6271593.54
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2014,12284523.93
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2015,15035753.5937
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2016,21048323.9805
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2017,15639634.5
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2018,69474657.8027
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2019,8686409.6797
"Products","Aircraft","1510","AIRCRAFT, FIXED WING","Other via Platform Portfolio",2020,14546657.1506
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",1991,177000
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2004,1986338
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2006,11264124
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2008,0
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2009,943746
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2010,0
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2011,0
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2012,-895758.5625
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2013,720320
"Products","Aircraft","1520","AIRCRAFT, ROTARY WING","Other via Platform Portfolio",2015,-39056.4297
"Products","Aircraft","1540","GLIDERS","Other via Platform Portfolio",2005,4478
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",1992,47218318
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",1993,4002868
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2000,1817096
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2001,23594712
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2002,4876483
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2003,24674692
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2005,138000
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2007,556195.5
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2010,-682.5
"Products","Aircraft","1550","DRONES","Other via Platform Portfolio",2020,4247.4502
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1991,1863000
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1992,143322
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1993,600658
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1994,386608
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1995,848772
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1996,330707
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1997,399099
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1998,4948482
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",1999,2175270
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2000,648251
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2001,197059
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2002,3327371
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2003,1746471
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2004,8336832
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2005,1239622
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2007,10062543.3594
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2008,1526139.88
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2009,242160
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2010,17108
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2011,690410.4376
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2012,587767.3984
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2013,1844911.4993
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2014,1109163.4
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2015,-33096531.8474
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2016,1340780.3511
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2017,773100
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2018,3036
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2019,-208756.3125
"Products","Aircraft","1560","AIRFRAME STRUCTURAL COMPONENTS","Other via Platform Portfolio",2020,51000
"Products","Aircraft","1610","AIRCRAFT PROPELLERS AND COMPONENTS","Other via Platform Portfolio",2002,363569
"Products","Aircraft","1610","AIRCRAFT PROPELLERS AND COMPONENTS","Other via Platform Portfolio",2009,14555.2402
"Products","Aircraft","1610","AIRCRAFT PROPELLERS AND COMPONENTS","Other via Platform Portfolio",2010,-444.19
"Products","Aircraft","1610","AIRCRAFT PROPELLERS AND COMPONENTS","Other via Platform Portfolio",2016,572
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2001,106954
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2004,0
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2009,2725115
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2010,151254
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2011,429186
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2012,0
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2013,105196.08
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2015,3300
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2016,73056.8506
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2017,77780.5
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2018,-2300
"Products","Aircraft","1615","HELICOPTER ROTOR BLADES, DRIVE MECHANISMS AND COMPONENTS","Other via Platform Portfolio",2020,5224305
"Products","Aircraft","1620","AIRCRAFT LANDING GEAR COMPONENTS","Other via Platform Portfolio",2005,-2811
"Products","Aircraft","1620","AIRCRAFT LANDING GEAR COMPONENTS","Other via Platform Portfolio",2019,4825
"Products","Aircraft","1630","AIRCRAFT WHEEL AND BRAKE SYSTEMS","Other via Platform Portfolio",1991,47000
"Products","Aircraft","1630","AIRCRAFT WHEEL AND BRAKE SYSTEMS","Other via Platform Portfolio",2003,57285
"Products","Aircraft","1630","AIRCRAFT WHEEL AND BRAKE SYSTEMS","Other via Platform Portfolio",2016,24521.0391
"Products","Aircraft","1640","AIRCRAFT CONTROL CABLE PRODUCTS","Other via Platform Portfolio",2005,0
"Products","Aircraft","1640","AIRCRAFT CONTROL CABLE PRODUCTS","Other via Platform Portfolio",2007,2645
"Products","Aircraft","1640","AIRCRAFT CONTROL CABLE PRODUCTS","Other via Platform Portfolio",2009,10502
"Products","Aircraft","1640","AIRCRAFT CONTROL CABLE PRODUCTS","Other via Platform Portfolio",2010,60062.8711
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",1991,82000
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",1998,68406
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",1999,480345
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2001,43663
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2002,301374
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2003,10458038
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2004,2108604
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2005,7020779.1563
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2006,8120
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2007,289166.9063
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2008,425341
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2009,735825.9902
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2010,1204417.5898
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2011,255842
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2013,128385.72
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2014,9274.71
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2015,0
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2016,55026.6992
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2017,0
"Products","Aircraft","1650","AIRCRAFT HYDRAULIC VACUUM DE-ICING","Other via Platform Portfolio",2018,1328700
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",1993,95381
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",1996,321568
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",2005,55764
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",2006,12240
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",2012,50596
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",2013,38626.2
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",2014,-1248
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",2018,860010.6875
"Products","Aircraft","1660","AIRCRAFT AIR CONDITION HEATING EQ","Other via Platform Portfolio",2020,430005.3438
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",1990,-1409000
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",1991,94000
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",1992,-648482
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",1995,164271
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2002,969321
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2003,527952
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2004,11332
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2006,72745
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2007,76903
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2008,73578
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2009,0
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2010,12966.3701
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2011,0
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2012,26961
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2013,2451
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2014,4895.52
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2016,111146.6172
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2017,742500
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2018,5362250
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2019,2188367.75
"Products","Aircraft","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ","Other via Platform Portfolio",2020,19950
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1990,21978000
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1991,5120000
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1992,18648350
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1993,-36254
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1994,687651
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1995,492505
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1996,-2342348
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1997,367649
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",1999,1528284
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2000,2107134
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2001,1721177
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2002,291889
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2003,-7357
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2004,8657017
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2005,10905067
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2006,8477307
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2007,9374776
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2008,13301119.5469
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2009,34972319.2501
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2010,18829528.9027
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2011,12927916.2084
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2012,1202896.0001
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2013,1456121.11
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2014,4285048.22
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2015,14170087.4299
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2016,9941884.0415
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2017,4942295.03
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2018,11397019.3401
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2019,8692619.2032
"Products","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Other via Platform Portfolio",2020,3747731.7344
"Products","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Other via Platform Portfolio",1991,40000
"Products","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Other via Platform Portfolio",2009,2664
"Products","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Other via Platform Portfolio",2013,65249.49
"Products","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Other via Platform Portfolio",2014,11047.5
"Products","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Other via Platform Portfolio",2015,70495.25
"Products","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Other via Platform Portfolio",2018,264646.9688
"Products","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Other via Platform Portfolio",1991,-861000
"Products","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Other via Platform Portfolio",2004,731000
"Products","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Other via Platform Portfolio",2005,152773
"Products","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Other via Platform Portfolio",2008,0
"Products","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Other via Platform Portfolio",2013,0
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1990,110000
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1992,537343
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1993,5999370
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1994,40794
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1995,6838281
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1996,7784071
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1997,10041655
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",1998,13875976
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2000,810860
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2001,298065
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2002,151531
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2003,26690
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2005,99118
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2006,339313.75
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2007,4651.3999
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2009,1093.25
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2011,2479052
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2012,24000
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2013,2728026.68
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2014,1856982.74
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2015,874519.2903
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2016,9112467.0655
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2017,599774.5
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2018,856899.7129
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2019,0
"Products","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Other via Platform Portfolio",2020,0
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",1995,333504
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",2006,41971
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",2011,275529
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",2012,0
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",2013,30966
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",2015,0
"Products","Aircraft","1740","AIRFIELD SPECIAL TRUCKS & TRAILERS","Other via Platform Portfolio",2016,14000
"Products","Aircraft","2620","TIRES & TUBES PNEUMATIC AIRCRAFT","Other via Platform Portfolio",2015,10680
"Products","Aircraft","2620","TIRES & TUBES PNEUMATIC AIRCRAFT","Other via Platform Portfolio",2019,0
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1990,810000
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1991,228000
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1992,416131
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1993,34450
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1995,34300
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1996,28650
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1997,206005
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1998,96988
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",1999,38522
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2000,3273004
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2001,27000
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2002,68040
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2003,293880
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2004,336716
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2005,634025
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2006,253166
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2007,1728348.7798
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2008,1910240.625
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2009,351449.0156
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2010,143470
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2011,714727.6289
"Products","Aircraft","4920","AIRCRAFT MAINT & REP SHOP EQ","Other via Platform Portfolio",2012,892884.7305
