"PlatformPortfolio","Shiny.VendorSize","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Land Vehicles","Small",0.0775145074937451,0.109217574776283,0.133633784021165,0.0951785067286038,0.0912259397045403,0.125192685286927,0.113916905390784,0.134010020905532,0.143016546188155,0.114547268221676,0.102987637918935,0.100600232000703,0.114911786215855,0.106207036286464,0.16454909808954,0.116539232577042,0.103059064068601,0.0770775563302054,0.0639859026006988,0.0816340755915428,0.0565456700945104,0.0826436658086373,0.115710837000585,0.117842897974914,0.167813893049183,0.14033721019794,0.1391252986695,0.145214655714671,0.111122233923981,0.11535349636687,0.120544968478013
"Land Vehicles","Unlabeled",0.205961265319184,0.0236571768754907,0.0515771666180944,0.0300823255436464,0.0155335384563587,0.0310910726804345,0.0333164264893585,0.00271232082352136,0.00319347086554679,0.000116872540472073,,1.55033365629197e-05,0.000135464389539185,0.00032922337984399,0.000210770344517452,0.0012147640748154,0.00559411307138954,0.00154344236230381,0.00215034657668754,0.00363370323647574,0.00824413304269567,0.00921920761120925,0.0139998831496715,0.00942364041007176,0.00161107560554433,0.00255079711027449,0.0013977750635821,0.00167998670189424,0.00129455276179428,0.000464971201318181,0.000109061188347629
"Space Systems","Big Five",0.583578082241113,0.55231555446699,0.555080482883503,0.665933180856087,0.760778431780723,0.639675764461398,0.67549059911107,0.676231281101947,0.78130212009431,0.735936799603651,0.7209662680599,0.738269384149716,0.684886614625405,0.71708264371809,0.749237441030689,0.682617697772661,0.70666093657636,0.714754079209391,0.723965982150682,0.754595660220142,0.689110543644112,0.763625650737127,0.775921349565269,0.728348554903448,0.792102527258821,0.70397424879487,0.698088208000494,0.66143886970763,0.537865521520383,0.740469413826536,0.731094282220384
"Space Systems","Large",0.194520677710802,0.1827285070836,0.21499925305171,0.158850243954239,0.119408243245917,0.147703870477019,0.159884993277037,0.133055810903101,0.0627118409112152,0.0847925800796025,0.0962954214024114,0.0910085956676062,0.134125814273069,0.112441904129911,0.0827582672331906,0.130859378922253,0.141136310540696,0.116140906853708,0.0992815705688357,0.0981042647358111,0.119764410750539,0.0830749337456941,0.0654769954607112,0.0904256271742698,0.0443220388612132,0.0580462770970428,0.0582798187656182,0.0721386506555131,0.149740028143362,0.102800459271733,0.115063281410637
"Space Systems","Medium",0.190897297838968,0.229495280135254,0.188386520747157,0.147302168496596,0.0858882287980629,0.181850095289415,0.132048909660855,0.143859743693294,0.132283929707597,0.140087145228809,0.149347407991864,0.133958226443537,0.1403126802317,0.126100305499047,0.120173811278052,0.141124520333442,0.114436462070178,0.128315389758426,0.14233362935608,0.110817344377604,0.135401257008343,0.119638681449852,0.114476450492086,0.129913774169438,0.115584131089322,0.179585971919252,0.178825437035858,0.199428392607475,0.230261067572297,0.0697070450227161,0.0964702691489265
"Space Systems","Small",0.0297577876342792,0.0342192674184382,0.0395318446959695,0.0257717866553276,0.0332591091502895,0.0300481221648085,0.0322597940906863,0.0467511167212246,0.0236938575197951,0.0391834750879371,0.0333909025458245,0.0367637937391399,0.0406748908698261,0.0443751466529523,0.047825512676297,0.0453761861461871,0.0377627760854275,0.0407896241784748,0.0344184974938275,0.0364804305478296,0.0557137295911481,0.033660561562889,0.0441252044819334,0.0513120437528441,0.0479840380330043,0.0583839356532152,0.0648038603193382,0.0669934259355572,0.082132683337033,0.0870311723597761,0.0573721672200527
"Space Systems","Unlabeled",0.00124615457483758,0.00124139089571721,0.00200189862166009,0.00214262003775079,0.00066598702500831,0.000722147607360239,0.000315703860351635,0.000102047580434205,8.25176708230091e-06,,,,,,4.96778177159161e-06,2.22168254567843e-05,3.51472733879152e-06,,3.20430575328094e-07,2.30011861358951e-06,1.0059005858387e-05,1.72504438069698e-07,,,7.26475763971769e-06,9.56653562049147e-06,2.67587869195044e-06,6.61093824357714e-07,6.9942692574159e-07,-8.09048076075767e-06,
"Air & Missile
Defense","Big Five",0.472097963519007,0.551928268321221,0.429040225044286,0.518717474110939,0.539604230226292,0.489071642984205,0.513820404491121,0.688422880636082,0.62195150717221,0.659491068394249,0.651804031116866,0.693509319756185,0.779621064528997,0.766357600081481,0.784615197602488,0.768799891323531,0.791035619033347,0.776854761765299,0.780971491536803,0.836411125391158,0.85787983536956,0.872456467589833,0.870298057901901,0.872989502475388,0.811998533864185,0.826672242114765,0.82581389195476,0.781225279314559,0.83614539179165,0.852158923332753,0.882471483723949
"Air & Missile
Defense","Large",0.335110073553685,0.226932489010905,0.265238989427865,0.250164367346741,0.208032847912796,0.275717850036782,0.254477501218681,0.155539626886307,0.19467670537389,0.175319673399184,0.180664313213615,0.141269350674041,0.100464392871694,0.0941635437180306,0.0849660837661633,0.101464885976572,0.0897036040046772,0.102192613534257,0.0719922037370509,0.0525065868295949,0.0436804265561231,0.0344816831022416,0.033245442801479,0.0374810252629477,0.0524982774061185,0.0713741018066196,0.0670200610008696,0.0799023575140566,0.0722013349394545,0.0503992639871325,0.0394761233783704
"Air & Missile
Defense","Medium",0.131259690037406,0.150834589088547,0.181813211803787,0.121021468839864,0.151094779193385,0.109846060555105,0.120044501391994,0.0723485354738303,0.0820696333669094,0.0840619338305497,0.0658014908507439,0.0804930986746901,0.055057150288148,0.0675208206168742,0.0594845773769511,0.0631728635572635,0.0511939816748138,0.0592832995631086,0.0779526840718244,0.0504700940265424,0.0417223240887558,0.0382608304379324,0.0450827036445559,0.0449574589923982,0.0743815114313748,0.046232243430494,0.0486677175502159,0.0550886189236807,0.0439070914372234,0.0427222424279772,0.0330603126218762
"Air & Missile
Defense","Small",0.0446326499818471,0.0614971919205563,0.115572889790685,0.0993390219713026,0.0910605440507847,0.116955458191627,0.103918855591606,0.0835826743365385,0.100598389758614,0.0811058031440865,0.101730164818775,0.0847187788604586,0.0648573923111616,0.0719580355836143,0.0709341412543981,0.0665595906042923,0.0679006258810026,0.0616693251373351,0.0690836206543212,0.0606121937527045,0.0567174139855605,0.054801018869993,0.051373795652064,0.0444918832698901,0.061121677298322,0.0557214126481216,0.0584983294941545,0.0837837442477038,0.0477461818316719,0.0547128997199719,0.0449881024231598
"Air & Missile
Defense","Unlabeled",0.0168996229080556,0.00880746165877132,0.00833468393337622,0.0107576677311534,0.0102075986167435,0.00840898823228087,0.00773873730659813,0.000106282667242462,0.000703764328376733,2.15212319305872e-05,,9.45203462452275e-06,,,,2.76853834173916e-06,0.00016616940615934,,,,,,,8.01299993754933e-05,0,0,,,,6.67053216500984e-06,3.9778526444071e-06
"Ordnance &
Missiles","Big Five",0.346688784795501,0.261614992587904,0.311167224461174,0.285793649821097,0.317839036989588,0.331582797611052,0.34104944506932,0.460970652006958,0.545903956463709,0.590435229276745,0.582933315107679,0.568160039587767,0.596201743041989,0.67779969985989,0.630943496921338,0.568159403590132,0.618382242105124,0.57267268139645,0.551002958570438,0.570670679553036,0.581323835499682,0.547308585644661,0.578778229393614,0.62480432441393,0.615393087891777,0.638066978397636,0.666997934506818,0.617852934917809,0.647198678296451,0.706420597052999,0.710270325539427
"Ordnance &
Missiles","Large",0.404704570834817,0.354175018842716,0.331614323287254,0.377144998410341,0.364658824081504,0.353268085589372,0.32662424482178,0.250255337340758,0.160845562473841,0.148585043003095,0.262564195617556,0.228489902349475,0.201449371363017,0.13266685649528,0.164146018255204,0.174644310829824,0.145335775063606,0.156911816111284,0.183167142589801,0.15964138551969,0.165208503725177,0.195635397572199,0.169791835736696,0.18164458837528,0.173076745045099,0.159422063330387,0.143473059050693,0.185590102013178,0.152099738239223,0.0861412759354142,0.0972472973127175
"Ordnance &
Missiles","Medium",0.166287156664941,0.316004819921172,0.289785685693496,0.261764702438593,0.252454948627042,0.250301367775916,0.245491445034351,0.230354838573478,0.240708760953591,0.205590996014384,0.0966530149235468,0.136609013997922,0.143612854312206,0.129616163909272,0.12183352140808,0.144154032481877,0.128689620495005,0.157224451357747,0.162153018338683,0.156432254307349,0.155834535423028,0.166317486399227,0.166373578759651,0.128072824510733,0.140209409834181,0.139752818979368,0.109896915919771,0.136138974781287,0.13802326357977,0.142444719637114,0.136222289535779
"Ordnance &
Missiles","Small",0.0292569823103802,0.0495173237992564,0.055061038651794,0.0592754236817196,0.052228507250128,0.0544666232357785,0.0663945897949206,0.0579290896318551,0.0518439677412026,0.0548906874221867,0.0578494743512183,0.0667352984558255,0.0586427037321365,0.0599151325279606,0.0830558856445781,0.113021621773671,0.107567501286071,0.113158035661745,0.103618384954777,0.108091428424561,0.094297290686722,0.0824745916010012,0.083341635694229,0.0646058167528362,0.0714857269271066,0.0624668875624182,0.0796614926471836,0.060384343394992,0.0626763540640611,0.0649843378835034,0.0562554503442182
"Ordnance &
Missiles","Unlabeled",0.0530625053943606,0.0186878448489505,0.0123717279062819,0.0160212256482494,0.0128186830517381,0.0103811257878817,0.0204402752796286,0.000490082446951921,0.000697752367657201,0.0004980442835884,,5.74560901037488e-06,9.33275506522501e-05,2.14720759791326e-06,2.10777707990891e-05,2.06313244966195e-05,2.48610501940632e-05,3.30154727744033e-05,5.84955463009867e-05,0.00516425219536409,0.003335834665391,0.00826393878291173,0.00171472041581025,0.000872445947220464,-0.00016496969816383,0.000291251730189483,-2.94021244645497e-05,3.36448927342901e-05,1.96582049524621e-06,9.06949096919784e-06,4.63726785849565e-06
"Electronics,
Comms, & Sensors","Big Five",0.155186394753008,0.103647580122417,0.130518560544779,0.186485854110245,0.171931524085721,0.196689075409878,0.210516790011018,0.300395032827101,0.308458836809743,0.32191243070646,0.323279519616393,0.320243790676968,0.330973652007838,0.312617313611987,0.294888689537809,0.289063381554118,0.267306415081966,0.286486041121897,0.266559881343011,0.255101421467646,0.271509974715697,0.26855701892278,0.264960894183462,0.262125863841107,0.255883006322628,0.251284546869021,0.239027491908206,0.245471499384405,0.220862194721873,0.227949637738933,0.196597898862194
"Electronics,
Comms, & Sensors","Large",0.387075979985441,0.420699276117805,0.430053528085822,0.371074016959336,0.362966827041967,0.338656980336471,0.337014504786878,0.324440636019394,0.30920620158205,0.279640992986509,0.310299455446302,0.319821611253813,0.311326799053762,0.338408796941849,0.361252637186199,0.375972589771271,0.380320219282592,0.366784848847455,0.379691003698331,0.370792826278232,0.353002760756022,0.354094996775143,0.336748350111919,0.332818794931539,0.307016042232263,0.291740916185164,0.303360171734117,0.308215556520309,0.317880603610178,0.303334587891998,0.314340577057997
"Electronics,
Comms, & Sensors","Medium",0.263360875467344,0.316433453819041,0.281479494960913,0.271292859649448,0.272971036663915,0.249293788519349,0.236774533660346,0.193209544087681,0.194744990016996,0.230823840902863,0.191480529268447,0.193819417094072,0.189363817727969,0.171386750497217,0.170947353724935,0.168242679398238,0.174337779876333,0.172073731830536,0.180137497738688,0.196088971673013,0.195637776572097,0.186963847550922,0.19784316232094,0.19728367462638,0.198955253098361,0.202659407263353,0.201856425942158,0.196061806139932,0.224947836065079,0.222450621683461,0.229252426131367
"Electronics,
Comms, & Sensors","Small",0.105227938458142,0.127505576147171,0.129549438854768,0.141915620030837,0.15843672226927,0.170131944230626,0.166506548714802,0.143000280396456,0.136301867295899,0.167109784440625,0.174903005852766,0.160729395807154,0.16819547182825,0.169407375010502,0.164178879053046,0.165671262041949,0.175638736927964,0.173794725583528,0.17322030687016,0.174663173029414,0.17636858225284,0.185288888631328,0.19798664294638,0.205970268317841,0.237825561207534,0.252361451750536,0.25396470068694,0.249534467848894,0.235998098106153,0.245961852279885,0.259749057250151
"Electronics,
Comms, & Sensors","Unlabeled",0.0891488113360651,0.0317141137935661,0.0283989775537182,0.0292316492501333,0.0336938899391268,0.0452282115036758,0.0491876228269552,0.0389545066693676,0.0512881042953117,0.000512950963542348,3.74898160924374e-05,0.00538578516799198,0.000140259382181092,0.00817976393844475,0.00873244049801101,0.00105008723442508,0.00239684883114542,0.000860652616583815,0.000391310349810158,0.003353607551695,0.00348090570334324,0.00509524811982731,0.00246095043729885,0.00180139828313227,0.00032013713921402,0.00195367793192502,0.00179120972857817,0.000716670106459517,0.000311267496716439,0.000303300405723215,6.00406982910413e-05
"Facilities &
Construction","Big Five",0.00383513702202741,0.00439878522718043,0.00653901747425179,0.00748133035589332,0.0103893479400354,0.0176776324724236,0.0174319436873578,0.0328889945201375,0.0323283926255488,0.03061262914261,0.0243310925969652,0.0216033096096678,0.0200409715571504,0.0180876861817005,0.0183684058694128,0.0146496172974915,0.0135611277499253,0.012512556584507,0.0106637522757281,0.0133405461151595,0.0132017196479795,0.0153926899881218,0.0143833270011404,0.0188448471486599,0.0107667702401606,0.00680198540992295,0.00740964019273222,0.0157125173563324,0.00545233332706007,0.00350120791616488,0.00318780484532752
"Facilities &
Construction","Large",0.101115984861654,0.0990694746281154,0.112382771718833,0.0966794164811347,0.123265097258261,0.10871981940995,0.138306395999555,0.12464951602325,0.127551533158002,0.142647391934093,0.140917971259558,0.148084038185036,0.145306083607618,0.230702388974711,0.23057762158557,0.19219328249898,0.18532373184444,0.185716029503363,0.218758732611125,0.217427690545642,0.209686860881736,0.184423604164629,0.205579969646618,0.216818451526278,0.175334966904422,0.171570913549069,0.152552557842645,0.139284565752084,0.153974924132251,0.195097020521059,0.171260496015895
"Facilities &
Construction","Medium",0.398787119675527,0.467586396189227,0.480966571045747,0.493327713773389,0.493410415046969,0.494080793326902,0.467286425752115,0.49289426183282,0.490215996797649,0.506046367216578,0.510356571321104,0.497473413781991,0.495824746674295,0.417672445992483,0.439739075931367,0.431811786128642,0.465729061271062,0.44158857943349,0.442137753366126,0.420466478382483,0.403121008528798,0.429030365461801,0.372423615056857,0.390436932101048,0.392966248312653,0.412210177809431,0.405690884365131,0.429006055904935,0.417775498005381,0.430381932517854,0.476808296482511
"Facilities &
Construction","Small",0.396430026257466,0.375527045970956,0.364999777894763,0.371065550635174,0.35121866615881,0.355426276764454,0.350435980412164,0.319751821249743,0.328905299453725,0.318123809129378,0.32432437668798,0.332782002567721,0.337734595721137,0.332442250320083,0.306303820253009,0.336825661775137,0.315939498741188,0.338478419353827,0.306789338382213,0.313311617704113,0.333454301263384,0.336315129844962,0.377739590116932,0.359756566796131,0.41486714552692,0.400709536470756,0.42410881992739,0.410766373232526,0.419541768897438,0.365050052987846,0.348012220212076
"Facilities &
Construction","Unlabeled",0.0998317321833248,0.0534182979845213,0.035111861866405,0.0314459887544091,0.021716473595925,0.0240954780262709,0.0265392541488081,0.0298154063740497,0.0209987779650747,0.00256980257734108,6.9988134391761e-05,5.72358555837647e-05,0.00109360243979914,0.00109522853102335,0.00501107636064161,0.0245196522997498,0.0194465803933845,0.021704415124813,0.021650423364808,0.0354536672526024,0.0405361096781022,0.0348382105404864,0.0298734981784529,0.0141432024278824,0.00606486901584419,0.00870738676082002,0.0102380976721011,0.00523048775412279,0.00325547563787015,0.00596978605707603,0.000731182444190269
"Other
Products","Big Five",0.00276411752993589,0.000994908303038194,0.00144284649114486,0.00177007759047313,0.00493855721842389,0.00525819138936668,0.0039865700849823,0.0144729265679819,0.0122465230588361,0.0156729725622258,0.0163508392056994,0.0163517981055358,0.0145447795039709,0.0153107598944988,0.0131741830862523,0.010425972085898,0.011681801139467,0.0137071209864704,0.0123303669746559,0.0148550135661861,0.0136050565815391,0.0167215017996023,0.0143509624359179,0.0149122650757082,0.0163458931650397,0.0143080439667815,0.0205616077544853,0.018271121013391,0.0169067782851779,0.0173273812443582,0.0132738890265145
"Other
Products","Large",0.219117015410338,0.22337054281972,0.184614650124616,0.193062125552851,0.226452894209073,0.18528809033078,0.181067493277605,0.27320530969233,0.26526219530289,0.252790880190798,0.362997169387851,0.397527811670656,0.386031810852991,0.400740303735657,0.416803897975354,0.368892549599528,0.412819800308653,0.437810105301209,0.433669698819256,0.536265015244576,0.521658679385305,0.449910420661643,0.542433503373629,0.456388059225618,0.552275561257865,0.552283725132374,0.534597951752053,0.541395855030864,0.512531124583704,0.484982687744077,0.5225740724006
"Other
Products","Medium",0.139062256306059,0.370374180677381,0.287444669753552,0.299238378466422,0.358129303664478,0.294664921221306,0.269409510013231,0.251101726344466,0.248884035801035,0.31984638804215,0.296814170657504,0.243984868515337,0.264420619469672,0.293024763352989,0.2601664605471,0.22662072667763,0.232557256057376,0.208536987113309,0.195165234382313,0.227313972399091,0.244770236634621,0.315113163987237,0.263983887319432,0.339286671121883,0.227481350496967,0.2092744353475,0.213718215715179,0.215414925167901,0.224386196968371,0.2424439940218,0.221974351686387
"Other
Products","Small",0.0924181516534905,0.231303012208035,0.201637552462738,0.224440767957197,0.250145207487012,0.222855560962766,0.236376661989926,0.194406849424324,0.210326795881495,0.234067976364098,0.222078030681323,0.224003818547417,0.220865497989322,0.267513077905796,0.241279787309879,0.201954566001837,0.173271067635821,0.173107877883694,0.162065013436169,0.169856997817193,0.186044274910777,0.190097613978502,0.162110767732365,0.169475842149581,0.195634780873729,0.221131459135462,0.226137217547119,0.217890078923615,0.246210265455889,0.254470290865785,0.241195895990575
"Other
Products","Unlabeled",0.546638459100176,0.173957355991826,0.324860281167949,0.281488650433058,0.160334037421013,0.291933236095781,0.309159764634256,0.266813187970898,0.263280449955743,0.177621782840728,0.101759790067623,0.118131703161054,0.114137292184044,0.0234110951110594,0.0685756710814144,0.192106185635107,0.169670074858684,0.166837908715318,0.196769686387606,0.0517090009729542,0.0339217524877586,0.0281572995730158,0.0171208791386571,0.0199371624272102,0.00826241420639918,0.00300233641788216,0.00498500723116334,0.00702801986422936,-3.43652931413829e-05,0.000775646123979699,0.000981790895922842
"Other
Services","Big Five",0.0322079531499745,0.0249453412375592,0.0346549765358841,0.0524240519179845,0.0436317959211599,0.0301576405979707,0.0293619195838998,0.048977083354355,0.0426523225512459,0.0242763002744024,0.0750015982529276,0.071227257210302,0.0623611512865962,0.0322949542832643,0.0284626816004667,0.0292607516736543,0.0506735755964922,0.0371873214858969,0.0625468632098763,0.0596845638925378,0.0550298797287997,0.0606804816379815,0.0640855140349697,0.0673726908519655,0.0651530809351991,0.07608661588472,0.0798457727197607,0.079334522450639,0.0743868492119778,0.0703210097566133,0.0587800683305661
"Other
Services","Large",0.36115172513576,0.251511761157123,0.24448604032604,0.292788307727248,0.357784780153074,0.432741728115248,0.442199268846966,0.44820686317878,0.495772889992191,0.471996258634295,0.440527380576592,0.446707656344513,0.44482714779479,0.558846686372906,0.632929638213859,0.642967960703292,0.636794198129894,0.624893679661058,0.621836580189978,0.620065464839955,0.611468470583689,0.611703897605064,0.557142241188919,0.591831532860587,0.640973542427441,0.622658834359131,0.601955970153641,0.586014709945619,0.595100157705098,0.587143202214487,0.587202275267828
"Other
Services","Medium",0.466938927180632,0.604761524805656,0.552084497426201,0.486286958540626,0.426590610268824,0.356177035070843,0.398523188611103,0.365058553295737,0.359887192634065,0.417088928605511,0.333612383211608,0.366223851407333,0.382722523301491,0.333674281638143,0.268692694096756,0.237153512420978,0.23214021113616,0.249046589632324,0.228020717582971,0.234801648095173,0.243473416449157,0.223792386749511,0.266415351384441,0.232732561297393,0.161560817135698,0.168395636693488,0.182417836869001,0.188319108335945,0.183623798963608,0.184245929378598,0.196084173508618
"Other
Services","Small",0.12422133616634,0.114548381632192,0.16163773529573,0.15574215316824,0.161879179392323,0.17393439456728,0.121840220509751,0.131015791441422,0.0975997246905495,0.0858225472408833,0.150686394702902,0.115680042245305,0.109829831863362,0.0751543991164576,0.0696691637430751,0.0898804344203391,0.0766907493304477,0.0831693409543541,0.0837885169638476,0.0792891228757197,0.0795616257280922,0.0915193530894038,0.0990823578012568,0.0995409755986365,0.126000002818161,0.130827269245807,0.129576865802217,0.142524592246176,0.14542509639279,0.157883771211194,0.157797859774211
"Other
Services","Unlabeled",0.0154800583672929,0.00423299116746913,0.00713675041614515,0.0127585286459019,0.0101136342646191,0.00698920164865912,0.00807540244827967,0.006741708729706,0.00408787013194911,0.000815965244908814,0.000172243255970503,0.000161192792546104,0.000259345753760448,2.9678589229955e-05,0.000245822345842848,0.000737340781736353,0.00370126580700636,0.00570306826636695,0.00380732205332702,0.0061592002966143,0.0104666075102623,0.0123038809180396,0.0132745355904136,0.00852223939141842,0.00631255668350053,0.00203164381685324,0.00620355445538024,0.00380706702162085,0.00146409772652625,0.000406087439108398,0.000135623118776374
