"","OR","2.5 %","97.5 %"
"(Intercept)",0.00532461357221651,0.00310818812173147,0.00912155525439642
"CompOffr1 offer",0.762438155815468,0.655124621424588,0.887330322251073
"CompOffr2 offers",0.977313766900521,0.84329346016102,1.13263323397635
"CompOffr3-4 offers",0.917085389195854,0.804393850446857,1.0455644465821
"CompOffr5+ offers",0.989769876741009,0.867547942561933,1.12921068778165
"cl_def3_ratio_lag1",0.614426925984843,0.415551136678513,0.908481325289331
"cl_def6_ratio_lag1",0.981453961962602,0.911062481402723,1.05728410412534
"cl_def6_obl_lag1",1.21546079341434,1.02780104934669,1.43738415257161
"cl_US6_avg_sal_lag1",0.854350890410119,0.744354291375635,0.980602184203993
"cl_Ceil",4.22518688350256,3.69714122072261,4.82865087772677
"cl_Days",1.62797629199203,1.42135444021721,1.86463469793158
"VehS-IDC",0.740984491533848,0.656726652670194,0.836052586660297
"VehM-IDC",1.0798252132993,0.915846804140117,1.27316324739667
"VehFSS/GWAC",0.864172340169499,0.7125126758144,1.04811304958252
"VehBPA/BOA",0.657009604924434,0.49718052212023,0.868219090969487
"PricingFeeOther FP",0.840740967605744,0.495167466903056,1.42748751050123
"PricingFeeIncentive",9.65961719226926,5.39316687669815,17.3011899009344
"PricingFeeCombination or Other",1.8143386913969,1.19679149445945,2.75054167943148
"PricingFeeOther CB",0.909868337487499,0.677451133532691,1.22202229885606
"PricingFeeT&M/LH/FPLOE",0.921511278250296,0.589501088255723,1.44051139660343
"b_UCA",11.7956689954885,7.64568432062392,18.1982149950672
"b_Intl",0.832621628227472,0.66325155448152,1.04524259477101
"CompOffr1 offer:b_UCA",0.557991532636822,0.241863340877909,1.28731600814015
"CompOffr2 offers:b_UCA",0.10253650861264,0.0144345438319601,0.728373249675618
"CompOffr3-4 offers:b_UCA",0.371186305267356,0.150187316363675,0.917382882615742
"CompOffr5+ offers:b_UCA",0.125400942848817,0.0296919028720014,0.529619018867288
"cl_Ceil:b_UCA",0.153519807416666,0.0818484483361179,0.287950862213843
