"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",4713006045.6353,5101422482.24,7428304554.9,9756616077.63,9601566377.67,10644694230.32,12805007034.32,14282560340.43,13916028279.38,17733931611.93,16611292096.522,17925535267.5243,17541652592.17,18005549869.522,17743912285.0628,16533026277.7516,16423788424.8157,17209375453.7426,16465344019.41,16979387587.32,18388348473.16,21236469052,22655274635.2,20455287694.98,20374639793.25,9591183869.74
"Award","Pur. Order",471415276.1601,486818635.36,458062722.21,579628030.24,544854280.18,790525159.2902,795110382.92,825091990.82,997799691.1,1167881355.05,1238216118.1394,1408845382.5837,1148190321.0559,1014277061.0654,1016644599.2132,923469918.2971,990431369.8033,1100245644.8676,1231226714.65,1414940295.09,1716811733.34,2275813184.61,1596580985.45,1474489196.1,1301755914.39,598507723.66
"Task Order","BOA or BPA",75150157.9532,98945442.6141,97438547.1782,104469618.7896,78733883.4651,141615309.548,273521778.2712,325245458.2737,509449660.2679,497814073.1178,711901558.4699,1127808150.2095,1573520832.5214,1422366364.1359,1595211135.7329,1929234575.057,2327311383.5068,2633226745.5807,2707138650.9137,2691218301.633,2770707072.0607,2552431534.4268,2141610242.4094,2063146612.4552,1762311057.8904,827552332.42
"Task Order","FSS or GWAC",140584236.7891,143427285.7988,213069763.4338,342911447.8014,507532260.2004,788699680.7219,1136311753.5922,1186506751.2433,1382705456.3818,1137298188.8567,1222213887.852,1219080103.3045,1369421721.6402,1238323703.6416,1322330056.6484,1170582846.0672,1012012230.7668,1024747328.4885,1001984625.9429,958237859.4926,1032759393.0736,980559040.7467,1275675436.4309,1492305427.1936,1261928499.03,536927344.82
"Task Order","Multi-Awd.",1380496388.5885,1474665526.7873,2047498243.3029,3306434319.7736,3657181324.03,4631865332.2167,3878711920.874,4248767643.9209,5721760452.6028,6568204693.4784,10279302458.3905,14576987029.2337,13447003583.4238,11144981262.0477,7265299982.1954,6282066888.8107,5799651503.8827,8339867527.9954,12322490756.1894,13654342457.772,9876438819.8425,10281202422.3398,11656491459.7329,13734604786.1205,16650673082.7697,7891903753.12
"Task Order","Single-Awd.",1678066604.8096,2064012913.0476,2280549791.9665,4592677046.9838,8968620631.2811,8665505886.0413,10315321738.3774,8990768875.9979,10913778909.2977,10965341907.488,10931955265.4145,9944681859.9502,7483958513.3594,6661263445.4885,6270014753.8175,6195458922.0491,8481830771.0887,11040769242.1481,8539771076.0525,8791876895.2369,19925325681.784,25403171271.3596,31383650674.9495,32941031863.787,36958276793.1811,16814915624.87
"Task Order","Unlbd. IDV",168538428.7722,188310861.2435,218599816.7131,238985397.3511,124382570.3943,90727810.2109,64076916.4913,31817521.0903,9102387.8903,1490546.4978,-954031.0734,-352908.5399,563313.465,2827.22,76809.67,,0,-49416.2408,,,,,,,,0
,,,,,0,0,10000,0,0,0,0,,,,448723,,,0,,0,0,0,0,0,0,0,9825.11
