"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",1668781362.1612,1574611974.39,1793069195.8409,3895460526.8894,8586313855.8185,7644662604.9077,8112892617.1523,6546113185.8523,8308628704.3526,8599146095.8814,10559467623.4942,13115256956.0438,13214289859.1324,16027222753.0172,15203343545.6145,14203918121.9597,12649231249.8818,15094511259.3755,11424701598.5371,14910994710.8729,13897077711.482,17423369879.1517,18307050896.0718,18628820307.1761,19279071552.82,8289069683.44
"Cost or Effort-Based","T&M/LH/FPLOE",127716073.0391,168872344.9931,190616367.5959,234600219.7919,574293108.0403,341716000.1236,657595889.5245,893016090.6919,1357105298.8748,1316037020.943,1857702390.6941,1652340254.4334,1561380855.0182,1132110251.6275,640631806.9302,681717278.4707,1043822991.5067,1262424432.6577,1568151107.0769,1328277605.9819,1248305176.504,1234005667.3818,1280777506.5463,1368593173.2778,1529631921.83,540897858.79
"Crosscutting","Combination/Other",10995.9697,23812.3,5823152.5,458584.9375,22246258.9148,63004370.7489,209899632.768,2367419954.0577,2172806965.9154,4604385815.3882,128835477.745,29920372.0842,18649676.993,-3231896.4744,15832484.7439,14511233.7859,8954220.2216,4947097.8791,4050431.11,872280.44,2312942.18,0,0,-8860640.43,-16139.2,
"Crosscutting","UCA",34938933,34135462,44169588,71896494.95,101604768.98,88282735.93,150420125.85,559006325.4701,933693284.0313,745154453.7296,683160920.1986,736052355.4814,485112649.8041,238033914.9399,471546863.8299,104843608.6872,1973264913.2677,585720923.8377,4793759133.7235,1818379426.5709,2720978256.8683,1122615942.468,1609622064.6812,259941270.0894,979280034.91,127396318.52
"Crosscutting",,470802749.566,38000283.0259,68969651.3407,81976803.7203,110633531.8876,244259868.6853,263392223.9725,248103706.5238,509909962.8794,282670620.5155,169492847.5792,68630922.8105,59122987.1339,30033423.6817,43642620.2792,38223884.3304,7954487.9274,30389552.9263,4524813.6387,925164.6105,-361640.4699,-42814.5699,457225,-86124.22,143298,-104000
"Fixed-Price","FFP",5445675509.0814,6423620082.9263,9849385098.3525,13657095293.0684,11958693821.4771,9794728859.6693,11530101792.7886,11153990628.957,12363321069.7785,14761229167.7457,16666738502.6238,18806814025.7064,18014852376.2571,16268632565.5876,15610533481.6693,14977391300.8888,15951705287.3261,17841379814.0592,20825846812.882,20688632127.3261,23829740002.5632,35201952261.1134,46088103816.1945,48342171749.6466,53300465135.0212,25808923022.2
"Fixed-Price","Other FP",766639255.2117,1259583306.456,731903704.0745,785851775.9923,1378048519.9942,1518569750.7937,1400350396.7641,1632112712.4047,417433148.4179,980870274.8121,1382004644.8339,2971768884.6487,3411898736.1383,2771971643.3816,1952396471.7031,2126496392.3385,1314553876.3679,1853850031.4073,1991748030.2894,2413311474.7788,2176084086.7486,2668692645.0672,2819160344.2868,3025697180.797,2837150725.76,1314985823.1
"Incentive","Incentive",112692260.6789,58755881,59586682,194382239.2197,751037462.1084,6058419217.4905,6943408846.0261,6490995977.8186,7387726402.6706,6782468927.4032,9546524946.5461,8821801113.0576,5799003737.1587,3022440600.36,1275562347.5701,886737607.5715,2085538657.3648,4674959414.4393,1655173915.9009,3328610605.9634,9836254637.3846,5079052924.8707,604111581.3921,544588664.2994,383858611.37,179831767.69
