"SimpleArea","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Products (All)",355715735.253,552390441.1043,1090078485.5662,910218551.2773,943341531.6612,2017336361.6891,3778678538.521,5064955978.5798,4294728144.5318,7608928765.3223,5563272782.5102,6054490868.8632,5314525378.2316,5407990301.2423,5397284187.7152,5553723255.8653,6288333543.4859,6418011184.4646,6143718489.5545,6847081945.0559,14389920365.5516,7969653617.4951,7773309590.8915,10060648002.245,10580895622.76,3339692829.76
"R&D",1158087825.8384,1417652305.8391,1805253998.582,2192677553.7446,2378752953.3868,2281483570.8853,2035491188.6041,2631685818.4532,2734074481.3615,3299925601.7854,3616899409.9497,3331013945.6028,2859121422.8562,3525110850.2861,3043602372.8195,2983592071.8445,3032261350.12,3452007018.8272,2845569210.2562,2922049190.6425,7327241820.7782,4286571253.6057,4545280939.2824,8463723367.004,6765406850.55,799177236.22
"Services (Non-R&D)",2801560721.9632,3179151816.7279,3919647961.4026,4470678917.9378,5124361566.4377,5821339767.6635,6853816473.8695,6598217070.8168,7114885485.5523,8912138614.1304,9934075802.1616,10341052696.4396,11109683702.5226,11386432610.5207,13601044075.7907,13617193197.0602,14803157853.7919,15052858732.1493,15675111261.1486,16730412194.2753,18985918541.3723,26570753892.938,26569459078.3241,19976556341.4166,19409335345.9,5282668211.9
"Unlabeled",36650883.0543,226179567.0282,257681371.2062,263871300.4063,114774102.8974,122090467.7444,83852961.1699,67994802.903,18211255.9162,7054289.29,3552195.9663,1112651.4675,-2313647.96,-5644971.18,-18344.67,-1353626.25,-2670091.17,-101389.6491,-195.4,-405315.74,,,0,-11117,1561373.27,3021253
