"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",2228551648.4953,2789237484.04,3168476002.84,3736453674.5,4546300494.61,4454214230.87,6923010037.92,7963927627.22,7949349280.45,9872359919.37,9846237624.4499,11311987854.637,9996611454.6739,10106048541.4168,10923077380.3437,8702161063.6519,8000306521.9,10133715309.394,8187666402.48,7515672789.76,17920059760.76,16552105931.68,14431341710.76,11987928830.37,7363449647.34,1587986531.61
"Award","Pur. Order",1049873518.1992,572865308.01,727020188.14,673003985.2,332689054.33,444936652.4,467167973.84,577064993.01,625647293.01,708873442.2,723663009.0468,633281408.4431,602358324.4221,604268248.8884,643894933.0359,663633017.4283,630919384.2792,609886643.8797,632163023.09,673645180.4,933672350.76,2209604772.16,1291561311.39,949016219.59,806227503.65,222248452.15
"Task Order","BOA or BPA",54214714.0499,102737383.23,174534067.4499,148106269.9229,86823135.4345,213272998.5832,316590724.9324,429004785.156,485222509.1478,552977365.7947,699366960.6605,611625484.6274,662405001.2137,619978478.7648,725950376.0391,921126344.9779,1093800511.8792,1165757771.0342,1394226690.2858,1453164504.4768,1764061453.0552,2079085864.3388,2065579818.6846,2288646134.1504,2481483977.96,630982820.89
"Task Order","FSS or GWAC",178203000,287457297,539454122.9725,718992598.1622,905098825.354,1015359685.3914,1139410184.5742,1256416350.0102,1396118820.3464,1639242401.1981,2088075317.317,1936352299.3833,2247616502.76,2384227446.1947,2916263195.6033,3319186310.3719,3757688166.4594,3995866084.9843,4556051977.8637,4815465588.9342,5219448561.8595,5971552067.7861,6827304165.585,6959224952.0478,7814881852.09,2161372354.84
"Task Order","Multi-Awd.",51423703,307969410.57,566486433.1121,772471713.6708,975726833.8656,1090948216.8862,1250854428.1035,2175167326.7533,1548847105.5144,3740698197.9739,2519590340.6329,2813587608.7828,3462719471.6979,4247790542.2026,4436955177.3703,5618946365.3551,7744979911.85,5468147591.572,5541368320.7052,8133940323.3601,9574026622.3393,7119243465.1456,9772259703.4711,9023334935.0934,11577083687.25,3814893120.43
"Task Order","Single-Awd.",301410955.9957,640368188.0146,1094840108.7736,989900889.2976,1050733239.2445,2365753899.4013,2034500049.7182,1467104741.7563,1740158724.5218,3080404316.8117,3051018281.1461,2293031258.9858,2242652904.7326,2306346266.0518,2350492851.0353,2886479161.8549,2868590277.25,3543654886.9278,4352922351.1346,3907225627.3026,5291815785.328,4903456775.9283,4518747548.5448,7308451524.5839,6715402317.56,1021850068.66
"Task Order","Unlbd. IDV",488337626.3688,674739059.8349,801850893.4689,798517192.6125,663858571.5445,657764484.4502,620305763.0762,494167846.847,416555634.3714,233491627.1797,189612657.3346,127556247.5137,66653196.1502,44511544.35,45278378.2278,41622634.88,24802882.61,5747258,0,24000,-3806.3999,-8070113,-18744649.9375,-15686002.1699,-1329793.37,-14742756.5
,,,,0,,0,,0,0,0,0,236000,248000,,717723,,,-5000,,,,0,,0,,0,-31061.2
