Year,Global Vendor Name,Number of Actions,Dollars Obligated,%Total Actions,%Total Dollars
2011,AT&T INC.,9819,469109390.92,7.131699886679999e-4,0.001269902830263
2011,SERCO GROUP PLC,1798,458998041.96,1.30591673248e-4,0.001242530897595
2011,ENVIRONMENTAL CHEMICAL CORPORATION,405,457872179.66,2.9415810715e-5,0.001239483131448
2011,CHEVRON CORPORATION,94,451063095.45,6.8273733510000005e-6,0.001221050596356
2011,INTERNATIONAL BUSINESS MACHINES CORPORATION,1147,445644922.27,8.330848121e-5,0.001206383327721
2011,ACCENTURE PUBLIC LIMITED COMPANY,261,431832855.87,1.8956855794e-5,0.001168993365907
2011,CUBIC CORPORATION,677,426063050.29,4.9171614454e-5,0.001153374210592
2011,EXPRESS SCRIPTS  INC.,144,425093990.89,1.0458954921000001e-5,0.00115075091782
2011,NEPTUNE ORIENT LINES LIMITED,8265,421275676.11,6.003004334800001e-4,0.001140414546731
2011,CATERPILLAR INC.,2235,415203847.65,1.62331696168e-4,0.001123977800216
2011,TYSON FOODS  INC.,62870,415179488.07,0.004566350665807,0.001123911857602
2011,THE CHARLES STARK DRAPER LABORATORY INC,145,414073474.32,1.0531586551999999e-5,0.001120917822482
2011,KRAFT FOODS INC.,48668,408387904.62,0.0035348362367340004,0.001105526697952
2011,GLOBAL FLEET SALES INC.,50,407458214.73,3.63158157e-6,0.001103009980433
2011,GROUPE CGI INC,734,404178606.53,5.3311617444e-5,0.001094131915282
2011,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,23,395618687.48,1.670527522e-6,0.001070959781791
2011,BATTELLE MEMORIAL INSTITUTE INC,1743,391075904.79,1.26596933522e-4,0.001058662239455
2011,ARTEL  INC.,191,381510998.93,1.3872641595999999e-5,0.001032769555876
2011,OWENS & MINOR  INC.,18173,378693385.71,0.0013199346373420002,0.001025142134486
2011,ROSOBORONEXPORT FGUP,4,377499442.37,2.90526526e-7,0.001021910069522
2011,QINETIQ GROUP PLC,1174,376716622.76,8.526953525799999e-5,0.0010197909372730001
2010,LOCKHEED MARTIN CORPORATION,17999,29054980517.559998,0.005187024226189876,0.08070866334668432
2010,THE BOEING COMPANY,13382,18047585923.45,0.0038564785929703273,0.0501324217249349
2010,NORTHROP GRUMMAN CORPORATION,17068,15574347189.300001,0.004918724900972765,0.04326228143178094
2010,GENERAL DYNAMICS CORPORATION,16452,14558853585.3,0.0047412035429343765,0.04044145243943612
2010,RAYTHEON COMPANY,10417,14511228999.31,0.003002012965399185,0.040309161293160214
2010,OSHKOSH CORPORATION,3741,7223976310.69,0.0010780964292558656,0.020066696370060574
2010,L-3 COMMUNICATIONS HOLDINGS  INC.,13861,6834329137.37,0.003994518739886542,0.01898433795937553
2010,UNITED TECHNOLOGIES CORPORATION,12358,6814361099.68,0.0035613781536337845,0.018928870924020194
2010,BAE SYSTEMS PLC,12855,6155689601.9,0.003704605612960212,0.01709921916644102
2010,SAIC  INC.,25754,4862950839.33,0.0074218913229231655,0.013508261068210176
2010,CERBERUS CAPITAL MANAGEMENT  L.P.,2499,3874962533.97,7.201718729511917e-4,0.010763836046841835
2010,KBR  INC.,601,3571649246.44,1.731985976965451e-4,0.009921295126979927
2010,HUMANA INC.,542,3248725847.62,1.5619574035195913e-4,0.009024281416494768
2010,GENERAL ELECTRIC COMPANY,6059,2960989095.5,0.0017461069940821411,0.008225008856484405
2010,HEALTH NET  INC.,372,2960589394.71,1.0720445647772843e-4,0.008223898571227801
2010,COMPUTER SCIENCES CORPORATION,4136,2789942770.65,0.0011919291182577547,0.007749877914969473
2010,BELL BOEING JOINT PROJECT OFFICE,1306,2752694557.21,3.763683337632078e-4,0.007646410162961259
2010,TRIWEST HEALTHCARE ALLIANCE CORP.,288,2721404316.04,8.299699856340265e-5,0.007559492412694662
2010,GOVERNMENT OF CANADA,1398,2653702764.47,4.0288126385985037e-4,0.00737143165215108
2010,BOOZ ALLEN HAMILTON HOLDING CORPORATION,5759,2581724977.06,0.0016596517872452634,0.00717149240218318
2010,ITT CORPORATION,3513,2551980238.69,0.0010123904720598384,0.0070888677356827625
2010,HARRIS CORPORATION,6646,2526898953.11,0.001915271015459632,0.007019197166364883
2010,CACI INTERNATIONAL INC,3356,2359957376.54,9.671455804818725e-4,0.0065554683576737275
2010,TEXTRON INC.,5958,2194238669.39,0.0017170004077803921,0.006095136424649932
2010,URS CORPORATION,3852,2143344731.05,0.0011100848557855105,0.005953763700844886
2010,SUPREME GROUP HOLDING SARL,21768,2122754640.03,0.00627318980808385,0.005896568731348816
2010,BECHTEL GROUP  INC.,156,2105585975.63,4.495670755517644e-5,0.005848877769920212
2010,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,3,1895207544,8.645520683687775e-7,0.005264490456235136
2010,NAVISTAR INTERNATIONAL CORPORATION,1609,1867806085.45,4.6368809266845437e-4,0.0051883749313259555
2010,FLUOR CORPORATION,421,1847134882.03,1.2132547359441845e-4,0.005130954648535289
2010,GENERAL ATOMIC TECHNOLOGIES CORPORATION,676,1806791704.27,1.9481239940576456e-4,0.005018889732497937
2010,HONEYWELL INTERNATIONAL INC.,7509,1690894803.79,0.0021639738271270505,0.004696952365576926
2010,EVERGREEN INTERNATIONAL AIRLINES,1157,1612054323.8,3.3342891436755854e-4,0.004477949989934023
2010,ALLIANT TECHSYSTEMS INC.,1084,1531189717.32,3.1239148070391826e-4,0.004253325013947135
2010,FINMECCANICA SPA,2736,1478813171.67,7.884714863523251e-4,0.004107833916901888
2010,MANTECH INTERNATIONAL CORPORATION,1293,1460591223.9,3.7262194146694315e-4,0.004057217154409104
2010,FEDEX CORPORATION,2743,1408687215.48,7.904887745118523e-4,0.0039130386670278615
2010,ROCKWELL COLLINS  INC.,2258,1366236162.4,6.507195234588998e-4,0.003795118513900405
2010,AMERISOURCEBERGEN CORPORATION,63951,1307349143.58,0.018429656441417232,0.0036315426830867913
2010,THE PUBLIC WAREHOUSING COMPANY (K.S.C.),18287,1302596360.51,0.005270021224753278,0.003618340445056564
2010,MCKESSON CORPORATION,9314,1107374120.12,0.0026841459882622648,0.0030760538629712847
2010,ATLANTIC DIVING SUPPLY  INC.,4125,1096332629.31,0.0011887590940070692,0.0030453829091879486
2010,MACANDREWS & FORBES HOLDINGS INC.,2578,1080535708.39,7.429384107515695e-4,0.0030015023644505007
2010,JACOBS ENGINEERING GROUP INC.,3073,1058277741.37,8.855895020324178e-4,0.0029396743840148206
2010,ROYAL DUTCH SHELL PLC,150,1043908845.65,4.322760341843888e-5,0.002899760594823731
2010,BP P.L.C.,190,1032934975.24,5.475496433002258e-5,0.0028692774763788382
2010,KUWAIT PETORLEUM CORPORATION .,6,1011618403.55,1.729104136737555e-6,0.0028100644954169723
2010,CARDINAL HEALTH  INC.,46394,857525907.33,0.013370009553300356,0.0023820277464625585
2010,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,134,853108995.92,3.8616659053805397e-5,0.0023697584897061697
2010,ROLLS-ROYCE GROUP PLC,1603,848802538.38,4.6195898853171677e-4,0.0023577960507156293
2010,DELL INC.,8175,831685623.4,0.002355904386304919,0.002310248838360085
2010,THE AEROSPACE CORPORATION,34,797355879.95,9.798256774846145e-6,0.0022148879860198274
2010,THE MITRE CORPORATION,190,787463002.29,5.475496433002258e-5,0.0021874076395054557
2010,HEWLETT-PACKARD COMPANY,14352,783619380.55,0.004136017095076232,0.0021767308616339933
2010,COURT SQUARE CAPITAL PARTNERS  L.P.,1564,755954543.01,4.507198116429227e-4,0.002099883724937166
2010,SIERRA NEVADA CORPORATION,580,731780280.78,1.6714673321796365e-4,0.002032732676916454
2010,JOHNS HOPKINS UNIVERSITY,1091,716268489.78,3.144087688634455e-4,0.001989644163504218
2010,MISSION ESSENTIAL PERSONNEL  LLC,160,681306025.53,4.61094436463348e-5,0.0018925257450210827
2010,COMBAT SUPPORT ASSOCIATES,25,659881481,7.204600569739813e-6,0.0018330128380761696
2010,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,19,635327597.16,5.475496433002259e-6,0.0017648072805643183
2010,FORCE PROTECTION  INC.,1139,629165582.99,3.2824160195734584e-4,0.001747690493069539
2010,GOODRICH CORPORATION,2017,622770377.38,5.81267173966608e-4,0.0017299259484917732
2010,KONGSBERG GRUPPEN ASA,261,599846209.39,7.521602994808365e-5,0.001666247400998356
2010,APPTIS HOLDINGS  INC.,2274,593678402.6,6.553304678235335e-4,0.0016491145228158823
2010,HENSEL PHELPS CONSTRUCTION CO,369,573297678.59,1.0633990440935965e-4,0.0015925011311155974
2010,UNITED PARCEL SERVICE  INC.,796,573230040.65,2.2939448214051567e-4,0.0015923132470547002
2010,THE SHAW GROUP INC,1032,554799465.76,2.9740591151885946e-4,0.001541116962025913
2010,VALERO ENERGY CORPORATION,26,554380093,7.492784592529405e-6,0.0015399520321481197
2010,SRC  INC.,266,553765431.88,7.665695006203162e-5,0.0015382446320217835
2010,CUBIC CORPORATION,806,530288069.51,2.3227632236841157e-4,0.0014730294261591167
2010,BALFOUR BEATTY/MCCARTHY A JOINT VENTURE,4,529989439,1.1527360911583701e-6,0.0014721998930165264
2010,QINETIQ GROUP PLC,1208,523505135.78,3.4812629952982773e-4,0.0014541878538997038
2010,VSE CORPORATION,654,517054283.66,1.884723509043935e-4,0.0014362687349473555
2010,HIGHMARK INC.,37,510561893.29,1.0662808843214923e-5,0.0014182342314180587
2010,CLARK ENTERPRISES  INC.,251,507119204.93,7.233418972018772e-5,0.0014086711626806055
2010,NCI  INC.,1003,496200022.76,2.8904857485796134e-4,0.001378339956736515
2010,BALFOUR BEATTY/DPR/BIG-D  A JOINT VENTURE,2,479e6,5.763680455791851e-7,0.0013305618883377715
2010,SERCO GROUP PLC,1866,476446861.49,5.377513865253796e-4,0.0013234698031664696
2010,THE CHARLES STARK DRAPER LABORATORY INC,167,474894029.13,4.8126731805861955e-5,0.0013191563594144998
2010,REFINERY ASSOCIATES OF TEXAS  INC,11,473644806.63,3.170024250685518e-6,0.0013156862803987293
2010,PETER KIEWIT SONS'  INC.,249,470856840.46,7.175782167460853e-5,0.0013079418930672534
2010,TASC  INC.,488,468550651.24,1.4063380312132116e-4,0.0013015357814108286
2010,THE WALSH GROUP LTD,322,456780386.89,9.279525533824879e-5,0.0012688404470480505
2010,AAR CORP.,1842,452326332.07,5.308349699784294e-4,0.0012564680136617056
2010,AFOGNAK NATIVE CORPORATION,4367,451167366.4,0.0012584996275221505,0.001253248649255873
2010,HELLFIRE SYSTEMS  LLC,110,450054633.07,3.170024250685518e-5,0.0012501577086279376
2010,EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS N.V.,378,439692635.53,1.0893356061446598e-4,0.001221374245133629
2010,INTERNATIONAL BUSINESS MACHINES CORPORATION,1257,434680221.33,3.622473166465178e-4,0.0012074508060875265
2010,CHEMRING GROUP PLC,353,427796492.31,1.0172896004472616e-4,0.0011883292455788486
2010,CHUGACH ALASKA CORPORATION,2817,413442874.84,8.118143921982822e-4,0.001148457896173084
2010,CARLYLE PARTNERS IV  L.P.,2829,411348121.06,8.152726004717573e-4,0.0011426391079786802
2010,AT&T INC.,10847,410082625.16,0.00312593209519871,0.0011391238248588727
2010,TYSON FOODS  INC.,61193,404389127.55,0.017634844906563536,0.0011233084784471646
2010,KRAFT FOODS INC.,49116,404310277.53,0.014154446463333626,0.0011230894495713678
2010,BATTELLE MEMORIAL INSTITUTE INC,2401,403472472.77,6.919298387178117e-4,0.001120762203050441
2010,VERIZON COMMUNICATIONS INC.,11740,399991896,0.003383280427549816,0.0011110938882287378
2010,NANA REGIONAL CORPORATION  INC.,2090,399304765.36,6.023046076302483e-4,0.0011091851829220717
2010,CLARK/MCCARTHY  A JOINT VENTURE,2,393883e3,5.763680455791851e-7,0.0010941246519084475
2010,OWENS & MINOR  INC.,16384,390248972.19,0.004721607029384684,0.001084030082169104
2010,SK ENERGY CO.  LTD.,7,378729846.91,2.0172881595271476e-6,0.001052032359654373
2009,LOCKHEED MARTIN CORPORATION,17762,31348453590.56,0.005211510390305805,0.08657399447246084
2009,THE BOEING COMPANY,10799,20604690106.84,0.003168511468579686,0.05690329579617611
2009,NORTHROP GRUMMAN CORPORATION,19627,18293375394.47,0.005758716047209325,0.050520213882588705
2009,GENERAL DYNAMICS CORPORATION,16261,15662063160.18,0.004771105194052622,0.04325340532475477
2009,RAYTHEON COMPANY,9697,15332423921.76,0.002845176008039375,0.04234305146878425
2009,UNITED TECHNOLOGIES CORPORATION,9253,7047569734.83,0.0027149029186746766,0.019463041821341575
2009,L-3 COMMUNICATIONS HOLDINGS  INC.,13645,6841410117.06,0.004003550235093047,0.018893697577367793
2009,BAE SYSTEMS PLC,11322,6704063086.99,0.0033219637787998153,0.018514390796325497
2009,OSHKOSH TRUCK CORPORATION,1703,6379043578.38,4.996735837569409e-4,0.017616795096411376
2009,KBR  INC.,696,4635422288.62,2.04211869814933e-4,0.012801493459101783
2009,SAIC  INC,22726,4338700254.84,0.00666798700203185,0.011982045965842894
2009,GENERAL ELECTRIC COMPANY,5323,3442880553.04,0.0015618100330817362,0.009508090123398759
2009,HUMANA INC.,619,3437897069.91,1.816194646773614e-4,0.009494327401747948
2009,HEALTH NET  INC.,199,2833980613.12,5.8388163926970784e-5,0.007826511161915633
2009,COMPUTER SCIENCES CORPORATION,4341,2752215384.27,0.0012736835156129656,0.007600702815419365
2009,ITT CORPORATION,2340,2740731493.44,6.865743898950333e-4,0.007568988131364322
2009,MACANDREWS & FORBES HOLDINGS INC.,1770,2726138648.04,5.193319103052175e-4,0.007528687549603647
2009,TRIWEST HEALTHCARE ALLIANCE CORP.,258,2672212524.42,7.569922760381138e-5,0.007379761545495904
2009,BELL BOEING JOINT PROJECT OFFICE,504,2620340065.85,1.478775609004687e-4,0.007236507080693071
2009,BECHTEL GROUP  INC,276,2297043828.45,8.09805690645424e-5,0.006343670482269493
2009,BOOZ ALLEN HAMILTON INC.,4835,2272314245.36,0.0014186269979241395,0.006275375605026024
2009,AGILITY,24123,2010685577.45,0.007077877780956363,0.005552844307459935
2009,ROYAL DUTCH SHELL PLC,99,1905472233.56,2.904737803402064e-5,0.005262280071937167
2009,DRS TECHNOLOGIES  INC.,3717,1884448151.22,0.0010905970116409569,0.005204218554387868
2009,URS CORPORATION,3862,1838845209.24,0.0011331411511857346,0.00507827840759564
2009,HONEYWELL INTERNATIONAL INC,6133,1831554927.97,0.0017994703988146324,0.0050581450773007856
2009,THE BAHRAIN PETROLEUM COMPANY B.S.C. (CLOSED),14,1754513643.69,4.10771002501302e-6,0.004845382693340114
2009,ALLIANT TECHSYSTEMS INC,974,1751511169.95,2.857792545973344e-4,0.004837090860244757
2009,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,127,1748121168.52,3.726279808404668e-5,0.004827728804658359
2009,BP P.L.C.,55,1691945021.04,1.613743224112258e-5,0.004672588983570591
2009,CACI INTERNATIONAL INC,3160,1646613384.74,9.271688342172245e-4,0.004547398092762325
2009,VERITAS CAPITAL MANAGEMENT II LLC,584,1548270236.18,1.7135018961482885e-4,0.0042758070499938974
2009,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1172,1505847350.42,3.4387401066537563e-4,0.004158649159998391
2009,HARRIS CORPORATION,2948,1442080726.13,8.649663681241703e-4,0.003982546968454488
2009,HENSEL PHELPS CONSTRUCTION CO,306,1371398204.77,8.978280483242744e-5,0.0037873453711622074
2009,GENERAL ATOMIC TECHNOLOGIES CORPORATION,501,1346105622.43,1.4699733732368022e-4,0.003717495677384751
2009,EVERGREEN INTERNATIONAL AIRLINES  INC.,1137,1322675791.37,3.336047356028431e-4,0.0036527902826251845
2009,INTERNATIONAL MILITARY AND GOVERMENT LLC,1187,1317741892.34,3.4827512854931816e-4,0.0036391644957544877
2009,ELECTRONIC DATA SYSTEMS CORPORATION,14872,1297572492.09,0.004363561677999545,0.0035834633256565103
2009,TEXTRON INC.,6103,1275116557.21,0.0017906681630467471,0.0035214475079843903
2009,AMERISOURCEBERGEN CORPORATION,64809,1262162351.55,0.01901546992936206,0.0034856723037637372
2009,ROCKWELL COLLINS  INC.,1909,1193112636.66,5.601156026964183e-4,0.003294979974461344
2009,CERBERUS CAPITAL MANAGEMENT II  L.P,1263,1184223787.35,3.7057412582796034e-4,0.003270431931323988
2009,INTERNATIONAL OIL TRADING CO LIMITED,10,1178743763.29,2.9340785892950145e-6,0.003255297928898354
2009,VALERO ENERGY CORPORATION,42,1049289818.27,1.232313007503906e-5,0.002897789221547807
2009,MCKESSON CORPORATION,9362,1025767231.8,0.002746884375297992,0.002832827667219494
2009,HAWKER BEECHCRAFT  INC.,202,1015249513.11,5.9268387503759294e-5,0.0028037812290243685
2009,"GULF INTRACOASTAL CONSTRUCTORS, A JOINT VENTURE",11,963520252,3.2274864482245154e-6,0.0026609222279427264
2009,ROLLS-ROYCE GROUP PLC,1376,949963923.54,4.0372921388699397e-4,0.0026234841609652755
2009,THE SHAW GROUP INC,827,930211876.56,2.426482993346977e-4,0.002568935581682843
2009,SUPREME FOODSERVICE AG,14710,912510126.47,0.004316029604852966,0.0025200492399684938
2009,DELL INC,10332,898765660.98,0.003031489998459609,0.0024820916011356643
2009,JACOBS ENGINEERING GROUP INC.,2562,889096722.15,7.517109345773828e-4,0.0024553892103971607
2009,EDO CORPORATION,1190,879866267.49,3.491553521261067e-4,0.0024298977669865744
2009,THE MITRE CORPORATION,153,797001344.88,4.489140241621372e-5,0.0022010524323586704
2009,THE AEROSPACE CORPORATION,26,791347982.62,7.628604332167037e-6,0.0021854397275203226
2009,SK ENERGY CO.  LTD.,6,760801383.08,1.7604471535770085e-6,0.0021010801870380833
2009,ANTHEM HEALTH OF INDIANA INC,1,750304988.85,2.9340785892950144e-7,0.0020720926399036233
2009,CLARK ENTERPRISES  INC.,137,747985883.96,4.0196876673341695e-5,0.0020656880441123856
2009,VSE CORPORATION,851,744048371.04,2.496900879490057e-4,0.0020548139440300143
2009,FLUOR CORPORATION,499,731234591.4,1.464105216058212e-4,0.0020194265497357465
2009,SIERRA NEVADA CORPORATION,524,697117133.64,1.5374571807905875e-4,0.0019252054874113805
2009,KONGSBERG GRUPPEN ASA,175,677349285.05,5.134637531266275e-5,0.0018706132693417001
2009,CHUGACH ALASKA CORP,2951,675361594.19,8.658465917009587e-4,0.0018651239287900368
2009,CARDINAL HEALTH  INC.,38934,663387605.2,0.011423541579561209,0.0018320557567464328
2009,MANTECH INTERNATIONAL CORPORATION,932,642834350.86,2.7345612452229535e-4,0.0017752945094178544
2009,FORCE PROTECTION  INC,1183,618642902.91,3.471014971136002e-4,0.0017084857823125787
2009,THE WALSH GROUP LTD,109,616238630.08,3.1981456623315654e-5,0.0017018459810192418
2009,HOPKINS JOHNS UNIVERSITY,1144,603612650.53,3.356585906153496e-4,0.0016669772280642234
2009,COMBAT SUPPORT ASSOCIATES,21,579957228,6.16156503751953e-6,0.0016016488247527234
2009,ARINC MANAGEMENT CORPORATION,1486,569633895.36,4.3600407836923914e-4,0.0015731392161262272
2009,AFOGNAK NATIVE CORPORATION,4267,566781985.18,0.0012519713340521826,0.0015652631894684523
2009,M A MORTENSON COMPANIES  INC,235,565827089.55,6.895084684843283e-5,0.001562626085575765
2009,ATLANTIC DIVING SUPPLY  INC,2209,560813064.51,6.481379603752686e-4,0.001548779017335421
2009,SYRACUSE RESEARCH CORP,255,543968722.53,7.481900402702286e-5,0.0015022605514322768
2009,PETROMAX REFINING COMPANY LLC,6,539735942.55,1.7604471535770085e-6,0.0014905710220099384
2009,GOVERNMENT OF CANADA,1160,534792837.52,3.4035311635822167e-4,0.0014769198112314621
2009,SIERRA MILITARY HEALTH SERVICES LLC,1,527348655.04,2.9340785892950144e-7,0.0014563614570206637
2009,GOODRICH CORPORATION,1660,518083498.7,4.870570458229723e-4,0.001430774179120385
2009,B P WEST COAST PRODUCTS L. L. C.,2,516830010.38,5.868157178590029e-7,0.0014273124616046079
2009,CH2M HILL COMPANIES  LTD,1406,498159352.86,4.1253144965487903e-4,0.0013757503200698038
2009,COMTECH TELECOMMUNICATIONS CORP.,190,496368924.69,5.574749319660527e-5,0.001370805753408959
2009,HOCHTIEF AG,64,485832520.34,1.8778102971488092e-5,0.0013417077116404427
2009,S-OIL CORPORATION,2,481968023.04,5.868157178590029e-7,0.0013310352563972348
2009,SK CHEMICALS CO.  LTD.,7,479988184.81,2.05385501250651e-6,0.0013255676021958803
2009,CUBIC CORPORATION,802,476609936.65,2.3531310286146014e-4,0.0013162380052291415
2009,EXXON MOBIL CORPORATION,27,471115672.12,7.92201219109654e-6,0.0013010646753653138
2009,INTERNATIONAL BUSINESS MACHINES CORPORATION,1481,467511686.85,4.345370390745916e-4,0.0012911116676374377
2009,BATTELLE MEMORIAL INSTITUTE,2278,464123578.91,6.683831026414043e-4,0.0012817548412401706
2009,HELLFIRE SYSTEMS  LLC,118,454187872.77,3.462212735368117e-5,0.001254315727985047
2009,THE SUNDT COMPANIES INC,86,450807416.28,2.5233075867937123e-5,0.0012449800323458917
2009,THE CHARLES STARK DRAPER LABORATORY INC,130,439499353.34,3.8143021660835185e-5,0.0012137509263986496
2009,CONOCOPHILLIPS,6,433007454.05,1.7604471535770085e-6,0.0011958224613908104
2009,QATAR FUEL CO (WOQOD),3,431866129.65,8.802235767885043e-7,0.0011926705032882694
2009,HARPER CONSTRUCTION COMPANY  INC.,82,427322377.01,2.4059444432219116e-5,0.0011801221708863789
2009,CRITICAL SOLUTIONS INTERNATIONAL  INC.,76,423862762.81,2.229899727864211e-5,0.0011705678679998774
2009,KRAFT FOODS INC,46253,417894291.89,0.01357099369906623,0.0011540849379266466
2009,GREAT LAKES DREDGE & DOCK CORPORATION,179,408316991.11,5.2520006748380756e-5,0.0011276356209804833
2009,BALFOUR BEATTY PLC,65,401211448.73,1.9071510830417592e-5,0.0011080124780093988
2009,TYSON FOODS  INC,57473,399900586.39,0.016863029876255237,0.001104392312547346
2008,LOCKHEED MARTIN CORPORATION,19248,29091044406.909996,0.0055645561364495765,0.07583651463235505
2008,THE BOEING COMPANY,14206,21794832402.21,0.004106924588237879,0.05681625256421953
2008,NORTHROP GRUMMAN CORPORATION,18197,19464937010.18,0.005260714256804497,0.050742522672707964
2008,BAE SYSTEMS PLC,11420,15038101347.3,0.003301497873974136,0.03920234615559098
2008,GENERAL DYNAMICS CORPORATION,15968,14771896697.67,0.0046163150658160255,0.03850838575580309
2008,RAYTHEON COMPANY,8799,14313645582.31,0.0025437723111294587,0.03731378555757037
2008,EMERSON CONSTRUCTION COMPANY  INC.,24,13931307017.4,6.938349297318675e-6,0.036317079362813615
2008,UNITED TECHNOLOGIES CORPORATION,13041,8201621967.4,0.0037701255494305354,0.021380546385334834
2008,L-3 COMMUNICATIONS HOLDINGS  INC.,12392,6006831672.59,0.003582501020515543,0.01565901765714061
2008,KBR  INC.,649,5997089900.64,1.876245289149925e-4,0.015633622142950828
2008,NAVISTAR DEFENSE LLC,665,4727948333.49,1.9225009511320495e-4,0.012325137521998571
2008,MACANDREWS & FORBES HOLDINGS INC.,3320,4712820926.42,9.598049861290833e-4,0.012285702367606479
2008,ITT CORPORATION,3716,4182766764.86,0.0010742877495348415,0.010903921101288743
2008,SAIC  INC.,18054,3881758597.11,0.005219373258907973,0.010119232521575563
2008,GENERAL ELECTRIC COMPANY,7312,3439895609.32,0.0021138837525830896,0.008967354009744856
2008,HUMANA INC.,488,2959865102.6,1.4107976904547973e-4,0.007715977811707736
2008,BELL BOEING JOINT PROJECT OFFICE,290,2801354948.05,8.383838734260065e-5,0.0073027627518849735
2008,TEXTRON INC.,7961,2793285550.79,0.002301508281498082,0.007281726897866721
2008,COMPUTER SCIENCES CORPORATION,4110,2772927223.3,0.0011881923171658231,0.007228655424082887
2008,HEALTH NET  INC.,238,2438342941.71,6.880529719841019e-5,0.006356438345464389
2008,TRIWEST HEALTHCARE ALLIANCE CORP.,245,2366975634,7.082898241012814e-5,0.006170393190133506
2008,THE PUBLIC WAREHOUSING COMPANY KSC,10463,2141188027.04,0.003024831195743554,0.0055817946881505645
2008,BECHTEL GROUP  INC.,267,2033961609.58,7.718913593267025e-5,0.005302269564784804
2008,URS CORPORATION,3834,2019716428.6,0.0011084013002466584,0.005265134257412557
2008,FINMECCANICA SPA,3927,1982775250.02,0.0011352874037737681,0.005168833478700976
2008,HEWLETT-PACKARD COMPANY,21526,1914397306.65,0.006223121123920075,0.004990581201801711
2008,OSHKOSH CORPORATION,3220,1863470025.36,9.308951973902556e-4,0.0048578204985861954
2008,BOOZ ALLEN HAMILTON INC.,4338,1857118081.29,0.0012541066354903505,0.004841261818441523
2008,HARRIS CORPORATION,2744,1807033159.18,7.932846029934351e-4,0.0047106970344713344
2008,FEDERAL EXPRESS CHARTER PROGRAM TEAM ARRANGEMENT,1235,1785873190.83,3.5703589092452346e-4,0.00465553578873023
2008,BP P.L.C.,72,1719803123.74,2.0815047891956026e-5,0.004483299840802512
2008,HONEYWELL INTERNATIONAL INC.,8245,1605129063.15,0.002383612081516353,0.004184359694404076
2008,ROYAL DUTCH SHELL PLC,121,1594279311.7,3.498084437398165e-5,0.004156075823839433
2008,EVERGREEN INTERNATIONAL AIRLINES,1041,1445897765.35,3.009509007711975e-4,0.003769264709272835
2008,DYNCORP INTERNATIONAL INC.,1035,1427082560.31,2.992163134468679e-4,0.0037202159521237863
2008,FORCE PROTECTION  INC.,878,1360427188.6,2.538279451269082e-4,0.0035464541922740848
2008,HENSEL PHELPS CONSTRUCTION CO,215,1279912143.25,6.21560457884798e-5,0.0033365620918254795
2008,AMERISOURCEBERGEN CORPORATION,64553,1270761740.59,0.018662135924575517,0.003312708199352227
2008,CACI INTERNATIONAL INC,2778,1253887843.35,8.031139311646367e-4,0.0032687201755106994
2008,ALLIANT TECHSYSTEMS INC,865,1246757328.23,2.5006967259086056e-4,0.003250131863359704
2008,ROCKWELL COLLINS  INC.,2074,1204278568.45,5.995890184432888e-4,0.00313939534106231
2008,THE SHAW GROUP INC,972,1135249236.86,2.8100314654140634e-4,0.0029594449810146223
2008,GENERAL ATOMIC TECHNOLOGIES CORPORATION,472,1073008593.31,1.3645420284726727e-4,0.0027971918350194374
2008,RED STAR ENTERPRISES LTD,16,1069266940.96,4.62556619821245e-6,0.002787437840999114
2008,VALERO ENERGY CORPORATION,21,1043869550.58,6.07105563515384e-6,0.0027212301950914615
2008,THE BAHRAIN PETROLEUM COMPANY B.S.C. (CLOSED),16,1017687602.95,4.62556619821245e-6,0.002652977311943876
2008,ABU DHABI NATIONAL OIL COMPANY FOR DISTRIBUTION,2,918256500,5.781957747765563e-7,0.002393773545028317
2008,MCKESSON CORPORATION,8397,902507009.71,0.0024275549603993713,0.0023527167017564398
2008,VSE CORPORATION,711,900433717.72,2.0554859793306575e-4,0.0023473119030789666
2008,JACOBS ENGINEERING GROUP INC.,2133,895250316.47,6.166457937991972e-4,0.002333799459893956
2008,HAWKER BEECHCRAFT  INC.,155,873897909.86,4.481017254518311e-5,0.002278136552998436
2008,CARLYLE PARTNERS IV  L.P.,1582,844826996.31,4.5735285784825603e-4,0.0022023525168540746
2008,CARDINAL HEALTH  INC.,45467,844082138.95,0.013144413645882843,0.0022004107719895537
2008,EXXON MOBIL CORPORATION,18,792319846.87,5.2037619729890064e-6,0.0020654733058119304
2008,THE AEROSPACE CORPORATION,21,768870624.63,6.07105563515384e-6,0.0020043442772130567
2008,DELL INC,10648,760171293.02,0.0030783143049103855,0.0019816662674549484
2008,GOVERNMENT OF CANADA,1388,754004616.98,4.0126786769493003e-4,0.0019655905566210888
2008,THE MITRE CORPORATION,171,753883278.69,4.943573874339556e-5,0.001965274243707866
