"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"GPALS (SDS)",1,,,,,,,33433.3438,362043.2266,5270776.9277,76411.9297,139907.9063,131874.3438,,,,,,,,,,,3896480.25,321311.6797
"IAMD",2032,,,,,,,,,,,,,,,,10246390.5098,172394491.6172,30463675.6251,100712734.2188,39754053.0937,88122505.5625,19809901.5678,37864294.3989,11609946.4074
"IMPROVED RADAR SIMULATOR",1681,-75414,,39851,,,,,,,,,,,,,,,,,,,,,
"IMPROVED TARGET ACQ SYS",162,5525695,9228229,41344610,8012769,-250,,,,,,,,,,,,,,,,,,,
"JLENS",1366,,,,,26970621,77886923,46727930,63972794,20549107.3906,13807826.8374,9161168.8984,8341373.7774,294614.957,307425.36,-222458.22,-1078230.08,-642647.1563,-127030.2217,,-2219.8101,-1764.34,,,
"LTAMDS",2240,,,,,,,,,,,,,,,,,,,,3558108891.4062,4555860339.8096,1193925604.9232,1918911399.4134,3233787953.6642
"M-77 DRAGON",150,,364576,-160144,,,,,,,,,,,,,,,,,,,,,
"MISSILE DEFENSE AGENCY SU",1912,293472820,1104343146.3999,2627524408.8281,2983186586.0938,4455972289.586,4902729309.1563,4487226755.394,5636680902.7984,5827414394.0719,5278493209.1992,5134824130.9691,5072049489.9168,6412980606.3249,7378691004.6217,5574708066.684,4234648142.4837,6075253984.317,5113479977.5101,7582946923.7005,8027187255.4746,11487518565.0383,7761768593.9455,8172176497.1852,4601381789.7637
"MK-23 TAS",1079,,50800,,,,,,,,,,,,,,,,,,,,,,
"MK-56 MOD 2 ROCKET MTR",879,947784,,,,,,,,,,,,,,,,,,,,,,,
"NAVY AREA TBMD",1840,,,,,,0,876859,8436238,4347571.9688,1038064.2344,876196,1256294.8906,0,,-37890.48,,,,,,,,-59189.5781,
"NCES",664,,,,,,,,,,,,,,,,,,,,,3715526,0,,
"NMD",1877,,,,,163409,6300,1259086,3680824.75,4809133,5269788.875,2936511.7696,7024838.6875,2183671.75,630260.86,,,0,-2680.72,-70341.8438,,,,,
"NTW",674,,,,,58871298,44468292,37279663.4688,32092507.2031,,,,11631574.8799,712515.0875,-568.97,,,,,,,,,,
"OTH-B RADAR",638,,,,,,,,,646130.9199,-3916.23,42688.2891,8828681.5,-69217,896699,2212307.58,415024,-61145.1602,0,-280543.8438,,,,,
"PAC-3 MSE",2147,,,,,,,,,,,,,,,428167663.37,1830588298,1826374230.0419,84766828.588,59738487.6095,229141613.7293,201097906.5165,161915560.1566,223277735.9279,217864538.3452
"PATRIOT",7,,,,,-7664,0,545590,339186911.8996,774593630.2636,2411545050.5789,3093567124.9184,3543625368.9727,2391815511.2453,2089190450.0281,1167891356.23,695863642.4823,333641882.2051,52715937.5805,-28843688.2066,-36491160.0334,-6306976.0216,-4956354.6856,-9795723.5255,-5983423.5178
"PATRIOT MISSILE SYS",1916,322095962,278027383,487785275,405421716,40823030,8952204,12455629,-5148788,312441,-709288.8658,-12689917.0663,-4571609.0866,,-552997.72,-27254,,1244282.9375,,89637.0078,,,,0,
"PATRIOT PAC-3",44,,,,,362356494,229743976,689834169,418880812.1602,452313231.5752,113896240.0763,69442984.6661,71125935.9981,157477895.5738,30031904.92,23469704.97,113187481.8891,184588041.7287,428048659.7694,258006975.427,46381235.5388,15201863.0347,11986402.5636,138156456.2864,-1983091.9542
"PATRIOT/MEADS",1819,,,,,,,,,,,1996697.7266,,639495.0625,9727091.9453,37489754.3204,1178125193.6519,43880785.7099,1575506147.7566,3902237456.5622,1126825152.759,615142410.2882,514656179.2428,153662063.9002,6526270.2891
"PHOENIX (AIM-54C)",65,,,,,,,,31998.3008,,,,,,,,-18470.1191,,,,,,,,
"RIM 7-H-2 NATO SEA SPARRO",848,38269403,8392967,25868981,44883147,,,,,,,-350,-280523.2813,,,,,,,,,,,,
"RIM-85",856,,22244,,225090,,,,,,-43.42,,,,,,,,,,,,,,
"SM-6",1383,,,,,6335577,62659367,83244737,99160152,22298320,467660181,122162742,214476046,2382212,1246564,1650873,1656682,78755.6814,36532265.4504,67375940.4,51690082,533720335,221907350,229226198,200785361
"STINGER",46,,,,,,0,8392596,11242310.6119,5216696.2477,78690633.8429,9045300.7307,31432729.9469,43576495.5348,-160326.2,9608687.77,10773443.4,11563264.5469,242768.3848,-62424.2109,-1132566.2852,,0,356140979.125,187755808
"STINGER (RMP)  MANPORTABL",152,12959020,17856642,14122060,11544487,,,,,,,,,,,,,,,,,,,,
"THAAD",1830,,,,,,84101,,,3212448,27544215.4643,50572063.5099,71424566.8059,42940175.0849,350508.68,-4395676.94,-506551.1355,-800655.8765,-2155289.9847,,,,,,
"THAAD-THEATER HIGH ALT AI",1922,427393585,567514850,770886872,734893178,611745524,638010178,791223990,580520560,403608313,416757371,287211640.2656,147373827.0645,54587040.4375,27174261.37,-6735766.88,-534233.07,-1062385.625,-1667161.625,-5996201.8437,-633691.625,-776000,,,
,,0,45601401,26657263,49457786,90366956,79195742,38923135,58370664,444436811.2206,791989137.0435,547922126.9601,416133844.4989,712119066.371,79345844.171,76104919.59,61123712.0982,49118057.3052,35756710.7583,137388894.1763,206073106.7622,237927488.9763,750740725.0715,1504968056.2708,606793925.0374
