"SimpleArea","2006","2007","2008","2009","2010","2011","2012","2013","2014","2016"
"Products",428296.875,481263.9277,0,,,,,,,
"Services",,3176254.1095,11714173.5879,6715431.1045,7064862.914,4765934.0411,1358863.3166,319864.2119,-1216.76,-15904.83
