"Vehicle.AwardTask","Vehicle.sum7","2006","2007","2008","2009","2010","2011","2012","2013","2014","2016"
"Task Order","FSS or GWAC",,,7751000,0,-465559.7188,-195015.5156,,,,
"Task Order","Multi-Awd.",428296.875,3657518.0372,3963173.5879,6715431.1045,7530422.6328,4960949.5567,1358863.3166,319864.2119,-1216.76,-15904.83
