"PlaceIsForeign","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999"
"Performed Abroad",1440857401.73708,1360956211.70718,3406388708.94677,3398637291.81148,3701170944.88189,4879412556.91094,8068163173.58049,5724512835.85995,8220905165.08048,12622958605.9511,9516068152.3646,9119975196.93904,10023006658.8713,11570919329.725,4954219772.05376,3549576479.01464,2521245121.34467,2433561659.11657,2971420452.93275,2755931612.54556,2319353355.462,2831601278.94333,,,,,,,,,,
"Performed in the U.S.",3770358421.9049,4556802813.17417,4246723185.16421,4448552379.77131,5156525398.41284,7722032898.60843,8631272715.8971,9835475557.67466,9310674589.41203,9911389402.50241,5183935803.66595,7265003220.34246,14872966380.3208,4417799038.62916,8789097269.5208,6223648587.89749,3844982374.37499,5618201183.11827,7082379841.63252,5127604288.16009,3907665829.0344,4065175426.87303,,,,,,,,,,
"Unlabeled",0,0,0,0,0,0,11480.9140814503,0,0,0,43929393.1723356,0,9811505.33930417,57224131.6721164,0,0,0,0,0,0,,10038.8470438278,9040644810.72269,10496580972.368,6130435212.42109,7505219028.00934,7423538309.67531,5618694682.10863,6108352284.7734,6454676881.35593,4716091381.82925,3947705389.1226
