"Vehicle.AwardTask","Vehicle.sum7","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Award","Definitive",,,,,,,,,0,36118558.28,-4012831.54,124878388.885,141896594.5156,187192416.4727,513228287.4701,495793213.97,537893419.59,558144630.0243,421147990.7228,411130320.17,431298053.51,431661116.1,199044036.12,65556931,208920263.53,29391241
"Award","Pur. Order",,,,,,,,,,,,,,,,,,,,84461,,67300,,,,
"Task Order","BOA or BPA",,,,,,,,,,,,,31922457,913207447,1298292303.39,1181200821.35,1337084238.02,1072087612.03,85623755.2281,-12243190.744,-22051757.6944,-25821352.9862,-8975446.3303,-776802.0887,-214604.3351,-169670.84
"Task Order","Multi-Awd.",,,,,,0,43782763,139488494,321132386.4009,180166051.064,213456750.6308,275866863.3591,237332087.495,221305896.2207,175910297.34,67298181.58,11072736.05,-1958163.6288,-592411.2002,-333923.8876,,-4308.4001,,,,
"Task Order","Single-Awd.",1127793,207888971,365464460,377935078,405381778,487275573,558234892,662936622,692974751.1978,880775519.5171,1319686875.1095,1139379087.5527,1041013940.5876,3129343445.4346,2999471410.8423,2817858494.1909,2472756925.9826,2441603995.4493,2081333314.5816,1597162590.2028,1422406914.4255,1508516846.7901,1454186465.4353,137009301.0711,133095441.8586,128864586.94
,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,
