"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",15993325053.8429,17860545497.29,18688954983.14,25139387785.01,21092600362.66,22578491210.63,22114941451.91,22394463691.47,23037063198.68,30129822561.07,24223561888.2535,23991753905.4552,24042173146.1448,23012108687.5095,24350206876.105,23868546268.6198,26884573517.27,27487828718.7235,30226290304.98,31454719271.06,33949846059.32,35548084758.71,37849689473.28,39794765716.47,40835486505.42,19429580472.6
"Award","Pur. Order",4298232603,4741295779.1,4812261821.36,4771614485.38,43360971.82,51020154.98,57292904.4,64316873.18,70285958.02,88002605.32,70045103.2618,51515053.317,50279712.7313,41345439.0309,48190502.9535,44186347.0378,45894443.21,45548985.1267,43955923.47,44488575.4,44782356.84,53749359.01,47312927.5,64607686.03,70968899.48,20545468.45
"Task Order","BOA or BPA",1248000,260296,5372537,10895557.59,10596680.2915,11659793.7583,17477102.8018,20209913.5508,35423745.0126,64870943.32,63057720.7572,33879511.8135,35707599.7197,51699106.8523,92198242.5141,117995743.312,204031843.39,193997286.5474,218124524.9281,415663070.0352,544444319.8167,579768919.3873,631571386.5459,800889798.236,980168604.37,287043209.8
"Task Order","FSS or GWAC",106454281.6748,157897866.7578,180713939.4736,207256999.6678,236561687.2139,233524469.2074,234621022.2297,286334226.9621,335063195.2258,429009645.4513,505207564.7469,416034866.9633,506528650.5208,475619452.3506,461810875.0971,588527039.3611,549650639.37,600371589.5695,670006403.4789,516923123.7676,513643959.6873,515748897.2062,723495152.8199,818722548.8353,903866444,417587627.71
"Task Order","Multi-Awd.",29822448.957,24288622.0606,28380344.1054,77206451.5905,95787883.5683,190331776.2757,191597921.3732,298625092.7168,351082871.2461,530247790.8407,435574646.9299,240846722.2813,257743125.1621,143038665.6201,310960134.3748,275079967.38,297083973.8,297212888.9184,134721156.6489,202760873.4678,153908009.7938,172774929.0624,193455404.4687,205925851.8971,183339978.13,92443587.05
"Task Order","Single-Awd.",35185827,70363342.3535,67080375.2612,105323563.6778,219829463.0956,114788295.9105,304633833.3667,363785873.5585,372966569.6253,412820153.0447,452419467.5971,385741284.7021,292665379.4281,260516165.1792,240223763.3979,279224102.4876,307583448.7,341117453.2867,670003463.2157,677013920.9939,772169146.0234,1689861585.9792,3466842740.2332,4589251874.4351,4697359691.04,2371091297.64
"Task Order","Unlbd. IDV",180272304.0826,207641811.2164,222862064.378,203450332.9031,139176374.9245,57082496.7874,41974558.313,-2626711.3506,-273585.3103,126948.1373,-578160.4734,-378023.7162,-95670.7891,-62337.51,842304.13,0,-163.88,,,,,,,,,
