"Shiny.VendorSize","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Big Five",2088777899.5352,2061909518.8751,3406428112.8543,4189365179.0081,4686913177.9197,7322883847.3705,8342255562.8942,8069283586.9096,8958707210.431,8131910235.0756,8983896983.7299,7240181849.7939,6114782284.8926,5766393132.6696,5554278503.723,6791669285.21,6584731755.8412,5379961810.1387,6094982710.5091,6921310486.2908,6475972150.6099,10007411709.9281,11068250992.4693,14719132894.0185,16805115940.71,6855861316.89
"Large",6394108330.6049,7410989493.2231,8462509173.1341,11862884582.2574,12720494740.4309,14675135879.788,17951648444.9328,17616809533.9237,21805346801.9022,24739725119.391,24743018467.3793,25180504981.5924,24229471298.9796,22300796411.2614,21766526390.2476,21362237221.8628,21476371528.2764,22006487294.9815,23786601798.6709,24336805741.5418,29350526647.001,30622151643.2396,31346469092.881,34963563893.2165,36039367157.3,15136279426.23
"Medium",9263704655.1717,9953833565.4802,13013690187.1467,14778128025.9434,15720546277.8535,17523909087.4235,18045613370.1704,20227706077.5519,22021969601.4246,25311065383.3158,27208324294.9621,26378689295.5905,27545982342.8838,24346860945.7178,24139647450.8443,23183300859.2836,23637382655.5878,26023094897.868,27812030780.4733,31091343223.8642,35705776975.4149,39462742700.3447,39485710220.4249,45456467257.9001,49464673215.94,15694433008.24
"Small",5564406868.6768,6106298331.7313,8701989101.4033,8499431915.4697,10262736512.5866,12463114255.0369,13961964576.8541,15241927149.889,17349418957.2819,19091007724.5876,20451415341.3507,20586477846.8671,19820543217.9218,19198652967.3154,21098685562.8367,22341514141.3649,24614627323.0229,26507811596.635,28470145381.7657,30496018063.0883,33770652213.2655,34779409695.7725,38490036598.2432,44297003998.0197,45770206532.5991,15576328101.56
"To Be Labeled",308214102.1797,296934457.04,368378528.6398,372961905.3991,460534223.2312,506507690.1603,1019138491.1435,749289870.7019,1082672084.0173,1253650883.6507,1897430635.8652,1672585405.4531,1558954983.8827,1498141188.135,1689058026.1227,1845136704.7005,2077299408.5614,1918978851.4268,1891568791.2798,2175369477.1913,2405618114.635,2365626712.1969,2813819694.2761,3641927511.306,4334077986.25,2431305385.12
"Unlabeled",9547142.4858,38913904.96,157739548.11,103566580.025,210596469.9306,768302069.6289,900072324.1601,1603210654.8364,1652524408.6005,2284062526.3784,1762060925.7719,1898289599.7174,1859456860.039,1778289564.5216,1127390203.2043,878624497.0795,375849315.4544,552085555.026,813581114.1263,503751772.2429,544403222.4927,549004700.0143,474310045.3301,1175771637.7209,1373335860.13,553641526.82
