"ContractingCustomer","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Defense",9355821763,12404327288,12695551342.9298,12672639055.0506,14842821715.2183,14040438232.1252,16819203914.1752,17253476229.614,19353690799.1401,21502362107.6503,17560432635.8955,28388643767.2551,23822792650.8493,23148510363.5897,23827136177.2298,21484105725.3145,24667818108.5284,27260039011.395,31400633673.6599,33399085633.9998,40331155884.2833,32226679837.9985,34738157484.8719,40481797547.3981,39650524227.7409,21558674252.59
"DHS",2725.5,144260.39,113648277,142810411.0008,197207550.8626,313666213.402,185716902.8646,258107527.8384,339042597.1622,366594679.5524,703437587.4739,1527079340.7277,743692407.5297,1115220072.4136,1197768352.0609,896941560.4525,929919475.92,1291599537.6382,1269036919.1924,1540889819.6273,1153021871.9182,1072287628.0786,781073695.8602,770265311.064,917908169.14,343430414.29
"Energy",420323130,195019701,309798979,734471938,678735430.52,434937613.96,416187602.84,283872670.53,601889297.98,733123695.55,299334326.58,733652670.09,675377048.68,633215678.99,386278442.69,4433020.98,7122046.63,5198225.8499,6640271.12,15436873.36,15094912.59,16969813.03,22049088.39,48918775.45,97270761.32,88914073.41
"GSA",920000,1577000,728993,492729,7580685.1459,55143215.8609,5166637.7724,6222497.6197,1613874.1195,487815.4796,184760.0708,10340255.5722,1072838.2017,2159123.41,14053728.08,12995895.84,15598144.14,7399197.2005,5093926.4967,7123092.6666,21806804.2373,5885839.9499,2992893.161,2720655.4991,101034.1,81316.78
"HHS",,,112000,183638,83835.3398,70696.44,76881.1301,18669.3496,170908.4404,219183.6804,117589.6506,65404,234583.4394,196067.5498,4192841.42,9059098.7794,16074383.5,6319060.3997,305915.1001,64674.86,471078.7306,894799.1692,913624.7688,2058478.95,2340480.7,36595.63
"NASA",533614.8438,229000,71000,93278,383870,263776.83,593346,402377.81,10717416.2402,15258991.69,14685868.4454,3523067.7948,32675.7402,83446.77,883978.98,544275,738178.625,1334616.05,9660.27,2128148.8005,13761,192339.91,264432,317241.96,225452.9,
"Other Agencies",922534247.12,297678725,214872384.9219,144045451.367,92216819.254,95508992.5733,120814088.5142,99039632.4313,99827858.1783,101933937.6608,184674232.5756,114430358.3455,81062412.5722,91848759.521,100026412.9547,86899093.6737,90823434.3568,102509271.6537,117944056.1035,117625796.1158,148324622.7186,713960080.2788,614952756.5152,818343746.2075,491464644.75,92503650.98
"State and IAP",480000,730000,1089053,6806934,2356012.7558,6353709.4638,2405744.1388,2137536.1593,6603612.7497,3377691.5448,5190695.8017,8622247.3182,15706011.5401,7055749.8291,16598634.1902,13157864.87,9930613.94,4087886.6945,8556457.9285,5799900.875,9711713.222,3741081.6881,8758209.3962,6076998.436,21486257.64,8765988.55
"VA",1006850,1224000,4069000,1795984,1959965.8592,629988.2492,950558.9204,5270020.2831,2953041.6718,1852294.728,3940129.2378,3648864.8587,5580782.6544,3676431.5296,3956905.3303,5141637.0503,5556607.24,4913710.3626,4536794.7894,4063937.0886,8955690.2489,7336164.9101,9851104.5293,12847414.2839,9358142.14,4340046.27
