"SimpleArea","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Products",17166093,181839438,336287568,335951019,779040733,1076829777,866171399,1190395754.2188,1344654664.7045,2020510149.5607,2174728257.5092,2448957344.883,2148125078.5803,3264427355.2181,3615611415.7761,2675119474.9923,3303227141.7611,2549532292.6947,2571929307.5306,2694377011.3669,2589783559.8432,3395120377.9955,3375890334.7613,3168670514.8099,3321923421.7816,3255304602.42
"R&D",,,,,5352275,7776271,5518175,,400113.5859,1103619,-1254352.7656,10232485,44642807.5,2889979.8594,65613259.3326,13253871.2813,24650795.3703,14306887.8208,10536083.2188,15449741.8509,4474240.2774,-3093599.3134,-320988.5469,,,
"Services",,79283841,158096818,123413399,248930760,439779763,364809785,657326580,1107287058.8469,928505561.8912,996711382.1719,946012481.3308,1202298428.7138,3039424831.9256,3150128035.0244,3359835428.3552,2910861191.5919,2985903096.2658,2658476491.387,2031128973.811,1959318206.1071,2316789392.0686,2082915750.2,664484375.0717,693810922.7553,234238593.75
