"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"CARRIER ANTI-SUB SUPT-CVS",1173,,,,-12423,,,,,,,,,,,,,,,,,,,,
"CARRIER CVV",1174,,30503,1278371,135115,,,,,,,,,,,,,,,,,,,,
"CAUSEWAY FERRIES",588,,,35964,,,,,,,,,,,,,,,,,,,,,
"CG(X)",653,,,,,,,2917,,,1317755,0,,,-102000,-10894,,,,,,,,,
"CG-47",55,,,,,,,,,1067590,177435,934517.4063,769483.5703,42771.0195,913786,2530211.11,6189279,1495244,216356.88,22450,,0,0,0,6117210.5391
"CHI BOAT",589,,2529240,14142168,34257592,707644,,,,,,,,,,,,,,,,,,,
"CMND SHIP TACTICAL FLEET-",1249,19536921,94988,844479,567779,,,,,,,,,,,,,,,,,,,,
"CNZ",2072,80984892,86100852,,1706174,1889895,3427448,,,,0,0,23311,,0,,-360020,,,,,,,,
"COMMAND SHIP-CC",1248,1185377,1174406,22217140,30861758,,,,,,,,,,,,,,,,,,,,
"CRANE RT SP 7 1/21",886,,947260,,,,,,,,,,,,,,,,,,,,,,
"CRUISER GD MSL NUCLEAR-CG",1169,,,155709,61128,,,,,,,,,,,,,,,,,,,,
"CRUISER GUIDED MISSILE-CG",1168,83210547,5390886,2706598,4404484,150005,,,,,,,,,,,,,,,,,,,
"CVN 21",634,,,,,168306228,609170639,654516219,831789115.6211,2551440895.1563,2490854652.1377,767227263.1692,817655058.2351,1006989502.9744,640168664.9294,1293837691.2202,1404005908.234,1165471109.1283,1233292361.7636,1494000025.9266,1873090114.598,2058614313.7305,1488032306.0787,1447916677.2671,1916942835.0782
"CVN 68",57,,,,,11668726,89201919,1178766292.5599,977614943.2625,302425005.6205,508119619.4942,1417159567.7972,1194238757.4255,568614652.2435,1343485907.1708,1399793255.79,296226702.4884,518114853.3737,113723849.7845,-12258832.1612,-12683220.9096,10266421.6045,-1802979.2199,-3755258.57,-3368.8101
"CVN-68",1801,,,,,,,1838715,,2722748,-1456982.48,0,0,,,,-3704,-287.47,,,,,,,
"CVN-69",1802,,,,,,8500,1643557,2470236,5697758.6504,835800,1034546,3876143,295828.5,0,-191578,0,-41902,-130506.9219,,-238466.7579,0,,-3.34,0
"DD(X)",86,,,,,1089800,185499760,1483041760,2405161321.7945,2286886347.8635,1707481680.0137,468819761.4258,4290156702.3711,512418799.4375,703164296.0492,327626030.94,252006287.2086,704782225.7641,323385846.5538,372554547.9729,404519090.0352,297073821.4268,241754898.0356,157251771.4038,90204488.1685
"DDG 51",76,,20376460,1224827,-26492,197023353,314254997.9006,435409420.8555,338422492.1084,328967009.6473,313576047.0245,703283178.8159,2415498483.0455,1011634819.587,1726500687.7114,1672151721.0201,1414280797.5816,1606933343.2715,2050710430.1875,2076491465.1311,3149392381.0223,3826482425.6815,1730147315.375,2245320071.1841,322181271.8004
"DESTROYER DD-963 CLASS",1187,1090459,362147,57721,170617,,,,,,,,,,,,,,,,,,,,
"DESTROYER DD-993 CLASS",1194,214369,431725,216066,129767,,,,,,,,,,,,,,,,,,,,
"DESTROYER DD-997 CLASS",1200,87751,,425208,883800,,,,,,,,,,,,,,,,,,,,
"DESTROYER DDG-47 AEGIS",1186,29783147,27319840,18074990,45395110,,,,,,,,-2168.3799,-977.4,,,,,,,,,,,
"DESTROYER DDG-51",1203,105041959,85892792,47894151,478760818,,,,,,,,,,,,,,,,0,,,,
"DESTROYER GD MSL DDG-2 CL",1191,2888494,17605970,15050197,882716,,,,,,,,0,,,,,,,,,,,,
"DESTROYER GD MSL MODULE-D",1193,54483,,,,,,,,,,,,,,,,,,,,,,,
"DIMHRS",1967,,,,,34286,,199811,,,,,,,,,,,,,,,,,
"DMLSS",1959,,,,,,3666,,,,,,,,,,,,,,,,,,
"DOCK AMPHIB TRANSPORT-LPD",1222,39673843,118339152,99388511,16354216,,,,,,,,0,,,,,,,,,,,,
"DTS",1970,,,,,7007,,,,,,,,,,,,,,,,,,,
"ECSS",632,,,,,,,10800,,,,,,,,,,,,,,,,,
"FFG(X) Guided Missile Frigate",2252,,,,,,,,,,,,,,,,,,,,,795116480,559391392,631351536,1723068
"FFG-7",26,,,,,,,379919.0938,,294115.7031,-3537.7,103906.2109,284804,-58645,,5300,,,,,,,,,
"FLOAT DRY DOCK AFDM-282",1259,,250422,,-43974,,,,,,,,,,,,,,,,,,,,
"FRIGATE FF-1049",1195,,33806,,,,,,,,,,,,,,,,,,,,,,
"FRIGATE FF-1052",1201,108600,144375,270008,,,,,,,,,,,,,,,,,,,,,
"FRIGATE GD MSL-DLG",1199,27214958,22665163,13880012,1297948,,,,,,,,,,,,,,,,,,,,
"FUEL BARGE NON-SELF PROP",1304,1367140,,80320,145919,,,,,,,,,,,,,,,,,,,,
"GSS",2094,,,6397748,,1938315,5886087,,,,,,,-269.11,,,,,,,,,,,
"GUPPY I SUBMARINE",1149,1126952,,,,,,,,,,,,,,,,,,,,,,,
"HOSPITAL SHIP-AH",1261,150823,3014906,5830259,5255430,,,,,50000,-407632.125,,,,,,,,,,,,,,
"ICEBREAKER-AGB",1262,,,,4033,,,,,,,,,,,,,,,,,,,,
"J-65",804,,,132290,,,,,,,,,,,,,,,,,,,,,
"JCC(X)",1331,,,,,388847,,,,4223.0498,1000132.5664,0,,,,,,,,,,,,,
"JT8D TURBOFAN ENGINE",814,,149675,37840,,,,,,,,,,,,,,,,,,,,,
"LANDING CRAFT AIR CUSHION",1216,1889493,1963905,2805176,1868963,,,,,,,,,,,,,,,,,,,,
"LANDING CRAFT LCU",1219,3387675,3760132,4654879,2551146,,,,,,,,,,,,,,,,,,,,
"LANDING SHIP DOCK-LSD",1223,40433762,8470420,189744119,5164756,,,,,,,,,,,,,,,,,,,,
"LANDING SHIP TANK-LST",1225,5688635,31717,174104,,,,,,,,,,,,,,,,,,,,,
"LCAC",627,,,,,,,22712232,29626920,20968363.2359,62174397.9269,-1049628.1426,46915690.6172,2319648.6741,499496.67,0,,,,,,,,,
"LCS",1368,,,,,2591384,6249474,28164204,37644599.375,67272593.7559,886600388.3037,129234583.1241,1903734510.3088,1737958356.1516,1840967614.82,1659903287.31,1641127325.4464,1589903596.1289,1016839253.8222,3081050641.4419,2036956556.9494,2868031027.4206,558515197.0979,435069417.8358,144446370.3211
"LHA",33,,,,,,,,3840223.8438,58229.1485,721787.05,523250,,,-2406.82,,,,,,,,,,
"LHA ( R )",1332,,,,,473283,71192550,117076566,794060063,326060722.0001,1048709612.2007,99162820.2749,164856056,2224932204.6406,184829926.57,118864382.85,112433228,1089144122.5801,1349845983.86,799299732,38601803,1157347118.5698,196000149,236374226.5937,823371862.0625
"LHD 1",628,,,,,52704642,91551357,9808258,13998243.3906,126024769.4355,24910417.2418,44651468.4582,75254591.9214,63950174.268,57471877.31,60986973.33,7579138.0261,-2073654.6797,-469406.4518,-526014.3204,0,,,,195000
"LPD 17",1825,,,,,23740497,22067259,2556355074,1325317784.9063,1190987692.5,489834497.25,257657101.8755,1736821585.649,1701228895.7251,1600609663.63,105729417.6094,152543994.5812,412315356.3418,1619292612.3359,1421990575.3915,192793496.3437,80995767.7725,39992566.8213,52581649.4336,7519409
"LSD 41 CARGO VAR",1864,,,,,,,,,3250,,,,,,,,,,,,,,,
"LSD-41",629,,,,,,,,0,251472,0,0,,,,,,,,,,,,,
"MANEUVER CONTROL SYSTEM (",509,1254188,,,,,,,,,,,,,,,,,,,,,,,
"MCM 1",1865,,,,,,,9e+05,0,303599,14956140,23028022,45224541,28379151,15069463,22873312,11513869,14418957,4696092,-1480098,-921998,,,,
"MINEHUNTER COSTL NON-MAG-",1227,14934604,5203555,15870392,1111000,,,,,,-4884.71,-127945.2891,-28873.1797,,,,,,,,,,,,
"MINELAYER COASTAL-MMC",1228,23758,,,,30000,,,,,,,,,,,,,,,,,,,
"MINESWEEPER COASTAL-MSCO",1233,2310,,,,,,,,,,,,,,,,,,,,,,,
"MISCELLANEOUS-AG",1267,64962232,35516538,149927892,50971651,,,,,,,,,,,,,,,,,,,,
"MK42 MOD-10 5.54 GUN MOUN",900,,,227500,,,,,,,,,,,,,,,,,,,,,
"MNSWEEPER OCEAN NON-MAG-M",1235,105390,,,,,,,,,,,,,,,,,,,,,,,
"MPF",1334,,,,,176209,68606,,,17132,,,,,34848589,2324862,,-134363,,226680.2188,-28195,,,6285,0
"NATO PHM",39,,,,,,,,,,,,817251,305293,61722,,,-178047.25,1343.65,,,-1343.65,,,
"NAVY ERP",1987,,,,,,,,,,,,,,,,,,,,,,,146265,
"NCES",664,,,,,,,,,,,,,,,,,,,,,1800000,2500000,2200000,
"OILER-AO",1268,10385084,28734465,12914894,39930764,,,,,,,,,,,,,,,,,,,,
"Other UAS",2258,,,,,,,,,,,,,,,23278484.73,,,,44978872,,,,,
"PATROL BOAT FAST-PTF",1240,2045703,9539260,14047597,2973612,,,,,,,,,,,,,,,,,,,,
"PATROL BOAT RIVER PBR",1245,3132440,,,,,,,,,,,,,,,,,,,,,,,
"PATROL CFT COSTL FAST-PCF",1241,9966117,5389094,36313817,35715783,,,,,,,,,,,,,,,,,,,,
"PRP BRTNG & MESSNG BRG YR",1254,2014926,21848124,8690884,5741434,,,,,,,-4190362.75,,,,,,,,,,,,,
"PRV",1328,,,,,,,,,,0,,,,,,,,,,,,,,
"REPR & CABLE LAYING SHIP-",1272,,,649702,9713971,,,,,,,,,,,,,,,,,,,,
"RESCUE & SALVAGE SHIP",1274,770399,1843680,10447762,3878098,,,,,,,,,,,,,,,,,,,,
"SAFEGUARD",1335,,,,,,,,,0,10293,,252863.5,15327.4502,512948.61,4226657.73,0,0,,,,,,,
"SALVAGE SHIP-ARS",1279,2650056,1727487,1570278,1278010,,,,,,,,,,,,,,,,,,,,
"SBN",2006,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,
"SBP",2007,31618843,32968102,61998240,53610657,57480035,-39314,-266936,-2218220.5133,0,0,0,0,-5783.6201,0,258827.11,0,-7510971,,,,,,714976.3125,
"SCH",2103,9121655,7088160,488865,-37685,,,,,,,,,,,,,,,,,,,,
"SCY",2008,441620571,570220794,358680507,205320870,551022362,414438407,-30291623,18279101,8966529,2922884,4877846.8125,207572.78,-3291484,276455,-690969.46,-1772366.1563,0,,-24582326,-4166239,0,,0,
"SDR",2011,98344051,99186626,178002640,132679168,97601468,-25268229,1037702,-4005855,,,-725645,,,0,0,0,,,,,,,0,
"SEB",2104,,,,73646750,34100421,1550830,1657586,159850715,58201,,,,,,,0,0,,,,,,,
"SEJ",2105,434891,11385813,76151429,70503206,21491808,54699587,1931497,24791,,-418677,-460547,,,,,,,,,,,,,
"SEP",2106,325400,-553795,,,,,,,,,,0,,,,0,,,,,,,,
"SERVICE CRAFT",1283,4995555,2960325,2435250,7636003,,,,,,-79386.2578,0,,,,,,,,,,,,,
"SF",2012,,,,,,,,,,,,0,,,,0,,,,,,,,
"SFF",2107,,,,1108516,1361000,1186682,,,,,,,,-293988.29,,,,,,,,,,
"SHC",2108,,,149200,,,,,,,,,,,,,0,,,,,,,,
"SHIP STORE COMBAT-AFS",1282,2285308,2327344,3675074,11353558,,,,,,,,,,,,,,,,,,,,
"SHIP STORE-AF",1281,,11874,7345836,-19120,,,,,,,,,,,,,,,,,,,,
"SIDWINGER (AIM-9M) (N)",58,,,,,,,,,776328,,,,,,,,,,,,,,,
"SJS",2013,,,,,,,,,,,,0,,,,,,,,,,,,
"SKM",2109,,,540000,3091663,3407900,5959538,2556971,0,,,-18.78,,,-5265.82,,,,,,,,,,
"SLJ",2110,,,3701698,6840620,9571927,201110,8942281,-3475000,5722070,-550000,0,-130000,0,,,,,,,,,,,
"SPS",1961,,,,,,,,,,33098,,,,,,,,,,,,,,
"SSC",2144,,,,,,,,,,,,,,,,,452449.2,3458,,,,,1360963,1335623
"SSDS",652,,,,,,,1493743,7747000,1622993.0156,1125499.9922,1803682.9141,849454.8516,,,,-292.14,,,,-3412,,,,
"SSGN",1336,,,,,16727564,13978183.3125,10435903.5,6681112,16615110,48807084.7109,5333561.1,134033570.9719,-141979336.7892,97593.83,-1019242,-361237,0,,336244,-285170.7188,,,,
"SSN 21",665,,,,775230,4323105,10993754,15827389,40115784.5782,32029439.359,21996528.4832,37935298.2606,7762850.924,3280740.2533,2264296.46,1511335.04,-2383086,-245335.9297,-1184.71,-4955.8101,-76454.8516,0,-119173.5716,-5355,
"SSN 685",1377,,,,,,,,,14397,2299.5801,-596.28,,,,,,,,,,,,,
"SSN 688",45,,,,,355000,9764648,12300612.43,17556283,42070525.2208,164601031.1001,140445091.2301,85664641.5781,32940945.8984,18375534.7,4890961.35,1587299.2398,2569203.6309,-1041242.1797,-3086,-723736.9375,-86024,-101080,-88241,0
"SSN 774",1813,,,,,21923679,52808525,264510756.625,118828072.7608,528320531.721,3065727748.5034,2725073206.2548,3696675076.4201,3170239312.6382,3320477792.21,6080579078.82,4237183816.3412,4188587647.3904,3662263189.1562,4094100678.9788,2746126388.6599,9627898165.9981,5768512253.7366,5033945702.0625,3990432901.5771
"SSN-21 SEAWOLF CLASS",1204,26884528,1677874,17349861,4932720,-37290,-3,-628866,,0,0,0,0,,,,,,,,,,,,
"STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,63553.1506,-85.5,,,
"STRATEGIC SEALIFT",1836,,,,,267538,16067,2771,,,,0,,,,,,,,,,,,,
"SUBMARINE AUXILARY-AGSS(A",1284,5752,33720,,,,,,,,,,,,,,,,,,,,,,
"SUBMARINE AUXILARY-AGSS(R",1285,,,,450000,,,,,,,-6950.27,,,,,,,,,,,,,
"SUBMARINE CHASER (173 FT)",1246,768092,446752,2288791,33279,,,,,,,,,,,,,,,,,,,,
"SUBMARINE FBM-SSBN",1211,,,285623,396629,,,,,,,,,,,,,,,,,,,,
"SUBMARINE GUIDED MISSILE-",1209,57500,,,595674,,,,,,,,,,,,,,,,,,,,
"SUBMARINE NUCLEAR - SSN",2010,37227589,52385203,405095057,1621740745,1504321242,1557258563,1422008890,1314220177,1501602141,50824014,189167666,188173289.2188,92196944,93175587,24656501,13820545,8180651,1045281,-2347711,-5240018,0,0,0,0
"SUBMARINE NUCLEAR-SSN",1212,146801945,52166553,43985895,57630126,,,,,,-80591,,,,,,,,,,,,,,
"SUBMARINE SS BN-741",1210,,,21144,99638,,,,,,,,,,,,,,,,,,,,
"SUBMARINE SSN-688",2009,11398147,48145953,10192507,14564731,,-2,,,,0,0,0,0,0,0,0,,,,,,,,
"SUPPORT SHIP COMBAT FAST-",1286,95992,5886760,1232204,1377679,,,,,,,,,,,,,,,,,,,,
"SURTASS SHIP T-AGOS",1287,,111760,130000,,,,,,,,,,,,,,,,,,,,,
"SURVEYING SHIP LARGE-AGS",1290,2370415,2588675,,,,,,,,,,,,,,,,,,,,,,
"SURVEYING SHIP MEDIUM-AGS",1289,,,,11527446,,,,,,,,-4577273,,,,,,,,,,,,
"SURVEYING SHIP SMALL-AGS",1288,1971825,1675191,2173578,204716,,,,,,,,,,,,,,,,,,,,
"T-AKE",1844,,,,,,,2998386,11810272,46260941,68370712.3652,65793348.3969,25528624.849,36268532.0749,32420462.29,27226661.03,147528.296,-154479.9994,-6676.6502,5963734.9592,-123167.472,-132813.8173,,,
"T-AO 187 OILER",666,,,,,,,,-3675,,,172867.7656,1189.5,,,,,,,,,,,,
"TENDER SUB (NON-FBM)-AS",1296,54414,,35394,147339,,,,,,,,,,,,,,,,,,,,
"TENDER SUBMARINE (FBM)-AS",1295,60895,,106995,48460,,,,,,,,,,,,,,,,,,,,
"TRIDENT",1213,7886572,11513643,15293211,6216843,,,,,,,,,,,,,,,,,,,,
"TRIDENT SUB",51,,,,,,170360,,,1255919.9375,1257227.7713,1274234.375,563954.7422,2570129,4336273.35,1351789.94,415083.0586,-44709.25,,-67592.7891,-0.98,,-15249,,692595
"TUG HARBOR LGE YTB",1303,1074292,6341385,499331,182331,,,,,,,,,,,,,,,,,,,,
"TUG OCEAN FLEET-ATF",1301,105446,1422780,1073678,5152863,,,,,,,,,,,,,,,,,,,,
"TYPE 18 PERISCOPE",1152,35480,29325,,,,,,,,,,,,,,,,,,,,,,
"ZBL",2015,,,,,,,,,,,,,23864225.5215,0,7735545.5,5500905.1438,-2354391.3164,,,,,,,
,,7773751977,10902855120,10718940526.9302,9480846496.0506,12055983827.1636,10546042991.9175,8613861072.4256,8805224272.1062,9953502347.6886,10525037991.9492,10484020464.2783,11557630111.6133,11746187700.7793,11431084214.8801,10986973650.0998,11926978071.5592,13363040606.8502,15834245681.82,17951157164.8781,22888416319.0053,19359839043.0697,21378336645.2601,24143083817.9365,15355078130.1452
