"SimpleArea","2003","2004","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Products",2352000,,56515,45244,150698.7617,5161039.8321,473400.9941,30398.6504,13461.7598,,193759.89,-6421.22,0,8768021.0106,1099706.7169,340517.5742,6277432.5157,5926881.7228,2054672.5553,4316857.245,46241574.51
"Services",,-558742,2589878,44037124,34727852.8713,149802667.1095,170622255.9668,125581223.0219,121006402.3029,111822787.1688,120486882.505,35768695.42,18037734.7109,1807297.5509,0,200669.9783,3286.97850000001,342303.8828,292534,55912277.9844,26978035.59
