"SubCustomer.JPO","SubCustomer.sum","2003","2004","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Air Force","Air Force",,,2646393,23697625,16416947.633,16650900.232,26746303.2908,18819273.2686,6660288.8594,66467.89,30333577,1816136,936820.3359,1550330.7578,0,54670,6216.41840000001,342303.8828,292534,55912277.9844,26978035.59
"Army","Army",,,,5000,0,2606788.2969,1385698,0,0,176869.7188,140007.595,220901.87,208793.875,222623.875,,161180.6883,70814.75,0,,,
"DLA","Other DoD",,,,,,,,,,,63104.45,,,,,,,,,,
"Navy","Navy",2352000,-558742,,20379743,18461604,135706018.4127,142963655.6701,106792348.4037,114359575.2033,111579449.56,90992327.43,35592377.77,17092500.8832,8869572.1981,1099706.7169,340517.5742,6206617.7657,5926881.7228,2054672.5553,4316857.245,46241574.51
"Other DoD","Other DoD",,,,,,,,,0,,-848374.08,-1867141.44,-200380.3832,-67208.2694,,-15180.71,-2929.4399,,0,0,0
