"","CSIScontractID","IsOriginal","IsComplete","Action.Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","StartFiscal_Year","WhyMissing"
"6920",7982119,NA,1,0,0,1,NA,2008-03-18,NA,2008-03-18,2008,"Close/Term LastCurrent Out of Range"
"6921",27295655,NA,1,0,0,1,NA,2014-01-22,2014-01-22,2014-07-02,2014,"Close/Term LastCurrent Out of Range"
"6922",25858915,NA,1,-14485,0,1,2014-03-17,2013-05-06,NA,2013-05-06,2013,"Unknown Close/Term"
"6923",8341682,NA,1,0,1,1,2025-12-30,2010-09-16,2010-09-16,2010-09-13,2010,"Close/Term LastCurrent Out of Range"
"6924",2965855,NA,1,449418,0,0,2011-05-20,2011-05-20,NA,1997-06-20,2011,"Unknown Other"
"6925",28551982,NA,1,0,1,0,2019-08-24,2014-09-03,2014-09-03,2014-09-03,2014,"Close/Term LastCurrent Out of Range"
"6926",2568615,NA,1,0,1,0,NA,2009-09-17,2010-05-19,2009-10-01,2009,"Close/Term LastCurrent Out of Range"
"6927",66080635,NA,1,0,0,1,2016-08-15,2015-10-20,2015-10-20,2015-10-20,2016,"Unknown Close/Term"
"6928",24577612,NA,1,89954.6016,0,1,2017-10-31,2012-01-30,2012-01-30,2012-01-30,2012,"Close/Term LastCurrent Out of Range"
"6929",24799433,NA,1,2508139.5625,1,0,2021-12-31,2011-04-22,2011-09-09,2011-04-22,2011,"Close/Term LastCurrent Out of Range"
"6930",619024,NA,1,-11687.5,1,0,1999-08-13,2011-01-05,NA,2010-12-09,2011,"Unknown Close/Term"
"6931",3447487,NA,1,0,0,0,2003-04-30,2010-02-05,NA,2010-02-05,2010,"Unknown Other"
"6932",24806920,NA,1,0,1,0,2020-05-01,2012-04-12,2012-04-12,2012-04-11,2012,"Close/Term LastCurrent Out of Range"
"6933",27787025,NA,1,2477081.4122,1,0,2017-09-14,2014-09-08,2016-07-28,2014-09-08,2014,"Close/Term LastCurrent Out of Range"
"6934",28553260,NA,1,81085.1499,1,0,2017-10-07,2014-07-17,2014-07-17,2014-07-15,2014,"Close/Term LastCurrent Out of Range"
"6935",3398606,NA,1,7759.0098,1,0,2020-04-29,2011-04-15,2011-04-15,2011-04-15,2011,"Close/Term LastCurrent Out of Range"
"6936",4163975,NA,1,0,0,1,NA,2009-05-28,2011-12-15,2009-06-01,2009,"Close/Term LastCurrent Out of Range"
"6937",27623846,NA,1,137325.1259,0,1,2018-03-06,2014-09-29,2016-04-19,2014-09-29,2014,"Close/Term LastCurrent Out of Range"
"6938",4529077,NA,1,0,0,1,NA,2009-04-02,2009-04-02,2009-04-02,2009,"Close/Term LastCurrent Out of Range"
"6939",62288570,NA,1,107887.2818,1,0,2017-08-31,2015-07-28,2016-09-01,2015-09-01,2015,"Close/Term LastCurrent Out of Range"
"6940",4165399,NA,1,0,0,1,NA,2010-09-07,2011-10-04,2010-10-01,2010,"Close/Term LastCurrent Out of Range"
"6941",5289633,NA,1,1e-04,1,1,2030-12-25,2011-07-11,2011-08-11,2011-07-11,2011,"Close/Term LastCurrent Out of Range"
"6942",27545531,NA,1,0,0,1,NA,2013-10-18,2013-10-18,2013-10-18,2014,"Close/Term LastCurrent Out of Range"
"6943",25355837,NA,1,0,0,0,2014-02-03,2013-09-12,NA,2013-09-12,2013,"Unknown Other"
"6944",3538270,NA,1,0,1,1,NA,2008-12-11,2008-12-11,2008-12-12,2009,"Close/Term LastCurrent Out of Range"
"6945",62995253,NA,1,0,0,1,2017-01-31,2015-03-03,2015-03-03,2015-03-03,2015,"Close/Term LastCurrent Out of Range"
"6946",9392918,NA,1,-5055.4399,1,0,2000-09-23,2009-04-18,NA,2006-02-06,2009,"Unknown Close/Term"
"6947",3389181,NA,1,0,1,0,NA,2010-03-02,2010-03-02,2010-03-08,2010,"Close/Term LastCurrent Out of Range"
"6948",62948277,NA,1,0,0,1,NA,2014-11-26,2014-11-26,2014-11-26,2015,"Close/Term LastCurrent Out of Range"
"6949",25566382,NA,1,6228,0,0,2015-03-31,2014-03-17,2014-03-17,2014-03-17,2014,"Unknown Other"
"6950",60356066,NA,1,18175,0,0,2015-01-29,2015-03-10,2015-03-10,2015-03-06,2015,"Unknown Other"
"6951",25155557,NA,1,0,0,1,NA,2012-10-15,NA,2012-10-15,2013,"Close/Term LastCurrent Out of Range"
"6952",61687329,NA,1,761.75,0,1,2019-07-31,2015-07-31,2016-09-23,2015-07-31,2015,"Close/Term LastCurrent Out of Range"
"6953",5270760,NA,1,0,1,1,NA,2009-09-10,2009-09-10,2009-09-10,2009,"Close/Term LastCurrent Out of Range"
"6954",1289196,NA,1,0,1,1,NA,2012-09-20,NA,2012-10-01,2012,"Close/Term LastCurrent Out of Range"
"6955",28277979,NA,1,63116.4062,0,1,2019-09-30,2014-08-13,2014-08-13,2014-08-13,2014,"Close/Term LastCurrent Out of Range"
"6956",62920780,NA,1,12905.6602,1,0,2017-08-09,2015-08-05,2016-08-24,2015-08-05,2015,"Close/Term LastCurrent Out of Range"
"6957",25799940,NA,1,0,0,0,2013-09-10,2013-09-11,NA,2013-09-11,2013,"Unknown Other"
"6958",27301079,NA,1,0,0,1,NA,2014-01-09,2014-01-09,2014-01-09,2014,"Close/Term LastCurrent Out of Range"
"6959",8093153,NA,1,0,0,1,NA,2010-09-22,NA,2010-09-22,2010,"Close/Term LastCurrent Out of Range"
"6960",60342680,NA,1,0,1,0,2020-05-20,2015-05-22,2015-05-22,2015-05-21,2015,"Close/Term LastCurrent Out of Range"
"6961",3380995,NA,1,0,0,1,NA,2010-09-30,2016-09-22,2010-10-01,2010,"Close/Term LastCurrent Out of Range"
"6962",4162671,NA,1,0,0,1,NA,2008-05-22,2010-07-27,2008-05-29,2008,"Close/Term LastCurrent Out of Range"
"6963",4166957,NA,1,0,0,1,NA,2011-05-14,2013-02-20,2011-07-01,2011,"Close/Term LastCurrent Out of Range"
"6964",62496111,NA,1,21072,0,1,2019-03-26,2015-07-21,2015-07-21,2015-07-21,2015,"Close/Term LastCurrent Out of Range"
"6965",2921876,NA,1,0,0,1,NA,2009-08-06,2009-08-06,2009-08-06,2009,"Close/Term LastCurrent Out of Range"
"6966",66657896,NA,1,799.8,0,1,2017-09-06,2015-11-21,2015-11-21,2015-11-21,2016,"Close/Term LastCurrent Out of Range"
"6967",24502942,NA,1,135765230.18,1,0,2020-12-31,2008-07-11,2011-11-17,2008-07-11,2008,"Close/Term LastCurrent Out of Range"
"6968",3056125,NA,1,0,0,1,NA,2009-06-27,NA,2009-06-15,2009,"Close/Term LastCurrent Out of Range"
"6969",922422,NA,1,2230355,1,1,1999-09-30,2010-06-07,NA,1994-08-29,2010,"Unknown Close/Term"
"6970",62466721,NA,1,97550,0,0,2015-10-16,2014-10-17,2014-10-17,2014-10-17,2015,"Unknown Other"
"6971",60443069,NA,1,67036.2496,1,0,2017-05-30,2015-08-11,2015-08-11,2015-08-11,2015,"Close/Term LastCurrent Out of Range"
"6972",24524282,NA,1,23948615.6375,0,0,2015-10-31,2009-07-01,2016-09-02,2009-07-01,2009,"Unknown Other"
"6973",60834275,NA,1,2023673.625,1,0,2017-08-31,2015-09-01,2016-07-13,2015-09-01,2015,"Close/Term LastCurrent Out of Range"
"6974",25920416,NA,1,1615.36,0,0,2013-09-26,2013-08-30,2013-09-25,2013-08-30,2013,"Unknown Other"
"6975",66273754,NA,1,-4640,0,0,2015-05-15,2015-10-31,NA,2015-10-31,2016,"Unknown Other"
"6976",3442184,NA,1,94030919,1,1,NA,2008-09-09,NA,1995-03-31,2008,"Close/Term LastCurrent Out of Range"
"6977",7879729,NA,1,0,0,1,NA,2009-04-23,NA,2009-04-23,2009,"Close/Term LastCurrent Out of Range"
"6978",9431972,NA,1,-10722.5303,1,0,2008-08-07,2008-08-07,NA,2008-08-07,2008,"Unknown Close/Term"
"6979",4165296,NA,1,0,0,1,NA,2010-07-28,2010-07-28,2010-08-01,2010,"Close/Term LastCurrent Out of Range"
"6980",25568437,NA,1,-3721.76,0,0,2012-11-05,2013-07-15,NA,2013-07-01,2013,"Unknown Other"
"6981",9139015,NA,1,-48300.9492,0,0,1999-12-31,2009-08-15,NA,2009-08-15,2009,"Unknown Other"
"6982",25554783,NA,1,43891.3125,1,1,2018-09-04,2013-06-25,2013-06-25,2013-06-25,2013,"Close/Term LastCurrent Out of Range"
"6983",1388623,NA,1,0,1,0,NA,2008-02-08,2008-02-08,2008-02-08,2008,"Close/Term LastCurrent Out of Range"
"6984",26363816,NA,1,-10112.25,1,1,2014-01-16,2014-02-13,NA,2014-02-13,2014,"Unknown Close/Term"
"6985",18804632,NA,1,0,0,0,2014-04-04,2008-05-29,2008-05-29,2008-05-29,2008,"Unknown Other"
"6986",3741142,NA,1,0,0,1,NA,2009-11-02,NA,2009-11-02,2010,"Close/Term LastCurrent Out of Range"
"6987",62915515,NA,1,51834.8212,1,1,2018-01-31,2015-01-19,2016-12-06,2015-01-19,2015,"Close/Term LastCurrent Out of Range"
"6988",61814911,NA,1,0,1,0,NA,2015-01-30,2015-01-30,2015-02-01,2015,"Close/Term LastCurrent Out of Range"
"6989",26360423,NA,1,-20956.25,1,1,2014-02-14,2014-04-11,NA,2014-04-11,2014,"Unknown Close/Term"
"6990",606109,NA,1,0,0,0,2010-05-01,2009-07-28,NA,2009-07-29,2009,"Unknown Other"
"6991",62518171,NA,1,0,0,1,2018-06-13,2015-08-27,2015-08-27,2015-08-27,2015,"Close/Term LastCurrent Out of Range"
"6992",8261223,NA,1,0,0,1,NA,2009-05-20,2009-05-20,2009-06-01,2009,"Close/Term LastCurrent Out of Range"
"6993",3264040,NA,1,14950,0,1,2018-04-25,2012-03-21,2012-03-21,2012-03-21,2012,"Close/Term LastCurrent Out of Range"
"6994",62705611,NA,1,0,0,1,2015-12-01,2015-08-18,2015-08-18,2015-08-18,2015,"Unknown Close/Term"
"6995",4388329,NA,1,0,0,1,NA,2011-11-07,2011-11-07,2011-11-07,2012,"Close/Term LastCurrent Out of Range"
"6996",1423782,NA,1,52396025.32,0,0,2016-08-31,2011-10-07,2016-04-19,2011-10-07,2012,"Unknown Other"
"6997",25249860,NA,1,0,0,0,2013-07-05,2013-07-09,NA,2013-07-09,2013,"Unknown Other"
"6998",26432522,NA,1,730832.25,0,1,2018-10-31,2013-09-30,2016-09-16,2013-09-30,2013,"Close/Term LastCurrent Out of Range"
"6999",1320121,NA,1,0,0,1,NA,2008-02-28,2008-02-28,2008-02-11,2008,"Close/Term LastCurrent Out of Range"
"7000",8167892,NA,1,0,0,1,NA,2008-02-20,2008-02-20,2008-02-07,2008,"Close/Term LastCurrent Out of Range"
"7001",25243021,NA,1,6614,1,0,2012-10-25,2012-11-09,2013-05-01,2012-10-25,2013,"Unknown Close/Term"
"7002",26426947,NA,1,0.0031,1,0,2017-11-04,2013-09-30,2013-09-30,2013-09-29,2013,"Close/Term LastCurrent Out of Range"
"7003",20086436,NA,1,-1000,0,0,2007-03-30,2011-03-10,NA,2011-03-08,2011,"Unknown Other"
"7004",26389084,NA,1,86806.1299,1,0,2017-11-07,2013-09-28,2013-09-28,2013-09-28,2013,"Close/Term LastCurrent Out of Range"
"7005",25569843,NA,1,0,0,1,NA,2012-10-31,2012-10-31,2012-11-01,2013,"Close/Term LastCurrent Out of Range"
"7006",61805509,NA,1,0,0,1,NA,2012-03-28,2012-03-28,2012-03-28,2012,"Close/Term LastCurrent Out of Range"
"7007",1352003,NA,1,0,0,1,NA,2012-01-25,2012-01-25,2012-01-25,2012,"Close/Term LastCurrent Out of Range"
"7008",25881132,NA,1,181332.1299,1,0,2018-09-30,2013-01-29,2013-01-29,2013-01-24,2013,"Close/Term LastCurrent Out of Range"
"7009",2965783,NA,1,278514521,0,0,2013-09-13,2009-07-30,NA,1995-12-15,2009,"Unknown Other"
"7010",25244335,NA,1,-1645,1,0,2013-09-10,2014-01-30,NA,2013-12-20,2014,"Unknown Close/Term"
"7011",25564491,NA,1,3860,1,0,2017-10-31,2012-11-09,2016-10-26,2012-11-15,2013,"Close/Term LastCurrent Out of Range"
"7012",18089496,NA,1,-15598.7197,0,0,2000-08-31,2008-07-31,NA,2008-06-02,2008,"Unknown Other"
"7013",3020109,NA,1,0,1,0,NA,2009-12-23,NA,2009-12-23,2010,"Close/Term LastCurrent Out of Range"
"7014",5271853,NA,1,0,1,1,NA,2012-01-24,2012-01-24,2012-01-24,2012,"Close/Term LastCurrent Out of Range"
"7015",27242255,NA,1,0,0,1,NA,2014-09-04,2014-09-04,2014-09-30,2014,"Close/Term LastCurrent Out of Range"
"7016",8093143,NA,1,0,0,1,NA,2010-08-25,NA,2010-08-26,2010,"Close/Term LastCurrent Out of Range"
"7017",60363712,NA,1,63208.9,1,0,2018-02-18,2015-08-19,2015-08-19,2015-08-18,2015,"Close/Term LastCurrent Out of Range"
"7018",18746482,NA,1,0,0,1,2013-01-22,2012-03-27,2012-03-27,2012-03-27,2012,"Unknown Close/Term"
"7019",25240647,NA,1,-10452.75,0,0,2012-11-01,2014-02-27,NA,2014-02-27,2014,"Unknown Other"
"7020",25565614,NA,1,69932,0,0,2013-08-30,2013-05-22,2013-08-23,2013-05-22,2013,"Unknown Other"
"7021",25380175,NA,1,-18169.8,1,1,2014-01-09,2013-04-24,NA,2013-04-24,2013,"Unknown Close/Term"
"7022",62294779,NA,1,8320.7695,0,0,2016-01-31,2015-01-20,2016-01-28,2015-01-20,2015,"Unknown Other"
"7023",61801259,NA,1,162680.7898,1,0,2017-08-31,2015-08-28,2016-08-09,2015-09-01,2015,"Close/Term LastCurrent Out of Range"
"7024",27430174,NA,1,-1959.02,1,0,2000-09-05,2014-05-16,NA,2014-05-14,2014,"Unknown Close/Term"
"7025",25551832,NA,1,0,0,0,2013-03-29,2013-01-15,NA,2013-01-15,2013,"Unknown Other"
"7026",63064933,NA,1,7715,1,0,2019-09-30,2015-12-21,2015-12-21,2015-12-21,2016,"Close/Term LastCurrent Out of Range"
"7027",25429898,NA,1,0,0,0,2013-11-11,2013-06-14,NA,2013-06-14,2013,"Unknown Other"
"7028",25917789,NA,1,-18.36,0,0,2013-07-31,2013-09-25,NA,2013-09-25,2013,"Unknown Other"
"7029",28408183,NA,1,0,0,1,NA,2014-07-10,2014-07-10,2014-08-01,2014,"Close/Term LastCurrent Out of Range"
"7030",62430162,NA,1,1125608.9707,1,0,2018-04-12,2015-04-14,2015-04-14,2015-04-14,2015,"Close/Term LastCurrent Out of Range"
"7031",61819514,NA,1,0,1,0,NA,2015-07-15,2015-07-15,2015-07-07,2015,"Close/Term LastCurrent Out of Range"
"7032",1421540,NA,1,6224636,1,0,2017-11-30,2010-12-23,2015-04-20,2010-12-23,2011,"Close/Term LastCurrent Out of Range"
"7033",62471598,NA,1,0,0,1,2017-01-24,2015-06-09,2015-06-09,2015-06-09,2015,"Close/Term LastCurrent Out of Range"
"7034",25878090,NA,1,4158,0,0,2013-02-05,2013-01-30,2013-01-30,2013-01-30,2013,"Unknown Other"
"7035",25150056,NA,1,642232.8063,1,0,2017-09-30,2012-10-31,2016-10-01,2012-10-01,2013,"Close/Term LastCurrent Out of Range"
"7036",8024220,NA,1,0,0,1,NA,2009-01-26,2009-01-26,2009-01-27,2009,"Close/Term LastCurrent Out of Range"
"7037",27855696,NA,1,330827.8331,1,0,2017-09-30,2014-08-01,2016-09-16,2014-10-01,2014,"Close/Term LastCurrent Out of Range"
"7038",27029301,NA,1,0,1,0,NA,2013-10-24,NA,2013-10-24,2014,"Close/Term LastCurrent Out of Range"
"7039",62489083,NA,1,-0.002,0,1,2017-11-30,2014-10-24,2014-10-24,2014-10-24,2015,"Close/Term LastCurrent Out of Range"
"7040",25345638,NA,1,-9000,0,0,2014-12-16,2014-03-27,NA,2014-03-27,2014,"Unknown Other"
"7041",62930422,NA,1,2095164,0,1,2018-02-26,2015-08-31,2015-08-31,2015-08-31,2015,"Close/Term LastCurrent Out of Range"
"7042",8341347,NA,1,113453.36,1,0,2027-12-30,2008-01-15,2008-01-15,2008-01-15,2008,"Close/Term LastCurrent Out of Range"
"7043",24562739,NA,1,0,1,1,2030-12-25,2010-09-20,2010-09-20,2010-09-20,2010,"Close/Term LastCurrent Out of Range"
"7044",62531241,NA,1,-22108.84,1,1,2015-10-13,2015-06-19,NA,2015-06-19,2015,"Unknown Close/Term"
"7045",26149976,NA,1,0,0,0,2013-09-01,2012-11-15,NA,2012-11-15,2013,"Unknown Other"
"7046",26357592,NA,1,-8555.5,1,1,2017-11-30,2015-03-25,NA,2015-03-25,2015,"Close/Term LastCurrent Out of Range"
"7047",27635410,NA,1,0,1,0,2018-09-29,2014-09-27,2014-09-27,2014-09-30,2014,"Close/Term LastCurrent Out of Range"
"7048",19141285,NA,1,126533.21,1,0,2018-07-30,2012-04-26,2012-04-26,2012-04-26,2012,"Close/Term LastCurrent Out of Range"
"7049",28156281,NA,1,12321161.01,1,0,2017-08-26,2014-09-29,2016-09-22,2014-09-29,2014,"Close/Term LastCurrent Out of Range"
"7050",3492861,NA,1,0,0,1,NA,2012-02-24,2012-02-24,2012-02-23,2012,"Close/Term LastCurrent Out of Range"
"7051",27810887,NA,1,0,0,1,2019-02-14,2014-06-05,2014-06-05,2014-06-12,2014,"Close/Term LastCurrent Out of Range"
"7052",18966298,NA,1,0,1,0,1999-08-22,2008-02-19,NA,2008-02-19,2008,"Unknown Close/Term"
"7053",7991679,NA,1,3984,1,0,2020-05-02,2010-04-15,2010-04-21,2010-04-15,2010,"Close/Term LastCurrent Out of Range"
"7054",9320755,NA,1,-14955.1201,0,0,2004-10-01,2009-10-27,NA,2009-10-27,2010,"Unknown Other"
"7055",7978033,NA,1,0,0,1,NA,2012-09-20,2012-09-20,2012-09-20,2012,"Close/Term LastCurrent Out of Range"
"7056",66062927,NA,1,0,0,1,2016-03-17,2015-11-18,2015-11-18,2015-11-18,2016,"Unknown Close/Term"
"7057",28457494,NA,1,633264,0,1,2017-12-15,2014-05-30,2014-05-30,2014-05-30,2014,"Close/Term LastCurrent Out of Range"
"7058",28427606,NA,1,0,0,1,NA,2014-04-08,2014-04-08,2014-04-08,2014,"Close/Term LastCurrent Out of Range"
"7059",26431215,NA,1,-101802.1306,0,0,2014-09-22,2014-07-03,2014-07-03,2014-06-26,2014,"Unknown Other"
"7060",25148646,NA,1,709508.8721,0,1,2017-10-24,2012-10-22,2016-09-08,2012-10-25,2013,"Close/Term LastCurrent Out of Range"
"7061",3006809,NA,1,0,1,0,NA,2008-06-25,NA,2008-06-25,2008,"Close/Term LastCurrent Out of Range"
"7062",27132525,NA,1,1004811,1,0,NA,2014-08-28,NA,1999-03-02,2014,"Close/Term LastCurrent Out of Range"
"7063",18948259,NA,1,-71110,0,0,2010-06-18,2009-06-18,NA,2009-06-12,2009,"Unknown Other"
"7064",60832760,NA,1,574734.7875,1,0,2017-08-30,2015-05-05,2016-07-15,2015-05-05,2015,"Close/Term LastCurrent Out of Range"
"7065",27272644,NA,1,246884.5,0,1,2017-11-13,2013-10-30,2013-10-30,2013-10-30,2014,"Close/Term LastCurrent Out of Range"
"7066",19385323,NA,1,-10699.1797,0,0,2011-04-24,2010-04-24,NA,2010-04-23,2010,"Unknown Other"
"7067",26360401,NA,1,-5520,1,1,2013-12-10,2014-07-08,NA,2014-07-08,2014,"Unknown Close/Term"
"7068",1305866,NA,1,0,1,0,NA,2009-09-30,2009-09-30,2009-09-30,2009,"Close/Term LastCurrent Out of Range"
"7069",26145171,NA,1,0,0,0,2015-05-29,2013-06-27,NA,2013-06-27,2013,"Unknown Other"
"7070",25367066,NA,1,-4695.6,1,1,2013-10-08,2015-06-23,NA,2015-06-23,2015,"Unknown Close/Term"
"7071",7950751,NA,1,0,0,1,NA,2008-02-13,NA,2008-02-13,2008,"Close/Term LastCurrent Out of Range"
"7072",9122675,NA,1,-77.37,0,0,1999-09-30,2008-01-17,NA,2008-01-17,2008,"Unknown Other"
"7073",18804287,NA,1,0,1,0,2014-06-04,2008-05-29,2008-05-29,2008-05-29,2008,"Unknown Close/Term"
"7074",8257389,NA,1,0,1,1,NA,2011-02-28,2011-02-28,2011-02-28,2011,"Close/Term LastCurrent Out of Range"
"7075",62489794,NA,1,0,0,1,NA,2015-08-03,2015-08-03,2015-08-03,2015,"Close/Term LastCurrent Out of Range"
"7076",26369705,NA,1,0,0,0,2013-12-15,2013-12-03,NA,2013-12-03,2014,"Unknown Other"
"7077",3164346,NA,1,0,1,0,NA,2010-09-28,2010-09-28,2010-09-28,2010,"Close/Term LastCurrent Out of Range"
"7078",8119596,NA,1,0,1,0,NA,2012-06-21,2012-06-21,2012-06-21,2012,"Close/Term LastCurrent Out of Range"
"7079",27379201,NA,1,85384.49,1,0,2019-09-30,2014-06-23,2014-06-23,2014-06-17,2014,"Close/Term LastCurrent Out of Range"
"7080",3588474,NA,1,14626890.68,0,0,2014-12-31,2010-04-28,2014-09-29,1997-08-05,2010,"Unknown Other"
"7081",25307497,NA,1,0,0,1,NA,2013-05-01,2013-05-01,2013-05-01,2013,"Close/Term LastCurrent Out of Range"
"7082",66080974,NA,1,0,0,1,2016-01-08,2015-11-24,2015-11-24,2015-11-24,2016,"Unknown Close/Term"
"7083",26353642,NA,1,0,0,0,2013-12-31,2013-10-31,NA,2013-10-28,2014,"Unknown Other"
"7084",8310037,NA,1,10365.4304,1,0,2020-08-15,2009-08-01,2009-08-01,2009-08-01,2009,"Close/Term LastCurrent Out of Range"
"7085",8009060,NA,1,233043.5229,1,0,2017-10-31,2011-12-29,2016-11-03,2011-12-29,2012,"Close/Term LastCurrent Out of Range"
"7086",16635870,NA,1,-32.39,1,0,1999-09-30,2009-01-23,NA,1999-01-20,2009,"Unknown Close/Term"
"7087",62665492,NA,1,0,0,1,NA,2014-10-28,2014-10-28,2014-10-28,2015,"Close/Term LastCurrent Out of Range"
"7088",61802582,NA,1,0,0,1,NA,2015-01-16,NA,2015-01-16,2015,"Close/Term LastCurrent Out of Range"
"7089",8158808,NA,1,0,1,0,NA,2012-05-14,2012-05-14,2012-05-11,2012,"Close/Term LastCurrent Out of Range"
"7090",24420784,NA,1,31652.7998,1,0,2017-10-26,2012-02-10,2012-02-10,2012-02-09,2012,"Close/Term LastCurrent Out of Range"
"7091",1245150,NA,1,0,1,0,NA,2008-02-01,2008-02-01,2008-02-01,2008,"Close/Term LastCurrent Out of Range"
"7092",8101283,NA,1,0,0,1,NA,2008-10-23,2008-10-23,2008-10-14,2009,"Close/Term LastCurrent Out of Range"
"7093",8013298,NA,1,0,0,1,NA,2012-06-21,2012-06-21,2012-06-21,2012,"Close/Term LastCurrent Out of Range"
"7094",25803053,NA,1,-10323.68,0,0,2013-05-18,2013-05-21,NA,2013-05-10,2013,"Unknown Other"
"7095",26814221,NA,1,36068615.73,0,0,1999-06-01,2015-03-26,2015-03-26,1996-10-01,2015,"Unknown Other"
"7096",25562116,NA,1,0,0,0,2014-03-31,2013-09-11,NA,2013-09-11,2013,"Unknown Other"
"7097",4162682,NA,1,0,0,1,NA,2008-08-28,2008-08-28,2008-10-01,2008,"Close/Term LastCurrent Out of Range"
"7098",25260346,NA,1,-1500,1,0,2013-06-21,2013-07-23,NA,2013-07-22,2013,"Unknown Close/Term"
"7099",60835270,NA,1,0,0,1,2017-09-29,2015-09-16,2015-09-16,2015-09-16,2015,"Close/Term LastCurrent Out of Range"
"7100",62706779,NA,1,0,0,1,NA,2015-03-24,2015-03-24,2015-03-24,2015,"Close/Term LastCurrent Out of Range"
"7101",25150057,NA,1,3339858.44,1,0,2017-09-30,2013-03-26,2016-10-01,2013-03-26,2013,"Close/Term LastCurrent Out of Range"
"7102",18966950,NA,1,-1278.3199,1,0,2000-04-16,2009-03-06,NA,2009-03-06,2009,"Unknown Close/Term"
"7103",1229951,NA,1,0,1,0,NA,2008-10-01,2008-10-01,2008-10-01,2009,"Close/Term LastCurrent Out of Range"
"7104",25573858,NA,1,0,0,0,2016-05-29,2014-03-21,NA,2014-01-30,2014,"Unknown Other"
"7105",26300050,NA,1,0,0,0,2014-07-31,2014-06-12,NA,2014-06-12,2014,"Unknown Other"
"7106",3463849,NA,1,0,0,1,NA,2011-07-28,2011-07-28,2011-07-29,2011,"Close/Term LastCurrent Out of Range"
"7107",3034723,NA,1,140450.7656,0,0,2013-02-04,2012-08-06,2012-08-06,2012-08-06,2012,"Unknown Other"
"7108",3389635,NA,1,0,1,0,NA,2011-05-10,2011-05-10,2011-05-21,2011,"Close/Term LastCurrent Out of Range"
"7109",18966635,NA,1,0,1,0,1998-10-31,2008-11-10,NA,2008-11-10,2009,"Unknown Close/Term"
"7110",8093646,NA,1,0,0,1,NA,2012-05-24,2012-06-04,2012-05-24,2012,"Close/Term LastCurrent Out of Range"
"7111",3230487,NA,1,5078,1,0,2017-11-06,2009-09-09,2011-10-08,2009-10-01,2009,"Close/Term LastCurrent Out of Range"
"7112",25227148,NA,1,-3100,0,0,2013-06-17,2013-03-26,NA,2013-03-26,2013,"Unknown Other"
"7113",62289896,NA,1,-2046.54,0,0,2015-09-20,2015-03-12,NA,2015-03-12,2015,"Unknown Other"
"7114",8568887,NA,1,571733.6425,1,0,2020-03-28,2010-09-29,2010-09-29,2010-09-29,2010,"Close/Term LastCurrent Out of Range"
"7115",62996520,NA,1,96430.6313,1,0,2017-11-30,2015-06-16,2016-03-31,2015-06-15,2015,"Close/Term LastCurrent Out of Range"
"7116",8342586,NA,1,11200,1,0,2018-08-28,2008-01-22,2008-01-22,2008-01-17,2008,"Close/Term LastCurrent Out of Range"
"7117",3564447,NA,1,0,1,0,NA,2012-07-30,2012-07-30,2012-08-01,2012,"Close/Term LastCurrent Out of Range"
"7118",1357379,NA,1,15960,1,0,2017-08-31,2012-08-24,2016-04-22,2012-08-24,2012,"Close/Term LastCurrent Out of Range"
"7119",61814921,NA,1,0,0,1,NA,2015-08-14,2015-08-14,2015-08-14,2015,"Close/Term LastCurrent Out of Range"
"7120",62238153,NA,1,0,0,1,2015-12-14,2015-06-16,2015-06-16,2015-06-16,2015,"Unknown Close/Term"
"7121",4164027,NA,1,0,0,1,NA,2008-11-03,2010-11-17,2008-12-17,2009,"Close/Term LastCurrent Out of Range"
"7122",8261221,NA,1,0,0,1,NA,2009-06-01,2009-06-01,2009-05-26,2009,"Close/Term LastCurrent Out of Range"
"7123",62465750,NA,1,0,0,1,NA,2015-03-26,2015-03-26,2015-03-26,2015,"Close/Term LastCurrent Out of Range"
"7124",8327139,NA,1,145638,1,1,2022-09-30,2009-09-15,2009-09-15,2009-08-14,2009,"Close/Term LastCurrent Out of Range"
"7125",24799362,NA,1,39292601,1,0,2021-12-31,2010-12-23,2012-09-24,2010-12-23,2011,"Close/Term LastCurrent Out of Range"
"7126",61814920,NA,1,0,0,1,NA,2015-08-14,2015-08-14,2015-08-14,2015,"Close/Term LastCurrent Out of Range"
"7127",62571750,NA,1,0,0,0,2015-06-04,2015-03-10,NA,2015-03-10,2015,"Unknown Other"
"7128",60446255,NA,1,10793208.9844,1,0,2017-05-31,2015-09-28,2016-08-24,2015-09-30,2015,"Close/Term LastCurrent Out of Range"
"7129",62258972,NA,1,0,1,0,2017-11-09,2015-09-29,2015-09-29,2015-09-28,2015,"Close/Term LastCurrent Out of Range"
"7130",9431684,NA,1,-5255.46,1,0,2008-04-15,2008-04-15,NA,2008-04-15,2008,"Unknown Close/Term"
"7131",26311821,NA,1,90993.5,0,0,2013-08-30,2012-10-12,2012-10-12,2012-10-12,2013,"Unknown Other"
"7132",18966664,NA,1,0,1,0,1998-10-31,2008-05-22,NA,2008-05-22,2008,"Unknown Close/Term"
"7133",25305853,NA,1,0,0,1,NA,2013-06-24,2015-07-28,2013-08-01,2013,"Close/Term LastCurrent Out of Range"
