"","CSIScontractID","IsOriginal","IsComplete","Action.Obligation","IsClosed","IsTerminated","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","MinOfEffectiveDate","StartFiscal_Year","WhyMissing"
"1",25323084,NA,1,0,0,1,NA,2012-11-28,2012-11-28,2012-11-30,2013,"Close/Term LastCurrent Out of Range"
"2",62446784,NA,1,-2023.53,0,0,2015-03-31,2015-03-23,NA,2015-03-23,2015,"Unknown Other"
"3",60422007,NA,1,0,0,0,2015-12-31,2015-03-03,NA,2015-02-05,2015,"Unknown Other"
"4",7974692,NA,1,0,0,1,NA,2010-04-26,2010-04-26,2010-04-26,2010,"Close/Term LastCurrent Out of Range"
"5",28198331,NA,1,11202517.457,0,0,2015-12-20,2013-12-12,2015-09-17,2013-12-13,2014,"Unknown Other"
"6",4564718,NA,1,-2500,1,1,2017-01-12,2011-09-27,2011-09-27,2011-09-27,2011,"Close/Term LastCurrent Out of Range"
"7",25729368,NA,1,546156,1,0,2015-01-30,2013-01-16,2014-08-06,2013-01-16,2013,"Unknown Close/Term"
"8",19064735,NA,1,-17649.4492,1,0,1999-08-31,2009-11-27,NA,2009-11-27,2010,"Unknown Close/Term"
"9",60385267,NA,1,1136254.75,1,0,2017-02-28,2015-08-24,2015-08-24,2015-08-24,2015,"Close/Term LastCurrent Out of Range"
"10",8198514,NA,1,0,1,0,NA,2011-01-24,2011-01-24,2011-01-19,2011,"Close/Term LastCurrent Out of Range"
"11",4167095,NA,1,0,0,1,NA,2011-09-28,2011-09-28,2011-09-28,2011,"Close/Term LastCurrent Out of Range"
"12",8243166,NA,1,0,1,0,NA,2008-02-14,NA,2008-02-14,2008,"Close/Term LastCurrent Out of Range"
"13",25881406,NA,1,-5000,0,0,2013-09-30,2014-09-19,NA,2014-09-16,2014,"Unknown Other"
"14",19141100,NA,1,306112.6309,1,0,2018-09-30,2011-09-29,2013-09-05,2011-09-29,2011,"Close/Term LastCurrent Out of Range"
"15",19218708,NA,1,2643091.0164,1,0,2017-06-17,2012-05-10,2016-06-22,2012-07-02,2012,"Close/Term LastCurrent Out of Range"
"16",4384574,NA,1,0,0,1,NA,2010-12-14,2010-12-14,2010-12-14,2011,"Close/Term LastCurrent Out of Range"
"17",25566681,NA,1,784.58,0,0,2013-09-30,2013-09-17,2013-09-17,2013-09-17,2013,"Unknown Other"
"18",4168271,NA,1,0,0,1,NA,2012-05-12,2012-10-12,2012-05-12,2012,"Close/Term LastCurrent Out of Range"
"19",25435124,NA,1,0,0,0,2013-06-21,2012-12-04,NA,2012-12-04,2013,"Unknown Other"
"20",62907391,NA,1,0,0,1,NA,2015-09-21,2015-09-21,2015-09-21,2015,"Close/Term LastCurrent Out of Range"
"21",25335962,NA,1,0,0,0,2014-03-24,2013-04-17,NA,2013-04-17,2013,"Unknown Other"
"22",26374300,NA,1,22678,1,0,2017-03-30,2013-09-26,2016-09-12,2013-09-25,2013,"Close/Term LastCurrent Out of Range"
"23",1249926,NA,1,0,0,1,NA,2008-05-16,2008-05-16,2008-05-16,2008,"Close/Term LastCurrent Out of Range"
"24",62596284,NA,1,-25349.5,0,1,2015-08-18,2015-01-20,NA,2015-01-20,2015,"Unknown Close/Term"
"25",27493523,NA,1,0,0,1,NA,2014-03-14,2014-03-14,2014-03-14,2014,"Close/Term LastCurrent Out of Range"
"26",8648196,NA,1,0,0,1,NA,2011-09-15,2011-09-15,2011-09-15,2011,"Close/Term LastCurrent Out of Range"
"27",26347162,NA,1,894482212,0,0,2013-09-16,2013-09-16,NA,1990-12-19,2013,"Unknown Other"
"28",62930770,NA,1,306983.48,0,1,2017-12-26,2015-09-29,2015-09-29,2015-09-29,2015,"Close/Term LastCurrent Out of Range"
"29",62903594,NA,1,0,0,0,2015-03-13,2015-03-20,NA,2015-02-20,2015,"Unknown Other"
"30",25869945,NA,1,160857.1484,0,1,2016-10-31,2013-04-15,2015-08-20,2013-04-15,2013,"Unknown Close/Term"
"31",1264890,NA,1,0,0,1,NA,2010-10-29,2012-12-06,2010-11-01,2011,"Close/Term LastCurrent Out of Range"
"32",26311818,NA,1,1072507.1192,1,0,2017-06-30,2012-12-28,2016-11-23,2012-12-18,2013,"Close/Term LastCurrent Out of Range"
"33",18966269,NA,1,0,1,0,1998-12-31,2008-02-19,NA,2008-02-19,2008,"Unknown Close/Term"
"34",25804570,NA,1,0,0,0,2014-05-22,2013-11-12,NA,2013-11-20,2014,"Unknown Other"
"35",25871083,NA,1,12548.3,0,0,2013-08-31,2013-07-30,2013-07-30,2013-07-30,2013,"Unknown Other"
"36",60349111,NA,1,-10540.2402,1,0,2015-09-30,2015-06-19,NA,2015-06-18,2015,"Unknown Close/Term"
"37",25872283,NA,1,0,0,0,2014-01-28,2013-01-29,NA,2013-01-29,2013,"Unknown Other"
"38",62469342,NA,1,11986.6802,0,1,2018-10-03,2015-02-23,2015-02-23,2015-02-23,2015,"Close/Term LastCurrent Out of Range"
"39",25305763,NA,1,0,0,1,NA,2013-08-28,2013-10-09,2013-10-01,2013,"Close/Term LastCurrent Out of Range"
"40",25305854,NA,1,0,0,1,NA,2013-06-24,2013-07-17,2013-07-17,2013,"Close/Term LastCurrent Out of Range"
"41",1246378,NA,1,0,1,0,NA,2011-07-14,2011-07-14,2011-07-11,2011,"Close/Term LastCurrent Out of Range"
"42",26158888,NA,1,-398.56,0,0,2013-01-29,2012-12-12,NA,2012-12-12,2013,"Unknown Other"
"43",28133788,NA,1,0,1,0,2019-07-31,2014-07-21,2014-07-21,2014-08-01,2014,"Close/Term LastCurrent Out of Range"
"44",25866328,NA,1,77683.2,0,0,2014-12-16,2013-11-22,2013-11-22,2013-11-22,2014,"Unknown Other"
"45",62428259,NA,1,0,0,1,NA,2014-10-22,2014-10-22,2014-10-22,2015,"Close/Term LastCurrent Out of Range"
"46",25305707,NA,1,0,1,0,NA,2013-03-01,2013-03-01,2013-04-01,2013,"Close/Term LastCurrent Out of Range"
"47",28133372,NA,1,0,0,1,2017-10-02,2014-04-21,2014-04-21,2014-04-21,2014,"Close/Term LastCurrent Out of Range"
"48",25557162,NA,1,0,0,1,2030-12-25,2013-07-31,2013-07-31,2013-07-31,2013,"Close/Term LastCurrent Out of Range"
"49",25153504,NA,1,0,1,0,2013-09-28,2013-03-04,2013-03-04,2013-03-04,2013,"Unknown Close/Term"
"50",1406591,NA,1,0,1,0,NA,2009-09-21,2009-09-21,2009-09-21,2009,"Close/Term LastCurrent Out of Range"
"51",25250614,NA,1,0,1,0,NA,2012-11-28,2012-11-28,2012-12-01,2013,"Close/Term LastCurrent Out of Range"
"52",25666049,NA,1,812379.97,0,0,2016-05-08,2013-05-30,2015-05-07,2013-05-29,2013,"Unknown Other"
"53",62587405,NA,1,-3984,1,1,2015-04-15,2015-03-26,NA,2015-03-26,2015,"Unknown Close/Term"
"54",8123043,NA,1,48077.6501,0,0,2013-03-31,2012-03-30,2016-04-01,2012-04-01,2012,"Unknown Other"
"55",4300591,NA,1,12500,0,1,2018-09-27,2012-06-28,2012-06-28,2012-06-28,2012,"Close/Term LastCurrent Out of Range"
"56",62995953,NA,1,219577.5437,1,0,2017-12-22,2014-12-10,2014-12-10,2014-12-09,2015,"Close/Term LastCurrent Out of Range"
"57",27519342,NA,1,196962.4913,1,0,2017-06-19,2014-06-24,2016-06-16,2014-06-13,2014,"Close/Term LastCurrent Out of Range"
"58",8012956,NA,1,0,0,1,NA,2009-06-24,2009-06-24,2009-06-24,2009,"Close/Term LastCurrent Out of Range"
"59",28388140,NA,1,87099.76,1,1,2019-03-09,2014-03-07,2016-01-06,2014-03-10,2014,"Close/Term LastCurrent Out of Range"
"60",25862550,NA,1,0,0,0,2013-04-05,2012-11-30,NA,2012-11-30,2013,"Unknown Other"
"61",1431100,NA,1,0,0,1,NA,2011-02-18,2013-02-20,2011-02-18,2011,"Close/Term LastCurrent Out of Range"
"62",9431685,NA,1,-7084.75,1,0,2008-04-16,2008-04-16,NA,2008-04-16,2008,"Unknown Close/Term"
"63",649007,NA,1,7687500,1,0,2017-06-16,2011-08-17,2015-08-18,2011-10-01,2011,"Close/Term LastCurrent Out of Range"
"64",25557500,NA,1,2702528.7944,1,0,2017-06-30,2013-05-31,2014-01-18,2013-05-31,2013,"Close/Term LastCurrent Out of Range"
"65",1592076,NA,1,1612376,0,1,NA,2011-05-05,NA,1999-01-29,2011,"Close/Term LastCurrent Out of Range"
"66",62239059,NA,1,0,0,1,2015-12-17,2015-08-19,2015-08-19,2015-08-19,2015,"Unknown Close/Term"
"67",1415422,NA,1,0,1,0,NA,2012-04-20,2012-04-20,2012-04-20,2012,"Close/Term LastCurrent Out of Range"
"68",28286323,NA,1,392320.4805,1,0,2017-09-10,2014-09-12,2016-09-21,2014-09-11,2014,"Close/Term LastCurrent Out of Range"
"69",18804319,NA,1,0,1,0,2014-04-04,2008-05-29,2008-05-29,2008-05-29,2008,"Unknown Close/Term"
"70",7952889,NA,1,0,0,1,NA,2010-06-14,2010-06-14,2010-06-14,2010,"Close/Term LastCurrent Out of Range"
"71",1307082,NA,1,0,1,0,NA,2008-07-09,2008-07-09,2008-07-07,2008,"Close/Term LastCurrent Out of Range"
"72",61129934,NA,1,3873,0,0,2015-04-03,2015-03-20,2015-12-03,2015-03-20,2015,"Unknown Other"
"73",60444514,NA,1,312.14,0,0,2015-12-02,2015-01-16,2015-01-20,2015-01-16,2015,"Unknown Other"
"74",2170340,NA,1,0,1,0,NA,2012-07-06,2014-10-22,2012-08-15,2012,"Close/Term LastCurrent Out of Range"
"75",27221865,NA,1,0,0,1,2014-04-29,2013-12-10,2013-12-10,2013-12-10,2014,"Unknown Close/Term"
"76",11126141,NA,1,573284.2632,1,0,2017-02-10,2012-02-09,2016-02-10,2012-02-08,2012,"Close/Term LastCurrent Out of Range"
"77",60418393,NA,1,0,0,0,2016-01-14,2015-02-13,NA,2015-02-13,2015,"Unknown Other"
"78",1349178,NA,1,0,1,0,NA,2010-06-17,2010-06-17,2010-06-17,2010,"Close/Term LastCurrent Out of Range"
"79",27339414,NA,1,0,0,1,NA,2014-04-17,2014-04-17,2014-04-17,2014,"Close/Term LastCurrent Out of Range"
"80",9848633,NA,1,12560835.3269,1,0,2018-01-31,2010-05-27,2016-01-06,2010-05-27,2010,"Close/Term LastCurrent Out of Range"
"81",8341378,NA,1,2517689.6152,1,0,2026-12-31,2008-09-22,2012-05-23,2008-09-22,2008,"Close/Term LastCurrent Out of Range"
"82",8145553,NA,1,105841402.7136,1,0,2015-12-30,2008-09-29,2014-11-06,2008-09-26,2008,"Unknown Close/Term"
"83",1065836,NA,1,611919,1,0,2002-04-29,2009-08-20,NA,1999-09-30,2009,"Unknown Close/Term"
"84",27230776,NA,1,677610.6544,1,0,2017-04-30,2014-03-28,2016-04-29,2014-04-01,2014,"Close/Term LastCurrent Out of Range"
"85",26369017,NA,1,550,0,0,2013-10-15,2013-09-25,2013-09-25,2013-09-17,2013,"Unknown Other"
"86",62237594,NA,1,0,0,1,2015-07-22,2015-04-23,2015-04-23,2015-04-23,2015,"Unknown Close/Term"
"87",27586187,NA,1,93827,0,1,2017-11-30,2014-08-13,2014-08-13,2014-08-13,2014,"Close/Term LastCurrent Out of Range"
"88",24796899,NA,1,1910000,1,0,2021-12-31,2010-09-14,2011-07-28,2010-10-10,2010,"Close/Term LastCurrent Out of Range"
"89",25228248,NA,1,2e-04,0,1,2013-12-10,2013-03-25,2013-03-25,2013-03-25,2013,"Unknown Close/Term"
"90",4165311,NA,1,0,0,1,NA,2010-07-27,2013-05-06,2010-08-01,2010,"Close/Term LastCurrent Out of Range"
"91",27186492,NA,1,3459.64,1,1,2018-08-22,2014-06-30,2014-06-30,2014-07-14,2014,"Close/Term LastCurrent Out of Range"
"92",18878160,NA,1,1410.06,1,0,2017-11-11,2012-01-15,2012-01-15,2012-01-12,2012,"Close/Term LastCurrent Out of Range"
"93",25152170,NA,1,0,1,0,NA,2013-08-30,2013-08-30,2014-05-24,2013,"Close/Term LastCurrent Out of Range"
"94",62492245,NA,1,0,0,0,2015-06-15,2015-03-12,NA,2015-03-12,2015,"Unknown Other"
"95",25852792,NA,1,-3520,0,0,2013-01-04,2014-11-17,NA,2014-11-17,2015,"Unknown Other"
"96",2934234,NA,1,3614.4099,1,0,2020-10-29,2010-09-28,2010-09-28,2010-09-28,2010,"Close/Term LastCurrent Out of Range"
"97",66345664,NA,1,430,0,1,2019-03-19,2015-11-10,2015-11-10,2015-11-10,2016,"Close/Term LastCurrent Out of Range"
"98",25379281,NA,1,-13.77,0,0,2012-12-01,2012-11-29,NA,2012-11-29,2013,"Unknown Other"
"99",66938119,NA,1,0,1,1,NA,2015-11-03,2015-11-03,2015-11-15,2016,"Close/Term LastCurrent Out of Range"
"100",26429268,NA,1,2943.45,0,0,2014-02-09,2013-12-20,2014-09-26,2013-11-26,2014,"Unknown Other"
"101",26208890,NA,1,0,0,0,2013-09-27,2013-09-03,NA,2013-09-03,2013,"Unknown Other"
"102",1403236,NA,1,0,1,0,NA,2009-09-18,2009-09-18,2009-09-18,2009,"Close/Term LastCurrent Out of Range"
"103",25184605,NA,1,0,1,1,NA,2013-05-21,NA,2013-05-15,2013,"Close/Term LastCurrent Out of Range"
"104",9320652,NA,1,0,0,0,2004-12-31,2010-01-04,NA,2010-01-04,2010,"Unknown Other"
"105",25338802,NA,1,0,0,0,2015-01-31,2013-12-16,NA,2013-12-16,2014,"Unknown Other"
"106",26367246,NA,1,15901.26,1,0,2018-09-30,2013-09-20,2013-09-20,2013-09-20,2013,"Close/Term LastCurrent Out of Range"
"107",26145540,NA,1,-4198,0,0,2013-09-12,2014-08-27,NA,2014-08-27,2014,"Unknown Other"
"108",62493394,NA,1,0,0,0,2016-04-05,2015-03-12,2015-03-12,2015-03-12,2015,"Unknown Other"
"109",62989820,NA,1,63270,0,1,2017-10-10,2015-02-26,2015-02-26,2015-02-26,2015,"Close/Term LastCurrent Out of Range"
"110",25245228,NA,1,41779,0,0,2014-06-05,2013-09-09,2014-01-06,2013-09-09,2013,"Unknown Other"
"111",23597681,NA,1,381154,1,0,2017-07-01,2012-06-27,2016-06-13,2012-06-18,2012,"Close/Term LastCurrent Out of Range"
"112",60749387,NA,1,0,0,0,2016-05-05,2015-03-06,NA,2015-03-06,2015,"Unknown Other"
"113",26381788,NA,1,0,0,0,2013-11-23,2013-09-27,NA,2013-09-26,2013,"Unknown Other"
"114",8442012,NA,1,0,1,0,NA,2009-12-03,2009-12-03,2009-12-02,2010,"Close/Term LastCurrent Out of Range"
"115",62217421,NA,1,0,0,1,2018-10-14,2015-09-15,2015-09-15,2015-09-15,2015,"Close/Term LastCurrent Out of Range"
"116",2347468,NA,1,2709704.1626,1,0,2017-03-31,2012-06-05,2016-03-31,2012-06-08,2012,"Close/Term LastCurrent Out of Range"
"117",60411412,NA,1,3101513.5781,1,0,2017-05-31,2015-09-28,2016-08-24,2015-09-30,2015,"Close/Term LastCurrent Out of Range"
"118",25224402,NA,1,69927,0,0,2014-09-30,2014-04-03,2014-04-03,2014-04-03,2014,"Unknown Other"
"119",1405051,NA,1,0,1,0,NA,2008-10-01,2011-09-16,2008-10-01,2009,"Close/Term LastCurrent Out of Range"
"120",27616580,NA,1,397799.9399,1,0,2017-11-18,2014-09-10,2014-09-10,2014-09-10,2014,"Close/Term LastCurrent Out of Range"
"121",62538224,NA,1,0,1,1,2015-06-30,2015-03-23,2015-03-23,2015-03-23,2015,"Unknown Close/Term"
"122",25797186,NA,1,-93303.29,1,0,1999-04-30,2012-10-02,NA,2012-10-02,2013,"Unknown Close/Term"
"123",27842067,NA,1,0,0,0,2016-10-30,2014-05-14,2014-05-14,2014-05-14,2014,"Unknown Other"
"124",1245149,NA,1,0,1,0,NA,2008-02-04,2008-02-04,2008-02-04,2008,"Close/Term LastCurrent Out of Range"
"125",60396237,NA,1,0,1,0,2017-11-30,2015-02-05,2015-02-05,2015-02-07,2015,"Close/Term LastCurrent Out of Range"
"126",62907311,NA,1,0,0,0,2015-05-14,2015-02-13,NA,2015-02-11,2015,"Unknown Other"
"127",24505768,NA,1,48124.2,0,0,2013-05-22,2012-05-22,2012-05-22,2012-05-22,2012,"Unknown Other"
"128",26379485,NA,1,0,0,0,2014-05-31,2013-09-30,NA,2013-09-30,2013,"Unknown Other"
"129",66344995,NA,1,0,0,0,2016-07-07,2015-11-05,2015-11-05,2015-11-05,2016,"Unknown Other"
"130",3097937,NA,1,0,1,0,NA,2008-08-25,NA,2008-08-25,2008,"Close/Term LastCurrent Out of Range"
"131",60404732,NA,1,73079.8008,1,0,2018-01-31,2015-08-31,2016-07-26,2015-08-31,2015,"Close/Term LastCurrent Out of Range"
"132",4487917,NA,1,0,1,1,NA,2012-05-24,2012-05-24,2012-05-24,2012,"Close/Term LastCurrent Out of Range"
"133",26347702,NA,1,0,0,1,NA,2013-09-26,2013-09-26,2013-09-23,2013,"Close/Term LastCurrent Out of Range"
"134",27264777,NA,1,0,0,1,NA,2013-12-21,2013-12-21,2013-12-21,2014,"Close/Term LastCurrent Out of Range"
"135",66062947,NA,1,399,0,0,2016-11-07,2015-12-09,2015-12-09,2015-12-09,2016,"Unknown Other"
"136",8346773,NA,1,0,0,1,NA,2012-05-18,NA,2012-05-18,2012,"Close/Term LastCurrent Out of Range"
"137",19159750,NA,1,1522132.0098,1,0,2018-09-30,2008-05-16,2013-05-02,2008-05-16,2008,"Close/Term LastCurrent Out of Range"
"138",27162416,NA,1,115121.2317,1,0,2017-09-30,2013-12-18,2016-10-01,2013-12-18,2014,"Close/Term LastCurrent Out of Range"
"139",25254870,NA,1,-2812.03,0,0,2013-07-11,2013-09-18,NA,2013-09-18,2013,"Unknown Other"
"140",8335272,NA,1,0,1,0,NA,2008-08-12,2008-08-12,2008-08-12,2008,"Close/Term LastCurrent Out of Range"
"141",8177483,NA,1,0,1,1,NA,2012-04-10,2012-04-10,2012-04-10,2012,"Close/Term LastCurrent Out of Range"
"142",3349931,NA,1,0,0,1,2020-09-13,2011-06-27,2011-06-27,2011-06-22,2011,"Close/Term LastCurrent Out of Range"
"143",60362220,NA,1,-40000,1,0,2015-09-30,2015-07-10,NA,2015-07-09,2015,"Unknown Close/Term"
"144",61813290,NA,1,9040,1,0,2017-08-31,2015-07-24,2016-08-30,2015-07-24,2015,"Close/Term LastCurrent Out of Range"
"145",18188241,NA,1,106219.6992,1,1,2017-11-22,2008-05-13,2011-10-29,2008-05-13,2008,"Close/Term LastCurrent Out of Range"
"146",66274525,NA,1,0,0,0,2015-12-01,2015-10-02,2015-10-02,2015-10-02,2016,"Unknown Other"
"147",25550588,NA,1,0,0,1,NA,2012-10-31,2012-10-31,2012-10-31,2013,"Close/Term LastCurrent Out of Range"
"148",25577558,NA,1,453500,0,1,2018-03-01,2013-07-03,2014-06-12,2013-07-03,2013,"Close/Term LastCurrent Out of Range"
"149",25663658,NA,1,-14566.0596,0,0,2012-12-03,2012-11-20,NA,2012-11-20,2013,"Unknown Other"
"150",16645663,NA,1,-9200,0,0,2000-01-31,2008-08-04,NA,2007-09-19,2008,"Unknown Other"
"151",61218718,NA,1,0,1,0,2017-11-24,2014-11-25,2014-11-25,2014-11-25,2015,"Close/Term LastCurrent Out of Range"
"152",25728412,NA,1,0,0,1,NA,2013-03-28,2013-03-28,2013-04-01,2013,"Close/Term LastCurrent Out of Range"
"153",25264629,NA,1,0,0,0,2013-08-08,2013-08-08,NA,2013-08-08,2013,"Unknown Other"
"154",3035807,NA,1,2e-04,0,1,2014-01-21,2012-09-25,2012-09-25,2012-09-25,2012,"Unknown Close/Term"
"155",60335260,NA,1,0,1,0,2020-06-30,2015-06-08,2015-06-08,2015-07-01,2015,"Close/Term LastCurrent Out of Range"
"156",62587399,NA,1,-67100,1,1,2015-04-15,2015-03-04,NA,2015-03-04,2015,"Unknown Close/Term"
"157",66057320,NA,1,0,0,1,2016-05-17,2015-11-19,2015-11-19,2015-11-19,2016,"Unknown Close/Term"
"158",25892297,NA,1,305006.56,1,0,2015-03-31,2013-09-30,2014-09-19,2013-09-30,2013,"Unknown Close/Term"
"159",25136019,NA,1,354681.13,1,0,1999-10-31,2013-08-29,NA,1997-09-23,2013,"Unknown Close/Term"
"160",649008,NA,1,6522000,1,0,2016-03-31,2011-08-17,2015-08-18,2011-10-01,2011,"Unknown Close/Term"
"161",25167907,NA,1,0,1,1,2019-02-27,2013-08-29,2013-08-29,2013-12-05,2013,"Close/Term LastCurrent Out of Range"
"162",26435100,NA,1,0,0,0,2014-06-24,2014-04-25,NA,2014-04-25,2014,"Unknown Other"
"163",27871622,NA,1,21903.0996,1,0,2017-02-28,2014-07-10,2014-07-10,2014-07-10,2014,"Close/Term LastCurrent Out of Range"
"164",15529432,NA,1,211777.9802,1,0,2020-10-04,2010-09-02,2011-04-08,2010-10-01,2010,"Close/Term LastCurrent Out of Range"
"165",25867820,NA,1,0,0,0,2015-06-30,2014-06-12,NA,2014-06-12,2014,"Unknown Other"
"166",62240521,NA,1,60400,0,0,2016-05-27,2015-09-09,2015-09-09,2015-09-09,2015,"Unknown Other"
"167",62942269,NA,1,0,1,0,NA,2015-01-26,2015-01-26,2015-01-26,2015,"Close/Term LastCurrent Out of Range"
"168",8437616,NA,1,0,0,1,NA,2011-01-05,2015-12-02,2011-02-01,2011,"Close/Term LastCurrent Out of Range"
"169",66365556,NA,1,0,1,1,2017-01-28,2015-04-24,2015-04-24,2015-04-24,2015,"Close/Term LastCurrent Out of Range"
"170",25868908,NA,1,-67330.65,0,0,2016-01-19,2013-09-27,NA,2013-09-27,2013,"Unknown Other"
"171",26367287,NA,1,367821.71,1,0,2018-09-30,2013-09-23,2013-09-23,2013-09-23,2013,"Close/Term LastCurrent Out of Range"
"172",26304331,NA,1,0,0,0,2013-09-30,2014-10-21,NA,2014-10-21,2015,"Unknown Other"
"173",8043382,NA,1,0,0,1,NA,2009-05-27,2013-05-16,2009-05-27,2009,"Close/Term LastCurrent Out of Range"
"174",8231024,NA,1,0,1,0,NA,2011-03-29,NA,2011-03-28,2011,"Close/Term LastCurrent Out of Range"
"175",3107745,NA,1,0,1,1,NA,2008-12-19,2014-03-28,2008-12-19,2009,"Close/Term LastCurrent Out of Range"
"176",25745740,NA,1,-1895.77,1,0,1998-09-30,2013-07-10,NA,2013-07-10,2013,"Unknown Close/Term"
"177",61977364,NA,1,2650.5,1,1,2017-10-08,2014-10-02,2014-10-02,2014-10-31,2015,"Close/Term LastCurrent Out of Range"
"178",2152145,NA,1,16779,1,1,2018-06-01,2008-06-01,2008-06-01,2008-06-01,2008,"Close/Term LastCurrent Out of Range"
"179",24798663,NA,1,115812.4717,1,0,2021-12-31,2012-05-07,2015-03-03,2012-05-07,2012,"Close/Term LastCurrent Out of Range"
"180",25465550,NA,1,0,0,1,NA,2013-09-09,2013-09-09,2013-09-09,2013,"Close/Term LastCurrent Out of Range"
"181",61218715,NA,1,0,1,0,2017-11-24,2014-11-25,2014-11-25,2014-11-25,2015,"Close/Term LastCurrent Out of Range"
"182",4167247,NA,1,0,0,1,NA,2011-03-21,2011-03-21,2011-04-01,2011,"Close/Term LastCurrent Out of Range"
"183",556726,NA,1,2587170,1,0,1998-06-13,2008-10-22,NA,1997-01-31,2009,"Unknown Close/Term"
"184",66483255,NA,1,0,0,0,2016-05-03,2015-11-05,2015-11-05,2015-11-05,2016,"Unknown Other"
"185",26300688,NA,1,0,0,0,2013-02-10,2013-01-11,NA,2013-01-11,2013,"Unknown Other"
"186",649009,NA,1,9643746.5,1,0,2017-06-16,2011-09-30,2015-08-13,2011-09-30,2011,"Close/Term LastCurrent Out of Range"
"187",8179465,NA,1,0,1,1,NA,2011-08-10,2011-08-10,2011-08-10,2011,"Close/Term LastCurrent Out of Range"
"188",8005019,NA,1,0,1,0,NA,2008-05-07,2008-05-07,2008-05-01,2008,"Close/Term LastCurrent Out of Range"
"189",27295630,NA,1,0,1,1,NA,2012-06-15,2012-06-15,2013-11-13,2012,"Close/Term LastCurrent Out of Range"
"190",62953181,NA,1,89962.1146,0,1,2017-10-31,2015-02-13,2016-04-01,2015-02-13,2015,"Close/Term LastCurrent Out of Range"
"191",1316012,NA,1,0,1,0,NA,2009-10-14,NA,2009-10-14,2010,"Close/Term LastCurrent Out of Range"
"192",24864784,NA,1,144189.5352,1,0,2020-03-31,2010-07-01,2010-07-01,2010-06-30,2010,"Close/Term LastCurrent Out of Range"
"193",60379451,NA,1,19844479,1,0,2018-06-06,2015-01-09,2015-01-09,2015-01-09,2015,"Close/Term LastCurrent Out of Range"
"194",18879233,NA,1,823.55,1,0,2017-10-29,2011-10-04,2011-10-04,2011-09-01,2012,"Close/Term LastCurrent Out of Range"
"195",60347371,NA,1,0,0,0,2015-11-15,2015-03-21,NA,2015-03-21,2015,"Unknown Other"
"196",18807163,NA,1,-0.14,0,0,2010-10-28,2009-10-28,NA,2009-10-28,2010,"Unknown Other"
"197",65359604,NA,1,-288,0,0,1999-09-12,2010-07-02,NA,2010-07-01,2010,"Unknown Other"
"198",25397140,NA,1,0,0,1,NA,2013-08-29,2013-08-29,2013-08-29,2013,"Close/Term LastCurrent Out of Range"
"199",25586387,NA,1,2304523.2891,0,1,2018-03-28,2013-03-28,2016-11-08,2013-03-28,2013,"Close/Term LastCurrent Out of Range"
"200",62618483,NA,1,0,0,0,2015-03-06,2015-01-20,NA,2015-01-20,2015,"Unknown Other"
"201",62255997,NA,1,0,0,0,2015-02-18,2015-04-27,NA,2015-04-24,2015,"Unknown Other"
"202",4165391,NA,1,0,1,0,NA,2009-10-20,NA,2009-10-20,2010,"Close/Term LastCurrent Out of Range"
"203",25866157,NA,1,14863.2805,1,0,2015-07-29,2013-07-24,2014-03-06,2013-07-24,2013,"Unknown Close/Term"
"204",61148807,NA,1,633366,0,0,2015-07-10,2015-03-04,2015-03-04,2015-03-04,2015,"Unknown Other"
"205",60857051,NA,1,2996623,0,1,2017-12-29,2015-03-31,2016-02-03,2015-03-31,2015,"Close/Term LastCurrent Out of Range"
"206",1602157,NA,1,100460,1,1,NA,2008-03-31,2008-11-10,1998-09-29,2008,"Close/Term LastCurrent Out of Range"
"207",8239502,NA,1,0,0,1,NA,2011-09-29,2011-09-29,2011-09-29,2011,"Close/Term LastCurrent Out of Range"
"208",26365175,NA,1,-34980,1,1,2013-09-23,2013-09-18,NA,2013-09-18,2013,"Unknown Close/Term"
"209",1340603,NA,1,0,1,0,NA,2009-12-15,2009-12-15,2009-10-01,2010,"Close/Term LastCurrent Out of Range"
"210",27280605,NA,1,212647.7911,0,1,2018-06-29,2013-12-12,2013-12-12,2013-12-12,2014,"Close/Term LastCurrent Out of Range"
"211",1442679,NA,1,0,0,1,NA,2012-08-01,NA,2012-08-01,2012,"Close/Term LastCurrent Out of Range"
"212",8195329,NA,1,0,0,1,NA,2008-09-12,2008-09-12,2008-09-09,2008,"Close/Term LastCurrent Out of Range"
"213",61825738,NA,1,50136104,1,0,2019-03-31,2015-03-23,2016-10-31,2015-03-24,2015,"Close/Term LastCurrent Out of Range"
"214",25307295,NA,1,0,0,1,NA,2013-05-29,2014-05-22,2013-06-12,2013,"Close/Term LastCurrent Out of Range"
"215",4168233,NA,1,0,0,1,NA,2012-05-21,2012-12-03,2012-06-12,2012,"Close/Term LastCurrent Out of Range"
"216",27713082,NA,1,285608.7906,0,1,2017-11-03,2013-12-20,2013-12-20,2013-12-20,2014,"Close/Term LastCurrent Out of Range"
"217",62234920,NA,1,0,0,1,2015-12-14,2015-09-14,2015-09-14,2015-09-14,2015,"Unknown Close/Term"
"218",27167219,NA,1,0,0,1,2014-04-10,2013-12-11,2013-12-11,2013-12-11,2014,"Unknown Close/Term"
