"Product or Service Code","Contracting Agency ID","Dollars Obligated"
"1005","12C2","$5,763.01"
"1005","1406","$6,120.00"
"1005","1422","$24,956.49"
"1005","1443","$212,977.87"
"1005","1448","$1,232.54"
"1005","1524","$5,630.00"
"1005","1540","$136,213.12"
"1005","1544","$1,658,771.21"
"1005","1549","$239,270.00"
"1005","1560","$70,712.28"
"1005","1700","$36,044,768.78"
"1005","1900","$1,289,812.16"
"1005","2004","$7,971.25"
"1005","2036","($1,706.85)"
"1005","2041","$23,141.05"
"1005","2050","$1,085,016.00"
"1005","2100","$187,453,086.31"
"1005","3300","$9,029.05"
"1005","3600","$189,071.26"
"1005","5700","$24,629,995.63"
"1005","6800","$125,816.60"
"1005","6938","$23,165.86"
"1005","7004","$79,943.30"
"1005","7008","$985,585.34"
"1005","7009","$655,972.26"
"1005","7012","$8,725,488.26"
"1005","7013","$3,903,095.20"
"1005","7014","$13,245,106.93"
"1005","7015","$981,802.86"
"1005","8900","$3,060.00"
"1005","9100","$73,561.62"
"1005","9763","($1,300,295.67)"
"1005","97AS","$111,631,566.28"
"1005","97F5","$67,769.40"
"1005","97ZS","$525,044.66"
"1010","1540","$223,387.98"
"1010","1604","$29,029.00"
"1010","1700","$36,872,592.26"
"1010","2100","$6,862,968.96"
"1010","3600","$54,310.50"
"1010","7009","$770,280.53"
"1010","7012","$167,458.59"
"1010","7014","$15,966.20"
"1010","7015","$35,750.52"
"1010","7524","$100,239.30"
"1010","8900","$357,500.00"
"1010","9763","($1,315,911.93)"
"1010","97AS","$4,429,208.57"
"1010","97ZS","$492,647.60"
"1015","1700","$106,741.96"
"1015","2100","$24,064,315.36"
"1015","5700","$90,000.00"
"1015","7008","$153,600.00"
"1015","7009","$188,572.80"
"1015","9763","($307,911.67)"
"1015","97AS","$33,012,624.92"
"1015","97ZS","$0.00"
"1020","1700","$82,778,485.90"
"1020","2100","$5,385.00"
"1020","5700","$530,470.64"
"1020","7014","$0.00"
"1020","9763","($524.40)"
"1020","97AS","$1,064,880.22"
"1025","1700","$0.00"
"1025","2100","$54,791,807.56"
"1025","3600","($1,321.65)"
"1025","9763","($28,794.12)"
"1025","97AS","$13,825,578.26"
"1030","3600","($1,237.32)"
"1030","9763","($2,056,808.00)"
"1030","97AS","$148,015.84"
"1030","97ZS","($1,244,867.50)"
"1035","2100","$123,400.00"
"1035","7012","$0.00"
"1035","7014","$25,971.20"
"1035","97AS","($26,450.00)"
"1040","12K3","$4,566.00"
"1040","1540","$11,896.39"
"1040","1700","$32,805.00"
"1040","2100","$1,600,169.08"
"1040","3600","$268,907.52"
"1040","5700","$83,059.79"
"1040","7014","$109,603.91"
"1040","7570","$25,000.00"
"1040","97AS","$493,425.39"
"1045","1700","$2,694,978.50"
"1045","2100","$50,000.00"
"1045","9763","($1,763.56)"
"1045","97AS","$715,511.04"
"1055","12C2","$146,972.57"
"1055","1700","$5,516,721.94"
"1055","2100","$18,285,559.14"
"1055","9763","($3,099,987.97)"
"1055","97AS","$6,395,963.91"
"1070","12C2","$6,469.83"
"1070","1434","$45,896.80"
"1070","1700","$47,648.00"
"1070","1900","$22,655.40"
"1070","2100","$15,253.27"
"1070","6957","$16,788.00"
"1075","1700","$47,124,955.36"
"1075","2100","$755,909.00"
"1075","5700","$105,039.33"
"1075","9763","($31,223.17)"
"1075","97AS","$1,893,279.25"
"1080","1700","$934,560.88"
"1080","2100","$17,491.37"
"1080","5700","$186,662.19"
"1080","7505","$12,041.50"
"1080","97AS","$1,566,003.20"
"1090","1540","$0.00"
"1090","1544","$20,690.00"
"1090","1549","$0.00"
"1090","1700","$767,907.33"
"1090","1900","$4,252,544.80"
"1090","2100","$254,163,508.98"
"1090","5700","$314,433.52"
"1090","7009","$0.00"
"1090","7012","$0.00"
"1090","7013","$16,193.80"
"1090","7022","$53,125.00"
"1090","7504","$81,000.00"
"1090","9763","$0.00"
"1090","97AS","$385,707.56"
"1090","97ZS","$77,738.00"
"1095","12C2","$84,789.21"
"1095","12K3","$20,834.27"
"1095","1301","$0.00"
"1095","1330","$162,047.50"
"1095","1422","$74,100.40"
"1095","1443","$364,032.70"
"1095","1448","$26,523.49"
"1095","1450","$9,918.23"
"1095","1524","$743,469.32"
"1095","1540","$67,856.87"
"1095","1544","$39,482.57"
"1095","1549","$4,343,101.41"
"1095","1560","$285,401.75"
"1095","1700","$489,891,786.19"
"1095","1900","$2,458,521.15"
"1095","2050","$227,418.10"
"1095","2100","$95,230,421.81"
"1095","3600","$50,034.23"
"1095","5700","$71,723,842.05"
"1095","7001","$455,015.00"
"1095","7004","$29,093.00"
"1095","7008","$111,000.00"
"1095","7009","$104,250.00"
"1095","7012","$429,767.19"
"1095","7013","$135,845.00"
"1095","7014","$3,786,122.78"
"1095","7015","$143,593.00"
"1095","7570","($7,968.45)"
"1095","8900","$120,439.97"
"1095","9763","($18,761,557.72)"
"1095","97AS","$216,319,543.08"
"1095","97F5","$434,499.38"
"1095","97ZS","($20,651.20)"
"1105","5700","$116,189,931.49"
"1110","1524","$0.00"
"1115","5700","$3,214,923.88"
"1135","2100","$0.00"
"1135","5700","$4,698,007.05"
"1135","97AS","$278,360.00"
"1140","1700","$1,553,546.00"
"1140","5700","$14,025.00"
"1140","8900","$819,955.00"
"1140","9763","$0.00"
"1145","12C2","$3,117.59"
"1145","12K3","$15,000.00"
"1145","1700","$29,192.50"
"1145","1900","$36,999.80"
"1190","1700","$139,600.00"
"1190","2100","$805,586.64"
"1190","5700","$4,401,120.42"
"1190","7524","$11,626.00"
"1190","8000","$0.00"
"1190","8900","$1,765,257.36"
"1190","9761","$2,699,934.00"
"1190","9763","$0.00"
"1190","97AS","$70,000.00"
"1210","1700","$112,758,645.23"
"1210","2100","$104,860.00"
"1210","3600","$24,922.76"
"1210","8000","$68,017.97"
"1210","9763","($1,335.00)"
"1210","97AS","$2,480.00"
"1220","12C2","$11,957.26"
"1220","1544","$17,782.72"
"1220","1560","$127,742.40"
"1220","1700","$79,049,839.94"
"1220","2100","$3,399,571.25"
"1220","5700","$0.00"
"1220","7008","$7,757.07"
"1220","7527","$45,865.50"
"1220","9763","$0.00"
"1220","97AS","$5,108,263.35"
"1220","97ZS","$757,180.00"
"1230","1205","$107,583.96"
"1230","12C2","$26,565.37"
"1230","1425","$0.00"
"1230","1605","$0.00"
"1230","1700","$134,387,492.48"
"1230","1900","$27,277.71"
"1230","2100","($5,022,725.24)"
"1230","2700","$22,650.00"
"1230","3600","$0.00"
"1230","4740","$195,253.80"
"1230","5700","$1,019,297.60"
"1230","6920","$43,377.00"
"1230","7008","$250,244.46"
"1230","7014","$0.00"
"1230","7022","$4,899.00"
"1230","7200","($2,008.73)"
"1230","7527","$27,175.00"
"1230","9568","$87,059.00"
"1230","9763","($1,533,993.85)"
"1230","97AS","$1,778,830.20"
"1240","1204","$96,000.00"
"1240","12K3","$89,430.92"
"1240","1422","$22,000.00"
"1240","1443","$16,005.86"
"1240","1524","$14,295.02"
"1240","1540","$0.00"
"1240","1542","$517,751.87"
"1240","1544","$191,194.66"
"1240","1700","$277,798,125.49"
"1240","2044","$23,921.17"
"1240","2050","$84,061.25"
"1240","2100","$158,292,899.47"
"1240","3600","$17,700.00"
"1240","4704","$17,064.00"
"1240","4732","$0.00"
"1240","5700","$562,141.30"
"1240","6800","$34,023.50"
"1240","6920","$14,880.00"
"1240","7009","$250,000.00"
"1240","7012","$26,700.93"
"1240","7013","$57,620.00"
"1240","7014","$965,897.47"
"1240","8000","($6,010.38)"
"1240","8900","$0.00"
"1240","9763","($3,428,953.25)"
"1240","97AS","$22,768,777.74"
"1250","12C2","$270,725.39"
"1250","12K3","($19,500.00)"
"1250","1700","$691,983.50"
"1250","2100","$16,751,529.49"
"1250","5700","$147,135.60"
"1250","7001","$0.00"
"1250","97AK","$11,057.72"
"1250","97AS","$8,616,690.90"
"1260","12C2","$25,585.00"
"1260","1540","$41,494.00"
"1260","1544","$0.00"
"1260","1700","$290,435,798.64"
"1260","2041","$103,194.00"
"1260","2100","$663,272.03"
"1260","5700","$37,109.03"
"1260","7008","$710,457.49"
"1260","7022","($44,121.90)"
"1260","7200","($3,521.55)"
"1260","9763","($29,242.21)"
"1260","97AS","$2,782,319.61"
"1265","12C2","$17,524.38"
"1265","1700","$289,489,824.84"
"1265","1900","$4,268.24"
"1265","2100","$60,091.07"
"1265","8000","$39,552.60"
"1265","9763","$0.00"
"1265","97AS","$1,010,770.10"
"1270","1700","$50,296,599.26"
"1270","2100","$2,621,549.77"
"1270","5700","$54,486.66"
"1270","9763","($14,736.50)"
"1270","97AS","$3,697,865.98"
"1280","12C2","$281,449.00"
"1280","1700","$166,036.00"
"1280","5700","$4,315,875.69"
"1280","7008","$133,753.83"
"1280","9763","($183.92)"
"1280","97AS","$348,242.89"
"1285","1700","$196,536,716.70"
"1285","9763","$2,035,000.00"
"1285","97AS","$2,010,529.17"
"1285","97JC","$12,594,677.64"
"1287","1700","$42,126,908.37"
"1287","9763","$0.00"
"1287","97AS","$136,800.00"
"1290","12C2","$2,694,981.09"
"1290","1425","($12,319.55)"
"1290","1540","$88,997.02"
"1290","1549","$2,954,624.00"
"1290","1700","$29,983,797.22"
"1290","1900","$36,251.15"
"1290","2100","$33,215,278.41"
"1290","3300","$18,622.76"
"1290","3600","$45,891.25"
"1290","4740","$54,210.57"
"1290","5700","$1,219,041.88"
"1290","6800","$0.00"
"1290","6901","($7,250.00)"
"1290","6920","$35,142.04"
"1290","6938","$23,226.00"
"1290","7008","$63,851.10"
"1290","7009","$148,320.00"
"1290","7015","$0.00"
"1290","7022","$4,930.00"
"1290","7200","($10,126.00)"
"1290","7523","$19,355.76"
"1290","8000","$173,105.64"
"1290","9763","$0.00"
"1290","97AS","$57,306,129.10"
"1305","12C2","$151,855.38"
"1305","12K3","$753,797.73"
"1305","1404","$1,641.53"
"1305","1406","$3,730.13"
"1305","1422","$122,874.48"
"1305","1425","$427,149.20"
"1305","1443","$629,911.97"
"1305","1448","$151,031.18"
"1305","1450","$332,375.24"
"1305","1501","$13,825.21"
"1305","1524","$2,745,382.48"
"1305","1540","$120,330.32"
"1305","1544","$1,759,900.63"
"1305","1549","$5,628,495.74"
"1305","1560","$695,947.84"
"1305","1700","$67,967,439.51"
"1305","1900","$1,487,507.98"
"1305","2004","$4,145.00"
"1305","2041","$23,068.50"
"1305","2050","$619,934.30"
"1305","2100","$746,690,947.55"
"1305","2800","$17,311.44"
"1305","3300","$37,362.50"
"1305","3600","$259,149.17"
"1305","5700","$0.00"
"1305","6000","$9,278.40"
"1305","6800","$117,072.66"
"1305","7004","$29,778.75"
"1305","7008","$171,631.15"
"1305","7009","$3,233,795.53"
"1305","7012","$5,607,205.83"
"1305","7013","$3,169,920.79"
"1305","7014","$19,864,668.70"
"1305","7015","$10,292,119.86"
"1305","7504","$124,949.44"
"1305","8000","$63,917.04"
"1305","8900","$10,200.00"
"1305","9763","$0.00"
"1305","97F2","$195,530.00"
"1305","97F5","$352,558.77"
"1305","97ZS","$249,788.28"
"1310","12C2","$58,809.74"
"1310","1443","$37,325.61"
"1310","1450","$18,065.00"
"1310","1540","$8,183.00"
"1310","1544","$280,537.78"
"1310","1549","$3,771,762.07"
"1310","1700","$92,830,575.84"
"1310","2100","$125,683,863.31"
"1310","6800","($56.44)"
"1310","7009","$246,060.25"
"1310","7012","$1,061,433.69"
"1310","7013","$0.00"
"1310","7014","$15,529.00"
"1310","7015","$16,589.05"
"1310","8000","$40,368.90"
"1310","9763","$0.00"
"1315","1443","$16,200.80"
"1315","1448","$1,352.56"
"1315","1540","$2,584.00"
"1315","2044","$86,140.85"
"1315","2100","$353,740,617.51"
"1315","7014","$3,438.54"
"1315","9763","($60.00)"
"1320","1700","$49,230,349.44"
"1320","2100","$400,374,122.86"
"1320","7014","$31,867.02"
"1320","9763","($1,261,424.34)"
"1325","1700","$64,507,273.71"
"1325","2100","$64,879,590.38"
"1325","5700","$1,363,282,260.12"
"1325","9763","($729,437.03)"
"1325","97ZS","$0.00"
"1330","1540","$32,842.79"
"1330","1700","$10,351,828.46"
"1330","1900","$606,000.00"
"1330","2100","$3,780,380.43"
"1330","7009","$26,545.08"
"1330","7015","$26,460.00"
"1330","9763","$0.00"
"1336","1700","$222,168.00"
"1336","2100","$1,780,107.92"
"1336","5700","$0.00"
"1336","9763","($768,960.00)"
"1336","97AS","$9,960.00"
"1337","1700","$37,496,050.73"
"1337","2100","$1,315,860.00"
"1337","8000","$30,000.00"
"1337","9763","$0.00"
"1337","97AS","$1,710,000.00"
"1337","97JC","$130,107,965.66"
"1338","2100","$66,422,121.71"
"1340","1700","$620,705.14"
"1340","2100","$366,107,441.89"
"1340","5700","$4,694,171.00"
"1340","9763","($0.01)"
"1346","1540","$35,017.86"
"1346","1549","$93,346.06"
"1346","1560","$52,492.00"
"1346","2100","$27,089.00"
"1350","1443","($338.84)"
"1350","1700","$21,468,008.47"
"1350","9763","$0.00"
"1351","1700","$5,199,897.86"
"1352","1549","$12,711.92"
"1355","1700","$98,525,510.32"
"1355","9763","$0.00"
"1355","97AS","$1,430,427.11"
"1356","1700","$9,358,892.42"
"1356","9763","($20,957.44)"
"1360","1700","$130,133.73"
"1360","2100","($199,587.31)"
"1361","1700","$255,442.00"
"1361","2100","$31,243.00"
"1365","1540","$87,813.73"
"1365","4732","$0.00"
"1365","97AS","$18,270.00"
"1367","1422","$33,793.42"
"1367","1524","$181,401.91"
"1367","1540","$28,676.27"
"1367","1544","$563,472.10"
"1367","1549","$21,780.00"
"1367","1560","$0.00"
"1367","1604","$15,136.02"
"1367","1700","$43,503.56"
"1367","1900","$2,377,797.23"
"1367","2100","$793,763.21"
"1367","2400","($162.89)"
"1367","3300","$4,764.50"
"1367","5700","$438,879.03"
"1367","6800","$0.00"
"1367","7001","$118,444.00"
"1367","7008","$247,184.90"
"1367","7012","$2,199,517.38"
"1367","7014","$213,581.90"
"1367","7527","$13,903.83"
"1367","7570","$0.00"
"1367","8600","$22,121.55"
"1367","8900","$35,065.00"
"1370","12C2","$363,324.88"
"1370","12K3","$99,412.00"
"1370","1443","$5,476.65"
"1370","1700","$155,559,019.96"
"1370","1900","$15,340.91"
"1370","2100","$24,338,431.54"
"1370","5700","$83,049,760.19"
"1370","7013","$0.00"
"1370","9763","$0.00"
"1370","97ZS","$13,142,462.00"
"1375","1434","$0.00"
"1375","1443","$13,230.44"
"1375","1560","$553,445.24"
"1375","1700","$21,871,027.66"
"1375","2100","$70,169,900.59"
"1375","5700","$49,073.05"
"1375","7013","$0.00"
"1375","8900","$407,310.80"
"1375","9763","($73,029.60)"
"1375","97AS","$44,088.00"
"1376","12C2","$119,791.44"
"1376","12K3","$37,032.65"
"1376","1443","$7,906.25"
"1376","1448","$27,611.50"
"1376","1549","$0.00"
"1376","1700","$480,029.32"
"1376","1900","$39,365.00"
"1376","2100","$178,169,609.74"
"1376","7001","$49,120.49"
"1376","7013","$0.00"
"1376","7015","$40,556.00"
"1376","9763","$0.00"
"1377","12C2","$729.25"
"1377","1443","$23,009.59"
"1377","1450","$3,879.00"
"1377","1524","$3,384.00"
"1377","1544","$0.00"
"1377","1700","$95,573,995.41"
"1377","1900","$1,276,579.34"
"1377","2100","$33,707.01"
"1377","5700","$81,107,174.86"
"1377","7008","$274,652.52"
"1377","7012","$0.00"
"1377","7015","$12,794.16"
"1377","7200","($3,008.32)"
"1377","8000","$61,962.90"
"1377","9568","$0.00"
"1377","9763","($229,244.34)"
"1377","97AS","$366,459.25"
"1385","1540","$375.43"
"1385","1549","$1,539,210.34"
"1385","1560","$241,185.22"
"1385","1700","$2,222,882.42"
"1385","1900","$0.00"
"1385","2100","$12,878,920.68"
"1385","5700","$42,323,819.00"
"1385","9763","($154,820.16)"
"1385","97AS","$32,163.02"
"1386","1700","$29,306,237.96"
"1386","9763","$0.00"
"1386","97AS","$242,902.85"
"1390","1422","$7,975.50"
"1390","2100","$302,932,632.55"
"1390","5700","$308,742.47"
"1390","7200","($61,185.22)"
"1390","9763","($11,194.96)"
"1390","97ZS","$4,751,427.79"
"1395","1204","($21,907.25)"
"1395","12C2","$15,644.65"
"1395","12K3","$15,449.70"
"1395","1422","$53,344.10"
"1395","1434","$3,606.40"
"1395","1443","$43,869.15"
"1395","1524","$12,158.00"
"1395","1540","$2,222,707.56"
"1395","1544","$334,498.76"
"1395","1549","$248,137.86"
"1395","1560","$2,017,404.83"
"1395","1700","$344,623.35"
"1395","1900","$3,512,228.92"
"1395","2050","($10,176.10)"
"1395","2100","$113,304,550.98"
"1395","3600","$91,339.13"
"1395","7008","$20,530.10"
"1395","7009","$656,244.00"
"1395","7012","$66,530.00"
"1395","7014","$1,044,702.83"
"1395","7015","$111,899.86"
"1395","7300","$12,602.00"
"1395","8000","$141,528.60"
"1395","8900","$127,152.87"
"1395","9763","$0.00"
"1395","97F2","$56,550.28"
"1395","97F5","$177,289.98"
"1398","1544","$0.00"
"1398","1700","$4,043,123.00"
"1398","2100","$12,604,277.17"
"1398","5700","$145,180.91"
"1398","7008","$18,847.00"
"1398","7012","$8,150.00"
"1398","7014","$72,762.11"
"1398","7504","$353,180.60"
"1398","8000","$357,108.16"
"1410","1700","$5,157,659,518.37"
"1410","2100","$7,674,813,228.58"
"1410","5700","$943,447,130.45"
"1410","9763","$432,629.55"
"1410","97AS","$81,472.00"
"1410","97JC","$4,190,219,841.53"
"1410","97ZS","$51,635,840.00"
"1420","1700","$616,779,107.27"
"1420","2100","$183,365,810.08"
"1420","5700","$61,072,996.99"
"1420","9763","$8,486,384.48"
"1420","97AS","$7,601,407.92"
"1420","97JC","$965,168,932.70"
"1425","1700","$57,371,342.00"
"1425","2100","$1,426,834,379.83"
"1425","5700","$1,467,426,136.61"
"1425","9763","($596,192.69)"
"1425","97ZS","$5,047,402.00"
"1427","1700","$410,737,985.44"
"1427","2100","$324,747,989.20"
"1427","5700","$0.00"
"1427","9763","$376,438.93"
"1430","1700","$25,637,975.68"
"1430","2100","$7,118,718.77"
"1430","9763","$0.00"
"1430","97AS","$12,556,069.16"
"1430","97JC","$9,838,226.31"
"1440","1700","$537,672,548.02"
"1440","2100","($2,551,681.94)"
"1440","5700","$9,315,293.54"
"1440","9763","($407,802.09)"
"1440","97AS","$10,779,223.94"
"1440","97JC","($152,561.60)"
"1450","1700","$7,779,669.05"
"1450","2100","$0.00"
"1450","5700","$36,166,303.02"
"1450","9763","($1,125,592.28)"
"1450","97AS","$2,632,482.66"
"1510","12C2","$7,474,467.00"
"1510","1406","$0.00"
"1510","1524","$528,780.00"
"1510","1544","$3,290,121.35"
"1510","1549","$13,312,619.00"
"1510","1700","$38,371,672,286.59"
"1510","1900","$4,459,337.76"
"1510","2100","$113,550,596.14"
"1510","5700","$10,765,572,331.21"
"1510","7008","$18,040.00"
"1510","7014","$94,197,103.87"
"1510","8000","$99,599,120.22"
"1510","8900","$467,048.00"
"1510","9763","$30,645,858.40"
"1510","97AS","$51,144,350.89"
"1510","97JC","$21,625,282.39"
"1520","12C2","($12,792.50)"
"1520","1524","$0.00"
"1520","1540","$57,042.13"
"1520","1549","$0.00"
"1520","1700","$2,092,334,956.24"
"1520","1900","$28,388,155.18"
"1520","2100","$1,950,253,750.31"
"1520","4732","$171,824.00"
"1520","5700","$838,705,571.16"
"1520","7008","$936,009.90"
"1520","7014","$7,237,035.79"
"1520","9763","($110,198,684.68)"
"1520","97AS","$37,282,452.12"
"1520","97ZS","$286,558,000.00"
"1540","2100","$209,981,471.31"
"1540","9763","$0.00"
"1550","12C2","$135,000.00"
"1550","12H2","$519,796.69"
"1550","12K3","$55,777.93"
"1550","1330","($298,564.50)"
"1550","1341","$1,615.00"
"1550","1406","$0.00"
"1550","1524","$93,678.00"
"1550","1544","$24,095.00"
"1550","1549","$693,702.19"
"1550","1700","$608,289,466.73"
"1550","1900","$1,213,082.50"
"1550","2100","$324,848,244.17"
"1550","4732","$85.31"
"1550","5700","$457,921,803.62"
"1550","6920","$158,979.95"
"1550","6925","$0.00"
"1550","7008","$32,846.48"
"1550","7012","$391,060.00"
"1550","7014","$7,203,448.00"
"1550","8000","$97,841,220.46"
"1550","8900","$10,995.00"
"1550","9763","($11,733,351.76)"
"1550","97AS","$41,760,048.29"
"1550","97ZS","$96,370.48"
"1555","1700","$0.00"
"1555","2100","$1,538,516.00"
"1555","5700","$388,149,427.80"
"1555","8000","$198,281,298.35"
"1555","9763","$0.00"
"1560","1700","$434,953,655.69"
"1560","1900","($9,380.52)"
"1560","2100","$61,372,257.36"
"1560","4732","$3,968,515.20"
"1560","5700","$1,238,375,678.46"
"1560","6920","$957,414.05"
"1560","7008","$19,285,267.53"
"1560","8000","$545,408.00"
"1560","8900","$40,000.00"
"1560","9763","($13,124,722.25)"
"1560","97AS","$1,146,315,341.19"
"1610","1330","$8,282.23"
"1610","1406","$0.00"
"1610","1700","$79,711,753.93"
"1610","1900","$345,874.09"
"1610","2100","$120,995.36"
"1610","5700","$1,631,613.78"
"1610","6920","$30,000.00"
"1610","7008","$1,240,123.08"
"1610","8000","$2,366,611.86"
"1610","9763","($456,208.36)"
"1610","97AS","$40,452,566.63"
"1610","97ZS","$112,000.00"
"1615","1700","$11,050,176.42"
"1615","2100","$93,154,689.97"
"1615","5700","$136,567.04"
"1615","7008","$21,340,809.53"
"1615","8000","$54,232.00"
"1615","9763","$8,384,521.96"
"1615","97AS","$465,566,751.41"
"1615","97DH","$21,215.00"
"1615","97ZS","$8,725,236.00"
"1620","12C2","$76,000.00"
"1620","1406","$791,500.00"
"1620","1700","$7,086,369.45"
"1620","1900","$86,739.76"
"1620","2100","$2,353,473.44"
"1620","5700","$73,598,390.77"
"1620","7008","$3,179,513.03"
"1620","9763","($943,227.89)"
"1620","97AS","$70,003,657.83"
"1630","1700","$48,307,202.96"
"1630","5700","$17,303,991.71"
"1630","7008","$2,958,894.68"
"1630","8000","$152,612.87"
"1630","9763","($9,669.13)"
"1630","97AS","$172,717,917.60"
"1640","1700","$79,161.87"
"1640","5700","$45,795.00"
"1640","7008","$56,035.10"
"1640","9763","($155,500.00)"
"1640","97AS","$295,661.09"
"1650","1700","$85,410,904.52"
"1650","1900","$53,605.00"
"1650","19BM","$2,388.00"
"1650","2100","$24,780,611.84"
"1650","5700","$15,734,224.65"
"1650","7008","$2,133,301.43"
"1650","9763","($379,974.27)"
"1650","97AS","$143,703,140.62"
"1660","1540","$55,920.00"
"1660","1700","$12,254,390.24"
"1660","2100","$927,714.00"
"1660","3300","$5,011.25"
"1660","5700","$6,115,200.21"
"1660","7008","$535,540.86"
"1660","7527","$202,813.00"
"1660","8000","$201,000.00"
"1660","9763","($19,018.38)"
"1660","97AS","$103,023,864.42"
"1660","97JC","$430,005.34"
"1670","12C2","$984,595.27"
"1670","1422","$130,495.00"
"1670","1605","($5,977.72)"
"1670","1700","$12,803,406.49"
"1670","2100","$63,983,488.31"
"1670","5700","$48,286,785.40"
"1670","7008","$331,754.63"
"1670","7014","$20,794.10"
"1670","9763","($8,026,843.65)"
"1670","97AS","$34,092,452.25"
"1670","97ZS","$283,706.82"
"1675","1700","$18,900.00"
"1675","1900","$0.00"
"1675","5700","$141,018,382.00"
"1675","7200","($29.76)"
"1675","8000","$179,376,390.84"
"1675","9763","$0.00"
"1680","12C2","$212,597.07"
"1680","12K3","$10,674.00"
"1680","1330","$72,695,438.55"
"1680","1406","$91,258.84"
"1680","1422","$416,500.00"
"1680","1524","$0.00"
"1680","1544","$16,566.68"
"1680","1549","$346,491.32"
"1680","1700","$2,204,813,857.44"
"1680","1900","($748,981.46)"
"1680","2100","$485,316,061.55"
"1680","4732","($1,543,446.89)"
"1680","5700","$1,934,938,672.28"
"1680","6920","$5,504,952.07"
"1680","7008","$36,139,669.54"
"1680","7013","$0.00"
"1680","7014","($18,632.10)"
"1680","8000","$6,071,662.16"
"1680","8900","$54,059.00"
"1680","9763","($18,290,961.86)"
"1680","97AS","$800,856,058.77"
"1680","97ZS","$80,575,547.03"
"1710","1422","$29,003.04"
"1710","1700","$101,273,589.22"
"1710","2100","$486,660.68"
"1710","5700","$3,179,949.58"
"1710","6920","$151,810.33"
"1710","7008","$0.00"
"1710","7505","$220,000.00"
"1710","9763","($17,137.22)"
"1710","97AS","$25,010,806.10"
"1720","1544","$49,650.00"
"1720","1560","$159,825.00"
"1720","1700","$227,553,722.21"
"1720","2100","$239,578.00"
"1720","5700","$296,933.04"
"1720","6920","$205,760.00"
"1720","7008","$5,950.00"
"1720","8000","$243,283.30"
"1720","9763","$0.00"
"1720","97AS","$20,602,083.57"
"1730","12C2","$189,292.00"
"1730","1406","$341,764.00"
"1730","1700","$44,419,659.90"
"1730","2100","($827,746.86)"
"1730","4732","$1,191,798.00"
"1730","5700","$51,837,759.56"
"1730","6920","$2,265,446.52"
"1730","7008","$3,284,639.38"
"1730","7014","$23,382,483.91"
"1730","8000","$104,900.00"
"1730","9763","($294,286.32)"
"1730","97AS","$36,169,270.89"
"1730","97ZS","$0.00"
"1735","8000","$1,213,166.15"
"1740","12C2","$59,850.00"
"1740","1700","$11,021,624.44"
"1740","1900","$194,800.00"
"1740","2100","$459,931.32"
"1740","3300","$19,596.08"
"1740","5700","$34,995,413.62"
"1740","7008","$0.00"
"1740","7022","$0.00"
"1740","9763","($7,539,991.00)"
"1740","97AS","$7,320,135.32"
"1810","4100","$0.00"
"1810","5700","$174,690,784.77"
"1810","8000","$6,626,310.30"
"1810","9763","($959,254.23)"
"1820","5700","$3,730,302.00"
"1820","8000","$511,009,056.32"
"1820","9763","($1,679,002.02)"
"1830","9763","$0.00"
"1901","1700","$45,034,823.80"
"1902","1700","$0.00"
"1903","1700","$71,656,528.00"
"1904","1700","$81,683,990.24"
"1905","1443","$228,184.00"
"1905","1448","($11,178.00)"
"1905","1700","$24,189,350,813.66"
"1905","2100","$30,625,881.68"
"1905","5700","$226,507.00"
"1905","7008","$736,670,018.20"
"1905","7014","$2,401,084.35"
"1905","9763","($434,544.17)"
"1905","97ZS","$59,286.00"
"1910","12D0","$22,506.00"
"1910","12K3","($1,516.10)"
"1910","1330","$32,306,294.67"
"1910","1341","$172,268.36"
"1910","1443","$644,398.52"
"1910","1448","($584.35)"
"1910","1501","$330,410.16"
"1910","1549","$33,791.82"
"1910","1700","$6,285,132.12"
"1910","1900","$16,232.76"
"1910","2100","$847,466.21"
"1910","7001","$0.00"
"1910","7008","$217,488.42"
"1910","7014","$0.00"
"1910","7022","$0.00"
"1910","8900","$59,000.00"
"1911","1700","$2,752,371.00"
"1911","9763","($35,499.58)"
"1915","1700","$1,000,126,930.85"
"1915","2100","$3,151,287.63"
"1915","6920","$16,588.00"
"1920","1330","$157,618.60"
"1920","1434","$97,846.98"
"1920","1448","$89,788.27"
"1920","2100","$35,522.34"
"1924","1700","($393,720.02)"
"1925","1330","$608,209.60"
"1925","1448","$150,765.44"
"1925","1524","$6,961.00"
"1925","1544","$0.00"
"1925","1700","$203,881,005.08"
"1925","19BM","$55,770.00"
"1925","2100","$4,839,556.96"
"1925","6901","($8,514.00)"
"1925","6920","$32,343.00"
"1925","6947","$5,728,199.29"
"1925","7008","$5,220.00"
"1925","7014","$1,824,764.16"
"1925","7200","$0.00"
"1925","9763","$0.00"
"1925","97ZS","$24,144.40"
"1930","1448","$115,494.00"
"1930","2100","$701,826.72"
"1930","6920","($1,200.00)"
"1930","6938","$69,000.00"
"1935","12C2","$17,600.00"
"1935","1700","$40,118,583.00"
"1935","2100","$360,715.00"
"1935","97AS","$175,313.00"
"1940","12C2","$458,298.42"
"1940","12D0","$0.00"
"1940","12H2","$0.00"
"1940","12K3","$71,374.93"
"1940","1330","$120,820.46"
"1940","1422","$54,000.00"
"1940","1425","$473,297.00"
"1940","1434","$1,973,671.70"
"1940","1443","$959,715.20"
