fiscal_year	IsAbove2018constantCommercialItem7500k	IsAbove2018constantCostAccounting2000kThreshold	CostAccountingStandardsClause	costorpricingdata	IsSealedBid	IsCommercialitemacquisitionprocedures	isforeigngovernment	FixedPriceEffective	AlwaysCAUisCASexemptOrWaived	contractingofficerbusinesssizedetermination	n_cau	obligatedamount
2016	0	0	NULL	Y	0	0	0	0	1	S	26845	31460281.1400
2004	0	1	Y	N	1	0	0	1	0	O	4	3824208.0000
2007	1	1	N		0	0	0	0	0	O	12	-235074.2900
2017	0	1			0	1	0	0	1	O	771	345605668.1909
2013	0	0	N	N	0	1	0	1	1	O	133	3891601.0700
2015	0	0	X	NULL	0	0	0	0	1	O	1271	-11010969.5000
2008	1	1	N	N	0	0	0	0	0	S	5	1828664.6875
2001	0	1	Y	W	0	0	0	0	0	O	19	31525315.0000
2015	1	1			0	1	0	0	1	O	104	99543456.5904
2023	0	0	N	Y	0	0	0	0	1	O	752	22189021.1218
2015	0	0	NULL	Y	0	1	0	0	1	O	2547	115366269.9500
2009	0	1	X	N	0	1	0	0	1	O	4321	2956435509.2540
2015	0	1		N	0	0	0	1	1	O	1323	755972397.3463
2016	1	1	X	N	1	1	0	0	1	S	9	0.0000
2014	0	1		N	1	0	1	1	1	O	1	5444334.0000
2012	0	1	Y	Y	1	0	0	0	0	O	2	391181.0000
2019	0	1	N	N	0	1	0	1	1	S	81	11836658.9707
2023	0	1	NULL	W	0	1	0	0	1	S	3	2633464.2500
2011	0	1	X	NULL	1	1	0	0	1	S	1	0.0000
2020	1	1	N	N	0	1	0	1	1	O	119	48379812.0387
2021	1	1		W	0	1	0	1	1	S	32	21239683.1289
2010	0	1		Y	0	0	0	0	1	S	65	65459872.3027
2006	0	0	X	W	1	1	0	0	1	S	2	-820.0000
2018	0	1			0	1	1	0	1	O	5	2620038.5626
2015	0	1	N	N	0	1	0	1	1	S	50	1947253.9300
2014	0	0	X	W	1	0	0	0	1	O	34	-4240343.4500
2023	0	0	Y	N	1	1	0	1	0	S	2	0.0000
2008	1	1	X	N	0	0	0	0	0	O	13991	21298075211.4602
2021	1	1	N	N	0	1	0	0	1	S	106	41513109.6285
2015	0	1	NULL	W	0	1	0	0	1	S	5	18906128.9500
2002	1	1	X		0	0	0	0	1	O	518	1122285404.6400
2021	0	1	Y	W	1	0	0	1	0	O	2	0.0000
2012	1	1	X	N	0	0	0	0	0	S	27	3456046.1348
2014	0	1	NULL	N	0	0	0	1	1	O	1	12000.0000
2021	1	1	N	N	1	0	0	1	1	S	5	-1459951.4063
2021	0	0	NULL	N	0	0	0	0	1	S	76	1970099.7400
2009	0	0	Y		0	1	0	0	0	O	9	0.0000
2008	0	0			0	1	0	0	1	O	305	12595245.3657
2017	1	1	X	N	1	1	0	0	1	O	4	14070147.8700
2002	1	1	X	Y	0	1	0	0	1	O	64	153215218.0000
2021	0	0		W	0	1	0	1	1	O	427	24974817.6115
2008	0	0	N	N	0	0	1	1	1	O	1	90000.0000
2011	0	0	X	W	0	1	0	0	1	S	84	3836361.2886
2012	0	0	N		0	0	0	0	1	O	31	-100236.7701
2014	0	0	Y	W	0	0	0	0	0	O	25	1769619.2500
2012	0	1	N		0	0	0	0	1	O	11	-1600.0000
2016	1	1	N	N	1	0	0	0	1	O	13	749448.5100
2023	1	1	X	W	0	1	0	0	1	S	127	79633402.9043
2012	0	0			1	1	0	0	1	S	5	2027324.3125
2018	1	1	N	Y	0	0	0	0	0	O	19	-12999068.5547
2012	0	0	X		1	0	0	0	1	O	57	601331.6986
2009	0	0		N	0	1	0	1	1	O	185	11198078.9919
2015	1	1	X	N	0	0	0	1	1	S	5186	1879653544.4841
2010	1	1	N	N	0	0	0	0	1	S	3760	103141319.5405
2020	1	1			0	0	0	0	0	S	21	15935912.0146
2019	0	1			0	0	1	0	1	O	4	3150070.0000
2014	1	1	N	NULL	0	1	0	0	1	S	19	0.0000
2005	1	1	X	N	0	1	0	0	1	O	1815	6680956713.7356
2012	0	1	X	Y	0	0	0	0	0	O	187	3451609.0568
2016	0	0	X	W	0	1	1	0	1	O	2	0.0000
2024	0	0	Y	N	1	0	0	1	0	S	1	0.0000
2024	0	0	Y	N	0	0	0	0	0	O	5885	221007357.7666
2022	0	1	X	NULL	0	0	0	0	1	O	2	0.0000
2005	1	1		N	0	0	0	0	0	O	13	65350107.3750
2012	1	1		Y	0	0	0	0	0	O	6247	25112512404.0818
2017	0	0	NULL	NULL	0	1	1	0	1	O	13	3423738.0900
2012	1	1	N	N	1	0	1	1	1	O	1	0.0000
2019	1	1	N	N	0	0	0	1	1	O	124	414001165.1006
2014	1	1	Y	N	1	0	0	0	0	S	2	0.0000
2017	1	1	N	Y	0	0	0	0	1	O	72	53046875.2384
2012	1	1	Y	N	0	0	0	0	0	O	17245	51620460327.0776
2003	0	1	X	N	0	0	0	0	0	O	857	523256683.7500
2016	1	1	X		1	0	0	0	1	O	11	18785704.9317
2007	0	0	X	Y	1	1	0	0	1	S	4	68621.0000
2004	0	1	Y	N	0	1	0	1	0	O	3	4000766.0000
2008	0	0	Y	N	1	0	0	1	0	S	35	2472842.2813
2017	0	1	NULL	N	0	1	0	0	1	O	324	341108099.7500
2023	0	0	Y	NULL	0	0	0	0	1	O	1	-361522.4688
2008	1	1	Y		0	0	0	0	0	S	46	34281798.5852
2015	0	0	Y	N	0	0	0	0	1	O	584	-6947405.5996
2012	1	1	X	Y	0	0	0	0	0	S	6	940028.6876
2020	0	1	X	Y	1	0	0	0	1	O	1	-151210.4063
2024	0	1	NULL	N	0	1	0	0	1	O	182	26881203.0344
2014	0	0	X	N	0	0	1	1	1	O	30	3363078.3000
2021	1	1	N	Y	0	1	0	0	1	O	19	30339068.0000
2014	0	0	X	NULL	0	0	0	0	1	S	1131	458707.3700
2017	0	0	NULL	W	0	1	0	1	1	O	363	5991645.7700
2006	1	1	N		0	0	0	0	0	O	1	0.0000
2014	1	1	X		0	1	0	0	1	O	166	43440041.9800
2009	0	1	N	N	0	1	0	1	1	S	32	9361783.1942
2015	0	0		N	0	1	0	0	1	S	112597	755747214.7707
2016	0	1		N	0	0	1	1	1	O	13	10988082.1406
2019	0	0	Y	N	0	0	0	0	0	S	832	112741111.6112
2008	0	1	N	N	1	0	0	0	1	O	1	4331183.5300
2016	0	0			0	0	0	0	1	O	23714	308806382.7122
2005	1	1	Y	N	0	0	0	1	0	O	59	114901568.3299
2013	0	1	N	W	0	1	0	0	1	O	8	4973420.6300
2022	0	0		N	1	1	0	0	1	S	495	33865531.5630
2020	0	1	N	N	1	1	0	1	1	S	2	0.0000
2021	0	1	X	N	0	0	1	0	1	O	28	3893105.9199
2018	0	0		Y	0	0	0	0	1	O	147498	2483065183.1905
2014	1	1	X	Y	1	1	0	0	1	S	6	0.0000
2016	0	1	N	W	0	0	1	0	1	O	2	0.0000
2016	0	1	NULL	W	0	1	0	0	1	S	2	917941.5600
2020	0	0	X	N	0	0	NULL	1	1	O	46	-1604249.2706
2015	0	1	X	W	0	1	1	0	1	O	2	0.0000
2009	0	0	Y	N	0	0	0	0	1	S	1747	152449790.2746
2023	0	0	N	N	0	0	0	0	1	O	1834	39418995.5236
2001	1	1	N	Y	0	0	0	0	0	O	1	0.0000
2007	0	1		N	0	1	0	1	1	O	5	14351693.7900
2020	0	0	Y	N	0	1	0	1	0	O	30	1605135.9114
2002	0	0	Y	Y	0	0	0	0	1	S	125	18170259.0000
2016	0	0		W	0	1	0	1	1	S	638	35381037.8449
2019	1	1			0	0	0	0	0	O	1087	3369091559.9483
2008	1	1	Y	N	0	1	0	1	1	O	10	10146331.9688
2024	0	1	NULL	N	0	1	1	0	1	O	3	0.0000
2007	0	1	Y	Y	0	1	0	0	1	S	1	0.0000
2017	1	1	N	N	0	1	0	0	1	O	169	90710498.8495
2014	0	1	X	Y	0	1	0	0	1	S	113	30296322.2798
2019	1	1	X	N	0	0	NULL	1	1	O	3	0.0000
2023	0	0	NULL	N	0	1	1	1	1	O	2	-211472.3438
2017	1	1	NULL	NULL	0	0	0	0	0	O	136	277273145.7700
2015	0	0	NULL	NULL	0	1	1	0	1	O	42	926966.4300
2019	0	0	X	N	0	0	0	0	1	S	10548	1561428107.8839
2011	0	1	X	W	0	0	0	1	1	S	7	3359241.5996
2004	0	1	X	Y	0	0	0	0	0	O	362	304245942.0000
2013	0	1		Y	0	1	0	0	1	O	108	121667689.0000
2018	1	1	Y	Y	0	1	0	0	0	O	63	55845895.2800
2013	1	1		N	0	1	0	0	1	S	1091	2384533467.7916
2012	1	1	Y	N	0	0	1	0	0	O	8	1556291.0000
2013	0	0	N		0	1	0	0	1	O	77	-199930.3900
2006	0	1	Y	N	1	0	0	0	0	O	4	4267867.0000
2011	1	1	Y	Y	1	0	0	0	1	O	2	-28385.8809
2018	1	1	X	N	1	0	0	0	1	O	74	246919644.0651
2007	1	1	X	N	0	0	0	1	1	S	1868	2633992980.5955
2016	1	1	Y	N	1	0	0	0	0	S	6	0.0000
2004	0	0	N	N	0	0	0	1	1	O	12	156855.6002
2022	0	1	Y	N	0	0	0	0	0	S	676	178100141.9500
2013	1	1	X	NULL	0	1	0	0	1	O	134	1256574.9600
2018	1	1	X	W	0	0	0	0	0	O	5	2310115.1600
2009	1	1	X	N	1	0	0	1	1	O	622	1342908153.1683
2009	1	1	Y	N	0	0	0	1	0	O	792	3765289640.2078
2017	0	0	Y	N	0	0	0	0	1	S	26	-23924.1311
2004	1	1	Y	N	0	1	0	1	0	S	1	230261.0000
2020	0	0	X	Y	0	0	0	0	1	S	1153	107302575.7626
2004	0	0	X	N	0	0	1	1	1	O	2	1180136.0000
2017	0	0	X	Y	0	0	0	0	1	S	2360	402704281.8243
2016	0	0	Y	Y	0	0	0	0	0	O	1214	132236330.6627
2021	0	0		N	0	0	0	1	1	S	14334	1498319591.4817
2013	0	0	N	NULL	0	1	0	0	1	S	51	0.0000
2018	0	0	Y	N	0	0	0	1	0	O	300	35886730.0687
2020	0	1	Y	N	0	1	0	1	0	S	39	2030221.9751
2012	0	1	Y	N	1	0	0	1	0	O	26	7137397.6455
2021	1	1	NULL	NULL	0	0	0	0	0	O	5	25617427.4300
2017	0	1	NULL	Y	0	1	0	0	1	O	9	9833090.8400
2010	0	1	X	Y	1	0	0	0	1	S	11	10850194.6250
2010	0	1	Y	W	0	0	0	0	1	S	5	926787.1094
2009	0	1	X	Y	0	1	0	0	1	S	43	17922379.0003
2017	0	0	Y	N	0	1	0	1	1	S	4	159896.4800
2003	0	0			0	0	0	0	1	O	25	125855.3258
2014	0	1	Y	N	0	1	0	1	0	S	89	17249305.8401
2008	0	1	Y	N	1	0	0	0	1	S	7	439277.0000
2008	0	1	Y		0	1	0	0	0	S	1	4000000.0000
2018	1	1	X	N	0	0	0	0	0	S	26	12644755.3773
2006	0	0	X		0	1	0	0	1	O	132399	6680764772.6599
2017	1	1	N	NULL	0	1	0	0	1	O	5	0.0000
2013	0	0	X	NULL	0	1	0	0	1	S	1957	-182568.3700
2008	0	0	N	W	0	1	0	0	1	S	12	1720705.2266
2006	0	0	X	W	0	0	0	0	1	O	720	47675916.6093
2024	0	1	X	N	0	0	0	1	1	S	359	312752616.6516
2013	0	0	N	Y	0	1	0	0	1	S	1	0.0000
2011	0	0	Y	Y	0	0	0	0	1	S	77	1626323.0372
2020	0	0	X		0	1	0	0	1	O	1680	-813297.1411
2018	0	1	Y	N	0	1	0	1	0	O	17	4543202.0069
2005	1	1	Y	Y	1	0	0	0	1	O	1	780585.0000
2005	0	1	X	Y	0	0	0	0	1	O	2017	1366627663.6691
2013	0	1	N		0	1	0	0	1	O	5	1430872.0900
2011	0	0	X	NULL	0	1	0	1	1	O	2	0.0000
2008	0	0	Y	N	1	0	0	0	0	S	20	515957.7968
2010	1	1	X	NULL	0	0	0	0	0	O	16	0.0000
2009	0	0	Y		0	0	1	0	0	O	1	0.0000
2009	0	0	X	W	0	1	1	0	1	O	1	0.0000
2008	1	1	X		0	0	0	0	1	S	1574	915869918.4654
2013	0	0	X	W	0	0	0	1	1	S	25	1515072.6500
2009	1	1	N	N	0	1	0	1	1	S	32	14049660.9600
2009	0	1	Y	Y	0	1	0	0	0	S	2	1208126.3750
2002	0	1	X	N	0	0	0	0	1	:	1	0.0000
2012	0	0	NULL	N	0	0	0	1	1	O	8	-36326.6300
2022	1	1	NULL	N	0	0	0	1	1	S	4	208169.1800
2006	0	0	X		1	0	0	0	1	O	8317	498006717.0606
2007	0	1	X	N	0	0	0	0	0	O	2787	1194393713.5052
2004	0	0	X		1	0	0	0	1	S	82	6414860.0000
2023	1	1	X	Y	0	0	0	0	1	O	2420	9822996736.2793
2018	0	1			0	1	0	0	1	O	1052	638666539.8114
2015	0	1	NULL	N	1	0	0	1	1	O	28	14514698.0300
2021	1	1	X	W	0	0	0	0	1	S	50	13372363.8672
2016	0	0	N	N	0	1	0	1	1	S	213	4161678.1874
2022	1	1	Y	Y	0	0	0	0	1	S	2	-8992.1600
2020	0	1		N	0	0	NULL	0	0	O	7	6012642.7109
2014	0	1	N		0	0	0	0	1	O	3	-1200.0000
2013	0	1			0	1	0	0	1	S	1420	511884619.0910
2012	0	1	Y	N	0	1	1	0	0	O	2	0.0000
2023	1	1	NULL	N	0	1	0	1	1	O	601	838517111.8715
2019	0	0	X	Y	0	0	0	0	1	S	1435	170789530.6065
2008	1	1	N	W	0	0	0	1	1	S	2	0.0000
2021	1	1	Y	N	1	0	0	0	0	O	109	243980452.7316
2022	0	0	X	N	0	0	NULL	1	1	O	3	191652.8200
2021	1	1	Y		0	1	0	0	0	O	3	0.0000
2013	0	1	NULL	NULL	0	1	0	0	1	S	9	2406526.0200
2021	1	1	Y	N	0	0	0	0	0	O	10322	52865596233.4910
2018	0	0	Y	N	0	1	0	1	0	O	24	545472.7883
2014	0	0	N		0	0	0	0	1	O	16	-139338.4500
2023	0	1	NULL	NULL	0	0	0	0	1	S	85	45114307.6606
2013	0	1	X	Y	0	0	0	0	0	O	104	-602113.1000
2017	0	1		N	0	0	NULL	1	1	O	4	0.0000
2013	0	1		N	1	0	0	1	1	S	94	46219888.5500
2009	1	1	X	W	0	0	0	0	0	O	267	91415537.2146
2012	1	1	X		0	1	0	0	1	S	366	197227942.0037
2020	0	0	X	Y	1	0	0	0	1	O	1	0.0000
2017	0	1		W	0	1	0	0	1	O	16	9720186.9530
2023	1	1			0	0	0	0	0	S	8	8182531.2187
2019	0	0	X	NULL	0	0	0	0	1	S	7	28400.0000
2016	0	0	X	Y	0	0	1	0	1	O	5	798379.7500
2020	1	1	X	Y	0	1	0	0	1	O	110	59035899.5945
2019	0	0	NULL	N	0	1	0	0	1	S	87	-242483.6700
2013	0	0		N	0	1	0	1	1	S	48698	1978430488.0031
2013	0	0	N	NULL	0	0	0	0	1	S	51	0.0000
2014	1	1	Y	W	0	0	1	0	0	O	3	0.0000
2008	0	0		N	0	1	0	0	1	S	13	810064.2588
2022	1	1	N	Y	0	1	0	0	1	O	8	12103354.6600
2009	1	1	Y	N	0	0	1	1	0	O	1	0.0000
2004	0	1	Y	W	0	0	0	0	1	S	6	2596451.0000
2016	0	1	Y	N	0	0	0	1	0	S	260	54142609.6223
2018	0	1	X	W	0	1	1	1	1	O	1	0.0000
2017	0	1		N	0	1	0	1	1	O	1097	1105651970.9369
2024	1	1	X	Y	0	0	1	0	1	O	1	1260213.0000
2007	0	1	X	W	0	0	0	0	1	O	201	75260087.5922
2013	0	0	N	N	0	0	1	1	1	O	8	-8639.4000
2014	0	1	Y	N	1	1	0	0	0	O	2	0.0000
2007	0	1	N	N	0	0	NULL	0	0	O	1	0.0000
2019	0	1	X	W	0	1	1	1	1	O	1	0.0000
2008	1	1	Y	N	1	0	0	0	0	O	15	42513476.1563
2020	1	1		W	0	0	0	1	1	O	106	309699655.0011
2014	0	1	X	N	0	1	0	0	1	S	3478	791275660.2904
2008	0	0	N	Y	1	0	0	0	1	S	2	387166.3496
2010	0	1	Y	N	0	0	1	0	1	O	1	0.0000
2002	1	1	X	Y	1	0	0	0	1	O	25	119383122.0000
2011	1	1	X	N	0	1	1	1	1	O	29	4726606.8515
2019	1	1	X	W	0	0	0	0	1	S	43	2708607.9550
2017	1	1	N	N	0	0	0	1	1	S	197	47862004.4879
2017	0	0	N	N	1	0	0	1	1	O	4	2326832.7750
2018	0	1	X	N	1	0	1	0	1	O	2	0.0000
2007	1	1	Y	N	0	0	0	0	1	S	1945	1054378388.9084
2019	0	1		N	0	0	0	0	1	S	6007	3248127883.7652
2014	1	1	X	Y	0	0	0	0	1	O	3338	6693299594.6796
2008	0	1	Y	N	0	0	0	1	0	O	494	320071932.6512
2014	1	1	N	N	0	0	0	0	1	S	5699	6696846.5800
2002	0	1	X	W	0	0	0	0	1	S	35	11352182.0000
2018	1	1	N	N	0	1	0	0	1	S	139	30798930.0663
2012	0	0	X	N	0	0	1	1	1	O	29	4781041.1289
2016	1	1	NULL	Y	0	0	0	0	0	O	996	3155130793.9000
2020	1	1	N	N	1	0	0	1	1	S	14	20707511.3975
2017	0	1	Y	NULL	0	1	0	0	0	S	3	0.0000
2001	1	1	Y	Y	0	0	0	0	0	S	1	1429982.0000
2018	0	1			0	0	0	0	1	S	193	106555825.3781
2012	0	1	N	N	1	0	0	1	1	S	26	20537251.1968
2014	0	0	X		1	0	0	0	1	O	11	323794.0000
2022	0	1	Y	Y	0	1	0	0	0	O	6	5083172.4400
2011	1	1	N	N	1	0	0	1	1	O	21	54779985.2256
2023	1	1	X	Y	0	0	1	0	1	O	6	34055509.3125
2017	1	1	NULL	N	0	1	0	0	1	S	274	285261365.5300
2014	0	0	Y	N	0	1	0	0	0	O	107	11102987.4500
2016	0	0	N		0	1	0	0	1	O	1	-1711.1200
2006	1	1	Y		0	0	0	0	0	S	124	100212897.0000
2013	0	0	Y	N	0	1	0	0	1	O	24	1938296.0800
2016	0	0	X	NULL	0	1	0	0	1	S	2499	-2594835.7400
2012	0	1	X	N	0	0	0	1	1	O	2387	643173503.7625
2011	1	1	X	Y	0	0	0	0	1	S	3235	1728354171.1701
2019	0	1	NULL	N	0	1	0	1	1	O	2	2566297.5600
2024	0	0	NULL	N	0	1	0	1	1	S	625	43639289.9092
2010	1	1		W	0	1	0	0	1	O	8	40907526.3750
2023	0	0	Y		0	1	0	0	0	S	6	217424.4844
2013	1	1			0	0	0	0	0	S	73	50771857.4900
2014	0	0	X	NULL	0	1	1	0	1	O	2	0.0000
2005	0	0	Y	Y	0	0	0	0	1	S	53	12017263.0000
2020	0	0	N	Y	0	0	0	0	1	O	23	432795.6085
2023	0	1	X	N	0	1	0	0	1	O	3639	4731557267.4612
2024	0	1	X	N	0	1	0	0	1	O	730	915618190.5037
2004	1	1	X		0	0	0	0	0	O	67	105605459.3791
2018	0	1		W	0	0	1	0	1	O	14	19943612.1799
2023	1	1	Y	NULL	0	0	0	0	0	S	5	0.0000
2016	1	1	X	W	0	0	0	0	1	S	52	3098400.9933
2013	1	1		N	0	0	0	1	1	O	5157	8620606240.3844
2015	0	0	X	NULL	0	0	1	0	1	O	4	0.0000
2007	1	1	Y	Y	0	0	0	0	0	O	4855	25383041203.5724
2001	0	1	X	N	0	1	0	1	1	S	95	120374197.0000
2023	0	0	Y	N	0	0	0	1	0	O	1067	125865073.3712
2016	0	1	X	N	0	0	0	0	1	O	1736	398446150.4333
2014	1	1	X		0	0	0	0	1	O	532	168463599.3173
2010	0	0			0	1	0	0	1	S	98206	2472797217.8435
2015	0	0	NULL	Y	1	1	0	0	1	O	1	185600.0000
2013	0	1	Y		0	1	0	0	1	O	1	-22247.0000
2021	0	1	N	N	0	0	0	1	1	S	118	2672873.5000
2002	1	1	X	Y	0	0	0	0	1	O	3841	15107319759.5875
2018	0	1	X	N	1	0	0	0	1	O	20	24558783.3858
2024	0	0	N	N	0	0	0	0	1	O	460	8431203.5466
2004	1	1	X	N	1	1	0	0	1	O	8	6228404.0000
2001	0	1	Y	Y	0	1	0	0	1	O	1	5333284.0000
2010	0	0	X	N	0	1	0	1	1	O	193027	7044823144.3059
2003	0	0	N	N	0	0	0	0	1	S	3	0.0000
2011	1	1	N	Y	0	0	0	0	0	S	1	14569.4600
2014	0	1	Y	N	0	0	0	0	0	S	972	298295007.1800
2015	0	0	X	NULL	1	0	0	0	1	O	5	279310.1800
2015	0	1	N		0	1	0	0	1	S	1	0.0000
2024	1	1	Y	N	0	0	0	1	1	O	17	13324398.5249
2006	0	0	X	N	0	1	1	1	1	O	4	373350.0000
2013	0	0		N	0	0	1	0	1	O	286	36812484.5725
2015	0	0	N	N	1	1	0	1	1	O	1	0.0000
2011	0	1	Y	N	1	1	0	1	1	S	2	0.0000
2020	0	0	N	N	0	1	1	0	1	O	1	0.0000
2002	1	1	X	N	0	0	1	1	1	O	5	26218671.0000
2015	1	1	N	N	0	0	0	0	0	O	41	-4376046.7034
2021	0	1	X	N	1	0	0	1	1	S	979	451733171.7919
2018	1	1	Y	W	0	0	0	1	0	O	1	0.0000
2017	0	0	NULL	N	0	0	1	1	1	O	12	1267165.4000
2018	1	1		W	0	0	0	1	1	O	22	38596581.3083
2014	0	0	N	NULL	0	1	0	0	1	S	49	0.0000
2020	0	0	X	NULL	0	0	0	0	1	O	3	0.0200
2015	1	1	Y	Y	1	0	0	0	0	S	5	210540.9700
2005	1	1	Y		0	0	0	0	0	O	86	449237876.0200
2003	1	1	X	N	1	0	0	0	1	O	10	7402053.0000
2020	0	0	X	N	1	1	0	0	1	S	16	193726.9100
2008	1	1	X	N	1	0	0	1	1	O	379	1825699709.1612
2023	1	1	NULL	NULL	0	1	0	0	1	O	324	307732697.7108
2010	0	1	N	N	0	0	1	0	1	O	3	5334453.0000
2002	1	1	X	N	0	1	0	0	1	O	694	6638404181.0000
2003	0	0		N	0	0	0	1	1	O	11	441914.1191
2015	0	0	NULL	N	0	0	0	1	1	O	120420	2170873985.2500
2018	1	1	X	N	0	0	NULL	0	1	O	1	0.0000
2017	1	1		Y	0	0	0	0	1	S	824	803874659.5514
2007	1	1	Y		1	0	0	0	1	S	3	0.0000
2019	1	1	X	W	0	1	0	1	1	O	16	105000.0000
2014	0	1		N	0	0	1	1	1	O	14	11728939.6400
2017	0	1	N	N	1	0	0	1	1	O	3	1547547.2031
2021	1	1	Y	N	0	1	0	0	0	O	355	754499602.9754
2019	0	0		N	1	0	0	0	1	O	720	28459006.5634
2008	1	1		Y	0	0	0	0	0	O	27	1489507.0000
2007	1	1	X	Y	0	0	0	0	0	S	37	26098272.0813
2004	0	1	X	N	0	1	1	1	1	O	6	8753138.0000
2008	0	1	N	N	1	0	0	1	1	S	5	3237600.0000
2007	1	1	X	N	0	0	0	0	0	S	196	114204179.4838
2013	0	1	N	N	1	0	0	0	1	O	2	-2334.6500
2023	0	0	NULL	N	0	0	1	0	1	O	26	-2249079.7478
2019	1	1		N	0	0	1	0	1	O	12	90896808.3691
2023	0	0	X	NULL	0	0	1	0	1	O	2	58756.6289
2002	0	0	X	Y	0	1	0	0	1	O	2068	257589249.0000
2019	0	0	N	W	0	0	0	0	1	S	2	967431.5000
2011	0	0	X	N	0	0	0	1	1	O	20830	592652687.9562
2019	0	1	X	Y	1	1	0	0	1	O	4	0.0000
2023	0	1		N	0	1	1	0	1	O	15	3267681.5312
2011	0	0	X	W	0	0	0	0	1	S	192	16910031.8704
2014	1	1	X	N	0	1	0	0	1	S	1828	548975411.6400
2007	1	1	N	Y	0	0	0	0	0	O	3	0.0000
2014	0	0	NULL	Y	0	0	0	0	1	O	8	1834161.8000
2013	0	0		N	0	0	0	1	1	S	56364	3944100989.6936
2015	0	1	NULL	N	0	0	NULL	1	1	O	2	2746216.8700
2008	0	0	Y	N	0	1	0	1	0	S	41	2451142.5323
2020	0	1			0	1	0	0	1	O	1388	799254099.4421
2020	0	0	NULL	N	0	0	0	0	1	O	40	2615848.6900
2019	0	0	N		0	0	0	0	1	S	7	-10946.9404
2001	0	0	N		0	1	0	0	1	O	1	0.0000
2023	0	0	N	N	0	0	1	0	1	O	5	5506925.5000
2024	0	1	Y	N	0	0	0	1	0	S	54	29512766.6810
2011	1	1	Y	N	0	0	1	0	0	O	2	0.0000
2018	1	1	Y	Y	0	0	0	0	0	O	14359	53925502122.3088
2015	0	1	X		0	0	0	0	0	O	27	282375.2944
2023	0	1	X	N	1	0	0	0	1	S	97	97480396.8322
2008	1	1	N	Y	0	0	0	0	0	S	6	1293302.0300
2007	0	1	X	N	1	0	0	1	1	S	317	256738584.2032
2022	0	0		Y	0	0	1	0	1	O	5	1719592.2500
2013	0	0	Y	N	0	0	0	1	1	S	46	-606502.1700
2004	1	1	X	Y	0	0	0	0	0	S	42	104201905.0000
2006	1	1			0	1	0	0	1	O	4	159773135.5200
2006	0	0	X	Y	1	1	0	0	1	S	2	6731.0000
2013	1	1		Y	1	0	0	0	1	O	17	7009705.0000
2022	0	0	Y	N	0	1	0	0	0	O	109	6788226.2600
2013	0	0		W	0	1	0	0	1	S	104	9976474.5369
2015	0	0	Y	N	1	1	0	1	0	O	1	297600.0000
2017	0	1	NULL	N	1	0	0	0	1	O	5	4110472.0000
2017	0	0	X	N	0	1	0	0	1	O	4285	268057748.1279
2014	0	0	Y	NULL	0	0	0	0	0	S	35	0.0000
2014	0	0	Y	N	1	1	0	1	0	S	1	110208.0000
2012	0	0	N	N	0	0	0	1	1	O	518	56339334.2380
2008	1	1	X		0	1	1	0	1	O	1	2318411.5500
2018	0	0	N	Y	0	0	0	0	1	O	40	2685745.9104
2016	0	1	NULL	NULL	0	1	0	0	1	O	327	148876324.0500
2022	0	1		Y	0	0	0	0	0	S	5	5266694.4150
2015	0	1		N	1	0	0	1	1	S	25	12516223.9588
2002	0	0			0	1	0	0	1	:	13	48418.4800
2022	1	1	NULL	NULL	0	1	0	0	1	S	8	983416.3200
2022	0	1	X	N	1	0	0	1	1	S	850	453998748.6700
2013	1	1	Y	N	0	1	0	0	1	S	2	0.0000
2004	0	0	X	W	1	0	0	1	1	S	2	12701.0000
2020	0	0	NULL	W	0	1	0	0	1	S	1	0.0000
2009	0	1	X	N	0	1	0	1	1	S	2507	1158090031.3770
2001	0	0		N	0	0	0	1	1	O	6	897067.8140
2013	0	0	Y	W	0	0	0	1	0	S	4	0.0000
2011	0	0	Y	N	1	0	0	1	1	S	5	22170.0000
2012	0	1	X		0	0	0	0	0	S	4	-10040.0000
2017	0	1	Y	NULL	0	0	0	0	0	S	15	0.0000
2023	0	1	Y	N	1	1	0	0	0	S	5	5825264.0000
2003	0	1	X	Y	0	0	0	0	1	S	2069	1255802808.5700
2011	0	1		Y	1	0	0	0	1	O	6	1512001.0000
2023	0	1	X	N	1	1	0	1	1	O	29	5648281.1324
2022	0	1	Y	Y	0	0	0	0	0	O	1128	311077265.3336
2021	1	1		W	0	0	0	0	0	O	397	882255621.9388
2007	0	0	X	N	0	1	0	0	1	:	5	-9900.0000
2017	0	1			0	0	0	0	0	S	5	3813133.9531
2010	0	0		N	0	0	0	0	1	S	2244	196715509.3873
2021	0	0	X	N	1	0	0	1	1	O	148	64736951.5809
2010	0	0		Y	1	0	0	0	1	O	2	1157827.0000
2023	0	1	Y		0	1	0	0	0	S	1	0.0000
2021	1	1	X	N	0	1	0	1	1	S	3045	1185060958.1180
2011	0	0	N	N	0	0	1	1	1	O	7	1440284.0000
2001	0	0	X		0	0	0	0	1		7	44225.0000
2016	0	1	X	W	0	0	1	0	1	O	13	6881405.0000
2023	1	1	NULL	W	0	1	0	0	1	O	1	932749.7500
2024	0	1	NULL	N	0	1	0	1	1	S	289	113017856.2008
2004	0	1		N	0	0	0	0	0	O	10	3973988.0000
2020	0	1	Y	Y	0	0	0	0	0	S	399	96107442.3316
2012	0	1	X	W	1	0	0	1	1	S	2	4466110.0000
