"Vehicle.AwardTask","Vehicle.sum7","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2022","2023","2024"
"Award","Pur. Order",,,,,,,,,,65320,101257.3515,84461,,,
"Task Order","BOA or BPA",,,,,,,,,32104.0801,,,,,,
"Task Order","FSS or GWAC",,,,,,,,,3545.14,,,,704.34,6255.14,
"Task Order","Multi-Awd.",,483844.7852,476477.3887,7881.6602,4102771.75,7535814.1303,7705196.1139,5680876.0556,3507709.18,511012.88,-55390.8398,,,,
"Task Order","Single-Awd.",15200,,,,79596.9609,,556035.72,2949040.97,,,,,,500.22,-500.22
