"SubCustomer.JPO","SubCustomer.sum","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2022","2023","2024"
"Air Force","Air Force",,774769.7852,463766.4688,,4102771.75,4408273.2827,3532136.72,281731.54,0,,,84461,,,
"Army","Army",,-290925,,,,3100395.5781,4173089.6739,5399144.5156,3507709.18,511012.88,-55390.8398,,,,
"COAST GUARD","COAST GUARD",,,,,,,19040,,,,,,,,
"DLA","Other DoD",15200,,,,79596.9609,,536995.72,2949040.97,32104.0801,,,,,500.22,-500.22
"Navy","Navy",,,12710.9199,7881.6602,,27145.2695,,,3545.14,65320,101257.3515,,704.34,6255.14,
"Other DoD","Other DoD",,,,,,,-30.28,,,,,,,,
