"program","Equity","Fund","Guarantee","Investment funds","LPG","Loan","Loan ","Loan guar","Loan guarantee ","Loan guarantee facility","Refinancing"
"DFC",5.2e+07,2.9e+08,193180834,5e+07,94651415,3391100000,12160000,4500000,1e+07,4500000,1e+07
