"SubCustomer.JPO","SubCustomer.sum","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Air Force","Air Force",978067000,2278830000,955534803,748618235,1030339101,874995499,985507927,891747286,947950806,1116737744,1000021460,972021925,1690451082,2842159455.3375,2506793634.2544,3325521119.56,3474823462.191,3646942571.1923,1030827611.7022,1085829396.1984,1139874459.0974,1410571056.3293,1356695255.0365,1072793604.4092,1291779802.7566,1381432122.3518,1751440291.8325,2180944651.5329,2362352905.3037,2326396637.8051,2514654037.2568,2390351911.2255,2260673802.8923,2268663004.364,2347677470.8392,821936235.52
"Army","Army",460294000,739507000,721428300,614467215,576034333,702514157,978731112,1137311378,956787961,2202710176,2172056314.1198,2341728430.3494,2554072220.9803,4685951121.5098,9741607844.3791,9236607466.913,8770622073.1851,7935352746.69,9841580971.9272,10245593309.5033,13080985163.4256,12994734830.9703,9717971559.515,9029217883.6923,4572205034.0497,3933865539.0539,4155319281.4781,4947981735.9576,5714516540.6657,5464806683.3295,5164279436.4873,5027389737.908,4990817721.5085,5168265202.4804,5134389426.2,1766302719.12
"DLA","Other DoD",101013000,75447000,35845959,11636499,2318144,5058783,4273792,25815767,31206672,18242997,18062369,7264052,26900225,50749144.58,58659883,99473986.1465,79872346.305,96078196.9848,71330811.926,79047827.8308,91207357.0935,97590477.78,99997281.5344,136343281.3544,118352098.073,124714532.2354,73067283.8849,158043053.4527,105662253.1368,133765100.6098,82102948.0547,73255446.459,88866242.8818,124524868.2513,119688990.41,63271823.99
"Navy","Navy",2203183184,2272812985,2174389345,1273972658,1873084575,2333703376,1695449311,1943834105,1679139510,1743933552,1737477086,1568833919,1843064088.0938,2277702628.8414,2299498904.8935,2630308181.7373,3394430234.9719,3210535213.4632,2759560654.2552,3026791897.7168,2861984056.1941,3059337690.5861,2804894238.1737,2762414295.0253,2602250779.3904,2381426979.3873,2644979319.3996,2999146135.3695,3202534299.6358,3522978031.7182,3105180772.1432,3116277894.0183,3203514978.7528,3623944081.8725,3473528910.942,1428505365.56
"Other DoD","Other DoD",643371000,275905000,325322867,427736953,534308260,1361913618,1430392810,1937974379,2645010246,2754397889,1579279042,2530570273,4430628325.91,6248785397.52,5515761908.0784,6921126227.1244,8519082551.7654,9608976030.3876,13764728227.9591,16286395522.9137,15850106482.7606,19230310526.4617,19884593755.1597,17719424630.2711,17094653869.145,15208557903.4214,15233829910.9956,16060060572.0137,16982654163.9844,18179386743.0279,18502091795.6131,18056741712.6992,19829334478.769,20595109887.9306,21331346796.15,10972598178.93
