"PricingUCA.sum","PricingUCA","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Cost or Effort-Based","Other CB",3836064590.4827,3833234798.0449,4546343898.9662,3798493419.4486,4258005226.6261,3673929708.4656,3565381871.0286,3474515431.7118,3620427701.742,4010741841.9668,4646774039.3663,4047564113.3778,3902881435.0273,3461152241.4986,3615463160.4296,3600058737.2874,3602499166.1571,3497424291.4522,3584648966.4796,3998104779.4768,3634179443.5614,3243625294.6715,3469463335.7749,3835924265.6797,4088830409.51,1088858230.72
"Cost or Effort-Based","T&M/LH/FPLOE",1488757171.7258,1575676112.1716,2139969369.5252,2654807531.9574,3254006564.8919,3949250089.9797,4465974618.2848,4459717068.2188,4496037975.1079,5546080268.3239,5604587532.21,5687003312.8941,5952357229.6023,5731444052.2521,6497984773.2383,6953408125.13,7525407030.435,7532932452.495,8339479495.7283,9196843071.6083,11549515498.686,10830976645.6447,10437821359.9034,12325345439.7805,13322886724.95,2132712019.09
"Crosscutting","Combination/Other",10304717.51,38918969.4071,54415432.9229,61160047.2703,489616596.6845,580832323.4083,1168538824.9939,1790072702.2597,2810503430.3257,2037046242.4392,574398131.8655,261884153.8387,76416356.0863,96002633.3507,25874277.8107,33026378.5403,-5197762.8918,19576758.1733,33768956.4498,33782031.6766,26037981.4225,31046595.1875,13623591.5995,-28863.9104,,-5500.39
"Crosscutting","UCA",313973296,180354951.6475,114884282.11,140894649.2202,710631673.72,591514595.1309,309536684.0067,365531185.0799,576141646.2734,1081934792.71,985889403.3261,462626376.1212,237430064.1226,157233735.1914,122686770.7232,107975783.8515,241754013.1601,369988717.4007,326440362.133,267324897.7665,350724774.0305,369508363.7939,226917227.7752,172931030.3412,133793378.44,99462037.74
"Crosscutting",,269180730.9517,85141938.2045,147574845.4234,105495780.3833,723291302.6066,1029516385.576,1162238163.0338,1406067844.168,1454787314.6905,1915716972.0949,773732421.5349,247926477.4199,134169327.2376,136199807.7654,246230397.2892,362675146.6961,28983318.9427,218610188.7294,14026608.7763,4295820.4817,61479527.8606,12536146.2692,43636842.53,13629276.7912,-18636604.63,4457224.65
"Fixed-Price","FFP",18793822963.7878,16398521455.1653,18151408345.4761,17517759670.7933,18477254258.6112,21625574796.7028,23328355878.102,25502030779.2783,26263103428.3687,29761693897.5682,57335620961.4527,36388699391.6174,35211916339.5405,30430329310.4698,30299816987.6266,30520540524.2718,32232937058.8827,32261494793.014,32571039167.9623,35049365477.9043,43279590190.7744,44287444245.5484,45523908459.4775,51219862320.1995,48803023230.91,15913248310.69
"Fixed-Price","Other FP",1409239570.9387,1853713453.635,2042754697.9511,1581577399.4844,1643544056.3798,1546074982.3621,1660390247.9218,2391555827.4121,1865820597.2652,1856773677.246,1958248792.0283,1902672890.8195,1722217877.0596,2411122113.0295,2028930959.7466,2173216141.2294,1406719470.8239,1279030961.5783,1420288059.9901,840559123.6325,726804905.5974,957062175.6065,1377093788.5279,1021244025.1054,2284406558.26,906439633
"Incentive","Incentive",502763785.9797,305259893.4259,573844629.3318,1047912007.1686,957034446.8384,1371513219.6646,1827460379.8492,2622332555.1062,2711225824.4266,2778454427.1952,2966479683.5563,2976961094.5456,2848356469.4587,3282546682.0696,3474347048.06,2508912851.9073,2412320488.1389,1784158291.5381,1422824278.7809,1499751423.4494,1456967422.9169,1129590548.4166,528427674.3872,387253498.5596,241119996.16,105020167.12
