Defense Agency Prodserv

"Fiscal Year","Date Signed","Contracting Department ID","Contracting Department Name","Contracting Agency ID","Contracting Agency Name","Base and All Options Value (Total Contract Value)","Base and Exercised Options Value","Dollars Obligated","Number of Actions","Number of Records"
"2021","10/13/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$556,297,502.77","$86,720,473.66","$93,645,887.48","14,509","14,502"
"2021","10/13/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","($5,368.08)","($5,368.08)","($41,155.68)","40","40"
"2021","10/13/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$529,362.20","$529,362.20","$529,362.20","5","5"
"2021","10/13/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($93,207.60)","($93,207.60)","($99,097.60)","2","2"
"2021","10/13/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$24,073,681.04","$2,939,475.86","$0.00","4","4"
"2021","10/13/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$1,903,025.39","($30,974.61)","$4,063,609.77","19","19"
"2021","10/14/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$280,115,345.53","$106,699,477.25","$82,151,011.72","588","588"
"2021","10/14/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$111,316,566.65","$64,361,262.69","$69,812,833.65","587","587"
"2021","10/14/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$465,940,088.63","$443,760,817.03","$469,039,245.62","218","218"
"2021","10/14/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$6,273.78","$6,273.78","1","1"
"2021","10/14/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$1,941,999.76","$1,941,999.76","$1,879,894.33","48","48"
"2021","10/14/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$7,950,893.80","$7,950,893.80","$7,950,893.80","307","35"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$690,706,488.65","$68,745,414.66","$4,500,000.00","5","5"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($2,057,202.77)","$5,457,150.21","$8,185,573.89","126","126"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$151,265,008.35","$128,480,709.33","$130,225,943.03","12,013","12,013"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$2,155,616.50","$594,114.30","($11,666.96)","45","45"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$0.00","$0.00","$0.00","1","1"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$2,656,021.75","$734,490.00","$2,076,259.63","3","3"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","($298.00)","($298.00)","($298.00)","1","1"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$0.00","$0.00","$0.00","2","2"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$269.66","$269.66","$269.66","5","5"
"2021","10/14/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$2,341,701.49","$4,078,227.99","$9,767,125.99","40","40"
"2021","10/15/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","($177,677,840.08)","$114,291,733.55","$72,352,370.44","592","592"
"2021","10/15/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$777,523,865.49","$181,260,597.24","$189,332,509.20","613","613"
"2021","10/15/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$378,331,980.02","$373,586,104.86","$440,599,834.28","300","300"
"2021","10/15/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$0.00","$418,109.00","4","4"
"2021","10/15/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$1,393,950.65","$1,393,950.65","($51,279.29)","61","61"
"2021","10/15/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$7,114,172.25","$7,114,172.25","$7,114,172.25","379","32"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$429,691.00","$4,036,672.00","$1,869,554.00","4","4"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$8,327,267.85","$6,876,342.29","$7,320,594.98","86","86"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$1,252,227,216.57","$140,041,151.85","$130,346,887.98","15,631","15,631"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$1,412,237.18","$1,612,971.01","$113,858.60","9","9"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$59,160.00","$59,160.00","$59,160.00","2","2"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","($13,193.33)","$1,590,456.80","$1,590,456.80","8","8"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$19,000.00","$11,000.00","$0.00","2","2"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","($82,211.13)","($82,211.13)","$1,983,293.93","9","9"
"2021","10/15/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","($553,162.24)","($553,162.24)","($689,694.18)","24","24"
"2021","10/16/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$351,765,480.47","$81,818,703.40","$180,792,338.52","458","458"
"2021","10/16/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$69,120,450.65","$67,979,087.95","$111,835,876.90","487","487"
"2021","10/16/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$49,011,540.35","$66,907,095.72","$110,265,492.13","186","186"
"2021","10/16/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$1,385,743.85","$1,385,743.85","$1,385,743.85","2","2"
"2021","10/16/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($1,221,771.80)","($1,221,771.80)","($1,315,420.37)","31","31"
"2021","10/16/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$4,634,430.02","$4,634,430.02","$4,634,430.02","46","20"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$0.00","1","1"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$2,022,228.11","$3,357,612.74","$13,254,156.34","58","58"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$199,021,419.68","$61,435,921.41","$61,432,636.05","10,927","10,927"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$6,729.68","$6,729.68","$6,049.68","16","16"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$261,871.50","$261,871.50","$261,871.50","1","1"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$63,762.00","$121,881.00","$6,867,105.81","11","11"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$20,625.00","$4,875.00","$0.00","3","3"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$0.00","$10,067,713.94","$5,451,395.37","2","2"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$17,326.00","$15,505,262.13","$17,326.00","3","3"
"2021","10/16/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$2,340,159,466.00","$393,890.88","$393,890.88","32","32"
"2021","10/17/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$4,611,799.62","$2,647,880.00","$4,662,783.37","14","14"
"2021","10/17/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$681,728.80","($188,202.20)","($188,202.20)","6","6"
"2021","10/17/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$31,552.63","$31,552.63","$30,500.00","1","1"
"2021","10/17/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$17,689,049.03","$18,511,387.01","$18,511,387.01","864","864"
"2021","10/18/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$275,139.04","$275,139.04","$578,109.25","22","22"
"2021","10/18/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$14,636,043.96","$14,594,593.49","$14,594,593.49","25","25"
"2021","10/18/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$36,225.52","$36,225.52","$36,225.52","3","3"
"2021","10/18/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($45,491.00)","($45,491.00)","($45,491.00)","2","2"
"2021","10/18/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$90,487,276.49","$62,687,276.49","$62,687,276.49","2,427","2,427"
"2021","10/18/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","($1,121.92)","($1,121.92)","($1,121.92)","1","1"
"2021","10/19/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$122,973,149.35","$85,985,868.67","$109,740,939.20","491","491"
"2021","10/19/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$230,283,582.92","$45,449,127.55","$51,538,100.43","562","562"
"2021","10/19/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$127,043,463.80","$47,573,883.18","$85,289,281.65","265","265"
"2021","10/19/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$0.00","$0.00","2","2"
"2021","10/19/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$336,845.54","$336,845.54","$312,114.58","50","50"
"2021","10/19/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$5,127,067.29","$5,127,067.29","$5,127,067.29","407","42"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$2,738,192.62","$2,394,278.00","$2,382,927.00","4","4"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$545,892.89","$654,334.37","$95,479,730.74","79","79"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$238,035,353.51","$167,711,722.10","$147,763,997.85","17,120","17,120"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$1,099,161.16","$1,523,443.03","$0.00","6","6"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","($1,251,203.79)","($1,251,203.79)","($1,251,203.79)","1","1"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$83,057.25","$603,335.17","$603,335.17","7","7"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($3,072.18)","$6,642,377.22","$2,567,469.37","3","3"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$410.60","$410.60","($351,042.75)","5","5"
"2021","10/19/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$8,203,129.94","$8,167,655.90","$3,978,409.70","19","19"
"2021","10/20/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$699,257,363.53","$235,830,255.06","$247,281,912.72","618","618"
"2021","10/20/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$32,308,136.88","$53,453,330.24","$61,040,536.90","644","644"
"2021","10/20/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$424,981,184.18","$65,541,525.71","$156,495,527.60","266","266"
"2021","10/20/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$3,876,865.00","$964,396.00","$934,436.49","4","4"
"2021","10/20/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$3,714,015.08","$3,714,015.08","$3,357,503.02","82","82"
"2021","10/20/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$9,294,180.43","$9,294,180.43","$9,294,180.43","296","37"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","($8,677,265.39)","$6,870,683.43","$12,450,756.01","112","112"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$585,989,573.76","$126,380,673.77","$124,958,408.42","16,882","16,882"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$0.00","$0.00","1","1"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$64,321.46","$1,313,089.84","($8,400.32)","21","21"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$0.00","$0.00","$0.00","2","2"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$43,779,600.00","$43,779,600.00","$45,233,124.34","10","10"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$67,431.08","$32,899.28","$32,899.28","3","3"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($8,555.10)","$3,428,632.74","$3,428,444.90","7","7"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$203,337,338.45","$77,757,205.50","$5,294,841.35","6","6"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$119,999,000.00","$0.00","$0.00","2","2"
"2021","10/20/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$34,215,190.81","$9,720,723.25","$8,274,073.46","28","28"
"2021","10/21/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$207,720,220.81","$133,407,234.68","$185,520,344.07","662","662"
"2021","10/21/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$124,633,259.81","$65,165,607.04","$65,802,363.27","720","720"
"2021","10/21/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$209,577,106.57","$81,137,844.69","$53,204,133.13","281","281"
"2021","10/21/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$0.00","$0.00","1","1"
"2021","10/21/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","($543,891.06)","($543,891.06)","($1,419,554.46)","65","65"
"2021","10/21/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$10,433,679.10","$5,655,755.81","$5,655,755.81","29","29"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$652,095.00","$450,000.00","2","2"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$20,580,140.68","$3,087,030.03","$12,158,337.39","131","131"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$145,930,021.79","$103,977,200.73","$107,764,629.49","14,926","14,926"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$0.00","$0.00","1","1"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","($1,684.30)","($1,684.30)","($39,408.28)","125","125"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$500,000.00","$0.00","$0.00","3","3"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$1,042,740.44","$220,016.04","$32,290.80","5","5"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$47,222,678.09","$8,731,529.40","$546,369.31","3","3"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97HW","UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","$36,633.60","$36,633.60","$36,633.60","1","1"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$2,246,299.61","$2,246,299.61","$676,598.21","14","14"
"2021","10/21/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$13,270,449.88","$1,886,130.90","$4,078,938.56","28","28"
"2021","10/22/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$674,798,701.09","$138,504,267.23","$121,738,326.53","740","740"
"2021","10/22/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$112,690,459.77","$51,330,653.95","$70,101,042.86","721","721"
"2021","10/22/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$138,535,528.60","$83,234,408.92","$128,555,111.63","342","339"
"2021","10/22/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$554,923.39","$1,264,739.39","$1,193,127.90","5","5"
"2021","10/22/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$19,803,903.31","($313,763.69)","($370,125.47)","92","92"
"2021","10/22/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","$49,892,249.58","$49,892,249.58","$49,892,249.58","4,737,452","35"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$8,939,727.98","$8,939,727.98","$9,222,855.00","9","9"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$3,910,522.43","$5,195,832.57","$18,767,271.46","108","108"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$281,343,885.84","$165,100,483.00","$185,190,393.03","15,060","15,060"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$0.00","$0.00","1","1"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$631.08","$631.08","$631.08","18","18"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$28,181,400.49","$5,582,500.94","$5,582,500.94","2","2"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$230,201.01","$53,839.93","$385,116.30","9","9"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97F1","DEFENSE MEDIA ACTIVITY (DMA)","$535,970.00","$0.00","$0.00","1","1"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$3,067,567.44","$2,461,752.36","$0.00","1","1"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","($44,352.58)","$5,157,984.91","$5,157,984.91","14","14"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","$3,343,861.35","$3,343,861.35","$3,303,550.35","15","15"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$17,890,322.04","$17,890,322.04","$17,196,860.00","2","2"
"2021","10/22/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$14,888,789.14","$6,069,119.88","$5,227,178.43","26","26"
"2021","10/23/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$187,755,282.55","$101,232,280.23","$284,911,287.52","549","549"
"2021","10/23/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$104,267,829.68","$109,240,931.15","$129,331,823.27","611","605"
"2021","10/23/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$1,201,039,382.52","$217,540,117.48","$184,488,131.48","193","193"
"2021","10/23/2020","9700","DEPT OF DEFENSE","9761","DEFENSE THREAT REDUCTION AGENCY (DTRA)","$0.00","$186,160.56","$186,160.56","3","3"
"2021","10/23/2020","9700","DEPT OF DEFENSE","9763","DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","$65,604.70","$65,604.70","($73,210.63)","20","20"
"2021","10/23/2020","9700","DEPT OF DEFENSE","9776","USTRANSCOM","($2,093,502.97)","($2,093,502.97)","($2,093,502.97)","22","21"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97AE","DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","$0.00","$0.00","$400,000.00","4","4"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$178,548.96","$197,641.63","$692,282.14","78","78"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$906,563,334.52","$114,024,366.75","$114,024,366.75","10,981","10,981"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97AV","DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY","$0.00","$0.00","$0.00","2","2"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97AZ","DEFENSE COMMISSARY AGENCY  (DECA)","$213,302.40","$129,891.90","$129,891.90","121","121"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97BZ","DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","$27,303.88","$89,347.59","$89,347.59","4","4"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97DH","DEFENSE HEALTH AGENCY (DHA)","$14,517,110.00","$1,333,420.00","$3,420,938.80","5","5"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97F2","DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","$0.00","$0.00","$0.00","2","2"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97F5","WASHINGTON HEADQUARTERS SERVICES (WHS)","$89,665,838.76","$16,947,106.30","$2,039,964.03","4","4"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97JC","MISSILE DEFENSE AGENCY (MDA)","($873,603.19)","$117,041,886.81","$0.00","3","3"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97SD","SPACE DEVELOPMENT AGENCY","$0.00","$0.00","$24,846,955.00","2","2"
"2021","10/23/2020","9700","DEPT OF DEFENSE","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","$205,856.63","$205,856.63","$289,032.39","16","16"
"2021","10/24/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$150,310.08","$150,310.08","$150,310.08","5","5"
"2021","10/24/2020","9700","DEPT OF DEFENSE","2100","DEPT OF THE ARMY","$774,019.80","$896,432.52","$7,716,717.46","28","28"
"2021","10/24/2020","9700","DEPT OF DEFENSE","5700","DEPT OF THE AIR FORCE","$0.00","$0.00","$0.00","2","2"
"2021","10/24/2020","9700","DEPT OF DEFENSE","97AK","DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","$9,309.00","$9,309.00","$9,309.00","2","2"
"2021","10/24/2020","9700","DEPT OF DEFENSE","97AS","DEFENSE LOGISTICS AGENCY","$17,200,210.30","$18,143,334.78","$18,143,334.78","986","986"
"2021","10/25/2020","9700","DEPT OF DEFENSE","1700","DEPT OF THE NAVY","$189,632.50","$200,303.92","$655,013.92","26","26"
