"Commercial","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Commercial",2.04188053369196,2.17692995412206,2.66461719110209,2.66617478554769,2.60587216469322,2.925037547085,2.86642292155924,3.26396487907174,3.76016283718021,2.98439737854662,2.87136380528155,2.88821231774879,2.68037916232434,2.46438439936535,2.91250063569507,2.96063552345799,3.46936565457485,3.47085552527293,3.5932985556875
"Non-Commercial",1.2790379912231,1.86948933129431,1.87613413103706,2.03892228911397,0.753361658360015,1.17459495124394,0.997009609123828,1.04259332046521,1.05301651479628,2.66488845040435,2.52997413836169,1.63432064408141,2.27503594835332,1.79774055971202,2.00600715403747,2.35042954147713,1.88299049222288,2.16396544470176,2.7482585754306
"Non-Developmental",0.00299945922989807,0.000237587932712359,0.000864458322020092,0.00101027272727273,0.000295044044427422,4.66211010314403e-05,,0.00206977401299952,4.843286597446e-05,,0.00201419820174532,0.00199101749915436,0.000796837610619469,2.34802841530055e-05,-1.55223282079047e-05,0.000252527412146352,1.4402696231522e-05,3.66493214978063e-08,0.00179047525
"Not IT",0.0057181157984145,0.0150778381760044,0.00186954520771111,0.000643096179183136,0.229984077914209,0.483765825571766,0.616476984838305,0.591586317698845,0.506786126360186,0.660496214735229,0.695928555854289,0.666794094504566,0.810246809971903,1.1296983359059,0.924086456171955,0.91080626093044,0.978142233829794,1.00153449710234,1.0877439543327
"Unlabeled",0.258845614241789,0.258054864234394,0.609194137697665,0.551630614820158,1.33344620309371,0.320608947853859,0.259817773190552,0.484928521290202,1.19445275295477,0.140780262847081,0.0125736792372259,0.00902324666591499,0.00934326640420354,0.0130075422860109,0.00375783012918246,0.0457021260820038,0.00440070927045596,0.195927587803591,0.2440071337302
