"Vehicle.AwardTask","Vehicle.sum7","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"Award","Definitive",4759277494.5313,4808548321.97,4810451699.49,3840815516.25,4832963267.31,4182552778.35,6414372780.35,7732838457.03,9639023085.17,8627494356.54,8065441510.2504,8982161318.9137,7944909118.7479,7604282996.7383,7146166248.3751,5463301771.5607,4413807880.723,6181701016.8531,5029281002.2,5338210992.2,16558885642.7,36231521379.16,33035214665.64,8594241157.25,5652666756.13,1692569961.18
"Award","Pur. Order",682504076.0042,583294415.88,652332547.41,1159279295.47,1349610954.7,2711643669.68,3982542084.98,4354396574.15,5149070459.24,3725223247.46,3461764256.0949,4466463814.2826,3338900342.4839,3805891198.862,3507403042.7394,3321143024.7753,3539108632.3845,3856890416.618,3304663821.7,3043298142.16,4207372291.36,3308114825.72,2760952444.95,3461962962.44,3612566732.91,1592406576.15
"Task Order","BOA or BPA",90547706.9006,120948980.3899,176091216.3693,278832090.9278,317453989.7447,382136971.7054,713286667.2351,671480288.8754,1233838200.6764,1686669958.1146,2284606062.3804,1725884444.4758,2447036469.7791,1085199246.6545,751115688.4843,704161496.7118,591903301.3769,807422287.9941,998438554.2995,722073993.8312,1835545348.5527,2732364972.4678,693062089.5139,1041342258.5896,1207690917.9117,503840926.5
"Task Order","FSS or GWAC",1518595638.003,1318963186.9534,1366263352.2565,3173587517.3298,1977535311.9187,1362895946.2457,1576125816.5737,1783273297.1921,1752709722.4003,1770661316.162,1662753249.031,1436418716.55,1304767976.3228,1371810929.5659,1158975337.2728,945662722.5056,996098516.0213,1042432803.2452,971755684.6425,737967789.3144,879187572.6148,802578642.3426,910642670.587,904619374.8862,1099924152.3801,277376332.54
"Task Order","Multi-Awd.",3250388367,2567872154,3334772641.0598,2093178243.7121,2521584715.0345,3516804802.492,3859240172.3507,4358370739.0101,3298575788.8751,4456925370.4796,23707912409.2766,5336753656.4892,4112723115.6012,4522918119.091,3758329527.5949,5569929860.7884,7642956468.4373,4826451331.7178,4895346416.7874,6497295190.1428,8096165885.3414,7130722682.8495,9256263017.8597,10639238605.2127,11537342702.32,4761471251.52
"Task Order","Single-Awd.",5371795646,7680428616.1314,9387376606.8964,12895425081.9622,17002697395.273,35082963241.2807,36946385934.106,36950959779.6231,40807361560.6612,42095305288.5045,34648417099.8086,34173023655.8673,40868456283.5598,29716046176.419,28025213675.5398,26100394837.5193,24025396470.6108,26569014421.0026,31221911726.3895,29088191926.2772,31324879004.3182,32994844739.6572,41146782636.0888,40718958653.3149,40865503741.7,18396318481.72
"Task Order","Unlbd. IDV",1539051224,336673013.5156,191713832.2891,206899060.7169,197069612.0725,160138629.7971,80052687.8275,76823442.695,171520286.7967,96203714.7866,112696159.4964,58996611.0434,23863231.2519,29845258.45,32316037.93,30968459.9,10834416.96,2503618.7704,21232.3105,,14709.7402,38462.21,-18364026,-2269054.5,10115,
,,0,0,0,0,579277.6982,,,0,0,0,,,,,,,0,0,0,0,0,0,0,0,650221.66,0
